Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020005/1,4100200005,779.63,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020006/1,4100200006,742.50,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020007/1,4100200007,915.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020008/1,4100200008,965.25,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020009/1,4100200009,952.88,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020010/1,4100200010,717.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020011/1,4100200011,915.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020012/1,4100200012,408.38,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020013/1,4100200013,723.94,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020014/1,4100200014,315.56,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020015/1,4100200015,928.13,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020020/1,4100200020,385.00,Integra User Group Ltd,00533100,,Finance Sals&Overheads,Subscriptions,D01AFDF0247002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0051006913/1,5100060913,670.00,Frontline,01411400,,Training,Ext Fees/Prof & Tech,D10DC000013561
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0051006916/3,5100060916,3567.02,Gravesham Borough Council,01106000,,I T Sals&Overheads,Temporary Staff,D01ANDN0011300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0051006918/1,5100060918,2673.00,Learning Nexus Ltd,01129100,,Training,Ext Fees/Prof & Tech,D10DC000013561
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0062018997/2,6200180997,974.81,Sue Bell The Exercise Connection,00009400,,Larkfield Leisure Centre,Temporary Staff,X30PAXX1411300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001559/3,6400010559,946.40,Stormfront Retails Ltd,01399200,,Larkfield Leisure Centre,Purchases,X30PAXX2440101
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001559/4,6400010559,946.40,Stormfront Retails Ltd,01399200,,Tonbridge Swimming Pool,Purchases,X60TPXX2440101
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001560/1,6400010560,381.00,Physical Company,00299500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001560/2,6400010560,1170.00,Physical Company,00299500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001561/1,6400010561,2220.00,M J Miller & Sons Ltd,00600100,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0409906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001561/2,6400010561,4495.00,M J Miller & Sons Ltd,00600100,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0409906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001562/1,6400010562,114704.64,Technogym UK Ltd,00900000,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001563/3,6400010563,3072.00,Damovo UK Limited,00732700,,Larkfield Leisure Centre,Maintenance - Contracts,X30PA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001567/2,6400010567,300.00,Mitchell Media UK Ltd,01341200,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001568/5,6400010568,430.00,CP Digital,01327200,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001569/5,6400010569,9592.72,Kent County Council Commercial Services,00054200,,Larkfield Leisure Centre,Gas,X30PA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001570/10,6400010570,1300.00,Gladstone MRM Ltd,00132800,,Tonbridge Swimming Pool,Maintenance - Contracts,X60TP000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001570/5,6400010570,1300.00,Gladstone MRM Ltd,00132800,,Angel Centre,Maintenance - Contracts,X01AA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001570/7,6400010570,2275.00,Gladstone MRM Ltd,00132800,,Larkfield Leisure Centre,Maintenance - Contracts,X30PA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0064001571/3,6400010571,370.00,Windsor Print Production Limited,01187500,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0041020043/1,4100200043,252.50,National Westminster Bank Plc,00894500,,Patrolling,Vehicle Licences,B22LF000030105
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0041020043/12,4100200043,792.00,National Westminster Bank Plc,00894500,,Local Revenue & NNDR Collect,Legal Fees,D41QA000044002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0041020043/32,4100200043,399.95,National Westminster Bank Plc,00894500,,Larkfield Leisure Centre,Purchases,X30PA000040101
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0041020043/6,4100200043,436.00,National Westminster Bank Plc,00894500,,Legal Sals&Overheads,Professional Membership,D01ARDR0047001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0041020043/7,4100200043,436.00,National Westminster Bank Plc,00894500,,Legal Sals&Overheads,Professional Membership,D01ARDR0047001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,14/01/2013,0062019008/2,6200190008,1542.11,South East Water Ltd,00572200,,Larkfield Leisure Centre,Water Charges (Metered),X30PA000024001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,15/01/2013,0061012688/9,6100120688,324.00,Sky Subscriber Services Ltd,00091900,,Angel Centre,Licences,X01AA000048011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026340/3,1100260340,6044.00,ASB Law,00708900,,Legal Sals&Overheads,Peters Pit - Legal Costs,D01ARDR0044148
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026341/3,1100260341,715.00,ASB Law,00708900,,Legal Sals&Overheads,Peters Pit - Legal Costs,D01ARDR0044148
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026343/1,1100260343,1424.00,Kent County Council,00322500,,Local Land Charges,Kent Highways,D35NK000044240
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026344/1,1100260344,1391.12,Southern Water,00093900,,Buildings,Sewerage Charges,D21FEDD6024003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026360/3,1100260360,3300.00,Bevan Brittan LLP,01096600,,Land Review,Professional Fees,D40PSTON144001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026360/4,1100260360,548.00,Bevan Brittan LLP,01096600,,Land Review,Professional Fees,D40PSTON144001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026361/3,1100260361,6755.00,Associated Knowledge Systems,00906100,,Implementing E-Government,Initial Furniture & Equipment,P06DPD21009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026365/3,1100260365,4000.75,Kent County Council Commercial Services,00054200,,Buildings,Electricity,D21FEDD1021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026366/3,1100260366,709.14,Kent County Council Commercial Services,00054200,,Buildings,Gas,D21FEDD6021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026368/3,1100260368,2556.56,Kent County Council Commercial Services,00054200,,Buildings,Gas,D21FEDD1021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026369/3,1100260369,3795.00,Practical Law Company,01220500,,Legal Sals&Overheads,Reference Books & Publications,D01AR000043010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026382/1,1100260382,641.67,P H C Ltd,00376300,,Licences - Fee Paying,Professional Fees,H27SH000044001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0011026384/1,1100260384,355.45,Viridor Waste Management Ltd,00682900,,Cleaning & Security,Trade Refuse Charges,D21FD000044008
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0012005109/3,1200050109,1758.00,Kent County Council Commercial Services,00054200,,Information Technology,Maintenance - Ancillary Equip,D27KD000040137
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0012005110/3,1200050110,2256.28,Tunbridge Wells Borough Council,00844600,,I T Sals&Overheads,Temporary Staff,D01ANDN0011300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0012005111/1,1200050111,850.00,KMH Group,01052000,,General IT Developments,Initial Furniture & Equipment,P06DA000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0012005112/1,1200050112,1398.00,3C Technology Limited,00997700,,Capital Renewals IT,Initial Furniture & Equipment,P06FBD10109906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029031/3,2100290031,272.25,Emprise Services Plc,01075900,,Leybourne Lakes Country Park,Gates / Security,B22LK000044017
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029033/1,2100290033,900.00,Treework,00560700,,Sports Grounds-Ground Mtnce,Maintenance of Grounds,B13ET000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029036/1,2100290036,464.00,SL TreeCare Ltd,01274100,,Open Spaces & Amenity Areas,Maintenance of Grounds,B22LE000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029039/1,2100290039,465.00,G.L. & R.G. Bourne,00737500,,Haysden Country Park,Gates / Security,B22LC000044017
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029044/1,2100290044,3608.36,DCGS Poult Wood Limited,01029100,,Golf Centre-Leisure Management,Golf Professional,B21KE000054007
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029049/1,2100290049,516.62,Kent County Council Commercial Services,00054200,,Cemetery,Interments,B26MP000091123
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029050/1,2100290050,550.00,Greenleaf Leisure,01416900,,Patrolling,Gates / Security,B22LF000044017
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029051/1,2100290051,550.00,Greenleaf Leisure,01416900,,Patrolling,Gates / Security,B22LF000044017
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029054/1,2100290054,340.00,Treework,00560700,,Tonbridge Castle Grounds,Maintenance of Grounds,B22LB000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029055/1,2100290055,22383.32,Technogym UK Ltd,00900000,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029056/1,2100290056,137087.96,Technogym UK Ltd,00900000,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0109906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029056/2,2100290056,26263.21,Technogym UK Ltd,00900000,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0021029057/1,2100290057,13585.83,Technogym UK Ltd,00900000,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0022014004/1,2200140004,274.08,Russet Homes,00137300,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0022014007/1,2200140007,3713.00,Animal Wardens Ltd,00174700,,Street Scene,Dog Warden,H23SD000044100
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0022014010/1,2200140010,1228.04,Animal Wardens Ltd,00174700,,Street Scene,Dog Warden,H23SD000044100
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0022014011/1,2200140011,1185.00,Clarkes Funeral Service,00021200,,Public Health Act 1984,Funeral Expenses,H26SG000054002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012734/1,3100120734,157821.21,Sainsbury's Supermarkets Ltd,01275900,,Parking Off-Street,Pay to Principal - Angel East,E10HAE00144196
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012735/1,3100120735,18662.00,Cleary & Downey Ltd,00020900,,Car Parks Improvement Ph 5,Contract Payments,P01AA000009904
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012737/1,3100120737,32239.30,Enterprise,01324000,,Car Parks Improvement Ph 5,Contract Payments,P01AA000009904
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012738/1,3100120738,450.00,Wellden Land Surveys,01410600,,Car Parks Improvement Ph 5,Contract Payments,P01AA000009904
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012739/2,3100120739,254.06,Chroma Vision Ltd,00891600,,Security Services Management,CCTV Monitoring Station,E09GA000051020
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0031012743/1,3100120743,64634.15,Enterprise,01324000,,Ton Castle East Curtain Wall,Contract Payments,P01LC000009904
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0032006766/3,3200060766,2132.75,Sevenoaks District Council,00089300,,Planning Sals&Overheads,Temporary Staff,D01AJDJ0211300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0032006768/1,3200060768,1856.03,Tetlow King Planning Ltd,01290900,,Development Control,Application & Appeals,A01AB000044194
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0032006769/1,3200060769,2871.66,Tetlow King Planning Ltd,01290900,,Development Control,Application & Appeals,A01AB000044194
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0032006770/1,3200060770,1669.35,Tetlow King Planning Ltd,01290900,,Development Control,Application & Appeals,A01AB000044194
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020044/3,4100200044,672.00,Rundle & Co Ltd,00087200,,Local Revenue & NNDR Collect,Bailiffs Commission,D41QA000044075
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020045/4,4100200045,1417.07,Rundle & Co Ltd,00087200,,Local Revenue & NNDR Collect,Bailiffs Commission,D41QA000044075
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020055/1,4100200055,19797.00,Adelante Software Limited,01393800,,Cash Receipting System,Initial Furniture & Equipment,P06DB000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020060/1,4100200060,364.00,Grant Thornton UK LLP,01407400,,Housing Benefits,Audit Fees,C05CL000044223
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020060/2,4100200060,260.00,Grant Thornton UK LLP,01407400,,Public Accountability,Audit Fees,D29LR000044223
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0041020061/1,4100200061,3747.50,The Consultation Institute,01139300,,Council Tax Reduction Scheme,Localisation of CTax Benefit,D42QF000048060
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0051006920/1,5100060920,350.00,Kent County Council,00322500,,Training,Ext Fees/Prof & Tech,D10DCDR0013561
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012684/3,6100120684,1495.00,Empire F.M. Ltd,00853500,680181834,Angel Centre,Decorations,X01AA000020302
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012686/5,6100120686,643.90,Taylor Made Designs (UK) Ltd,01087400,,Angel Centre,Clothing & Laundry,X01AA000042005
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012689/3,6100120689,498.00,Strand,00688200,,Angel Centre,Maintenance - Contracts,X01AA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012691/2,6100120691,400.82,South East Water Ltd,00572200,,Angel Centre,Water Charges (Metered),X01AA000024001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012704/6,6100120704,290.00,REDACTED PERSONAL DATA,01260400,,Angel Centre,Special Events,X01AAX37191309
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0061012707/5,6100120707,945.50,SCS,00088100,,Angel Centre,Special Events,X01AAX18091309
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019001/3,6200190001,1115.00,H20 Servicing Limited,00888800,808041553,Larkfield Leisure Centre,Repair & Mtce of Fixed Plant,X30PA000020501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019009/5,6200190009,324.00,Sky Business,00527000,,Larkfield Leisure Centre,Licences,X30PA000048011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019012/6,6200190012,1199.27,Superclean Services Wothorpe,01232800,,Angel Centre,Contracted Cleaning,X01AA000026006
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019012/7,6200190012,3597.81,Superclean Services Wothorpe,01232800,,Larkfield Leisure Centre,Contracted Cleaning,X30PA000026006
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019014/3,6200190014,356.00,Sport & Play Ltd,01118700,,Larkfield Leisure Centre,Maintenance - Contracts,X30PA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019022/3,6200190022,345.00,Sport & Play Ltd,01118700,,Larkfield Leisure Centre,Maintenance - General,X30PA000040135
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0062019026/2,6200190026,1545.11,South East Water Ltd,00572200,,Larkfield Leisure Centre,Water Charges (Metered),X30PA000024001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0063017100/3,6300170100,668.76,Chubb Electronic Security Systems Ltd,00115400,174605362,Tonbridge Swimming Pool,Maintenance - Contracts,X60TP000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0063017100/4,6300170100,441.11,Chubb Electronic Security Systems Ltd,00115400,174605362,Tonbridge Swimming Pool,Maintenance - Contracts,X60TP000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0063017111/5,6300170111,268.45,Business Cleaning Supplies,00016400,,Tonbridge Swimming Pool,Cleaning & Domestic Supplies,X60TP000026001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0063017116/2,6300170116,1875.70,South East Water Ltd,00572200,,Tonbridge Swimming Pool,Water Charges (Metered),X60TP000024001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0063017125/4,6300170125,1158.84,Air Products CryoEase Services,00452200,,Tonbridge Swimming Pool,Chemicals,X60TP000040117
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001572/5,6400010572,7587.00,Kent County Council Commercial Services,00054200,,Tonbridge Swimming Pool,Electricity,X60TP000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001573/5,6400010573,12622.46,Kent County Council Commercial Services,00054200,,Larkfield Leisure Centre,Electricity,X30PA000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001575/5,6400010575,4035.06,Kent County Council Commercial Services,00054200,,Angel Centre,Electricity,X01AA000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001576/5,6400010576,349.29,Kent County Council Commercial Services,00054200,,Angel Centre,Electricity,X01AAXX9021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001579/5,6400010579,251.62,Kent County Council Commercial Services,00054200,,Angel Centre,Gas,X01AAXX9021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001580/5,6400010580,377.19,Kent County Council Commercial Services,00054200,,Angel Centre,Gas,X01AAXX9021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001590/5,6400010590,3878.25,Kent County Council Commercial Services,00054200,,Angel Centre,Gas,X01AA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,16/01/2013,0064001604/5,6400010604,710.00,Popi,00993500,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,17/01/2013,0041020068/1,4100200068,893.00,ASHTON BIRKINSHAW,01417300,,Homelessness,Rent Deposit / Rent in Advance,C01AAC64144093
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,18/01/2013,0041020074/1,4100200074,1000.00,THE WELFARE ADVICE SERVICE,01410400,,Housing Benefits,Other Expenses,C05CL000048010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0011026342/3,1100260342,275.00,P H C Ltd,00376300,,Licences - Fee Paying,Professional Fees,H27SH000044001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0011026418/1,1100260418,1036.80,Inchoak Redman The Office Specialists,00284300,,Buildings,Fixtures & Fittings,D21FE000025001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0011026424/1,1100260424,1572.88,Kent County Council Commercial Services,00054200,,Buildings,Electricity,D21FEDD5021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0011026425/1,1100260425,1833.39,Kent County Council Commercial Services,00054200,,Buildings,Electricity,D21FEDD5021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0012005115/1,1200050115,890.00,Socitm Limited,00388300,,Information Technology,Subscriptions,D27KD000047002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0015005322/3,1500050322,1632.25,Mr Terry Hill T/A Castle Cars,01216400,702477547,Mayoral & Other Member Support,Mayors Transport Allowance,D29LX000034111
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0016000313/1,1600000313,1500.00,Tonbridge & Malling CAB,00120000,,Tonbridge Gateway,Marketing,D23TG000044215
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029037/1,2100290037,750.00,Weddle and Co,00714900,,Hill Top/Priory Wood CP Equip,Other Expenses,P05FQ000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029038/1,2100290038,750.00,Weddle and Co,00714900,,OS Site Improvs 2,Other Expenses,P05FV000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029059/1,2100290059,826.58,Kent County Council Commercial Services,00054200,,Cemetery,Interments,B26MP000091123
