Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD1. How many mobile phones IN TOTAL do you AND members of your household use? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3474,1679,1795,460,540,1204,1270,697,383,408,596,784,1014,701,975,1983,487,493,511
Effective Weighted Sample,2281,1110,1171,296,342,813,864,445,236,273,437,524,671,466,629,1719,330,329,470
Total,2256,1082,1174,327,408,781,740,378,217,280,472,566,669,413,608,1886,197,111,62
One (1.0),461,223,238,39,68,118,237,147,68,45,24,75,122,71,194,361,55,30,14
,20%,21%,20%,12%,17%,15%,32%,39%,31%,16%,5%,13%,18%,17%,32%,19%,28%,27%,23%
,,,,,,,cde,hij,ij,j,,,k,,klm,,o,o,
Two (2.0),926,441,485,100,226,322,278,106,92,135,243,260,298,165,204,797,63,44,22
,41%,41%,41%,31%,55%,41%,38%,28%,43%,48%,51%,46%,45%,40%,34%,42%,32%,39%,36%
,,,,,cef,c,c,,g,g,gh,n,n,n,,pr,,,
Three (3.0),352,170,182,79,58,160,55,32,17,54,102,106,106,78,61,302,27,13,10
,16%,16%,15%,24%,14%,20%,7%,8%,8%,19%,22%,19%,16%,19%,10%,16%,14%,12%,16%
,,,,df,f,df,,,,gh,gh,n,n,n,,,,,
Four or more (4.0),369,179,190,107,53,168,41,26,20,39,99,104,117,80,68,312,30,14,12
,16%,17%,16%,33%,13%,22%,5%,7%,9%,14%,21%,18%,18%,19%,11%,17%,15%,13%,20%
,,,,def,f,df,,,,g,ghi,n,n,n,,,,,q
None (0.0),148,69,79,2,3,13,130,68,19,7,5,22,26,20,80,113,21,10,4
,7%,6%,7%,1%,1%,2%,18%,18%,9%,2%,1%,4%,4%,5%,13%,6%,11%,9%,6%
,,,,,,,cde,hij,ij,,,,,,klm,,or,,
Don't know,*,*,0,*,0,0,*,*,0,0,0,0,0,0,*,0,*,0,*
,*%,*%,0%,*%,0%,0%,*%,*%,0%,0%,0%,0%,0%,0%,*%,0%,*%,0%,*%
Mean mobiles in household,2.1,2.2,2.1,2.8,2.2,2.5,1.5,1.5,1.8,2.3,2.6,2.3,2.3,2.3,1.7,2.2,1.9,1.9,2.2
,,,,def,f,df,,,g,gh,ghi,n,n,n,,pq,,,pq
Standard deviation,1.12,1.12,1.12,1.06,0.9,1.04,1.04,1.09,1.04,0.97,0.91,1.04,1.07,1.11,1.15,1.11,1.21,1.12,1.19
Standard error,0.02,0.03,0.03,0.05,0.04,0.03,0.03,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.02,0.05,0.05,0.05
MOBILE ONLY,334,160,174,105,93,99,38,111,45,46,27,26,101,55,152,270,34,21,9
,15%,15%,15%,32%,23%,13%,5%,29%,21%,16%,6%,5%,15%,13%,25%,14%,17%,19%,15%
,,,,def,ef,f,,hij,j,j,,,k,k,klm,,,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 24,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD1. How many mobile phones IN TOTAL do you AND members of your household use? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3474,247,249,251,240,264,240,252,240,2458,1016,1659,1799,1983,980,,,,
Effective Weighted Sample,2281,235,229,238,228,251,227,239,223,1892,443,1094,1265,1407,761,,,,
Total,2256,280,307,186,163,197,210,187,354,1964,292,1260,983,1382,812,,,,
One (1.0),461,37,47,34,29,40,39,44,92,409,52,159,297,276,171,,,,
,20%,13%,15%,18%,18%,20%,18%,23%,26%,21%,18%,13%,30%,20%,21%,,,,
,,,,,,a,,ab,abcd,,,,k,,,,,,
Two (2.0),926,116,149,80,69,72,89,79,142,795,131,588,335,605,299,,,,
,41%,41%,48%,43%,43%,37%,42%,42%,40%,40%,45%,47%,34%,44%,37%,,,,
,,,e,,,,,,,,,l,,n,,,,,
Three (3.0),352,61,38,27,32,35,37,30,42,311,41,254,95,204,138,,,,
,16%,22%,12%,14%,20%,18%,18%,16%,12%,16%,14%,20%,10%,15%,17%,,,,
,,bch,,,bh,,,,,,,l,,,,,,,
Four or more (4.0),369,47,65,31,24,34,38,24,49,313,56,249,120,222,135,,,,
,16%,17%,21%,17%,15%,17%,18%,13%,14%,16%,19%,20%,12%,16%,17%,,,,
,,,gh,,,,,,,,,l,,,,,,,
None (0.0),148,19,9,14,9,16,7,11,29,135,12,11,136,75,69,,,,
,7%,7%,3%,7%,5%,8%,3%,6%,8%,7%,4%,1%,14%,5%,8%,,,,
,,b,,bf,,bf,,,bf,j,,,k,,m,,,,
Don't know,*,0,0,0,0,0,0,0,0,*,*,0,*,*,0,,,,
,*%,0%,0%,0%,0%,0%,0%,0%,0%,*%,*%,0%,*%,*%,0%,,,,
Mean mobiles in household,2.1,2.3,2.3,2.1,2.2,2.2,2.3,2.1,2,2.1,2.3,2.5,1.8,2.2,2.1,,,,
,,gh,gh,,h,,gh,,,,i,l,,,,,,,
Standard deviation,1.12,1.11,1.06,1.13,1.07,1.17,1.07,1.06,1.12,1.12,1.09,0.97,1.18,1.09,1.17,,,,
Standard error,0.02,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.02,0.03,0.02,0.03,0.02,0.04,,,,
MOBILE ONLY,334,48,27,27,20,31,22,30,64,306,28,169,163,165,159,,,,
,15%,17%,9%,14%,12%,16%,11%,16%,18%,16%,10%,13%,17%,12%,20%,,,,
,,bf,,,,b,,b,bf,j,,,k,,m,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 25,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD2. Do you personally use a mobile phone? How many mobile phones with,,,,,,,,,,,,,,,,,,,
different telephone numbers do you use at least once a month? Please include any phones used for work or other purposes. (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3474,1679,1795,460,540,1204,1270,697,383,408,596,784,1014,701,975,1983,487,493,511
Effective Weighted Sample,2281,1110,1171,296,342,813,864,445,236,273,437,524,671,466,629,1719,330,329,470
Total,2256,1082,1174,327,408,781,740,378,217,280,472,566,669,413,608,1886,197,111,62
No (0.0),54,31,23,4,*,6,44,13,9,3,2,11,13,10,19,42,7,4,1
,2%,3%,2%,1%,*%,1%,6%,3%,4%,1%,*%,2%,2%,2%,3%,2%,3%,4%,2%
,,,,,,,cde,j,ij,,,,,,,,,,
1 (1.0),1881,894,987,293,371,692,526,282,178,239,425,468,576,355,482,1577,159,92,53
,83%,83%,84%,89%,91%,89%,71%,75%,82%,85%,90%,83%,86%,86%,79%,84%,81%,82%,85%
,,,,f,f,f,,,g,g,gh,,n,n,,,,,
2 (2.0),151,80,71,23,31,63,33,11,9,29,34,56,43,27,24,135,8,4,3
,7%,7%,6%,7%,8%,8%,4%,3%,4%,10%,7%,10%,6%,7%,4%,7%,4%,4%,5%
,,,,,f,f,,,,gh,g,ln,n,,,pq,,,
3 (3.0),17,6,11,5,2,3,7,5,1,2,5,6,10,1,1,15,1,1,*
,1%,1%,1%,2%,1%,*%,1%,1%,*%,1%,1%,1%,1%,*%,*%,1%,1%,1%,1%
,,,,,,,,,,,,n,mn,,,,,,
4 or more (4.0),5,2,3,1,*,4,0,0,1,0,1,3,1,0,1,4,0,1,*
,*%,*%,*%,*%,*%,1%,0%,0%,*%,0%,*%,*%,*%,0%,*%,*%,0%,1%,*%
,,,,,,f,,,,,,,,,,,,,
No mobiles in household (0.0),148,69,79,2,3,13,130,68,19,7,5,22,26,20,80,113,21,10,4
,7%,6%,7%,1%,1%,2%,18%,18%,9%,2%,1%,4%,4%,5%,13%,6%,11%,9%,6%
,,,,,,,cde,hij,ij,,,,,,klm,,or,,
Mean mobiles used,1,1,1,1.1,1.1,1.1,0.8,0.8,0.9,1.1,1.1,1.1,1,1,0.9,1,0.9,0.9,1
,,,,f,f,f,,,g,gh,gh,mn,n,n,,pq,,,p
Standard deviation,0.45,0.45,0.46,0.4,0.32,0.4,0.54,0.52,0.47,0.4,0.38,0.49,0.44,0.38,0.46,0.45,0.45,0.49,0.43
Standard error,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 25,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD2. Do you personally use a mobile phone? How many mobile phones with,,,,,,,,,,,,,,,,,,,
different telephone numbers do you use at least once a month? Please include any phones used for work or other purposes. (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3474,247,249,251,240,264,240,252,240,2458,1016,1659,1799,1983,980,,,,
Effective Weighted Sample,2281,235,229,238,228,251,227,239,223,1892,443,1094,1265,1407,761,,,,
Total,2256,280,307,186,163,197,210,187,354,1964,292,1260,983,1382,812,,,,
No (0.0),54,8,5,9,1,3,5,4,6,44,10,8,45,31,22,,,,
,2%,3%,2%,5%,1%,1%,2%,2%,2%,2%,3%,1%,5%,2%,3%,,,,
,,,,bdeh,,,,,,,,,k,,,,,,
1 (1.0),1881,233,250,156,140,171,182,160,287,1631,250,1111,761,1163,665,,,,
,83%,83%,81%,84%,86%,87%,86%,85%,81%,83%,85%,88%,77%,84%,82%,,,,
,,,,,,,,,,,,l,,,,,,,
2 (2.0),151,20,38,6,12,6,13,10,31,134,16,114,36,100,47,,,,
,7%,7%,13%,3%,7%,3%,6%,5%,9%,7%,6%,9%,4%,7%,6%,,,,
,,e,acefg,,ce,,,,ce,,,l,,,,,,,
3 (3.0),17,0,3,1,1,2,4,2,2,14,3,14,3,8,9,,,,
,1%,0%,1%,1%,*%,1%,2%,1%,1%,1%,1%,1%,*%,1%,1%,,,,
,,,,,,,a,,,,,l,,,,,,,
4 or more (4.0),5,0,3,0,1,0,0,1,0,5,*,3,2,4,1,,,,
,*%,0%,1%,0%,*%,0%,0%,*%,0%,*%,*%,*%,*%,*%,*%,,,,
No mobiles in household (0.0),148,19,9,14,9,16,7,11,29,135,12,11,136,75,69,,,,
,7%,7%,3%,7%,5%,8%,3%,6%,8%,7%,4%,1%,14%,5%,8%,,,,
,,b,,bf,,bf,,,bf,j,,,k,,m,,,,
Mean mobiles used,1,1,1.1,0.9,1,1,1,1,1,1,1,1.1,0.9,1,1,,,,
,,,acdegh,,ce,,ce,c,c,,,l,,n,,,,,
Standard deviation,0.45,0.41,0.52,0.42,0.44,0.41,0.44,0.46,0.46,0.46,0.43,0.4,0.48,0.45,0.47,,,,
Standard error,0.01,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 26,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD3 (QD10). Which mobile network do you use most often? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those who personally use a mobile phone,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3091,1492,1599,450,535,1167,939,533,334,389,587,730,941,638,782,1786,425,416,464
Effective Weighted Sample,2035,986,1050,291,339,790,641,336,203,262,429,491,622,427,504,1551,286,281,427
Total,2054,981,1072,321,405,762,566,298,189,270,465,533,630,383,508,1731,168,97,57
O2 (formerly BTCellnet),535,265,270,86,126,191,132,80,48,85,129,126,171,106,132,428,50,17,38
,26%,27%,25%,27%,31%,25%,23%,27%,25%,31%,28%,24%,27%,28%,26%,25%,30%,18%,67%
,,,,,ef,,,,,,,,,,,q,q,,opq
Orange,471,215,256,77,95,160,139,64,46,53,102,142,150,78,102,397,30,38,5
,23%,22%,24%,24%,23%,21%,25%,21%,25%,20%,22%,27%,24%,20%,20%,23%,18%,39%,9%
,,,,,,,,,,,,mn,,,,r,r,opr,
Vodafone,418,202,216,55,71,172,120,51,32,53,104,117,116,92,93,362,30,18,7
,20%,21%,20%,17%,17%,23%,21%,17%,17%,20%,22%,22%,18%,24%,18%,21%,18%,19%,13%
,,,,,,,,,,,,,,ln,,r,,r,
TMobile (formerly One2One),247,118,129,47,42,92,66,42,25,28,54,58,76,39,75,223,15,9,1
,12%,12%,12%,15%,10%,12%,12%,14%,13%,10%,12%,11%,12%,10%,15%,13%,9%,9%,1%
,,,,,,,,,,,,,,,m,r,r,r,
Virgin Media/ Any Virgin,131,64,67,11,23,46,51,20,11,14,26,35,38,25,33,114,11,5,1
,6%,7%,6%,3%,6%,6%,9%,7%,6%,5%,6%,7%,6%,7%,6%,7%,7%,5%,2%
,,,,,,,ce,,,,,,,,,r,r,r,
3,130,68,62,29,36,53,12,20,15,23,23,24,47,23,37,112,13,2,3
,6%,7%,6%,9%,9%,7%,2%,7%,8%,9%,5%,4%,7%,6%,7%,6%,8%,2%,5%
,,,,f,f,f,,,,,,,k,,,q,q,,
Tesco,73,28,45,11,7,32,23,11,10,12,19,20,19,13,21,54,13,5,1
,4%,3%,4%,3%,2%,4%,4%,4%,5%,4%,4%,4%,3%,3%,4%,3%,8%,5%,2%
,,,,,,d,d,,,,,,,,,,or,r,
Other,29,16,13,3,4,12,9,6,1,3,7,7,9,5,8,23,3,2,*
,1%,2%,1%,1%,1%,2%,2%,2%,1%,1%,2%,1%,1%,1%,2%,1%,2%,2%,*%
,,,,,,,,,,,,,,,,,r,r,
Don't know,20,6,14,1,1,5,13,3,1,*,3,6,4,2,8,16,2,1,*
,1%,1%,1%,*%,*%,1%,2%,1%,*%,*%,1%,1%,1%,1%,2%,1%,1%,1%,1%
,,,,,,,cde,,,,,,,,,,,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 26,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD3 (QD10). Which mobile network do you use most often? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those who personally use a mobile phone,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3091,217,235,214,222,234,224,227,213,2190,901,1630,1449,1779,848,,,,
Effective Weighted Sample,2035,207,217,203,211,223,212,216,198,1685,397,1079,1021,1278,657,,,,
Total,2054,252,294,163,153,179,198,172,320,1785,269,1241,803,1276,721,,,,
O2 (formerly BTCellnet),535,48,77,44,51,36,52,52,68,462,73,349,183,339,157,,,,
,26%,19%,26%,27%,34%,20%,26%,30%,21%,26%,27%,28%,23%,27%,22%,,,,
,,,,,aeh,,,aeh,,,,l,,n,,,,,
Orange,471,29,57,50,39,63,36,45,78,396,75,277,194,312,154,,,,
,23%,11%,20%,30%,26%,35%,18%,26%,24%,22%,28%,22%,24%,24%,21%,,,,
,,,a,abf,a,abdfgh,,a,a,,i,,,,,,,,
Vodafone,418,45,80,30,23,27,51,30,76,351,67,256,157,269,141,,,,
,20%,18%,27%,19%,15%,15%,26%,17%,24%,20%,25%,21%,20%,21%,20%,,,,
,,,acdeg,,,,adeg,,de,,i,,,,,,,,
TMobile (formerly One2One),247,70,29,8,13,18,30,17,37,224,23,142,105,128,119,,,,
,12%,28%,10%,5%,9%,10%,15%,10%,12%,13%,9%,11%,13%,10%,16%,,,,
,,bcdefgh,c,,,c,cd,,c,j,,,,,m,,,,
Virgin Media/ Any Virgin,131,17,18,9,11,11,11,11,26,128,3,71,58,83,47,,,,
,6%,7%,6%,6%,7%,6%,6%,6%,8%,7%,1%,6%,7%,7%,7%,,,,
,,,,,,,,,,j,,,,,,,,,
3,130,32,15,8,3,12,9,11,23,121,10,87,43,61,66,,,,
,6%,13%,5%,5%,2%,7%,5%,7%,7%,7%,4%,7%,5%,5%,9%,,,,
,,bcdefg,,,,d,,d,d,j,,,,,m,,,,
Tesco,73,5,13,10,6,7,4,4,6,61,12,32,40,51,21,,,,
,4%,2%,4%,6%,4%,4%,2%,2%,2%,3%,4%,3%,5%,4%,3%,,,,
,,,,afh,,,,,,,,,k,,,,,,
Other,29,3,3,2,5,4,1,2,5,26,3,20,9,17,12,,,,
,1%,1%,1%,1%,3%,2%,*%,1%,2%,1%,1%,2%,1%,1%,2%,,,,
,,,,,f,,,,,,,,,,,,,,
Don't know,20,5,2,2,1,1,5,1,0,15,4,6,13,15,5,,,,
,1%,2%,1%,1%,*%,*%,2%,1%,0%,1%,2%,1%,2%,1%,1%,,,,
,,,,,,,h,,,,,,k,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 27,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QD4 (QD24B). Do you personally use a Smartphone? IF UNSURE - A Smartphone is a phone on which you can easily access emails, download files and",,,,,,,,,,,,,,,,,,,
"applications, as well as view websites and generally surf the internet. Popular brands of Smartphone include BlackBerry, iPhone and Android phones such as the HTC Desire.",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those who personally use a mobile phone,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3091,1492,1599,450,535,1167,939,533,334,389,587,730,941,638,782,1786,425,416,464
Effective Weighted Sample,2035,986,1050,291,339,790,641,336,203,262,429,491,622,427,504,1551,286,281,427
Total,2054,981,1072,321,405,762,566,298,189,270,465,533,630,383,508,1731,168,97,57
Yes,620,319,301,155,175,225,65,49,36,89,206,205,206,103,106,544,35,28,13
,30%,33%,28%,48%,43%,30%,11%,17%,19%,33%,44%,38%,33%,27%,21%,31%,21%,29%,23%
,,b,,ef,ef,f,,,,gh,ghi,lmn,mn,n,,pr,,p,
No,1413,654,759,166,225,530,493,245,151,179,259,324,417,278,394,1168,133,68,44
,69%,67%,71%,52%,56%,70%,87%,82%,80%,66%,56%,61%,66%,73%,78%,67%,79%,70%,77%
,,,a,,,cd,cde,ij,ij,j,,,,kl,kl,,oq,,o
Don't know,21,9,12,*,5,7,8,4,2,2,1,4,7,2,8,19,*,1,*
,1%,1%,1%,*%,1%,1%,1%,1%,1%,1%,*%,1%,1%,1%,2%,1%,*%,1%,*%
,,,,,,,,j,,,,,,,,,,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 27,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QD4 (QD24B). Do you personally use a Smartphone? IF UNSURE - A Smartphone is a phone on which you can easily access emails, download files and",,,,,,,,,,,,,,,,,,,
"applications, as well as view websites and generally surf the internet. Popular brands of Smartphone include BlackBerry, iPhone and Android phones such as the HTC Desire.",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those who personally use a mobile phone,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3091,217,235,214,222,234,224,227,213,2190,901,1630,1449,1779,848,,,,
Effective Weighted Sample,2035,207,217,203,211,223,212,216,198,1685,397,1079,1021,1278,657,,,,
Total,2054,252,294,163,153,179,198,172,320,1785,269,1241,803,1276,721,,,,
Yes,620,90,77,53,45,44,72,50,113,540,80,460,158,380,227,,,,
,30%,36%,26%,33%,29%,24%,36%,29%,35%,30%,30%,37%,20%,30%,31%,,,,
,,be,,,,,be,,be,,,l,,,,,,,
No,1413,162,210,110,106,134,122,117,207,1229,184,769,637,883,486,,,,
,69%,64%,71%,67%,69%,75%,62%,68%,65%,69%,68%,62%,79%,69%,67%,,,,
,,,f,,,afh,,,,,,,k,,,,,,
Don't know,21,1,7,0,2,1,4,5,0,16,5,13,8,13,8,,,,
,1%,*%,2%,0%,1%,*%,2%,3%,0%,1%,2%,1%,1%,1%,1%,,,,
,,,ch,,,,ch,aceh,,,,,,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 28,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QD5 (QD11). SHOWCARD Which of these best describes the mobile package you personally use most often? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
