AUTHORITY,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-New Forest West,Purch Care-Vol Sector,20.07.2011,2207607227,732.38,R,THE STABLES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Indep Sector,18.07.2011,2207600751,630.00,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,19.07.2011,2207604702,547.82,R,BOAZ PROJECT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,07.07.2011,2207564022,545.44,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,07.07.2011,2207564068,552.28,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,07.07.2011,2207564076,563.60,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,22.07.2011,2207615906,545.44,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,22.07.2011,2207615909,563.60,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,22.07.2011,2207615946,552.28,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,20.07.2011,2207607066,722.92,R,THE STABLES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,20.07.2011,2207607113,722.92,R,THE STABLES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Test Valley,Purch Care-Vol Sector,20.07.2011,2207607243,722.92,R,THE STABLES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207599167,814.59,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207599215,652.59,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207599403,683.12,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207599450,1120.00,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207599980,600.16,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600021,975.13,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600079,652.59,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600119,620.08,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600173,630.00,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600198,996.84,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600234,1495.15,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600360,560.00,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600383,1132.30,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Indep Sector,18.07.2011,2207600412,652.59,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Vol Sector,13.07.2011,2207583440,868.82,R,MINSTEAD LODGE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Day Care-Winchester,Purch Care-Vol Sector,12.07.2011,2207579682,559.68,R,NORTH CROFT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Payments to Health Authorities,19.07.2011,2207603104,1764.89,R,LODDON ALLIANCE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Payments to Health Authorities,26.07.2011,2207623370,6652.24,R,LODDON ALLIANCE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Payments to Health Authorities,27.07.2011,2207633122,6652.24,R,LODDON ALLIANCE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,22.07.2011,2207615070,6386.38,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,22.07.2011,2207615070,1572.76,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,22.07.2011,2207617088,6386.38,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,22.07.2011,2207617088,1572.76,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,29.07.2011,2207639528,6386.38,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,29.07.2011,2207639528,1572.76,R,AFFINITY TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,06.07.2011,2207557887,4425.00,R,DOMICILIARY CARE - WATERLOOVILLE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,26.07.2011,2207625967,4425.00,R,DOMICILIARY CARE - WATERLOOVILLE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Havant/EHants,Purch Care-Vol Sector,27.07.2011,2207630576,674.40,R,ROYAL MENCAP SOCIETY (FAREHAM)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Rush/Hart,Purch Care-Vol Sector,22.07.2011,2207617183,1355.25,R,DIMENSIONS (NSO) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Test Valley,Payments to Health Authorities,26.07.2011,2207626911,6116.87,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Winchester,Payments to Health Authorities,11.07.2011,2207576911,2224.30,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-S256-Winchester,Payments to Health Authorities,11.07.2011,2207577002,3418.63,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Payments to Health Authorities,07.07.2011,2207561966,15570.10,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Payments to Health Authorities,07.07.2011,2207561971,15570.10,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Payments to Health Authorities,07.07.2011,2207561983,15570.10,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Payments to Health Authorities,26.07.2011,2207626911,7729.40,R,HAMPSHIRE PARTNERSHIP NHS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,13.07.2011,2207584845,1466.08,R,AMITY SUPPORTED LIVING LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,27.07.2011,2207631962,528.72,R,HOMECARE FINDER LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207557894,900.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207557909,1686.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207558024,1473.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207558042,1473.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207558124,900.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207558137,1686.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,22.07.2011,2207616431,1428.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,22.07.2011,2207616522,1428.00,R,INFINITY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207560731,806.85,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,07.07.2011,2207563182,1667.49,R,PERSONAL PAYMENTS 
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,11.07.2011,2207576248,782.50,R,NURSE PLUS & CARE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,11.07.2011,2207577311,960.84,R,NURSE PLUS & CARE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207578234,1454.10,R,NURSE PLUS & CARE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,11.07.2011,2207576163,786.42,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,11.07.2011,2207577412,801.88,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207578190,1165.31,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207578204,1359.58,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207578214,900.66,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,13.07.2011,2207584393,1960.48,R,NURSE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207578607,510.70,R,PRIMARY ACCESS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,19.07.2011,2207603809,2860.00,R,PRIMARY ACCESS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,19.07.2011,2207603814,504.00,R,PRIMARY ACCESS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,19.07.2011,2207603822,504.00,R,PRIMARY ACCESS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,19.07.2011,2207603831,2552.00,R,PRIMARY ACCESS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,06.07.2011,2207560353,4865.40,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,07.07.2011,2207562951,4992.60,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207579968,1110.30,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,12.07.2011,2207579968,1437.30,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,21.07.2011,2207613909,5601.00,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,21.07.2011,2207613909,1350.00,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Indep Sector,21.07.2011,2207613909,924.00,R,WESSEX REGIONAL CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,13.07.2011,2207584244,2787.60,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,13.07.2011,2207584254,2181.60,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,13.07.2011,2207584261,3726.90,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,13.07.2011,2207584284,6060.00,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,19.07.2011,2207604682,633.16,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,19.07.2011,2207604691,633.16,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,19.07.2011,2207604746,1306.76,R,ADVANCE HOUSING & SUPPORT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590891,781.20,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590900,781.20,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590940,1311.30,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590949,1311.30,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590956,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590965,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591058,1395.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591075,1395.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591110,530.10,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591123,530.10,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591156,1395.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591175,1395.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591241,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591250,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591757,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591772,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591812,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591819,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591829,2483.10,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591836,2483.10,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591844,585.90,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591859,585.90,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591893,1353.15,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591904,1353.15,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591920,837.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591934,837.00,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207624836,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207624836,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207624851,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207624851,1115.80,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207627030,1743.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207627046,1394.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207627057,1639.13,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,28.07.2011,2207636971,1394.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,28.07.2011,2207636988,662.63,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,28.07.2011,2207637002,3103.88,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638553,1394.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638563,1394.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638567,592.88,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638570,1691.44,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638583,1046.25,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638591,1743.75,R,ANDOVER MENCAP SUPP LIVNG SERV
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,11.07.2011,2207577369,530.55,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590923,558.00,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207590931,558.00,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591037,739.35,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591050,739.35,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591789,669.60,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,14.07.2011,2207591800,669.60,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207627041,924.19,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,26.07.2011,2207627069,697.50,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,29.07.2011,2207638558,837.00,R,ANDOVER SUPPORT WORKER AGENCY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,12.07.2011,2207580015,2740.54,R,DISABILITIES TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,25.07.2011,2207622696,2205.00,R,HAMPSHIRE AUTISTIC SOCIETY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,25.07.2011,2207622714,861.00,R,HAMPSHIRE AUTISTIC SOCIETY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,25.07.2011,2207622756,991.87,R,HAMPSHIRE AUTISTIC SOCIETY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,LD-Dom Care-Test Valley,Purch Care-Vol Sector,01.07.2011,2207546797,630.00,R,PROSPECTS
