Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000213803,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000213805,503.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000213813,340.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000213612,"9,953.42"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,117.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,117.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,254.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,117.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,127.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,STARK SOFTWARE INT LIMITE,0000213310,254.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213820,28.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NPOWER YORKSHIRE LIMITED,0000213882,315.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NPOWER YORKSHIRE LIMITED,0000213882,315.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NPOWER YORKSHIRE LIMITED,0000213883,315.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NPOWER YORKSHIRE LIMITED,0000213883,315.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213930,526.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213931,320.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213932,696.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213940,61.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"4,431.05"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"15,974.52"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"1,981.60"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"11,041.09"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"7,901.72"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"5,251.67"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"46,948.19"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"22,722.34"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"4,387.69"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"4,218.10"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"13,265.42"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"9,993.56"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"1,139.84"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"6,482.98"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000213983,"2,563.81"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214072,"2,899.61"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214073,351.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214074,"1,029.53"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214075,283.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214076,13.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214077,"6,703.70"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214078,452.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214079,743.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214080,"1,723.01"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214081,642.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214082,"1,287.65"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214083,88.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214084,545.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214085,377.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214086,75.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214087,"2,361.60"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214088,"2,765.95"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214089,850.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214090,"1,405.27"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214091,448.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214092,670.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214093,"1,693.16"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214094,"1,239.83"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NATIONAL COAL MINING MUSE,0000214201,"14,575.92"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000214278,302.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2014,M/W PUMPING TESTS,ENVIRONMENT,ENERGY&UTILITIES-WATER,BUSINESS STREAM,0000212963,75.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W PUMPING TESTS,ENVIRONMENT,ENERGY&UTILITIES-WATER,BUSINESS STREAM,0000213859,-75.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2014,M/W RATES PAYABLE,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,METHLEY ESTATES (HOLDINGS,0000214227,471.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000213645,42.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT  FOR CLIFTON,0000213695,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT SILKSTONE MWT,0000213697,"1,057.56"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR MILLWOOD,0000213698,"3,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR NAILSTONE,0000213699,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,SITWELL ESTATE,0000213865,700.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,SITWELL ESTATE,0000213866,700.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,SITWELL ESTATE,0000213867,700.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,CROWN ESTATE,0000213886,"3,500.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT STAUNTON HARO,0000213928,654.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,HOME GROUP LIMITED,0000213964,"1,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR NEWTON CA,0000214270,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT DUNVANT BOREH,0000214271,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR STANLEY P,0000214272,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR OAKWOOD G,0000214273,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FOR WARREN HO,0000214274,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT HANDBANK COLL,0000214275,"15,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000212942,"5,722.20"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000213255,668.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000213305,"1,092.50"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000213326,60.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000213327,"1,005.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000213640,"1,635.50"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/08/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000213538,"9,202.80"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000213547,"1,017.47"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000213919,877.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,WASTE MANAGEMENT-WSTE MNGT SER,HARGREAVES (UK) SERVICES,0000213963,"7,388.91"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000214031,"1,464.89"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/08/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000213653,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000213655,363.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000213792,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000213793,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000213794,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/09/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000214194,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000214200,383.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/09/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000213860,51.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000213877,25.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2014,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000213913,"1,218.92"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000212969,"6,459.54"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000213440,431.42
