DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,S K V COMMUNICATIONS,1011700252,2500,FOOD & BUSINESS PARTNERSHIPS,M3 7NA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,S K V COMMUNICATIONS,1011700252,2500,CONSUMER PARTNERSHIP SERVICES,M3 7NA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,S K V COMMUNICATIONS,1011700252,2500,FOOD & BUSINESS PARTNERSHIPS,M3 7NA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700257,2390.16,LAEMS UPGRADE RESOURCE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700375,2308.6,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700375,1989.65,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Operations Local Delivery ,C E F A S,2012700021,1973.76,THE PROVISION OF OFFICAL CONTROL SRVICES OF SHELLFISH,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-21,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,G4S FACILITIES MANAGEMENT UK LTD,1011700420,1919.16,G4S INVOICE 90123746,S81 7QF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,1884,PLAN PRINTER BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,1880,PLANT PRINTERS,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,CALDER CONFERENCES LTD,1011700237,1845.09,FSA MEETING LONDON,LS16 6RF,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700358,1815.45,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011700475,1800,CAMPY X 40,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700375,1783.07,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700226,1743.23,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700257,1734.74,SSCM  DEPLOYMENT RESOURCE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700358,1684.26,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011700358,1651.27,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700358,1636.05,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700257,1622.08,INFRASTRUCTURE CONVERGENCE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011700226,1608.95,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011700475,1601.6,RCDM COLLECTIONS X16,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700226,1550.7,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,TRUSTMARQUE SOLUTIONS LTD,1011700284,1513.56,ORDER NO SO647856,YO32 9GZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700226,1472.15,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700375,1431.65,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700358,1320.15,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700375,1258.71,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700226,1251.5,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011700375,1200.3,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-21,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,G4S FACILITIES MANAGEMENT UK LTD,1011700420,1164.89,G4S INVOICE 90123746,S81 7QF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-21,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,G4S FACILITIES MANAGEMENT UK LTD,1011700420,1163.39,G4S INVOICE 90123746,S81 7QF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700358,1147.46,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011700375,1048.04,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700358,1041.9,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700375,1040.6,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700257,1013.71,COLLABORATION SUITE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700358,1012,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011700358,936.36,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011700375,934.1,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011700358,885.95,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-21,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,G4S FACILITIES MANAGEMENT UK LTD,1011700420,849.49,G4S INVOICE 90123746,S81 7QF,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700375,823.55,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Directorate Support Unit,REDFERN TRAVEL LTD,1011700358,797.7,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011700375,777.15,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,760,ENCRYPTED MEMORY STICKS,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,TRUSTMARQUE SOLUTIONS LTD,1011700284,756.84,ORDER NO SO647856,YO32 9GZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700358,746.2,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011700375,731.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011700358,722.4,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011700375,720.05,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700375,718.45,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700226,712.1,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 66,REDFERN TRAVEL LTD,1011700358,655.55,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011700226,655.11,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700358,654.7,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,TRUSTMARQUE SOLUTIONS LTD,1011700284,653.03,ORDER NO SO647856,YO32 9GZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011700358,649.2,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011700358,629.8,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700226,623.4,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011700226,623.1,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011700226,622.5,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 65,REDFERN TRAVEL LTD,1011700375,588.38,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700226,578.13,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700358,565.59,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011700226,564.3,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011700358,562.99,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011700358,551.2,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011700358,544.6,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011700375,533.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Directorate Support Unit,REDFERN TRAVEL LTD,1011700358,505.2,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Additives,REDFERN TRAVEL LTD,1011700375,505.15,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011700375,503.8,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Legal Branch A & Investigations,REDFERN TRAVEL LTD,1011700358,485.4,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011700375,478.2,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 46,REDFERN TRAVEL LTD,1011700375,477.15,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700358,473.02,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700226,468.2,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011700375,468.2,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700358,468.12,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011700358,438.87,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011700358,436.32,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011700226,424.66,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011700375,420.4,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011700358,416.8,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
