Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097373,"1,470.00",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097375,458.64,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097378,723.45,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097379,458.64,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097391,458.64,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097392,611.52,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097393,611.52,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097396,770.16,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097397,550.33,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097399,"8,815.10",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,15/07/2016,5100097400,"7,751.50",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Energy Management Services,15/07/2016,5100096052,"2,675.00",TXM RECRUIT LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Energy Management Services,15/07/2016,5100097129,"2,140.00",TXM RECRUIT LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Energy Management Services,15/07/2016,5100097131,"2,675.00",TXM RECRUIT LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048346,"13,152.81",UK COACHWAYS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048347,"3,926.66",UK COACHWAYS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Transport Planning & Monitoring Services,15/07/2016,5100097184,"2,985.83",URBAN VISION PARTNERSHIP LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support Services,15/07/2016,5100097927,"39,850.00",VALTECH LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,15/07/2016,5100096106,"14,870.11",VERIZON UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048352,"6,104.19",VIKING COACHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support & Maintenance,15/07/2016,5100097207,"26,253.43",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Telecommunications,15/07/2016,5100097921,"1,849.90",VODAFONE CONNECT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,15/07/2016,1900048411,"6,000.00",WARRINGTON BOROUGH TRANSPORT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048376,"16,697.91",WIGAN BUSES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048377,882.33,WIGAN BUSES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,15/07/2016,1900048412,"62,468.00",WIGAN BUSES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,15/07/2016,1900048320,"6,533.17",WIGAN COMMUNITY TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,15/07/2016,1900048432,859.40,WIGAN COMMUNITY TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Research Services,15/07/2016,5100097176,"12,500.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,15/07/2016,5100097631,"(5,863.73)",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,18/07/2016,1900048512,"11,063.00",UK COACHWAYS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Support Services,19/07/2016,5100097178,"6,270.00",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097703,"6,650.00",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Paper and Printing Consumables,19/07/2016,5100097179,737.84,ANTALIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,19/07/2016,5100097242,"1,760.00",ASSA ABLOY ENTRANCE SYSTEMS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Signage Costs,19/07/2016,5100097222,"2,063.50",ASTRA SIGNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Signage Costs,19/07/2016,5100098036,"1,935.50",ASTRA SIGNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Legal Services,19/07/2016,5100097407,"11,400.00",BLACKSTONE CHAMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - LRT Vehicles,19/07/2016,5100097972,"209,500.00",BOMBARDIER TRANSPORTATION UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Computer and Printing Hardware,19/07/2016,5100097577,899.86,BT PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utility & Service Connection Costs,19/07/2016,5100097157,"29,152.00",BT REDCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utility & Service Connection Costs,19/07/2016,5100097161,"29,152.00",BT REDCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utility & Service Connection Costs,19/07/2016,5100098038,"(1,300.00)",BT REDCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utility & Service Connection Costs,19/07/2016,5100098039,"(1,300.00)",BT REDCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,19/07/2016,5100097409,"2,405.05",CARLISLE SECURITY SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,19/07/2016,5100097410,"2,405.05",CARLISLE SECURITY SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,19/07/2016,5100097710,"13,512.41",CARLISLE SECURITY SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,19/07/2016,5100097711,"13,364.38",CARLISLE SECURITY SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Print & Media,19/07/2016,5100097127,687.00,CESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097962,"2,530.00",CORONATION PROMOTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097225,770.00,CREATIVE CONCERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Print & Media,19/07/2016,5100097679,"2,163.00",CRITERION PACKAGING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Legal Services,19/07/2016,5100097862,987.00,DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Legal Services,19/07/2016,5100097896,606.80,DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Legal Services,19/07/2016,5100097898,"9,893.50",DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097257,"1,758.63",ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097259,"1,792.41",ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097261,811.24,ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097262,"1,470.20",ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097263,"2,135.18",ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Utility & Service Connection Costs,19/07/2016,5100097264,"1,470.20",ELECTRICITY NORTH WEST EHV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support Services,19/07/2016,5100097729,"6,000.00",EXCEPTIONAL PEOPLE LIMTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100096485,"5,016.00",FIRCROFT ENGINEERING SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Traffic Signal Works,19/07/2016,5100096142,"4,781.62",GREATER MANCHESTER COMBINED AUTHORI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Traffic Signal Works,19/07/2016,5100096145,"35,065.27",GREATER MANCHESTER COMBINED AUTHORI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,19/07/2016,5100097183,"1,320.00",GREEN TRIANGLE BUSES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,1900048441,"14,287.79",HAYS SPECIALIST RECRUITMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,1900048514,"5,501.16",HAYS SPECIALIST RECRUITMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097115,620.00,INTREPIDFISH  LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property Support Services,19/07/2016,5100098004,"15,000.00",JONES LANG LASALLE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097947,855.00,KREATIVE BOMB LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097203,795.00,LANDOR LINKS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property Support Services,19/07/2016,5100097133,"6,573.00",LESLIE ROBERTS AND CO LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Property Support Services,19/07/2016,5100097226,840.00,LESLIE ROBERTS AND CO LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Other Operational Costs,19/07/2016,5100098002,482.33,LTT VENDING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,19/07/2016,5100097502,"1,005.66",MARPOL SECURITY LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme Assurance Services,19/07/2016,5100097748,"6,300.00",MAZARS LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,19/07/2016,5100097892,"3,332.50",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,19/07/2016,5100098037,"803,194.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097568,"1,935.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,19/07/2016,5100097569,"2,284.40",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097570,"2,000.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097571,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,19/07/2016,5100097572,"4,783.70",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Highway Support Services,19/07/2016,5100097188,"1,067.78",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Design Support Services,19/07/2016,5100097976,"7,143.12",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,19/07/2016,5100093922,"3,831.17",NETWORK RAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,19/07/2016,5100095852,"120,332.16",NETWORK RAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Signage Costs,19/07/2016,5100097560,"3,432.62",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,19/07/2016,5100097561,"7,853.60",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,19/07/2016,5100097563,"13,013.82",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Ancillary Construction Costs,19/07/2016,5100097564,"3,205.44",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Financial and Commercial Support Services,19/07/2016,5100098016,"11,732.50",PEAK PERFORMANCE PROFESSIONAL CONTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,19/07/2016,5100097622,"1,964.88",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,19/07/2016,5100097624,590.25,PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,19/07/2016,5100097652,"2,451.60",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,19/07/2016,5100097653,"4,880.46",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,19/07/2016,5100097234,450.00,QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,19/07/2016,5100096499,"5,027.82",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097431,768.86,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097433,812.74,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097436,768.86,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097969,(841.01),Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097970,(670.54),Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097977,(841.01),Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,19/07/2016,5100097978,701.63,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,19/07/2016,5100097980,"3,975.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,19/07/2016,5100097981,"2,750.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,19/07/2016,5100097982,"2,500.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,19/07/2016,5100097983,"2,650.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,19/07/2016,5100097984,"2,340.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,19/07/2016,5100097985,"2,340.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,19/07/2016,5100097987,"2,091.05",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,19/07/2016,5100097991,"2,250.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,19/07/2016,5100098010,"2,000.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,19/07/2016,5100098025,"1,590.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,19/07/2016,5100098026,"1,800.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Support Services,19/07/2016,5100097387,"2,825.00",RULLION ENGINEERING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,19/07/2016,5100097724,"1,612.50",RULLION ENGINEERING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,19/07/2016,5100097479,464.40,SERVICEPOINT UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Other Operational Costs,19/07/2016,5100097785,"1,170.00",SIEMENS FINANCIAL SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Other Operational Costs,19/07/2016,5100097786,"1,319.00",SIEMENS FINANCIAL SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097193,"8,310.69",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097194,"7,912.58",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097195,"12,764.79",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097196,"5,192.61",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097197,"23,217.92",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097241,"3,422.76",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,19/07/2016,5100097243,"31,940.38",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,19/07/2016,5100094003,"1,605.00",SOLARIS TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Computer and Communications Equipment,19/07/2016,5100097231,985.99,TOTAL COMPUTERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Computer and Communications Equipment,19/07/2016,5100097232,686.00,TOTAL COMPUTERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Software & Maintenance,19/07/2016,5100097017,"10,945.00",TRAPEZE GROUP (UK) LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,19/07/2016,5100098043,"17,306.67",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,19/07/2016,5100097177,"3,045.00",TURNER & TOWNSEND PROJECT MANAGEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,19/07/2016,5100097200,"5,000.00",WARRINGTON BOROUGH COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097216,"85,010.79",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,19/07/2016,5100097217,"35,481.60",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097218,"7,377.16",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Engineering Support Services,19/07/2016,5100097219,"8,704.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,19/07/2016,5100097220,"9,984.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,19/07/2016,5100097221,"11,294.25",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/07/2016,5100097638,"47,944.58",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Project Support Services,19/07/2016,5100097725,"3,976.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,20/07/2016,1200039797,818.96,ALLSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,20/07/2016,5100098048,"1,700.00",MANCHESTER CENTRAL CONVENTION COMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,20/07/2016,5100097900,"4,200.00",MASON CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme Management Services,20/07/2016,5100097899,"8,960.00",PATTERSON PROJECT MANAGEMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,20/07/2016,5100097291,"10,113.19",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/07/2016,5100098124,"1,827,821.00",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/07/2016,5100098125,"1,238,958.66",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/07/2016,5100098128,"43,745.55",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/07/2016,5100098129,"60,000.00",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,22/07/2016,5100097402,984.60, R MOTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,22/07/2016,5100097743,"4,100.00",ACUITY PROGRAMME MANAGEMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Project Support Services,22/07/2016,5100097481,"1,522.36",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,22/07/2016,5100097636,648.00,AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,22/07/2016,5100097715,659.26,ARCADIS CONSULTING (UK) LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Staff Rail Passes,22/07/2016,5100098135,(863.60),ARRIVA RAIL NORTH LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Staff Rail Passes,22/07/2016,5100098137,"11,863.60",ARRIVA RAIL NORTH LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
