Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016010185,07/01/2016,TRAVEL AGENCIES,CRI,Travel Agencies,"1,067.13",THE TRAVEL SHOP CENTER
FCOGPC2016010186,07/01/2016,TRAVEL,JAM,Airline,"1,091.59",AIRLINE
FCOGPC2016010187,07/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,NLD,"Office Stationery, equipment and supplies","1,108.97",WWW.VIKING.DE/
FCOGPC2016010188,07/01/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,"1,123.88",POSTI OY
FCOGPC2016010189,07/01/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,"1,132.77",POSTI OY
FCOGPC2016010190,07/01/2016,POSTAL SERVICES-GOVERNMENT ONLY,FIN,Mail and Courier Services,"1,132.77",POSTI OY
FCOGPC2016010191,07/01/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,"1,142.60",ACCOMODATION PROVIDER 
FCOGPC2016010192,07/01/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,"1,390.78",ACCOMODATION PROVIDER 
FCOGPC2016010193,07/01/2016,TRAVEL AGENCIES,CRI,Travel Agencies,"1,398.91",THE TRAVEL SHOP CENTER
FCOGPC2016010194,07/01/2016,TRAVEL AGENCIES,CRI,Travel Agencies,"1,398.91",THE TRAVEL SHOP CENTER
FCOGPC2016010195,07/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,"1,409.69",ANNUAL CONVENTION
FCOGPC2016010196,07/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,419.55",G4S SECURE
FCOGPC2016010197,07/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,500",DIPLOMATIC MISSION SUP
FCOGPC2016010198,07/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,500",DIPLOMATIC MISSION SUP
FCOGPC2016010199,07/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,500",THE ENERGY INSTITUTE-
FCOGPC2016010200,07/01/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,708.05",WWW.I-D-S.COM
FCOGPC2016010201,07/01/2016,TRAVEL,ESP,Airline,"2,485.05",AIRLINE
FCOGPC2016010202,07/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"2,819.08",ACCOMODATION PROVIDER 
FCOGPC2016010203,07/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"2,984.90",ACCOMODATION PROVIDER 
FCOGPC2016010204,07/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"3,309.32",ACCOMODATION PROVIDER 
FCOGPC2016010205,07/01/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,USA,Building Services,"5,174.60",SQ SIGN ARTISTRY AWNI
FCOGPC2016010206,07/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"6,571.20",UBIQUS UK LIMITED
FCOGPC2016010207,07/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"12,379",ACCOMODATION PROVIDER 
FCOGPC2016010208,08/01/2016,LAWN AND GARDEN SUPPLY STORES,RUS,Estate and garden Services,543.37,LEROY MERLIN-YUDINO
FCOGPC2016010209,08/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GBR,Mail Order / Direct Selling,550,BRITISH SOCIETY FOR AN
FCOGPC2016010210,08/01/2016,TRAVEL,BEL,Airline,555.3,AIRLINE
FCOGPC2016010211,08/01/2016,TRAVEL,BEL,Airline,555.3,AIRLINE
FCOGPC2016010212,08/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,555.69,FARNEL AGENCIES
FCOGPC2016010213,08/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",SGP,"Vehicles, servicing and spares",623.96,WEARNES AUTOMOTIVE PL
FCOGPC2016010214,08/01/2016,DIRECT MARKETING-CATALOG MERCHANTS,JPN,Mail Order / Direct Selling,640.34,SIMUL INTERNATIONAL IN
FCOGPC2016010215,08/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,655.75,TUNISIE TELECOM
FCOGPC2016010216,08/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IND,General Retail and Wholesale,738.9,GAGAN HANDLOOM
FCOGPC2016010217,08/01/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,780,WHITEHALL & INDUST
FCOGPC2016010218,08/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,815.56,FARNEL AGENCIES
FCOGPC2016010219,08/01/2016,TRAVEL,FRA,Airline,818.25,AIRLINE
FCOGPC2016010220,08/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",CHE,Clubs/Associations/Organisations,827.01,EDB GMBH
FCOGPC2016010221,08/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",CHE,Clubs/Associations/Organisations,827.01,EDB GMBH
FCOGPC2016010222,08/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",VGB,Personal Services,844.6,S&D SECURITY & ALARM
FCOGPC2016010223,08/01/2016,"GROCERY STORES, SUPERMARKETS",ESP,General Retail and Wholesale,853.19,LA GRAN DESPENSA
FCOGPC2016010224,08/01/2016,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",TUR,Leisure Activities,855.61,TURK INGILIZ KULTUR
FCOGPC2016010225,08/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,LAO,Telecommunication Services,856.05,LTH SAMSUNG DONGPALAN
FCOGPC2016010226,08/01/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",USA,Leisure Activities,911.47,SXSW
FCOGPC2016010227,08/01/2016,"FIREPLACE, FIREPLACE SCREENS & ACCESSORIES STORES",TUR,General Retail and Wholesale,912.47,UCEL PERDE SISTEMLERI
FCOGPC2016010228,08/01/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,945.58,NDUMAK NIGERIA LIMITED
FCOGPC2016010229,08/01/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,982.12,ACCOMODATION PROVIDER 
FCOGPC2016010230,08/01/2016,COMPUTER SOFTWARE STORES,AUS,Computer Equipment & Services,984.11,WWW.INSIDECANBERRA.COM
FCOGPC2016010231,08/01/2016,HOTELS/MOTELS/RESORTS,PHL,Hotels,994.02,ACCOMODATION PROVIDER 
FCOGPC2016010232,08/01/2016,HOTELS/MOTELS/RESORTS,PHL,Hotels,994.02,ACCOMODATION PROVIDER 
FCOGPC2016010233,08/01/2016,TRAVEL,JPN,Airline,995.89,AIRLINE
FCOGPC2016010234,08/01/2016,TRAVEL,JPN,Airline,995.89,AIRLINE
FCOGPC2016010235,08/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,MEX,Mail Order / Direct Selling,"1,027.12",ITESM CCM 2
FCOGPC2016010236,08/01/2016,ELECTRONIC SALES,DEU,General Retail and Wholesale,"1,049.38",SATURN ELECTRO
FCOGPC2016010237,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,057.28",ACCOMODATION PROVIDER 
FCOGPC2016010238,08/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,"1,140.63",SECA SECURITIY
FCOGPC2016010239,08/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,"1,140.63",SECA SECURITIY
FCOGPC2016010240,08/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,"1,140.63",SECA SECURITIY
FCOGPC2016010241,08/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",BRB,"Office Stationery, equipment and supplies","1,150.99",A K SUPPLIES
FCOGPC2016010242,08/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,188",WWW.CBBC.ORG
FCOGPC2016010243,08/01/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,202.15",ACCOMODATION PROVIDER 
FCOGPC2016010244,08/01/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,202.15",ACCOMODATION PROVIDER 
FCOGPC2016010245,08/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,245",WILTS ELECTRICAL BRITS
FCOGPC2016010246,08/01/2016,"ATTORNEYS, LEGAL SERVICES",USA,General Retail and Wholesale,"1,248.34",BAKER DONELSON BEARMAN
FCOGPC2016010247,08/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,260",THE ENERGY INSTITUTE-
FCOGPC2016010248,08/01/2016,TRAVEL,ARG,Airline,"1,308.99",AIRLINE
FCOGPC2016010249,08/01/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,"1,387.78",ACCOMODATION PROVIDER 
FCOGPC2016010250,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,409.69",ACCOMODATION PROVIDER 
FCOGPC2016010251,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,409.69",ACCOMODATION PROVIDER 
FCOGPC2016010252,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010253,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010254,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010255,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010256,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010257,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010258,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010259,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010260,08/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,480.18",ACCOMODATION PROVIDER 
FCOGPC2016010261,09/01/2016,ELECTRONIC SALES,RUS,General Retail and Wholesale,519.07,ELEKTROMONTAZH
FCOGPC2016010262,09/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ROM,General Retail and Wholesale,670.75,MOBEXPERT BANEASA
FCOGPC2016010263,09/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,JOR,General Retail and Wholesale,742.02,ROSENTHAL
FCOGPC2016010264,09/01/2016,BOOK STORES,LBN,Books and Periodicals,836.12,MALIK'S BOOKSHOP-HEAD
FCOGPC2016010265,09/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares","1,510.66",NEW IRFAN AUTOS
FCOGPC2016010266,10/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,609.1,MAYAK SERVICES LIMITED
FCOGPC2016010267,10/01/2016,HOTELS/MOTELS/RESORTS ,JAM,Hotels,651.07,ACCOMODATION PROVIDER 
FCOGPC2016010268,10/01/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,721.38,ACCOMODATION PROVIDER 
FCOGPC2016010269,10/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,999,MAYAK SERVICES LIMITED
FCOGPC2016010270,10/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,140.69",MAYAK SERVICES LIMITED
FCOGPC2016010271,10/01/2016,ELECTRICAL AND SMALL APPLIANCE REPAIR SHOPS,SAU,General Retail and Wholesale,"1,186.16",UNITED NAGHI CO. OLAYA
FCOGPC2016010272,11/01/2016,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",USA,Building Services,528.42,MISTER SPARKY ELECTRIC
FCOGPC2016010273,11/01/2016,TRAVEL,CAN,Airline,534.33,AIRLINE
FCOGPC2016010274,11/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,SGP,Miscellaneous Industrial/Commercial Supplies,542.69,WP-JOBSTREET.COM P
FCOGPC2016010275,11/01/2016,ELECTRICAL AND SMALL APPLIANCE REPAIR SHOPS,GBR,General Retail and Wholesale,550,DYSON LIMITED
FCOGPC2016010276,11/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,VNM,General Retail and Wholesale,557.56,NHA HANG AULAC HOUSE
FCOGPC2016010277,11/01/2016,"CLOCK, JEWELRY, WATCH, AND SILVERWARE STORE",QAT,General Retail and Wholesale,575.91,MANNAI TRADING CO MTC
FCOGPC2016010278,11/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,NGA,General Retail and Wholesale,580.36,2011LA018424452
FCOGPC2016010279,11/01/2016,HARDWARE STORES,ZAF,General Retail and Wholesale,595.22,MRS PAINT
FCOGPC2016010280,11/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",LUX,Clubs/Associations/Organisations,599.29,PAYPAL STANDREWSSO
FCOGPC2016010281,11/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,600,ACCOMODATION PROVIDER 
FCOGPC2016010282,11/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,617,WASHINGTON TRADE DAILY
FCOGPC2016010283,11/01/2016,HOUSEHOLD APPLIANCE STORES,TUR,General Retail and Wholesale,619.59,ARCELIK-SAFA TIC DAY T
FCOGPC2016010284,11/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,627.6,CIVIL SERVICE LEARNING
FCOGPC2016010285,11/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,IND,Professional Services,638.28,CONFEDERATION OF INDIA
FCOGPC2016010286,11/01/2016,FLOOR COVERING STORES,PAK,General Retail and Wholesale,645.09,PAK CARPET INDUSTRIE
FCOGPC2016010287,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,745.29,DIMENSION SIGMOID
FCOGPC2016010288,11/01/2016,NEWS DEALERS AND NEWSSTANDS,KEN,Books and Periodicals,747.33,SIX EIGHTY MAGA
FCOGPC2016010289,11/01/2016,"CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS",IDN,General Retail and Wholesale,762.58,LINK NET TBK PT
FCOGPC2016010290,11/01/2016,TOURIST ATTRACTIONS AND EXHIBITS,GBR,Leisure Activities,776.91,FINDON PARK FARM LTD
FCOGPC2016010291,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",SAU,General Retail and Wholesale,785.93,ALIA EST
FCOGPC2016010292,11/01/2016,TRAVEL,JAM,Airline,792.18,AIRLINE
FCOGPC2016010293,11/01/2016,HARDWARE STORES,BHR,General Retail and Wholesale,798.66,ABUKHALIL BUILDING MAT
FCOGPC2016010294,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,813.68,HOUSEOLOGY DESIGN GROU
FCOGPC2016010295,11/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,816.47,FINA 30101 ZAGREB
FCOGPC2016010296,11/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",AUS,Personal Services,860.34,POWDERSAFE PTY LTD
FCOGPC2016010297,11/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",AUS,Personal Services,860.34,POWDERSAFE PTY LTD
FCOGPC2016010298,11/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",AUS,Personal Services,860.34,POWDERSAFE PTY LTD
FCOGPC2016010299,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,865.45,DIPLOMATIC MISSION SUP
FCOGPC2016010300,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010301,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010302,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010303,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010304,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010305,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,894.34,DIMENSION SIGMOID
FCOGPC2016010306,11/01/2016,HOUSEHOLD APPLIANCE STORES,PRT,General Retail and Wholesale,919.54,MEDIA MARKT ALFRAGIDE
FCOGPC2016010307,11/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,936,UBIQUS UK LIMITED
FCOGPC2016010308,11/01/2016,"SPORTS APPAREL, RIDING APPAREL STORES",NGA,General Retail and Wholesale,947.55,"25, OLORUNTOYIN"
FCOGPC2016010309,11/01/2016,TRAVEL AGENCIES,EGY,Travel Agencies,968.9,MAGI TOURS
FCOGPC2016010310,11/01/2016,HOTELS/MOTELS/RESORTS ,PAN,Hotels,986.65,ACCOMODATION PROVIDER 
FCOGPC2016010311,11/01/2016,TRAVEL AGENCIES,IDN,Travel Agencies,"1,018.82",BAYU BUANA TOUR & TRAV
FCOGPC2016010312,11/01/2016,CATERERS,AUS,Catering and Catering Supplies,"1,063.40",GASTRONOMY AUSTRALIA
FCOGPC2016010313,11/01/2016,CATERERS,AUS,Catering and Catering Supplies,"1,063.40",GASTRONOMY AUSTRALIA
FCOGPC2016010314,11/01/2016,CATERERS,AUS,Catering and Catering Supplies,"1,063.40",GASTRONOMY AUSTRALIA
FCOGPC2016010315,11/01/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,"1,069.10",PETER JUSTESEN COMPANY
FCOGPC2016010316,11/01/2016,BOOK STORES,IND,Books and Periodicals,"1,069.51",SUPER ENTERPRISES
FCOGPC2016010317,11/01/2016,HARDWARE STORES,ZAF,General Retail and Wholesale,"1,120.67",MRS PAINT
FCOGPC2016010318,11/01/2016,TAX PAYMENTS,PER,Statutory Bodies,"1,157.90",MUNICIPALIDAD DE MIRAF
FCOGPC2016010319,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,197.20",KOIZAINTERNATIONAL
FCOGPC2016010320,11/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,"1,198.80",PERPETUITY TRAININ
FCOGPC2016010321,11/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,"1,274.53",FULL BLOWN EVENTS
FCOGPC2016010322,11/01/2016,TRAVEL,GBR,Airline,"1,322.57",AIRLINE
FCOGPC2016010323,11/01/2016,CHILDREN'S AND INFANT'S WEAR STORES,PAK,General Retail and Wholesale,"1,328.90",MOTHER CARE
FCOGPC2016010324,11/01/2016,HARDWARE STORES,PAK,General Retail and Wholesale,"1,339.34",QURESHI HARDWARE
FCOGPC2016010325,11/01/2016,TRAVEL AGENCIES,IDN,Travel Agencies,"1,418.11",BAYU BUANA TOUR & TRAV
FCOGPC2016010326,11/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JAM,General Retail and Wholesale,"1,473.26",COURTS - CALL CENTRE
FCOGPC2016010327,11/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,VNM,Statutory Bodies,"1,485.93",CTY PHAN PHU AN
FCOGPC2016010328,11/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",THA,"Vehicles, servicing and spares","1,547.59",CITY AUTOMOBILES
FCOGPC2016010329,11/01/2016,TRAVEL AGENCIES,DEU,Travel Agencies,"1,602.37",FRAPORT AG VIP-SERVICE
FCOGPC2016010330,11/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,790.27",ACT GARTNER EVENTS EUR
FCOGPC2016010331,12/01/2016,ENTERPRISE RENT-A-CAR,DEU,Auto rental,525.52,ENTERPRISE RENT-A-C
FCOGPC2016010332,12/01/2016,CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES,GBR,Building Materials,528.6,WILTS ELECTRICAL BRITS
FCOGPC2016010333,12/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",MYS,General Retail and Wholesale,529.56,HAMLEYS-QUILL CITY MAL
FCOGPC2016010334,12/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",ISR,General Retail and Wholesale,541.31,A SBITANY AND SONS CO
FCOGPC2016010335,12/01/2016,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",ROM,Hotels,552.88,INTERCONT RECEPTIE 2
FCOGPC2016010336,12/01/2016,CRUISE LINES,NGA,Miscellaneous Industrial/Commercial Supplies,570.66,SBP1328262MA000
FCOGPC2016010337,12/01/2016,CRUISE LINES,KEN,"Office Stationery, equipment and supplies",572.63,RUMOUR AGENCIES 2
FCOGPC2016010338,12/01/2016,DRY CLEANERS,KWT,General Retail and Wholesale,589.54,ALRATHATH AUTO PART
FCOGPC2016010339,12/01/2016,CRUISE LINES,MNG,Utilities and Non Automotive Fuel,595.09,2566567
FCOGPC2016010340,12/01/2016,CRUISE LINES,GBR,Miscellaneous Industrial/Commercial Supplies,597.6,UBIQUS UK LIMITED
FCOGPC2016010341,12/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ZWE,"Vehicles, servicing and spares",598.28,PREMIER AUTO SERVICES
FCOGPC2016010342,12/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,TUR,Telecommunication Services,618.54,IRIDYUM ILETS.HIZM.P
FCOGPC2016010343,12/01/2016,ELECTRONIC SALES,QZZ,General Retail and Wholesale,622.28,DATA PROJECT
FCOGPC2016010344,12/01/2016,BOOK STORES,LUX,Books and Periodicals,628.99,AMAZON UK MARKETPLACE
FCOGPC2016010345,12/01/2016,ELECTRONIC SALES,TUR,General Retail and Wholesale,634.08,TEKOFIS ANKARAKAMERA
FCOGPC2016010346,12/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",JOR,Computer Equipment & Services,634.41,G T S
FCOGPC2016010347,12/01/2016,TRAVEL AGENCIES,JAM,Travel Agencies,657.34,TOTAL TRAVEL SERVICES
FCOGPC2016010348,12/01/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,688.18,METRO CASH&CARRY
FCOGPC2016010349,12/01/2016,TRAVEL AGENCIES,ISR,Travel Agencies,697.93,TAXI
FCOGPC2016010350,12/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",USA,General Retail and Wholesale,703.31,BEVERAGES & MORE 
FCOGPC2016010351,12/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,704.5,G4S SECURE
FCOGPC2016010352,12/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",DNK,"Office Stationery, equipment and supplies",716.21,LOMAX A/S
FCOGPC2016010353,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,CHE,Miscellaneous Industrial/Commercial Supplies,733.6,PUBLICIS EV ACCOMMOD.
FCOGPC2016010354,12/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",738.51,WWW.HOTLINE.CO.UK
FCOGPC2016010355,12/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,739.44,MAYAK SERVICES LIMITED
FCOGPC2016010356,12/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,767.29,MERSIN CARPETS
FCOGPC2016010357,12/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Statutory Bodies,779.05,XCHANGING INTEGRATED S
FCOGPC2016010358,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,GBR,General Retail and Wholesale,780,GREENSHIELDS COWIE & C
FCOGPC2016010359,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,782.71,SIMCARE NIG LTD
FCOGPC2016010360,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Miscellaneous Industrial/Commercial Supplies,796.32,BUSINESS CHICKS AUST
FCOGPC2016010361,12/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,802.5,WILTS ELECTRICAL BRITS
FCOGPC2016010362,12/01/2016,BOOK STORES,LUX,Books and Periodicals,803.75,AMAZON UK MARKETPLACE
FCOGPC2016010363,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,804,UBIQUS UK LIMITED
FCOGPC2016010364,12/01/2016,TRAVEL AGENCIES,JAM,Travel Agencies,819.54,TOTAL TRAVEL SERVICES
FCOGPC2016010365,12/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,821,WILTS ELECTRICAL BRITS
FCOGPC2016010366,12/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,FRA,Mail Order / Direct Selling,835.39,MES FINANCES FR
FCOGPC2016010367,12/01/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",GBR,General Retail and Wholesale,840.1,VISION SUPPORT SERVICE
FCOGPC2016010368,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,UKR,General Retail and Wholesale,841.44,FOP GOLOLOBOVA
FCOGPC2016010369,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,UKR,General Retail and Wholesale,841.44,FOP GOLOLOBOVA
FCOGPC2016010370,12/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",DOM,"Vehicles, servicing and spares",855.97,AUTOBRITANICA
