Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,MH-Res Care-Hollies CMHT-Aldershot,Purch Care-Indep Sector,08.08.2011,2207658321,2381.11,R,PARK WAY RESIDENTIAL CARE HOME
Hampshire County Council,ADULT SERVICES,MH-Res Care-Mulfords Hill-Tadley,Purch Care-Indep Sector,08.08.2011,2207658101,2635.93,R,PARK VIEW
Hampshire County Council,ADULT SERVICES,MH-Res Care-Sthn Parish CMHt-E/R,Independent Client Conts,24.08.2011,2207686006,5217.92,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Res Care-Sthn Parish CMHt-E/R,Purch Care-Indep Sector,08.08.2011,2207657889,2608.96,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Res Care-Sthn Parish CMHt-E/R,Purch Care-Indep Sector,22.08.2011,2207680635,5217.92,R,BONHOMIE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Andover,Purch Care-Indep Sector,15.08.2011,2207669540,3090.08,R,ALPINE LODGE RESIDENTIAL CARE HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Andover,Purch Care-Indep Sector,08.08.2011,2207659901,2508.83,R,ARBORY RESIDENTIAL HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Andover,Purch Care-Vol Sector,05.08.2011,2207654159,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,05.08.2011,2207654270,2962.67,R,ABBEYFIELD LODGE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,03.08.2011,2207647800,4422.04,R,BROOK HOUSE RESIDENTIAL CARE HOME L
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,03.08.2011,2207647280,2781.94,R,PARK AVENUE RESIDENTIAL HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,08.08.2011,2207658795,949.93,R,PARK AVENUE RESIDENTIAL HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,08.08.2011,2207658797,2781.94,R,PARK AVENUE RESIDENTIAL HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Indep Sector,08.08.2011,2207658077,2140.86,R,PARK VIEW
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,11.08.2011,2207667272,1486.80,R,AMADEUS HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658928,3233.92,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,10.08.2011,2207665329,3233.92,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,15.08.2011,2207670961,9493.12,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,03.08.2011,2207647584,1727.10,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658155,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658157,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658159,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658161,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658163,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658164,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658166,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658168,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658170,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658172,1784.67,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,08.08.2011,2207658174,1784.98,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,10.08.2011,2207665300,1412.36,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Bas,Purch Care-Vol Sector,15.08.2011,2207670286,1612.24,R,STONHAM
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,04.08.2011,2207651636,1682.99,R,AUTUMN VALE REST HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,12.08.2011,2207668440,2813.40,R,CARE MANAGEMENT GROUP LIMITED
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,03.08.2011,2207648845,1935.64,R,CORNERWAYS
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,23.08.2011,2207683452,1873.20,R,CORNERWAYS
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,15.08.2011,2207669543,1760.92,R,SHANGRI-LA CARE HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,08.08.2011,2207659084,2053.44,R,THE RED HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,24.08.2011,2207685690,1680.00,R,THE WANSBECK
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,17.08.2011,2207675801,2527.74,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,17.08.2011,2207675806,2792.17,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,17.08.2011,2207675813,4087.66,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,17.08.2011,2207675866,4038.99,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,18.08.2011,2207676687,659.30,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,05.08.2011,2207654249,5092.99,R,WINNETT COTTAGE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Indep Sector,24.08.2011,2207684753,1722.00,R,WINSTON LODGE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,01.08.2011,2207641900,1883.25,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,01.08.2011,2207641922,1873.95,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,10.08.2011,2207664696,1883.25,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,10.08.2011,2207664708,1873.95,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,01.08.2011,2207641839,1714.92,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,05.08.2011,2207654169,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,26.08.2011,2207689070,945.20,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,26.08.2011,2207689073,1668.00,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,26.08.2011,2207689077,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-F/G,Purch Care-Vol Sector,26.08.2011,2207689082,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Independent Client Conts,18.08.2011,2207677605,540.87,R,AUTUMN VALE REST HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,03.08.2011,2207646471,4810.58,R,APPLETON
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,03.08.2011,2207648555,1550.00,R,CRESSAGE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,22.08.2011,2207681253,1500.00,R,CRESSAGE HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,24.08.2011,2207685813,1326.30,R,ELIZABETH HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,24.08.2011,2207685820,1500.00,R,ELIZABETH HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,08.08.2011,2207658380,1893.17,R,ORCHARD HOUSE REST HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Indep Sector,25.08.2011,2207687726,1680.00,R,THE WANSBECK
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,08.08.2011,2207658920,2381.42,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,08.08.2011,2207658921,2395.99,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,08.08.2011,2207658924,2381.42,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,08.08.2011,2207658925,3470.76,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,10.08.2011,2207665323,2381.42,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,10.08.2011,2207665325,3470.76,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,10.08.2011,2207665328,2381.42,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,10.08.2011,2207665330,2395.99,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential Care-H/P,Purch Care-Vol Sector,01.08.2011,2207641850,1883.25,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Hewat House-Gosport,Purch Care-Indep Sector,05.08.2011,2207653893,2657.32,R,CHESTERHOLM LODGE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Hewat House-Gosport,Purch Care-Indep Sector,05.08.2011,2207653899,2214.33,R,CHESTERHOLM LODGE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Hewat House-Gosport,Purch Care-Vol Sector,01.08.2011,2207641909,1883.25,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Hewat House-Gosport,Purch Care-Vol Sector,10.08.2011,2207664717,1883.25,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Hewat House-Gosport,Purch Care-Vol Sector,04.08.2011,2207651494,1723.60,R,WARNFORD HOUSE
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Winch,Purch Care-Indep Sector,03.08.2011,2207646517,1947.40,R,BANKSFIELD CARE HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Winch,Purch Care-Indep Sector,12.08.2011,2207667652,4541.70,R,BARODA REST HOME
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Winch,Purch Care-Indep Sector,17.08.2011,2207675791,4076.50,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential Care-Winch,Purch Care-Indep Sector,17.08.2011,2207675850,4030.00,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential East NF CMHT,Purch Care-Indep Sector,17.08.2011,2207675798,2826.27,R,THE WHITE HOUSE (CURDRIDGE) LTD
Hampshire County Council,ADULT SERVICES,MH-Residential East NF CMHT,Purch Care-Vol Sector,08.08.2011,2207656653,2395.68,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential East NF CMHT,Purch Care-Vol Sector,08.08.2011,2207658922,2395.68,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,MH-Residential East NF CMHT,Purch Care-Vol Sector,01.08.2011,2207641928,936.05,R,THE YOU TRUST
Hampshire County Council,ADULT SERVICES,MH-Residential West NF CMHT,Purch Care-Indep Sector,03.08.2011,2207648410,1362.45,R,KITNOCKS HOUSE NURSING HOME
Hampshire County Council,ADULT SERVICES,MH-Residential West NF CMHT,Purch Care-Indep Sector,12.08.2011,2207668206,2396.61,R,LITTLE ACORNS
Hampshire County Council,ADULT SERVICES,MH-Residential West NF CMHT,Purch Care-Vol Sector,01.08.2011,2207642317,1946.28,R,CLIFTON HOUSE
Hampshire County Council,ADULT SERVICES,MH-Service User Involvement Contracts,Purch Care-Vol Sector-Non Care Managed,10.08.2011,2207664657,8666.67,R,ANDOVER MIND
Hampshire County Council,ADULT SERVICES,MH-Supported/Other Accomm-Conifers CMHT,Purch Care-Indep Sector,12.08.2011,2207668391,4900.37,R,CARE MANAGEMENT GROUP
Hampshire County Council,ADULT SERVICES,MISG-111 Leigh Rd E'Leigh,Personal Development Courses,02.08.2011,2207644169,864.00,R,EASTLEIGH COLLEGE
Hampshire County Council,ADULT SERVICES,MISG-ACM-CPA In Prison-Ad MH/OP,Payments to Health Authorities,04.08.2011,2207651798,5750.00,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-ACM-Eastleigh MH Staff,Payments to Health Authorities,04.08.2011,2207651991,6205.38,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-ACM-Eastleigh MH Staff,Payments to Health Authorities,05.08.2011,2207652430,6205.38,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-ACM-Mdo Posts/Schemes-Bas,Administrative Staff - Basic Pay,04.08.2011,2207651055,1500.00,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-ACM-MH Team Contrib-NF,Administrative Staff - Basic Pay,04.08.2011,2207651605,845.11,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-ACM-MH Team Contrib-NF,Payments to Health Authorities,04.08.2011,2207651530,14612.54,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,MISG-M&S-HQ Policy Dev-Ad MH/OP,Purch Care-Vol Sector,03.08.2011,2207648525,3921.35,R,TOGETHER WORKING FOR WELLBEING
Hampshire County Council,ADULT SERVICES,MISG-M&S-HQ Policy Dev-Ad MH/OP,Purch Care-Vol Sector,03.08.2011,2207648536,3921.35,R,TOGETHER WORKING FOR WELLBEING
Hampshire County Council,ADULT SERVICES,MoW-External-FareSupport,Conts - Running Cost of Meals Service,18.08.2011,2207678061,1933.25,R,ST VINCENTS MEAL DELIVERY
Hampshire County Council,ADULT SERVICES,MoW-Ext-GospSupport,Conts - Running Cost of Meals Service,18.08.2011,2207678061,1245.84,R,ST VINCENTS MEAL DELIVERY
Hampshire County Council,ADULT SERVICES,N HCC Lunch Clubs-EHCombinedN,Electricity,18.08.2011,1100165451,569.65,R,BRITISH GAS
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207663988,560.56,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207663988,2154.60,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207664066,542.98,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207664066,2051.26,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,22.08.2011,2207681316,2051.26,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,22.08.2011,2207681316,542.98,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,22.08.2011,2207681324,2051.26,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Dom Care-LD-Rush/Hart,Purch Care-Vol Sector,22.08.2011,2207681324,542.98,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest East,Purch Care-Vol Sector,08.08.2011,2207656723,5088.03,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest East,Purch Care-Vol Sector,25.08.2011,2207686783,6257.36,R,COTTAGE  FARM
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest East,Purch Care-Vol Sector,08.08.2011,2207658752,5337.27,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest West,Purch Care-Indep Sector,03.08.2011,2207648179,4183.45,R,FERNHILL LODGE
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest West,Purch Care-Indep Sector,03.08.2011,2207647908,5256.98,R,FERNLEA
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest West,Purch Care-Indep Sector,12.08.2011,2207667441,3319.80,R,LITTLE MANOR RESIDENTIAL HOME
Hampshire County Council,ADULT SERVICES,OP Residential- LD Tm - New Forest West,Purch Care-Vol Sector,08.08.2011,2207659957,3164.17,R,HAZELGROVE & MARTINGROVE
Hampshire County Council,ADULT SERVICES,OP Supp/Other Accomm-LD-Rush/Hart,Purch Care-Indep Sector,25.08.2011,2207687124,1457.10,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Agency Staff - Basic Pay,09.08.2011,2207660975,1384.84,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Agency Staff - Basic Pay,22.08.2011,2207680552,1068.90,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Catering Provisions,16.08.2011,2207674035,1416.64,R,3663
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Catering Provisions,17.08.2011,2207675579,938.24,R,3663
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Hardware & Crockery,31.08.2011,2207693105,501.84,R,W V HOWE LTD
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Incontinence,01.08.2011,2207641307,683.21,R,CLH REHAB & CARE HOME SUPPLIES
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Incontinence,01.08.2011,2207641388,707.50,R,CLH REHAB & CARE HOME SUPPLIES
Hampshire County Council,ADULT SERVICES,OP-Bickerley Green Nursing Home-NF,Incontinence,17.08.2011,2207675609,707.50,R,CLH REHAB & CARE HOME SUPPLIES
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh Centre Combined,Payments to Other LocalAuthorities,09.08.2011,2207662439,815.49,R,SEMBAL HOUSE
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh Centre Combined,Purch Care-Indep Sector,10.08.2011,2207664311,561.34,R,PHOENIX DAY SERVICES LTD
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh South Combined,Payments to Other LocalAuthorities,09.08.2011,2207662445,1505.52,R,SEMBAL HOUSE
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh South Combined,Purch Care-Indep Sector,15.08.2011,2207670949,540.00,R,HOLLYBANK REST HOME
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh South Combined,Purch Care-Indep Sector,04.08.2011,2207651998,660.00,R,ST KATHERINES REST HOME
Hampshire County Council,ADULT SERVICES,OP-Day Care-Eastleigh South Combined,Purch Care-Indep Sector,04.08.2011,2207652000,660.00,R,ST KATHERINES REST HOME
Hampshire County Council,ADULT SERVICES,OP-Day Care-EHCombinedN,Purch Care-Vol Sector,05.08.2011,2207652525,14327.74,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-FareSupport,Purch Care-Vol Sector,09.08.2011,2207662734,10677.71,R,BURY HOUSE DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-FareSupport,Purch Care-Vol Sector,09.08.2011,2207662734,16259.51,R,BURY HOUSE DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-GospSupport,Purch Care-Vol Sector,09.08.2011,2207662734,7812.33,R,BURY HOUSE DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-GospSupport,Purch Care-Vol Sector,09.08.2011,2207662734,13627.34,R,BURY HOUSE DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HartCombined,Purch Care-Vol Sector,15.08.2011,2207670224,631.20,R,DISABILITY INITIATIVE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HartCombined,Purch Care-Vol Sector,08.08.2011,2207654994,11168.55,R,FROGMORE DAY CARE CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HartCombined,Purch Care-Vol Sector,04.08.2011,2207649542,4740.59,R,ROSEFIELD COURT DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HartCombined,Purch Care-Vol Sector,04.08.2011,2207649547,4740.59,R,ROSEFIELD COURT DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HartCombined,Purch Care-Vol Sector,04.08.2011,2207649553,4740.59,R,ROSEFIELD COURT DAY CENTRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-HavSupport,Purch Care-Vol Sector,02.08.2011,2207645674,8582.00,R,HCCS(DEV)
Hampshire County Council,ADULT SERVICES,OP-Day Care-HavSupport,Purch Care-Vol Sector,18.08.2011,2207677891,8470.00,R,HCCS(DEV)
Hampshire County Council,ADULT SERVICES,OP-Day Care-LD Havant/EHants,Purch Care-Indep Sector,02.08.2011,2207645673,1012.73,R,OPTIONS DAY SERVICE LTD
Hampshire County Council,ADULT SERVICES,OP-Day Care-NFCombNorth,Purch Care-Vol Sector,11.08.2011,2207667035,8123.02,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-NFCombNorth,Purch Care-Vol Sector,11.08.2011,2207667035,2937.61,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-NFCombWater,Purch Care-Indep Sector,16.08.2011,2207673572,893.34,R,WINDWARD DAY SERVICES LTD
Hampshire County Council,ADULT SERVICES,OP-Day Care-NFCombWater,Purch Care-Vol Sector,11.08.2011,2207667035,12914.93,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-RushCombined,Purch Care-Indep Sector,02.08.2011,2207642863,948.15,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,OP-Day Care-RushCombined,Purch Care-Vol Sector,05.08.2011,2207652525,5051.52,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,OP-Day Care-WCombNorth,Purch Care-Vol Sector,11.08.2011,2207667053,3780.66,R,ALRESFORD DAY CENTRE AGE
Hampshire County Council,ADULT SERVICES,OP-Day Care-WCombSouth,Purch Care-Vol Sector,11.08.2011,2207667053,6179.59,R,ALRESFORD DAY CENTRE AGE
Hampshire County Council,ADULT SERVICES,OP-Day Centre-Cap Res Team HQ,Minor Alts To Buildings,25.08.2011,3400112372,985.00,R,K R STRUGNELL LTD
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Client Contrib. - Non Res Charges,05.08.2011,3110446190,2324.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207642665,525.45,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207642673,579.84,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207642703,864.20,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207642775,1109.64,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207642922,920.33,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643019,1718.39,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643130,1826.76,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643205,592.44,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643477,766.26,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643565,624.73,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,02.08.2011,2207643574,513.80,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,18.08.2011,2207677916,1881.88,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,25.08.2011,2207686388,773.12,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,25.08.2011,2207686412,691.04,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,26.08.2011,2207688423,512.60,R,ALL CARE GB
Hampshire County Council,ADULT SERVICES,OP-Dom Care-Eastleigh CentreCombined (P),Purch Care-Indep Sector,26.08.2011,2207688443,1104.22,R,ALL CARE GB
