Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,BALGONIE ESTATES LTD,0000204596,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000204597,646.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000204598,230.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000204599,113.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204611,176.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204617,78.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,INTEGRATED WATER SERVICES,0000204619,4.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204623,29.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204631,82.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204633,137.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204637,169.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2013,PUMP OVERHAULS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204643,119.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204646,190.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204651,59.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204655,119.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204656,149.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204657,27.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204658,104.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204658,122.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204659,129.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204661,104.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204662,89.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204669,73.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204671,149.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204672,44.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204674,44.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,RENT FOR OAKWOOD GRANGE P,0000204698,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,RENT FOR STANLEY PIPER B/H,0000204699,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,RENT FIR DUNVANT B/H,0000204700,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,CONTRACTORS - BOREHOLES,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVICES,0000204712,690.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000204716,66.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,AQUA CONSULTANTS,0000204722,5202.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,2048.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,14101.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,8659.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,5729.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,23096.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,19758.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,4127.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,1842.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,13127.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,19443.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,1083.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,8828.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,3456.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,4303.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000204729,22190.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000204740,37.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000204743,17.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,FARES - PUBLIC TRANSPORT,ENVIRONMENT,TRAVEL&EVENTS-TAXI,STAFF EXPENSES CONTROL,0000204743,44.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000204743,2.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000204743,100.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204752,15930.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204754,8347.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204755,2856.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204756,2564.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204757,217385.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,J N BENTLEY LIMITED,0000204759,6742.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204767,2342.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204768,4027.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204769,3116.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204770,2531.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204771,1517.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204772,991.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000204773,9169.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204774,7608.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000204775,9853.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204777,67102.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000204782,58.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000204803,1275.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,FIFE COUNCIL,0000204809,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000204811,62.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,FARES - AIR,ENVIRONMENT,TRAVEL&EVENTS-AIR,COMPANY BARCLAYCARD,0000204812,29.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,MEETINGS,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204812,7.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,PUBLICATIONS,ENVIRONMENT,OPRTNL GOODS&SERV-DEVLPNG MTRL,COMPANY BARCLAYCARD,0000204812,14.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000204812,766.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000204819,459.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000204821,477.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204834,54.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/10/2013,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,RENT FOR NEWTON CAP B/H,0000204852,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2013,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000204857,52.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2013,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000204858,167.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2013,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000204859,169.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2013,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000204860,169.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2013,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000204861,392.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2013,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000204862,262.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2013,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000204863,524.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000204864,524.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2013,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000204865,262.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204872,3.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,FUEL (VEHICLE),ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,COMPANY BARCLAYCARD,0000204872,44.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,MEMBERSHIP SUBSCRIPTIONS,ENVIRONMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000204872,229.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000204873,133.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/10/2013,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000204873,17.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/10/2013,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000204873,21.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204888,82.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,INTEGRATED WATER SERVICES,0000204893,114.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,LIABILITY SITE COSTS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204895,33.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204898,2413.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2013,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204898,31057.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000204903,134.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2013,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,AMEC ENV & INFRASTRUCTURE,0000204908,676.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000204909,137.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204914,54.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000204914,102.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000204914,36.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,MEETINGS,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204914,18.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204916,122.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000204916,91.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000204916,77.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,ADECCO UK LTD,0000204924,385.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/08/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,ADECCO UK LTD,0000204925,385.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,ADECCO UK LTD,0000204926,431.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,ADECCO UK LTD,0000204927,299.00
