Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Hampshire,Global Crossing Ltd,5009587,37.5,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Kent,Global Crossing Ltd,5009587,900,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,London,Global Crossing Ltd,5009587,357.6,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Manchester,Global Crossing Ltd,5009587,341.99,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Merseyside,Global Crossing Ltd,5009587,45,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Northumbria,Global Crossing Ltd,5009587,630.79,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Nottinghamshire,Global Crossing Ltd,5009587,"2,054.44",Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,South Wales,Global Crossing Ltd,5009587,268.5,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,Thames Valley,Global Crossing Ltd,5009587,735.37,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,West Midlands,Global Crossing Ltd,5009587,"1,291.78",Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2011,Contractor/Service (Contract Management) - Global Crossing,West Yorkshire,Global Crossing Ltd,5009587,90,Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Reprographics - Other Costs,Central Fraud Group,Xerox (UK) Ltd,5009644,"16,364.05",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Reprographics - Other Costs,Special Crime Division,Xerox (UK) Ltd,5009644,"16,258.06",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Reprographics - Other Costs,Corporate,Xerox (UK) Ltd,5009644,"53,129.36",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Reprographics - Other Costs,Corporate,Xerox (UK) Ltd,5009644,"67,620.03",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Logica Quarterly Service and Unitary Charges,Business Information Sys Dir,Logica UK Limited London,5009645,"8,192,902.02",Quarter 2 FY11/12,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2011,Logica contract,Finance Directorate,Logica UK Limited London,5009645,"44,862.04",T&M on various CCR's,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/07/2011,Legal Professional Services Advice,Human Resource Directorate,Simons Muirhead and Burton Soho,5009677,"26,926.09",010611-300611 Professional Charges,W1D 3JB,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/07/2011,Reprographics - Other Costs,London,Xerox (UK) Ltd,5009688,"76,078.61",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2011,Postage,Sussex,DX Network Services Ltd,5009713,"48,360.05",Postage,SL0 9JQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/07/2011,Facilities Management,Corporate,ISS Facility Services Ltd,5009754,"43,806.27",Monthly Fixed,GU21 5RW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,22/07/2011,Facilities Management,Corporate,ISS Facility Services Ltd,5009754,"65,709.41",Monthly Fixed,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Courier Services,London,Government Car and Despatch Agency,5009808,"39,600.71",Courier Services,SW8 5AX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Reprographics - Lease/Hire Charges,Avon & Somerset,Xerox (UK) Ltd,5009812,"23,041.95",Reprographics - Lease/Hire Charges,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Reprographics - Other Costs,Avon & Somerset,Xerox (UK) Ltd,5009812,"6,876.71",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Facilities Management,Central Fraud Group,Xerox (UK) Ltd,5009812,"3,407.65",Manchester Manned,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Reprographics - Other Costs,Gloucester,Xerox (UK) Ltd,5009812,"1,032.67",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Reprographics - Other Costs,London,Xerox (UK) Ltd,5009812,"99,815.66",Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Facilities Management,Manchester,Xerox (UK) Ltd,5009812,"33,041.77",Manchester Manned,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Facilities Management,Organised Crime Division,Xerox (UK) Ltd,5009812,"9,115.98",Manchester Manned,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Reprographics - Other Costs,Organised Crime Division,Xerox (UK) Ltd,5009812,10.87,Reprographics - Other Costs,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5009813,"38,576.45",IT Links Terminations,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5009813,"124,747.12",T3 Revised Core Infrastructure Transition charge,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Avon & Somerset,Logica UK Limited London,5009868,"2,469.74",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5009868,"13,029.47",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Central Fraud Group,Logica UK Limited London,5009868,"2,400.61",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Essex,Logica UK Limited London,5009868,"7,977.11",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Finance Directorate,Logica UK Limited London,5009868,190.47,Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Hampshire,Logica UK Limited London,5009868,"6,544.08",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Human Resource Directorate,Logica UK Limited London,5009868,70.77,Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Kent,Logica UK Limited London,5009868,"8,400.28",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,London,Logica UK Limited London,5009868,"20,034.98",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Manchester,Logica UK Limited London,5009868,"17,128.62",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Merseyside,Logica UK Limited London,5009868,"3,046.64",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Northumbria,Logica UK Limited London,5009868,"7,431.97",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Nottinghamshire,Logica UK Limited London,5009868,"20,679.16",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,South Wales,Logica UK Limited London,5009868,"7,482.97",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Special Crime Division,Logica UK Limited London,5009868,"2,383.11",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Thames Valley,Logica UK Limited London,5009868,"10,933.66",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,West Midlands,Logica UK Limited London,5009868,"17,643.10",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,West Yorkshire,Logica UK Limited London,5009868,"20,435.38",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5009868,783.71,Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/07/2011,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5009868,"2,860.59",Xerox MFD Click Charges June 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,29/07/2011,Other Accommodation Costs,Corporate,ISS Facility Services Ltd,5009918,"54,002.08",FM Services for June 2011,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/07/2011,Reactive Maintenance,Corporate,ISS Facility Services Ltd,5009918,"25,981.47",FM Services for June 2011,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/07/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5009922,"35,279.96",GC Agency Management Charge,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/07/2011,Contractor/Service (Contract Management) - Global Crossing,Business Information Sys Dir,Global Crossing Ltd,5009932,"26,237.20",Managed Voice Services,RG24 8NA,Not available,Not available,Not available,Programme
