Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,08-May-12,THE DEVELOPMENT STUDIES ASSOCIATION,"£115,280",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,201761-101
DFID,DFID,08-May-12,VODAFONE CORPORATE,"£1,338",Mobile telephones & accessories,Research and Evidence Division,,100039-102
DFID,DFID,08-May-12,VODAFONE CORPORATE,"£10,156",Mobile telephones & accessories,Research and Evidence Division,,100039-102
DFID,DFID,08-May-12,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"£351,241",Research & Development costs,Research and Evidence Division,,201400-101
DFID,DFID,08-May-12,Pilgrims Group,"£1,102",Hostile Environment Training,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,08-May-12,Pilgrims Group,"£1,102",Hostile Environment Training,Security & Humanitarian and Middle East Division,,100307-101
DFID,DFID,08-May-12,MINES ADVISORY GROUP,"£222,100",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-101
DFID,DFID,08-May-12,MINES ADVISORY GROUP,"£190,297",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-102
DFID,DFID,08-May-12,MINES ADVISORY GROUP,"£171,088",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-103
DFID,DFID,08-May-12,DAI EUROPE LIMITED,"£47,512",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,114107-101
DFID,DFID,08-May-12,Adam Smith International,"£38,275",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,114083-101
DFID,DFID,08-May-12,CHIEF FIRE OFFICERS ASSOCIATION,"£12,001",Aid Programme - Voluntary contributions,Security & Humanitarian and Middle East Division,,200519-101
DFID,DFID,08-May-12,CHIEF FIRE OFFICERS ASSOCIATION,"£8,459",Aid Programme - Voluntary contributions,Security & Humanitarian and Middle East Division,,200519-101
DFID,DFID,08-May-12,PLANNED PARENTHOOD ASSOCIATION OF GHANA,"£67,888",Aid Programme - Accountable Grant Payments,West and Southern Africa,,113923-103
DFID,DFID,08-May-12,MICRO COM Sprl,£560,Data Network - land lines,West and Southern Africa,,101610-101
DFID,DFID,08-May-12,ZACKS,£944,Furniture & Fittings,West and Southern Africa,,101638-103
DFID,DFID,08-May-12,Pandhari Lodge,£836,Hotels - Accommodation only,West and Southern Africa,,113871-131
DFID,DFID,08-May-12,Supplier Name withheld,"£1,587",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,08-May-12,Supplier Name withheld,£932,Hotels - Accommodation only,West and Southern Africa,,101622-104
DFID,DFID,08-May-12,Supplier Name withheld,"£5,250",Secure staff accomodation,West and Southern Africa,,101637-101
DFID,DFID,08-May-12,Supplier Name withheld,"£5,428",Secure staff accomodation,West and Southern Africa,,101637-101
DFID,DFID,08-May-12,FLIMAS,"£1,713",Medical/Health Services,West and Southern Africa,,101638-101
DFID,DFID,08-May-12,FLIMAS,"£2,227",Medical/Health Services,West and Southern Africa,,100256-101
DFID,DFID,08-May-12,British Embassy,"£3,224",Oil - Other Utilities,West and Southern Africa,,101638-103
DFID,DFID,08-May-12,Transcorp Hilton,"£1,972",Other Admin Costs,West and Southern Africa,,100152-105
DFID,DFID,08-May-12,Edwin Savage ,£929,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,08-May-12,MJB Electrical Pvt Ltd,"£1,723","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,08-May-12,Cordiale International,"£1,651","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,08-May-12,GreyStone Park Electrical,£929,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,100256-103
DFID,DFID,08-May-12,GreyStone Park Electrical,"£7,740","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,08-May-12,GreyStone Park Electrical,"£7,740","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,08-May-12,Premier Travel,"£1,009",Air fares,West and Southern Africa,,100256-105
DFID,DFID,08-May-12,MOTT MACDONALD INTERNATIONAL,"£14,509",Technical and Advisory Services,West and Southern Africa,,113961-107
DFID,DFID,08-May-12,Dr Sulleiman Adediran,"£7,446",Technical and Advisory Services,West and Southern Africa,,202942-101
DFID,DFID,08-May-12,HLSP LTD,"£105,546",Technical and Advisory Services,West and Southern Africa,,201927-103
DFID,DFID,08-May-12,OVERSEAS DEVELOPMENT INSTITUTE,"£4,890",Technical and Advisory Services,West and Southern Africa,,113355-101
DFID,DFID,08-May-12,FAD GLOBAL SERVICES,"£9,897",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,08-May-12,recipient withheld,"£1,800",Technical and Advisory Services,West and Southern Africa,,114050-101
DFID,DFID,08-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£126,859",Technical and Advisory Services,West and Southern Africa,,104190-103
DFID,DFID,08-May-12,Electronic Connections Ltd,£666,Telephone Usage & services,West and Southern Africa,,101622-103
DFID,DFID,08-May-12,Electronic Connections Ltd,£545,Telephone Usage & services,West and Southern Africa,,100152-105
DFID,DFID,08-May-12,Pilgrims Group,"£1,208",Training - Course Fees,West and Southern Africa,,101622-101
DFID,DFID,08-May-12,Grand Hotel,£501,Training - Travel & Subsistence,West and Southern Africa,,101610-101
DFID,DFID,08-May-12,Transcorp Hilton,"£1,999",Training - Travel & Subsistence,West and Southern Africa,,101622-101
DFID,DFID,08-May-12,Pilgrims Group,£946,Training Providers/Facilitation Services,West and Southern Africa,,200670-103
DFID,DFID,08-May-12,Lloyds Register EMEA,£797,Other Building Costs,Western Asia and Stabilisation Division,,100185-101
DFID,DFID,08-May-12,BONDS TRAVEL BUREAU,£664,Air fares,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,08-May-12,Supplier Name withheld,"£15,478",Technical and Advisory Services,Western Asia and Stabilisation Division,,201023-109
DFID,DFID,08-May-12,Supplier Name withheld,"£110,670",Technical and Advisory Services,Western Asia and Stabilisation Division,,202371-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,690","Conferences, Seminars & Meeting/Event Resource","Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£627,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£979,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,101605-101
DFID,DFID,09-May-12,Supplier Name withheld,"£3,231",Secure staff accomodation,"Asia, Caribbean and Overseas Territories",,202403-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£611,Other Admin Costs,"Asia, Caribbean and Overseas Territories",,201652-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,£845,Air fares,"Asia, Caribbean and Overseas Territories",,100084-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£1,127",Air fares,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£1,141",Air fares,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£3,452",Air fares,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£1,415",Air fares,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,09-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,£585,Air fares,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£38,650",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£38,650",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£38,650",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£58,487",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£127,137",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,ERNST &  YOUNG PRIVATE LTD,"£7,250",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114088-106
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£127,137",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£55,218",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£55,218",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£179,820",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£55,218",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,09-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£12,576",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£55,827",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£41,871",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£38,650",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£38,650",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,595",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£4,798",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£6,818",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£13,458",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202787-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,673",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202832-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£43,126",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202799-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,441",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£11,554",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202787-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£4,798",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201942-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,265",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202403-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£510,Training - Course Fees,"Asia, Caribbean and Overseas Territories",,101615-101
DFID,DFID,09-May-12,OPPORTUNITY INTERNATIONAL UK,"£113,278",Aid Programme - Accountable Grant Payments,Communications Division,,202197-101
DFID,DFID,09-May-12,NEWSPAPER LICENSING AGENCY,"£10,326",Subscriptions,Communications Division,,100197-101
DFID,DFID,09-May-12,KPMG LLP,"£5,305",Technical and Advisory Services,Corporate Hub,,202099-107
DFID,DFID,09-May-12,REFUGEE LAW PROJECT,"£176,788",Aid Programme - Accountable Grant Payments,East and Central Africa,,200250-103
DFID,DFID,09-May-12,People Performance Group,£583,Contract & Agency Staff,East and Central Africa,,100234-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,359",Electricity,East and Central Africa,,101616-101
DFID,DFID,09-May-12,British High Commission(Tsh),"£2,210",FCO shared service charges,East and Central Africa,,101634-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£569,FCO shared service charges,East and Central Africa,,101633-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£6,692",FCO shared service charges,East and Central Africa,,101633-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,231",FCO shared service charges,East and Central Africa,,100227-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,256",Furniture & Fittings,East and Central Africa,,100136-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£820,Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,256",Furniture & Fittings,East and Central Africa,,100136-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£612,Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£612,Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£698,Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,712",Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£664,Furniture & Fittings,East and Central Africa,,100136-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£4,800",Furniture & Fittings,East and Central Africa,,101616-101
DFID,DFID,09-May-12,University of Nairobi Enterprises & Services Ltd,£506,Further Education costs,East and Central Africa,,101630-101
DFID,DFID,09-May-12,Recipient name withheld,£534,Hotels - Accommodation only,East and Central Africa,,101625-104
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,023",Secure staff accomodation,East and Central Africa,,200352-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£45,423",Secure staff accomodation,East and Central Africa,Secure staff accommodation for Sudan for April 2012 – March 2013,101633-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,212",Secure staff accomodation,East and Central Africa,,200496-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,025",Mobile telephones & accessories,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£778,Mobile telephones & accessories,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£845,Printer Consumables,East and Central Africa,,101616-101
DFID,DFID,09-May-12,Freedom Electronics,"£4,059",Facilities Management payments,East and Central Africa,,101634-101
DFID,DFID,09-May-12,CHIGO AIRCONDITIONING TANZANIA LTD,"£2,243",Facilities Management payments,East and Central Africa,,101634-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,185",Facilities Management payments,East and Central Africa,,101630-101
DFID,DFID,09-May-12,WFP Somalia,£849,Air fares,East and Central Africa,,101616-101
DFID,DFID,09-May-12,WFP Somalia,£849,Air fares,East and Central Africa,,101630-101
DFID,DFID,09-May-12,BCD Travel (USD),£769,Air fares,East and Central Africa,,101616-101
DFID,DFID,09-May-12,ADAM SMITH INTERNATIONAL  LTD,"£126,470",Technical and Advisory Services,East and Central Africa,,200956-116
DFID,DFID,09-May-12,OXFORD POLICY MANAGEMENT,"£80,361",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,09-May-12,ADAM SMITH INTERNATIONAL  LTD,"£87,871",Technical and Advisory Services,East and Central Africa,,200956-116
DFID,DFID,09-May-12,ADAM SMITH INTERNATIONAL  LTD,"£107,680",Technical and Advisory Services,East and Central Africa,,200956-116
DFID,DFID,09-May-12,Mekdim Enkossa Ayana,"£3,414",Technical and Advisory Services,East and Central Africa,,203016-102
DFID,DFID,09-May-12,CARORA CONSULT,"£15,071",Technical and Advisory Services,East and Central Africa,,200239-104
DFID,DFID,09-May-12,HTSPE LTD,"£3,962",Technical and Advisory Services,East and Central Africa,,201781-101
DFID,DFID,09-May-12,HTSPE LTD,"£2,425",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,09-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£24,028",Technical and Advisory Services,East and Central Africa,,202917-101
DFID,DFID,09-May-12,Toshiba Max Limited,"£64,077",Technical and Advisory Services,East and Central Africa,,201601-105
DFID,DFID,09-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£18,273",Technical and Advisory Services,East and Central Africa,,202596-102
DFID,DFID,09-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£2,137",Technical and Advisory Services,East and Central Africa,,202596-102
DFID,DFID,09-May-12,BCD Travel (USD),£680,Training - Travel & Subsistence,East and Central Africa,,101630-101
DFID,DFID,09-May-12,TAAM Petroleum Ltd(US$),"£42,565",Vehicle Petrol & Oil,East and Central Africa,Cost of supply of diesel for Office and staff housing generators in Southern Sudan,202586-101
DFID,DFID,09-May-12,TAAM Petroleum Ltd(US$),£781,Vehicle Petrol & Oil,East and Central Africa,,202586-101
DFID,DFID,09-May-12,TAAM Petroleum Ltd(US$),"£15,161",Vehicle Petrol & Oil,East and Central Africa,,202586-101
DFID,DFID,09-May-12,TAAM Petroleum Ltd(US$),"£6,498",Vehicle Petrol & Oil,East and Central Africa,,202594-101
DFID,DFID,09-May-12,CAUSEWAY TECHNOLOGIES LTD,"£6,620",Computer Software Licenses,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,£860,Contract & Agency Staff,"Human Resources,Security & Facilities Division",,100266-110
DFID,DFID,09-May-12,AMCS UK,£550,other information and communication technologies,"Human Resources,Security & Facilities Division",,100272-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,"£1,216",Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£740,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£757,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£634,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£682,Other Building Costs,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£950,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,"£3,063",Other Building Costs,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£631,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,"£38,153",Other Building Costs,"Human Resources,Security & Facilities Division",Health and safety improvements to Abercrombie House  external sensors and lighting,100106-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£551,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,"£3,194",Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£668,Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,"£2,022",Other Building Costs,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,09-May-12,MITIE Technical Facilities Management Ltd,£549,Other Building Costs,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,09-May-12,MidlandHR,"£3,600",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100272-101
DFID,DFID,09-May-12,Recipient name withheld,£778,Hotels - Accommodation only,International Finance Division,,202259-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£775,Property - Insurance charges,International Finance Division,,201723-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,995",Secure staff accomodation,International Relations Division,,100262-101
DFID,DFID,09-May-12,UNFPA,"£12,500,000",Aid Programme - Voluntary contributions,International Relations Division,,114154-102
DFID,DFID,09-May-12,THE GLOBAL FORUM ON MSM AND HIV,"£72,106",Aid Programme - Accountable Grant Payments,Policy Division,,200886-101
DFID,DFID,09-May-12,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"£270,169",Aid Programme - Accountable Grant Payments,Policy Division,,202945-101
DFID,DFID,09-May-12,BBC Media Action,"£2,300,000",Aid Programme - Accountable Grant Payments,Policy Division,,202629-101
DFID,DFID,09-May-12,Global Canopy Programme,"£305,490",Aid Programme - Accountable Grant Payments,Policy Division,,201724-114
DFID,DFID,09-May-12,Recipient name withheld,£611,Hotels - Accommodation only,Policy Division,,100275-101
DFID,DFID,09-May-12,Recipient name withheld,£580,Hotels - Accommodation only,Policy Division,,202373-105
DFID,DFID,09-May-12,Recipient name withheld,£805,Hotels - Accommodation only,Policy Division,,100274-108
DFID,DFID,09-May-12,TROPICAL HEALTH EDUCATION TRUST,"£396,385",Technical and Advisory Services,Policy Division,,202208-101
DFID,DFID,09-May-12,AATF,"£543,394",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,201501-102
DFID,DFID,09-May-12,African Economic Research Consortium,"£300,000",Aid Programme - Core contributions,Research and Evidence Division,,201712-105
DFID,DFID,09-May-12,OFFICE FOR NATIONAL STATISTICS,"£3,648",Recruitment costs,Research and Evidence Division,,100039-114
DFID,DFID,09-May-12,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£7,232",Technical and Advisory Services,Research and Evidence Division,,200529-102
DFID,DFID,09-May-12,MINES ADVISORY GROUP,"£181,155",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-108
DFID,DFID,09-May-12,MINES ADVISORY GROUP,"£196,986",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,201745-104
DFID,DFID,09-May-12,IOD PARC,"£15,000",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,203218-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,031",Travel - Subsistence,Security & Humanitarian and Middle East Division,,201705-101
DFID,DFID,09-May-12,VODAFONE CORPORATE,£891,Mobile telephones & accessories,Top Management Group,,100232-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£666,Travel - Subsistence,Top Management Group,,100232-105
DFID,DFID,09-May-12,School for Life,"£110,550",Aid Programme - Accountable Grant Payments,West and Southern Africa,,103269-105
DFID,DFID,09-May-12,CARE INTERNATIONAL,"£60,448",Aid Programme - Accountable Grant Payments,West and Southern Africa,,201218-104
DFID,DFID,09-May-12,Delphin Tshimena,"£4,901",Consultancy Services,West and Southern Africa,,101610-101
DFID,DFID,09-May-12,John Lewis PLC,"£8,376",Furniture & Fittings,West and Southern Africa,,101610-101
DFID,DFID,09-May-12,Abrahim A H Daklalah ($),£681,Generators & spares,West and Southern Africa,,101629-101
DFID,DFID,09-May-12,Abrahim A H Daklalah ($),£743,Generators & spares,West and Southern Africa,,101629-101
DFID,DFID,09-May-12,Supplier Name withheld,"£25,371",Secure staff accomodation,West and Southern Africa,Secure staff accommodation in Sierra Leone for  May 2012- 30 April 2013,101629-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,920",Facilities Management payments,West and Southern Africa,,101622-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£2,346",Facilities Management payments,West and Southern Africa,,101622-101
DFID,DFID,09-May-12,Recipient name withheld,£914,Other Building Costs,West and Southern Africa,,101618-101
DFID,DFID,09-May-12,Cordiale International,£883,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,09-May-12,Recipient name withheld,£572,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101620-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£590,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,09-May-12,Recipient name withheld,"£2,375",Technical and Advisory Services,West and Southern Africa,,201806-103
DFID,DFID,09-May-12,FEG,"£7,349",Technical and Advisory Services,West and Southern Africa,,113355-101
DFID,DFID,09-May-12,HEALTH PARTNERS INTERNATIONAL,"£311,700",Technical and Advisory Services,West and Southern Africa,,104227-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,710",Technical and Advisory Services,West and Southern Africa,,100221-106
DFID,DFID,09-May-12,COMMUNICAID GRP LIMITED,"£8,393",Training - Travel & Subsistence,West and Southern Africa,,101610-101
DFID,DFID,09-May-12,CFAO Motors,£739,Vehicle Repairs & Maintenance,West and Southern Africa,,100068-101
DFID,DFID,09-May-12,UNICEF,"£5,602,537",Aid Programme - Voluntary contributions,West and Southern Africa,,202643-101
DFID,DFID,09-May-12,Supplier Name withheld,"£383,601",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,200996-101
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£755,Building Plant - Air Conditioners,Western Asia and Stabilisation Division,,201699-101
DFID,DFID,09-May-12,Recipient name withheld,£566,Oil - Other Utilities,Western Asia and Stabilisation Division,,108743-102
DFID,DFID,09-May-12,Foreign & Commonwealth Office,£853,Other Building Costs,Western Asia and Stabilisation Division,,100186-101
DFID,DFID,09-May-12,Supplier Name withheld,£628,Technical and Advisory Services,Western Asia and Stabilisation Division,,202190-105
DFID,DFID,09-May-12,Supplier Name withheld,"£11,015",Technical and Advisory Services,Western Asia and Stabilisation Division,,201011-101
DFID,DFID,09-May-12,Professionals In Humanitarian Assistance and Protection,"£1,212",Technical and Advisory Services,Western Asia and Stabilisation Division,,202080-111
DFID,DFID,09-May-12,Foreign & Commonwealth Office,"£1,262",Travel - Subsistence,Western Asia and Stabilisation Division,,201699-101
DFID,DFID,10-May-12,Sahayog Society for Participatory Rural Development,"£3,846",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,107908-102
DFID,DFID,10-May-12,AB Enterpriess,£791,Computer hardware maintenance,"Asia, Caribbean and Overseas Territories",,100113-101
DFID,DFID,10-May-12,THE GOURMET FACTORY,"£1,710",Contract Catering Services,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,10-May-12,CB RICHARD ELLIS SOUTH ASIA PVT LTD,"£13,749",Facilities Management payments,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,10-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£13,748",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,10-May-12,SIDBI Venture Capital Limited,"£10,272",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114293-102
DFID,DFID,10-May-12,Crisil Risk and Infrastructure Solutions Limited,"£4,366",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202736-101
DFID,DFID,10-May-12,Hewitt Associates (India) Private Limited,"£2,184",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201689-106
DFID,DFID,10-May-12,Intellectual Capital Advisory Services Private Limited,"£14,766",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114293-103
DFID,DFID,10-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£34,424",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
