Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Parks and open spaces,Grounds maintenance,27-Jul-2011,200005932,Continental Landscapes Ltd,"22,832.38"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,27-Jul-2011,200005845,Tythe Barn Nurseries Ltd,"27,308.00"
Barrow Borough Council,The markets,Advertising,06-Jul-2011,200005598,Burrows Communications Ltd,500.00
Barrow Borough Council,Craven house,Professional fees,13-Jul-2011,200005646,Liberata Uk Ltd,"2,582.14"
Barrow Borough Council,TIC shop,TIC - third party income,13-Jul-2011,200005654,Stagecoach,"3,576.00"
Barrow Borough Council,Payroll control account,Payroll - misc items paid,20-Jul-2011,200005825,Unison Barrow BC - 60398,"1,746.81"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,20-Jul-2011,200005736,Bryan Moncur Ltd,"1,684.80"
Barrow Borough Council,Crematorium,Equipment maintenance,06-Jul-2011,200005562,The Phoenix Partnership,"1,683.20"
Barrow Borough Council,Craven house,Electricity,27-Jul-2011,200005870,SmartestEnergy Ltd,"4,315.52"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,13-Jul-2011,200005716,Rixonway Kitchens (Cum) Ltd,"4,407.79"
Barrow Borough Council,104 Abbey Road (Cookes Building),Professional fees,20-Jul-2011,200005834,John Coward Architects Ltd,"2,194.43"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,13-Jul-2011,200005687,Alpha Electrics & Building Serv Ltd,"1,270.11"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,06-Jul-2011,200005543,AK Fencing,958.50
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jul-2011,200005744,AB Mitchell Developments,"16,702.50"
Barrow Borough Council,Cost of collection,Business rates collection,13-Jul-2011,200005646,Liberata Uk Ltd,"18,800.98"
Barrow Borough Council,Technical services,Telephone - calls,06-Jul-2011,200005615,Liberata Uk Ltd,657.95
Barrow Borough Council,TIC shop,TIC - third party income,13-Jul-2011,200005636,Alfa Travel,678.00
Barrow Borough Council,Support to business and enterprise,Importing enterprise and entrepreneurs,20-Jul-2011,200005761,Furness Enterprise,"6,983.00"
Barrow Borough Council,Barrow park,Grounds maintenance,27-Jul-2011,200005932,Continental Landscapes Ltd,"19,000.51"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,27-Jul-2011,200005929,AB Mitchell Developments,"14,036.80"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jul-2011,200005767,Steve Lawrence Ltd,"2,200.00"
Barrow Borough Council,Current assets - stocks,Stationery stock,06-Jul-2011,200005613,Grosvenor House Papers Ltd,590.00
Barrow Borough Council,Planning,Conservation area partnership,06-Jul-2011,200005566,Pickerings Scaffolding Ltd,700.00
Barrow Borough Council,Craven house,Gas,20-Jul-2011,200005748,Cumbria County Council,"-2,452.40"
Barrow Borough Council,Emlyn Hughes house,Electricity,13-Jul-2011,200005677,Scottish Hydro Electric,617.08
Barrow Borough Council,Capitalised Planned Maintenance,Heating,06-Jul-2011,200005523,AB Mitchell Developments,"11,085.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jul-2011,200005743,Integral UK Ltd,"10,534.05"
