DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-19,Exp - Purchase Of Goods/Services - Other Professional Services,Regulatory Delivery,TRADING STANDARDS INSTITUTE (GRANTS),1011702808,3000,NTS programme office intel lead support,SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702651,2981.72,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,2971.14,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,2971.14,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,2824,IMPLEMENTATION,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702651,2802.6,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702828,2769,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-18,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,PHOENIX SOFTWARE LIMITED,1011702786,2580,DELL WYSE,YO42 1NS,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,2355.36,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,Finance Director & Branch,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,2185.67,SIR SOP CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Regulatory Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,2165.22,OOH FHRS SUPPORT,SN14 0TW,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,2119.82,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,2118,PROJECT MARCH 17,SN14 0TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702772,2081.39,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Planning and Performance,CAPITA BUSINESS SERVICES LTD,1011702772,1884.29,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-18,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,COMPUTACENTER UK LTD,1011702789,1795,LENOVO,AL10 9TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702772,1751.34,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702811,1710,CAMPY,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-19,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702811,1704.9,RCDM *17,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011702651,1577.35,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702772,1440.96,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702772,1440.96,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,1433.48,SCCM DEVELOYMENT,SN14 0TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Comms Directors Office,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,1327.2,ACROBAT PRO & PHOTOSHOP,SN14 0TW,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Legal Branch A & Investigations,CAPITA BUSINESS SERVICES LTD,1011702772,1308.84,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Comms Directors Office,CAPITA BUSINESS SERVICES LTD,1011702772,1307.12,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702828,1251.2,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702651,1226.45,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702828,1173.4,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702811,1170,AMR*26,WA16 8XN,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,1143.14,STANDARD RATE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702828,1140.9,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,1127.33,VOIP CALL CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,1062.68,FHRS CPU UTILISATION,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,1028.4,FHRS CPU UTLISIATION,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702651,1013.7,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,980,TRIPLE SIM,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-12,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IT Information & Knowledge Management,CAPITA BUSINESS SERVICES LTD,1011702772,960.65,TEMPORARY STAFF,SL6 1DP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,959.84,FHRS CPU UTILISATION,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,REDFERN TRAVEL LTD,1011702828,896.15,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Chief Scientist,FERA SCIENCE LIMITED,1011702706,800,VARIOUS REPORT,YO41 1LZ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 47,REDFERN TRAVEL LTD,1011702651,795.35,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702651,768.8,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702651,767.25,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011702828,729.5,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-27,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702900,718.96,SCCM DEVOLPMENT,SN14 0TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-27,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702900,714.52,SCCM DEVOLPMENT,SN14 0TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,704.76,FHRS CLONE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702651,698.4,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-28,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - LEGAL DEBT RECOVERY COSTS,Finance Director & Branch,FLINT BISHOP LLP,1011702917,685,PROFESSIONAL FEES,DE1 3HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702828,653.5,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702828,653.28,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702828,636.66,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011702651,628.6,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,612.4,ADOBE ACROBAT PRO * 2,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011702651,605.65,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulating our Future,REDFERN TRAVEL LTD,1011702828,600.41,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,VODAFONE LTD,1011702667,600,300 x Samsung J5 mobile phones @?100,RG14 5FF,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702651,585.95,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011702828,581.82,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,REDFERN TRAVEL LTD,1011702651,553.2,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702828,530,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,517.5,NEW PLANT INSTALLATION -8357,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Legal Branch A & Investigations,REDFERN TRAVEL LTD,1011702651,457.69,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011702828,452.6,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Legal Branch A & Investigations,REDFERN TRAVEL LTD,1011702651,452.1,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702828,439.32,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Additives,REDFERN TRAVEL LTD,1011702651,438.67,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702651,427.4,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - AMORTISATION - INTANGIBLE ASSETS,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,423.6,PROJECT MARCH 17,SN14 0TW,Capital
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702828,421.1,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011702828,419.8,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011702651,418.92,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011702651,405.47,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Digital,REDFERN TRAVEL LTD,1011702651,398.53,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702651,397.09,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Local Delivery ,REDFERN TRAVEL LTD,1011702651,368.8,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-05,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - PAYMENTS TO PAYROLL PROVIDER,"Employee Relations, Systems and Data",CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702691,368.5,MIDLAND HOSTING,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Animal Feed Branch,REDFERN TRAVEL LTD,1011702651,364,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702651,362.92,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-19,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Food Production Branch,TOPSPEED COURIERS LIMITED,1011702811,337.5,CAMPY SPECIAL PROJECT,WA16 8XN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011702828,336.8,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702651,328.59,TRAVEL EXPENSES,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702828,325.3,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011702651,309.6,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702882,305.1,READ AND WRITE GOLD,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-04,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011702651,303.4,TRAVEL EXPENSES,BD1 5HQ,Programme
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-04-20,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702828,299.56,TRAVEL EXPENSES,BD1 5HQ,ADMIN
