Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number
NHS,NHS Hertfordshire,10/10/2011,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10067805,0,"£2,658,983.00",654 9195 01
NHS,NHS Hertfordshire,10/10/2011,NHS Trust - SLA Block,NHS SLA,PRINCESS ALEXANDRA HOSP. NHST,10067813,0,"£3,888,493.58",654 9649 85
NHS,NHS Hertfordshire,10/10/2011,NHS Trust - SLA Block,NHS SLA,BARNET AND CHASE FARM NHST,10067828,0,"£4,743,000.00",
NHS,NHS Hertfordshire,10/10/2011,PCT - HCHS Contract,HCHS Block Contract,HERTFORDSHIRE COMMUNITY NHS TRUST,10067799,0,"£8,876,173.50",
NHS,NHS Hertfordshire,06/10/2011,Part Payment (NHS) - AP use only,Specialised Commissioning,SOUTH EAST ESSEX PCT,10067426,0,"£9,616,721.66",654 436 723
NHS,NHS Hertfordshire,13/10/2011,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10068100,0,"£10,384,985.00",
NHS,NHS Hertfordshire,10/10/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10067795,0,"£16,172,000.00",
NHS,NHS Hertfordshire,10/10/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10067808,0,"£17,423,293.00",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,WHITWELL SURG - ARCHER,E82626,,"£28,774.44",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,GOUGH P & PARTNERS,E82011,,"£33,024.63",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"£38,825.88",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"£56,451.54",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,BRIDGE COTTAGE SURG - DANSIE,E82019,,"£57,459.78",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"£85,128.58",
NHS,NHS Hertfordshire (PSU),,GP Payments - PPA Drugs,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"£125,793.31",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,ARCHWAY SURGERY - RAHIM,E82643,,"£31,522.91",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,PATHFINDER PRACTICE,Y01165,,"£39,824.26",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,Meadowell - Health Inclusion Matters,Y00243,,"£53,932.33",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,ABBEY RD SURG - HODGE,E82042,,"£56,624.21",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,WEST HERTS MEDICAL CENTRE,Y02638,,"£64,174.04",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,BURVILL HOUSE - RESTELL,E82023,,"£70,200.00",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,185 KNIGHTSFIELD - HANAK,E82041,,"£76,287.21",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,SPRING HOUSE MEDICAL CENTRE,Y02639,,"£86,511.69",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"£90,379.65",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,LINCOLN HOUSE SURGERY - DYSON,E82009,,"£92,774.50",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,LISTER HOUSE - BROOKS,E82018,,"£95,764.01",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,FAIRBROOK MEDICAL CENTRE - HIRSCH,E82012,,"£114,646.93",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,BENNETTS END SURGERY - HEATLEY,E82032,,"£132,080.46",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,PARKWOOD DRIVE SURGERY - GALLOW,E82091,,"£132,431.86",
NHS,NHS Hertfordshire (PSU),,PMS Payments - Contract,Primary Care,RED HOUSE - FITZGERALD,E82085,,"£143,686.87",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,WOODHALL FARM MC - MIRZA,E82070,,"£25,360.88",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HAVERFIELD SURG - KANANI,E82066,,"£25,425.89",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"£26,235.66",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SYMONDS GREEN HC - BHARDWAJ,E82111,,"£30,637.93",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GROVEHILL MC - HIRJI,E82050,,"£31,265.14",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,61 HATFIELD RD - SINHA,E82004,,"£31,333.37",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,77 WARE RD SURG - TITCOMBE,E82057,,"£31,692.42",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BALDWINS LANE SURG - FLUDE,E82049,,"£32,135.49",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HIGH ST SURG - MISRA K,E82133,,"£32,207.02",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"£33,323.70",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SOLLERSHOTT SURG - NEVARD,E82104,,"£35,603.78",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ABBOTSWOOD MC - KHAN AM,E82105,,"£35,714.77",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"£35,715.71",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,REDBOURN MED PRACT - DEXTER,E82095,,"£35,922.23",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HICKS RD MARKYATE - SEPAI,E82663,,"£36,143.80",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MANOR HSE SURG - DUGGAN,E82641,,"£38,061.76",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HIGHFIELD SURG - MISHRA,E82640,,"£38,415.29",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"£41,109.88",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,UPTON ROAD SURG - ZAKANI & JOGARAJAH,E82045,,"£42,104.58",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,LITTLE BUSHEY SURG - FURBANK,E82657,,"£42,804.37",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CASTLEGATE SURG - WATSON,E82109,,"£44,115.71",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CHORLEYWOOD HC - JONES,E82064,,"£45,114.98",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CROMWELL MC - MALDE,E82079,,"£46,352.99",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"£47,491.50",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,COURTENAY HOUSE SURGERY - GREENISH,E82053,,"£47,620.29",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,TUDOR SURGERY - LAZZERINI,E82034,,"£48,390.14",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BOXWELL RD SURG - FINN,E82076,,"£50,068.12",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ROYSIA SURGERY - POLGE,E82132,,"£50,154.19",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,LIMES SURG - HENDERSON,E82006,,"£51,048.74",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,STANHOPE RD SURG - HOSSAIN,E82638,,"£51,363.03",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CONSULTING ROOMS - HUSSAIN,E82020,,"£51,464.52",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GOUGH P & PARTNERS,E82011,,"£53,596.96",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HIGHVIEW MC - ELDER,E82078,,"£54,365.85",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SHEPHALL SURG - ROUSE,E82056,,"£54,512.09",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,VILLAGE SURG - KHAN I,E82107,,"£55,997.20",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ORFORD LODGE - SLATTERY,E82080,,"£56,983.69",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,NEW ROAD SURG - CORP,E82106,,"£59,296.22",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GARSTON MED CTRE- APPLE,E82017,,"£60,068.94",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MILTON HSE SURG - ORMISTON,E82028,,"£60,215.72",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ANNANDALE SURG - RAMSELL N J,E82098,,"£61,442.69",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PUCKERIDGE HLTH CTRE - REYNOLDS,E82038,,"£66,594.27",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MANOR ST SURG - PONSONBY,E82094,,"£67,304.76",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GRANGE ST SURG - DOW,E82059,,"£68,193.83",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CHURCH ST SURG - GIBSON,E82102,,"£68,489.64",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HANSCOMBE HSE SURG - OATES,E82007,,"£69,394.41",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"£72,035.38",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"£73,561.69",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,POTTERELLS MC - STEWARD,E82058,,"£73,684.84",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,THE MAPLES - EMMETT,E82063,,"£73,691.88",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"£73,741.87",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"£74,615.14",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,THEOBALD MC - KAPACEE,E82048,,"£75,464.32",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,AMWELL STREET SURG - DAVIES A W,E82061,,"£75,936.69",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PARK LANE SURG - CONDON R,E82090,,"£75,995.33",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"£76,343.50",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,NEVELLS ROAD SURG - CHATFIELD,E82008,,"£78,206.10",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SHEEPCOT MED CNTRE- JACKSON,E82096,,"£78,996.12",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,WRAFTON HOUSE - CONSTABLE,E82002,,"£79,060.37",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,GADE SURGERY BENNETT,E82068,,"£79,375.56",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ASTONIA HSE - THOMAS,E82099,,"£79,548.40",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"£81,379.05",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BROWNRIGG M & PARTNERS,E82072,,"£81,748.59",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,DOLPHIN HOUSE SURG - BAVERSTOCK,E82092,,"£82,526.34",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MANOR VIEW PRACT - BOYD,E82073,,"£83,653.08",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"£83,680.69",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CUFFLEY AND GOFFS OAK MEDICAL CENTRE,E82081,,"£83,847.20",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CHELLS WAY SURG - GOGBASHIAN,E82089,,"£84,519.16",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,COLNE HOUSE - ZANE,E82083,,"£84,645.25",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ST NICHOLAS HC - WILSON,E82039,,"£84,694.12",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"£88,582.17",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,NAP SURGERY - WALLIS,E82129,,"£89,981.86",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,LODGE SURG - DAVIES AH,E82014,,"£91,909.53",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,VILLAGE SURG - STEPHENS,E82037,,"£93,393.97",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,WALLACE HSE SURG - CEMBALA,E82024,,"£93,549.09",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PORTMILL SURG - TIDY,E82044,,"£93,837.34",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"£94,470.98",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,EVEREST HSE SURG - TIPPLE,E82051,,"£95,035.96",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PARKFIELD MC - FERRIS,E82027,,"£95,113.43",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BRIDGE COTTAGE SURG - DANSIE,E82019,,"£95,766.31",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,VINE HOUSE HC - SIMMONS,E82046,,"£96,642.89",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BEDWELL MED SURG - BAXANI,E82093,,"£98,536.59",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"£99,119.65",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"£100,664.18",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"£100,852.82",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PARK END SURGERY  - MURRAY,E82025,,"£101,303.70",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"£101,845.48",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,KELLER P & PARTNERS,E82100,,"£103,852.87",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ELMS MED PRACT - PHILLIPS,E82071,,"£106,161.80",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,CHURCH ST SURG - ROGERS,E82067,,"£110,824.14",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"£116,068.99",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,KING GEORGE SURG - STEVENSON,E82086,,"£117,112.75",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HALL GROVE SURG - PUGH,E82062,,"£123,533.80",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ATTENBOROUGH SURG - BORKETT-JONES,E82124,,"£130,421.75",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"£132,260.65",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PARKBURY HSE - SAGE,E82060,,"£137,801.71",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,REGAL CHAMBERS SURG - MACHEN,E82075,,"£145,342.27",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,MALTINGS SURGERY - SMITH,E82031,,"£149,825.83",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,SOUTH ST SURG - JENNS,E82074,,"£151,343.14",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,HEALTH CENTRE - WALLIS,E82005,,"£151,896.64",
NHS,NHS Hertfordshire (PSU),,GMS Payments - Contract,Primary Care,PEARTREE SURG - CREAK,E82040,,"£175,503.99",
,,,,,,,,,
,,,,,,,,"£110,182,236.15",
,,,,,,,,,
