Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900039862,500.00,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,Capital Costs - LRT Vehicles,17/04/2015,5100078201,"183,250.11",BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Safety & Security Support Services,17/04/2015,5100077269,"1,680.00",BRITISH TRANSPORT POLICE C DIVISION
TfGM,Transport,Safety & Security Support Services,17/04/2015,5100077271,"2,400.00",BRITISH TRANSPORT POLICE C DIVISION
TfGM,Corporate Services,IS Support & Maintenance,17/04/2015,5100077588,"3,982.73",BT ENGAGE IT
TfGM,Transport,Traffic Signal Works,17/04/2015,5100077373,"5,544.00",BT REDCARE
TfGM,Transport,Capital Costs - CCTV Equipment,17/04/2015,5100078208,"22,176.00",BT REDCARE
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040033,816.00,BURY MBC
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040034,948.00,BURY MBC
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040070,"3,312.00",BURY MBC
TfGM,Transport,Sustainable Transport Support Services,17/04/2015,5100077326,"2,150.00",BURY MBC
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100078196,"3,108.82",CANALS AND RIVERS TRUST
TfGM,Transport,Security Services,17/04/2015,5100077193,"9,560.00",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100077285,"1,125.00",CDI ANDERSELITE LTD
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100077378,"1,350.00",CDI ANDERSELITE LTD
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040048,"1,896.00",CITY OF SALFORD
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040068,"8,064.00",CITY OF SALFORD
TfGM,Transport,Print & Media,17/04/2015,5100077316,"1,306.00",CREATIVE CONCERN
TfGM,Transport,Concessionary Reimbursement,17/04/2015,1900040151,985.00,CRESTA CAR HIRE
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077443,"5,667.00",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077444,"4,498.40",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077445,"4,650.00",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077447,"5,607.43",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077448,"4,975.00",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100077516,425.00,DAVID GREGORY TRANSPORT PLANNING LT
TfGM,Transport,Transport Planning & Monitoring Services,17/04/2015,5100077565,"5,843.75",DAVID GREGORY TRANSPORT PLANNING LT
TfGM,Corporate Services,Legal Services,17/04/2015,5100077391,"14,245.00",EVERSHEDS LLP
TfGM,Corporate Services,Legal Services,17/04/2015,5100078066,"12,576.00",EVERSHEDS LLP
TfGM,Transport,Postage Costs,17/04/2015,1900040180,"2,000.00",FRAMA UK LIMITED
TfGM,Transport,Capital Costs - Engineering Support Services,17/04/2015,5100077362,"10,299.68",GUTTERIDGE HASKINS AND DAVEY LTD
TfGM,Transport,Concessionary Reimbursement,17/04/2015,1900040149,538.00,H SHAKERI T/A EUROLYNX TAXIS
TfGM,Transport,Project Support Services,17/04/2015,5100077572,"3,132.00",ISS LABOUR LTD
TfGM,Transport,Project Support Services,17/04/2015,5100077602,"2,235.00",ISS LABOUR LTD
TfGM,Transport,Project Support Services,17/04/2015,5100077604,510.00,ISS LABOUR LTD
TfGM,Transport,Project Support Services,17/04/2015,5100077766,"1,224.00",ISS LABOUR LTD
TfGM,Transport,Concessionary Reimbursement,17/04/2015,1900040165,"1,076.00",JR'S PRIVATE HIRE
TfGM,Transport,Concessionary Reimbursement,17/04/2015,1900040144,984.00,K & M CARS
TfGM,Transport,Print & Media,17/04/2015,5100077396,929.50,KIND CREATIVE LTD
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040023,"1,075.06",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040025,751.83,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040036,"1,704.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040038,"1,140.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040040,"1,944.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040042,"1,944.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040044,"1,056.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040045,"1,056.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040046,"8,874.00",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040052,"1,059.95",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040054,660.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040056,"5,669.50",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040058,708.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040060,708.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040062,648.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040064,648.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040066,780.00,MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040071,"14,112.00",MANCHESTER CITY COUNCIL
TfGM,Transport,Driver Intervention Course Delivery Costs,17/04/2015,5100077399,"1,399.60",MANCHESTER CITY COUNCIL
TfGM,Transport,Capital Costs - Programme and Project Management Services,17/04/2015,5100077374,"1,638.00",MATCHTECH GROUP PLC
TfGM,Transport,Temporary Vacancy Cover,17/04/2015,5100077375,"1,097.60",MATCHTECH GROUP PLC
TfGM,Transport,Street Furniture Equipment,17/04/2015,5100077363,"11,200.00",METFAST LTD
TfGM,Transport,Concessionary Reimbursement,17/04/2015,1900040158,"1,520.00",METRO CARS BOLTON
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100078077,"51,930.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,17/04/2015,5100078081,"28,560.00",METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,17/04/2015,5100076668,"2,640.00",NINE YARDS LTD
TfGM,Transport,Staff Rail Passes,17/04/2015,5100078242,"2,403.00",NORTHERN RAIL LIMITED
TfGM,Transport,Staff Rail Passes,17/04/2015,5100078244,(615.00),NORTHERN RAIL LIMITED
TfGM,Transport,CCTV Support Services,17/04/2015,5100078172,"12,320.00",OLDHAM MBC
TfGM,Transport,Print & Media,17/04/2015,5100077670,"11,077.00",OMEGA PRINT AND DESIGN LTD
TfGM,Transport,Property & Equipment Maintenance,17/04/2015,5100077520,"2,601.22",P WARD BUILDING SERVICES LTD
TfGM,Transport,Print & Stationery ,17/04/2015,5100077400,"1,425.80",PARAGON GROUP UK LTD (A/CS REC)
TfGM,Corporate Services,Project Management Services,17/04/2015,5100077643,"7,200.00",PARAGON TELECOMS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,17/04/2015,5100077803,"1,646.84",PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Highway Safety Support Services,17/04/2015,5100077440,"88,401.27",POLICE & CRIME COMMISSIONER GTR MCR
TfGM,Transport,External Support Services - Gateway Checks,17/04/2015,5100077517,"1,928.00",POLICE & CRIME COMMISSIONER GTR MCR
TfGM,Transport,Sustainable Transport Support Services,17/04/2015,5100078178,"8,141.75",POSITIVE STEPS
TfGM,Corporate Services,Smart Ticketing,17/04/2015,5100077270,"2,201.10",Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,17/04/2015,5100077272,"2,340.00",Robert Walters Plc
TfGM,Corporate Services,Temporary Maternity Cover,17/04/2015,5100077273,"1,395.40",Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,17/04/2015,5100077274,701.63,Robert Walters Plc
TfGM,Transport,Traffic Signal Works,17/04/2015,5100077295,"9,766.12",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,17/04/2015,5100077306,"13,238.27",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,17/04/2015,5100077416,"3,697.58",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,17/04/2015,5100077417,"16,503.55",SIEMENS PLC
TfGM,Transport,Traffic and Transportation Surveys,17/04/2015,5100077456,"2,621.50",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,17/04/2015,5100077458,689.06,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Security Services,17/04/2015,1900040083,555.68,ST MODWEN COPORATE SERVICES LTD
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040024,"1,606.98",STOCKPORT MBC
TfGM,Corporate Services,Computer Support and Licences,17/04/2015,5100077418,"29,695.12",SYMOLOGY LIMITED
TfGM,Corporate Services,IS Consumables,17/04/2015,5100077330,"12,578.00",TANGIBLE BENEFIT LTD
TfGM,Transport,Traffic and Transportation Surveys,17/04/2015,5100077323,735.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic and Transportation Surveys,17/04/2015,5100077348,525.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077472,"25,868.40",TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,17/04/2015,5100077475,643.50,TDC SYSTEMS LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078248,"64,020.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078249,"66,470.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078250,"10,000.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078253,"66,470.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078254,"14,009.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078255,"35,465.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078256,"66,470.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/04/2015,5100078257,"16,909.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Cycle Training Scheme,17/04/2015,5100077428,660.00,THE NATIONWIDE CYCLING ACADEMY
TfGM,Transport,Print & Media,17/04/2015,5100077335,"1,024.00",THE PUBLICITY CENTRE
TfGM,Transport,Print & Media,17/04/2015,5100077337,"6,197.00",THE PUBLICITY CENTRE
TfGM,Transport,Print & Media,17/04/2015,5100077338,"4,489.00",THE PUBLICITY CENTRE
TfGM,Transport,Print & Media,17/04/2015,5100077339,"1,557.00",THE PUBLICITY CENTRE
TfGM,Corporate Services,Computer and Printing Hardware,17/04/2015,5100077332,599.00,TOTAL COMPUTERS LTD
TfGM,Corporate Services,Computer and Printing Hardware,17/04/2015,5100077333,599.00,TOTAL COMPUTERS LTD
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040027,948.00,TRAFFORD MBC
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040028,"3,000.00",TRAFFORD MBC
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040069,"5,376.00",TRAFFORD MBC
TfGM,Transport,IS Support & Maintenance,17/04/2015,5100078137,"4,888.00",TRIBAL EDUCATION LTD
TfGM,Transport,Capital Costs - Passenger Shelters,17/04/2015,5100071787,"64,988.94",TRUEFORM ENGINEERING LTD
TfGM,Transport,Capital Costs - Passenger Shelters,17/04/2015,5100077939,"(7,524.50)",TRUEFORM ENGINEERING LTD
TfGM,Transport,Vehicle Repairs & Maintenance,17/04/2015,5100077483,428.76,TRUSTFORD
TfGM,Transport,Capital Costs - Project Support Services,17/04/2015,5100077478,"2,003.73",TURNER & TOWNSEND PROJECT MANAGEMEN
TfGM,Transport,Energy Management Services,17/04/2015,5100078110,"5,217.88",TXM RECRUIT LIMITED
TfGM,Transport,Utilities & Energy,17/04/2015,1900040078,734.88,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040082,"3,591.86",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040085,"3,591.86",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040086,"1,335.62",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040087,"3,591.86",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040088,"1,615.55",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040089,772.38,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040090,"2,723.76",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040092,"7,183.72",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040093,772.38,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040094,"1,615.55",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040095,"1,615.55",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040098,"6,842.12",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040099,"3,591.86",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040100,"6,824.12",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040101,772.38,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040102,772.38,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040103,"1,615.55",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040104,"3,591.86",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,17/04/2015,1900040105,772.38,UNITED UTILITIES WATER PLC
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040030,744.00,WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",17/04/2015,1900040031,768.00,WIGAN COUNCIL
TfGM,Transport,Office Furniture & Equipment,17/04/2015,5100077291,"1,229.00",XL OFFICE SOLUTIONS
TfGM,Transport,Property & Equipment Maintenance,17/04/2015,5100078199,726.40,XL OFFICE SOLUTIONS
TfGM,Transport,Vehicle Repairs & Maintenance,17/04/2015,5100077449,667.94,YOURBUS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,21/04/2015,5100078341,"2,000.00",AA PROJECTS LTD
TfGM,Transport,Capital Costs - Acoustic & Engineering Support Services,21/04/2015,5100077540,"4,050.00",ACOUSTIC & ENGINEERING CONSULTANTS
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077932,"10,000.00",ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100078182,"9,900.00",ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs - Project Management Services,21/04/2015,5100078363,"12,600.00",AD2 LTD
TfGM,Transport,Community Engagement Services,21/04/2015,5100077513,"14,630.00",AECOM LTD
TfGM,Transport,Highway Support Services,21/04/2015,5100077554,"5,906.25",AECOM LTD
TfGM,Corporate Services,Project Management Services,21/04/2015,5100077974,"1,960.00",AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Corporate Services,Project Management Services,21/04/2015,5100078123,"1,568.00",AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Transport,Professional Services,21/04/2015,5100077724,"16,830.00",ALIUM PARTNERS LTD
TfGM,Transport,Paper and Printing Consumables,21/04/2015,5100077519,776.37,ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,21/04/2015,5100077566,"1,475.68",ANTALIS LTD
TfGM,Corporate Services,IS Software & Maintenance,21/04/2015,5100077667,"82,684.28",APPLIED CARD TECHNOLOGIES
TfGM,Corporate Services,IS Software & Maintenance,21/04/2015,5100078051,"19,500.00",APPLIED CARD TECHNOLOGIES
TfGM,Transport,Capital Costs - Engineering Support Services,21/04/2015,5100077846,"2,000.00",ATKINS LTD
TfGM,Transport,Capital Costs - Property Support Services,21/04/2015,5100077922,"2,380.00",AXIS PROPERTY CONSULTANCY LLP
TfGM,Transport,Capital Costs - Property Support Services,21/04/2015,5100078268,"1,320.00",AXIS PROPERTY CONSULTANCY LLP
TfGM,Transport,Print & Media,21/04/2015,5100078326,"2,800.00",BECKY ROBERTS
TfGM,Corporate Services,Insurance,21/04/2015,5100078272,899.60,BERRYMANS LACE MAWER LLP
TfGM,Transport,Cycle Training Scheme,21/04/2015,5100077653,"2,000.00",BIKE RIGHT!
TfGM,Transport,Print & Media,21/04/2015,5100077523,"5,000.00",BJL GROUP LTD
TfGM,Transport,Print & Media,21/04/2015,5100077465,"4,870.00",BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,21/04/2015,5100077466,"1,400.00",BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,21/04/2015,5100078302,418.00,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2015,5100077664,895.00,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/04/2015,5100077606,"2,507.65",BROXAP LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/04/2015,5100077607,"3,177.92",BROXAP LTD
TfGM,Corporate Services,IS Software & Maintenance,21/04/2015,5100077589,"11,834.48",BT ENGAGE IT
TfGM,Corporate Services,CCTV Support Services,21/04/2015,5100077590,"5,581.69",BT ENGAGE IT
TfGM,Corporate Services,IS Support Services,21/04/2015,5100077591,"9,600.00",BT ENGAGE IT
TfGM,Corporate Services,IS Support & Maintenance,21/04/2015,5100077614,"34,810.00",BT ENGAGE IT
TfGM,Transport,Capital Costs - Computer and Communications Equipment,21/04/2015,5100077752,"1,415.88",BT ENGAGE IT
TfGM,Corporate Services,IS Support Services,21/04/2015,5100077904,"22,800.00",BT ENGAGE IT
TfGM,Corporate Services,Capital Costs - Computer and Communications Equipment,21/04/2015,5100077905,"95,497.82",BT ENGAGE IT
TfGM,Transport,Property & Equipment Maintenance,21/04/2015,5100077763,"2,566.41",BURY MBC
TfGM,Transport,Property & Equipment Maintenance,21/04/2015,5100077764,"2,566.41",BURY MBC
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077801,"5,600.00",BURY MBC
TfGM,Transport,Capital Costs - Print & Media,21/04/2015,5100078079,"1,058.67",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,21/04/2015,5100078085,505.71,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,21/04/2015,5100078087,"8,508.50",CARAT MEDIA UK LIMITED
TfGM,Transport,Security Services,21/04/2015,5100077621,"7,615.40",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077754,"6,335.00",CARRINGTON BUSINESS PARK (CBPK)
TfGM,Corporate Services,External Support Services,21/04/2015,5100078315,"35,148.00",CENTRO WMPTE
TfGM,Transport,Print & Media,21/04/2015,5100077615,"5,530.00",CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2015,5100078189,819.73,COMMUNICORPUK
TfGM,Transport,Print & Media,21/04/2015,5100078193,"1,540.00",COMMUNICORPUK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,1900039614,"2,260.88",COMMUNITIES & LOCAL GOVERMENT ONLY
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077695,"1,750.40",CPC TRAINING PROVIDER LTD
TfGM,Transport,Secondment,21/04/2015,5100078352,"4,781.33",CTC
TfGM,Transport,Maintenance,21/04/2015,5100077296,"10,138.00",D.H.Welton & Co. Ltd
TfGM,Transport,Maintenance,21/04/2015,5100077298,"15,683.00",D.H.Welton & Co. Ltd
TfGM,Transport,Maintenance,21/04/2015,5100077652,"7,795.00",D.H.Welton & Co. Ltd
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,21/04/2015,1900040176,624.00,DOOTSONS SOLICITORS
TfGM,Corporate Services,Maintenance,21/04/2015,5100077769,"17,200.00",DORMA UK LTD
TfGM,Transport,Print & Media,21/04/2015,5100077915,"6,220.00",EASTLAND CHARACTER
TfGM,Corporate Services,Programme Management Services,21/04/2015,5100078284,"4,800.00",EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Programme and Project Management Services,21/04/2015,5100077646,"8,125.00",EM INTERIM LTD
TfGM,Transport,IS Software & Maintenance,21/04/2015,5100077796,"6,400.00",EP MORRIS
TfGM,Transport,Paper and Printing Consumables,21/04/2015,5100078007,"15,080.00",ESP SYSTEX LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077781,"5,280.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077782,"5,775.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Corporate Services,Maintenance,21/04/2015,5100077802,"15,100.00",FLAKT WOODS LIMITED
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2015,5100077600,"2,149.00",FORESTRY COMMISSION
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2015,5100078175,"1,391.00",FORESTRY COMMISSION
TfGM,Transport,Print & Media,21/04/2015,5100077485,549.00,FRETWELL PRINT AND DIRECT MAIL
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077582,"1,641.00",G WEBSTER
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077366,"1,203.40",G WHITWORTH
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077639,"1,853.71",GARY CAMPBELL LTD
TfGM,Transport,Capital Costs - Architectural Services,21/04/2015,5100078246,"2,816.27",GILLESPIES
TfGM,Corporate Services,Street Furniture Maintenance,21/04/2015,5100077379,"14,473.80",GR LABELS LTD
TfGM,Corporate Services,Street Furniture Maintenance,21/04/2015,5100077380,"5,578.56",GR LABELS LTD
TfGM,Corporate Services,Street Furniture Maintenance,21/04/2015,5100077524,"14,249.40",GR LABELS LTD
TfGM,Corporate Services,Maintenance,21/04/2015,5100077756,917.50,GR LABELS LTD
TfGM,Corporate Services,Street Furniture Maintenance,21/04/2015,5100077757,"2,431.68",GR LABELS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077711,"6,670.00",HOLIDAY INN EXPRESS
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100078129,"1,764.62",HOLIDAY INN MANCHESTER CENTRAL PARK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100078131,"2,085.42",HOLIDAY INN MANCHESTER CENTRAL PARK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077569,"3,062.50",HOLIDAY INN MANCHESTER EAST
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2015,5100077473,"1,061.28",HYDER CONSULTING LTD
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2015,5100077474,427.01,HYDER CONSULTING LTD
TfGM,Corporate Services,Computer Support and Licences,21/04/2015,5100077157,"2,520.00",IGROUP LTD
TfGM,Transport,Print & Media,21/04/2015,5100077490,995.00,IGROUP LTD
TfGM,Transport,Print & Media,21/04/2015,5100077491,"9,000.00",IGROUP LTD
TfGM,Transport,Capital Costs - Project Support Services,21/04/2015,5100077595,"1,497.30",INS SUDLOWS LTD
TfGM,Transport,Project Support Services,21/04/2015,5100077767,969.00,ISS LABOUR LTD
TfGM,Transport,Project Support Services,21/04/2015,5100077768,510.00,ISS LABOUR LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077512,875.20,J AIREY
TfGM,Transport,Sustainable Travel Grant,21/04/2015,1900039695,"5,000.00",JAMES WALKER TOWNSON LTD
TfGM,Transport,Capital Costs - Property Support Services,21/04/2015,5100077433,979.20,JAMIESON CONTRACTING (MCR) LTD
TfGM,Transport,Capital Costs - Street Furniture Costs,21/04/2015,5100077812,"8,095.00",JC DECAUX UK LTD
TfGM,Transport,Community Engagement Services,21/04/2015,5100077394,"12,587.58",JMP LTD
TfGM,Transport,Capital Costs - Property Support Services,21/04/2015,5100077522,"1,500.00",JONES LANG LASALLE LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077707,"7,425.00",JSLM PROGRAMME SERVICES LTD
TfGM,Transport,Print & Media,21/04/2015,5100076933,900.00,KREATIVE BOMB LIMITED
TfGM,Transport,Print & Media,21/04/2015,5100078148,900.00,KREATIVE BOMB LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,1900040187,"2,260.88",L CHAPMAN
TfGM,Transport,Print & Media,21/04/2015,5100077509,"1,100.00",Lesley Chalmers Photography
TfGM,Transport,Capital Costs - Property Support Services,21/04/2015,5100078303,"1,172.50",LESLIE ROBERTS AND CO LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2015,5100077580,"3,196.89",LISA ATKINSON DTS
TfGM,Transport,Vehicle Costs,21/04/2015,5100077585,"11,168.17",Lloyd Morgan Group
TfGM,Transport,"Rent, Rates & Service Charges",21/04/2015,1900040185,"65,322.50",MANCHESTER CITY COUNCIL
TfGM,Corporate Services,IS Support Services,21/04/2015,5100077640,"6,600.00",MAPSAR LTD
TfGM,Transport,Temporary Vacancy Cover,21/04/2015,5100077647,"1,411.20",MATCHTECH GROUP PLC
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077648,"1,820.00",MATCHTECH GROUP PLC
TfGM,Corporate Services,External Support Services,21/04/2015,5100077405,"12,500.00",MERSEYTRAVEL
TfGM,Transport,Consultation Support Services,21/04/2015,5100077692,"13,162.50",MIKE BARTRAM LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077278,"6,853.20",MORSON INTERNATIONAL
TfGM,Corporate Services,Project Management Services,21/04/2015,5100077780,"6,300.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077789,"1,664.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2015,5100077794,"1,950.00",MORSON INTERNATIONAL
