Department,Entity,Pay Date,Product Family,Expense Area,Supplier Name,Transaction Number,Net Amount
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003332,£11.82
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003333,£323.70
BEIS,UKAEA,05/12/2016,Professional Services,Fusion,Feedwater Ltd,5003334,"£2,404.00"
BEIS,UKAEA,05/12/2016,Engineering Goods,Other,Shropshire Stainless & Aluminium Ltd,5003335,£400.00
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003336,£333.93
BEIS,UKAEA,08/12/2016,Engineering Goods,Fusion,ISOLCERAM SRL,5003337,"£5,214.44"
BEIS,UKAEA,08/12/2016,Logistics and Shipping,Fusion,ISOLCERAM SRL,5003337,£127.39
BEIS,UKAEA,05/12/2016,Travel,Support Services,Flightlink Executive Travel Ltd,5003338,"£9,235.82"
BEIS,UKAEA,05/12/2016,Engineering Goods,Other,RS Components Ltd,5003339,"£1,495.51"
BEIS,UKAEA,05/12/2016,Operational Goods,Fusion,Arco Ltd,5003340,£313.98
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Ind-Tech Ltd,5003341,£445.73
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003342,£66.81
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Spirit Circuits Ltd.,5003343,£670.60
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003344,£175.28
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003345,£83.52
BEIS,UKAEA,05/12/2016,Logistics and Shipping,Fusion,Kemwell Thermal Ltd,5003346,£250.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,BOC Ltd,5003347,£402.75
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003348,£1.09
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Swagelok London,5003350,£62.18
BEIS,UKAEA,05/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003350,£9.80
BEIS,UKAEA,05/12/2016,Travel,Fusion,Leasedrive Rental Management Ltd,5003351,£32.67
BEIS,UKAEA,07/12/2016,Facilities,Property,Knowles and Sons (Oxford) Ltd,5003352,"£30,000.00"
BEIS,UKAEA,07/12/2016,Facilities,Property,Knowles and Sons (Oxford) Ltd,5003353,"£15,000.00"
BEIS,UKAEA,05/12/2016,Facilities,Fusion,RS Components Ltd,5003354,£36.64
BEIS,UKAEA,05/12/2016,Engineering Goods,Other,Edmundson Electricals Ltd,5003355,£10.16
BEIS,UKAEA,05/12/2016,Facilities,Support Services,Broadstock Office Furniture Ltd,5003356,"£1,840.00"
BEIS,UKAEA,05/12/2016,Professional Services,Fusion,Latis Scientific Limited,5003357,"£2,108.00"
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,Pipeline And Construction,5003358,"£1,194.00"
BEIS,UKAEA,05/12/2016,Logistics and Shipping,Fusion,Pipeline And Construction,5003358,£30.00
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003359,"£1,139.05"
BEIS,UKAEA,05/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003360,£606.88
BEIS,UKAEA,07/12/2016,ICT,Fusion,SM Systems UK Ltd,5003361,£154.00
BEIS,UKAEA,07/12/2016,Office Solutions,Fusion,Lyreco UK Limited,5003362,£89.34
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Cavendish Nuclear Ltd,5003363,"£3,730.31"
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Cavendish Nuclear Ltd,5003364,£219.41
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Acrona Engineering Ltd,5003365,£533.69
BEIS,UKAEA,07/12/2016,Communications,Fusion,Machining Techology (Mach-Tech) Ltd,5003366,£211.57
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003367,£950.76
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003368,"£1,484.64"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003369,£536.88
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003370,£849.65
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003371,£215.65
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Powell Mail Order Ltd,5003372,£487.20
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003373,£210.63
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Island Optics Ltd,5003374,£350.00
BEIS,UKAEA,07/12/2016,Professional Services,Property,Glanville Consultants,5003375,"£2,000.00"
BEIS,UKAEA,07/12/2016,Operational Goods,Fusion,FISHERSCIENTIFIC,5003376,£57.50
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sandvik Materials Technology Emea A,5003377,"£2,566.24"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sandvik Materials Technology Emea A,5003378,£654.48
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Swagelok London,5003379,"£1,280.33"
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003379,£9.80
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Powersolve Electronics Ltd.,5003380,"£1,777.33"
BEIS,UKAEA,07/12/2016,Engineering Goods,Property,Trinity Protection Systems,5003381,"£1,410.75"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003382,"£3,408.35"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003383,"£2,682.85"
BEIS,UKAEA,07/12/2016,Engineering Goods,Support Services,RS Components Ltd,5003384,£500.85
BEIS,UKAEA,07/12/2016,Operational Goods,Fusion,Arco Ltd,5003385,£115.92
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003387,£40.78
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,Screwfix Direct Ltd,5003387,£4.17
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003388,£141.66
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003389,£169.95
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Tacklestore Ltd,5003391,£350.02
BEIS,UKAEA,07/12/2016,Office Solutions,Fusion,Lyreco UK Limited,5003392,£287.54
BEIS,UKAEA,07/12/2016,Professional Services,Fusion,Sundry Supplier,5003394,£100.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Acrona Engineering Ltd,5003395,£756.81
BEIS,UKAEA,07/12/2016,ICT,Fusion,Intrinsys Ltd,5003396,"£4,456.12"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Crossman Engineering,5003397,£149.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Crossman Engineering,5003398,£806.00
BEIS,UKAEA,07/12/2016,Operational Goods,Fusion,Arco Ltd,5003399,£83.99
BEIS,UKAEA,07/12/2016,Operational Goods,Fusion,Arco Ltd,5003400,£120.40
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Edwards Limited,5003401,£174.25
BEIS,UKAEA,07/12/2016,Facilities,Property,Elior UK Plc,5003402,£197.99
BEIS,UKAEA,07/12/2016,ICT,Fusion,Parallel Systems Ltd,5003403,£399.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Support Services,Torr Scientific Ltd,5003404,£112.90
BEIS,UKAEA,07/12/2016,Engineering Goods,Support Services,Torr Scientific Ltd,5003405,£100.38
BEIS,UKAEA,07/12/2016,Engineering Goods,Support Services,Torr Scientific Ltd,5003406,£71.85
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Aalco Limited,5003407,£299.75
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Sundry Supplier,5003408,£136.13
BEIS,UKAEA,07/12/2016,Engineering Goods,Support Services,Torr Scientific Ltd,5003409,£134.35
BEIS,UKAEA,07/12/2016,ICT,Support Services,Sundry Supplier,5003410,£475.00
BEIS,UKAEA,07/12/2016,Energy and Fuels,Fusion,EOn UK Plc,5003411,"£2,472.89"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,SM Gauge Company Limited,5003412,£188.85
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,SM Gauge Company Limited,5003412,£15.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,SM Gauge Company Limited,5003413,£159.96
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,SM Gauge Company Limited,5003413,£15.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Arco Ltd,5003414,£41.01
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003415,£18.25
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003416,£109.62
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003417,£70.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003418,£36.50
BEIS,UKAEA,07/12/2016,Facilities,Fusion,RS Components Ltd,5003419,£34.30
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Arco Ltd,5003420,£19.88
BEIS,UKAEA,07/12/2016,Learning and Development,Support Services,The British Library,5003421,£28.85
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sandvik Materials Technology Emea A,5003422,£82.50
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,Sandvik Materials Technology Emea A,5003422,£30.00
BEIS,UKAEA,07/12/2016,Waste Management,Fusion,Chemtech Waste Management,5003423,"£5,510.00"
BEIS,UKAEA,07/12/2016,Learning and Development,Support Services,Engineering Trust Training Limited,5003424,"£10,140.00"
BEIS,UKAEA,07/12/2016,ICT,Fusion,Labcenter Electronics Ltd,5003425,"£1,000.00"
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,Carbolite Gero Ltd,5003426,"£1,550.00"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Wika Instruments Ltd,5003427,£10.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003428,"£5,595.00"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,MSC/J & L Industrial Supply,5003429,£103.80
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,MSC/J & L Industrial Supply,5003429,£4.95
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Fortress Interlocks Ltd,5003430,"£15,463.80"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Reece Safety Products Ltd,5003431,"£1,195.05"
BEIS,UKAEA,07/12/2016,Facilities,Fusion,Haesco Ltd,5003432,"£19,592.00"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sandvik Materials Technology Emea A,5003433,£139.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,CPC Plc,5003434,£9.37
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,CPC Plc,5003435,£172.06
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Flowserve,5003436,"£5,180.00"
BEIS,UKAEA,07/12/2016,Professional Services,Fusion,Flowserve,5003436,"£1,250.00"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003437,"£1,033.38"
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Fusion,Sundry Supplier,5003437,£25.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Other,FTI Ltd,5003438,"£2,156.71"
BEIS,UKAEA,07/12/2016,Logistics and Shipping,Other,FTI Ltd,5003438,£25.00
BEIS,UKAEA,07/12/2016,Professional Services,Fusion,Environmental Scientifics Group,5003439,"£6,794.89"
BEIS,UKAEA,07/12/2016,Personnel Related,Property,Gold Group Ltd,5003440,"£3,500.00"
BEIS,UKAEA,07/12/2016,Professional Services,Property,Fraser Walker Associates,5003441,"£1,785.00"
BEIS,UKAEA,07/12/2016,Facilities,Property,Trinity Protection Systems,5003442,"£3,000.00"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003445,"£1,569.32"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,R&M Electrical Group Ltd,5003446,£144.50
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,R&M Electrical Group Ltd,5003447,£61.96
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003448,£7.74
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003449,£178.00
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003450,£339.00
BEIS,UKAEA,07/12/2016,Facilities,Fusion,Bluebell Laundry,5003451,£122.00
BEIS,UKAEA,09/12/2016,Engineering Goods,Fusion,Fug Electronik GmbH,5003452,"£3,240.70"
BEIS,UKAEA,07/12/2016,Professional Services,Fusion,Cavendish Nuclear Ltd,5003453,"£26,407.65"
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Pipaway Engineering Ltd,5003454,"£1,300.00"
BEIS,UKAEA,07/12/2016,Professional Services,Fusion,Environmental Scientifics Group Ltd,5003455,"£1,215.00"
BEIS,UKAEA,07/12/2016,Construction,Fusion,Nuvia Limited,5003456,"£74,898.95"
BEIS,UKAEA,07/12/2016,ICT,Fusion,Millgate Computer Systems Ltd,5003457,£661.52
BEIS,UKAEA,07/12/2016,Engineering Goods,Fusion,Crossman Engineering,5003458,"£1,952.00"
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003459,£66.63
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003460,"£3,677.12"
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003461,"£1,880.42"
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003462,£259.28
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003463,"£3,363.31"
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003464,"£3,158.01"
BEIS,UKAEA,13/12/2016,Energy and Fuels,Property,EDF Energy,5003465,£765.36
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Faro Technologies UK Ltd,5003466,"£1,610.00"
BEIS,UKAEA,13/12/2016,Facilities,Other,Lorne Stewart Plc,5003468,£223.12
BEIS,UKAEA,13/12/2016,Facilities,Other,Lorne Stewart Plc,5003469,£84.77
BEIS,UKAEA,13/12/2016,Facilities,Property,Environmental Scientifics Group,5003470,"£1,400.00"
BEIS,UKAEA,13/12/2016,Communications,Fusion,Onefix Recruitment Ltd,5003471,£834.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,FTI Ltd,5003472,"£2,950.45"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003473,£59.07
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Storage Solution Ltd,5003474,"£2,047.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003475,£349.42
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003476,"£1,435.16"
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003477,£103.68
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Knowles and Sons (Oxford) Ltd,5003478,"£1,171.01"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003479,£78.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Oxford Bolts & Bearings,5003479,£6.50
BEIS,UKAEA,13/12/2016,Facilities,Support Services,BWT UK Limited,5003480,£367.20
BEIS,UKAEA,13/12/2016,Facilities,Support Services,BWT UK Limited,5003481,£854.73
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003482,"£1,481.63"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003483,£30.05
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,City Engineering Systems (Bristol),5003484,£89.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003485,"£1,605.00"
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Environmental Scientifics Group,5003486,£408.88
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,T H White Ltd,5003487,£119.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,T H White Ltd,5003487,£6.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Farnell Electronic Components Ltd,5003488,£60.86
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Hutton Engineering (Precision) Ltd,5003489,£138.70
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Compressor Engineering Company,5003490,£983.64
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Compressor Engineering Company,5003490,£245.93
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Penningtons Manches Llp,5003491,£526.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003492,"£1,445.99"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003492,£25.46
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Underwoods Electrical Distributors,5003493,£740.40
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Underwoods Electrical Distributors,5003493,£9.75
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Gardner Denver Thomas GmbH,5003494,£194.79
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Gardner Denver Thomas GmbH,5003494,£18.50
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Trinity Protection Systems,5003495,£499.04
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Underwoods Electrical Distributors,5003496,£304.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Belleville Springs Ltd,5003497,£256.80
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Rochling Engineering Plastics UK,5003498,£184.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003499,£163.17
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Tungsten Alloys,5003500,£360.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003501,£134.75
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003501,£9.80
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003503,£38.08
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003504,£78.66
BEIS,UKAEA,13/12/2016,Facilities,Fusion,RS Components Ltd,5003504,£24.68
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Pipaway Engineering Ltd,5003505,£522.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Pipaway Engineering Ltd,5003506,£179.00
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Thames Valley Saw Service Ltd,5003507,"£1,249.00"
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003508,"£1,806.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003509,£730.96
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003510,£429.85
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003511,£271.68
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003512,£83.99
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003513,"£2,386.76"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003514,£33.58
BEIS,UKAEA,13/12/2016,ICT,Fusion,Labcenter Electronics Ltd,5003515,£345.00
BEIS,UKAEA,13/12/2016,ICT,Fusion,Labcenter Electronics Ltd,5003515,£10.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Labcenter Electronics Ltd,5003515,£15.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003516,£698.94
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Powersolve Electronics Ltd.,5003517,"£5,454.90"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Powersolve Electronics Ltd.,5003517,£14.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Applus Aerospace UK Ltd,5003518,£393.51
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,RS Components Ltd,5003519,£1.30
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003520,£72.92
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003521,£181.76
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003521,£6.94
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Medline Scientific Ltd,5003522,£69.35
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Total Protection UK Limited,5003523,£550.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003524,£46.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003525,£656.67
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5003526,£586.84
BEIS,UKAEA,13/12/2016,Communications,Fusion,Sundry Supplier,5003527,£525.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003528,"£2,833.58"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003529,£942.14
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,R&M Electrical Group Ltd,5003530,£28.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,R&M Electrical Group Ltd,5003531,£34.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003532,£73.15
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Arco Ltd,5003533,£81.60
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003534,£28.04
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003535,£287.33
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003536,£142.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Condec Industrial Maintenance,5003537,£125.00
BEIS,UKAEA,13/12/2016,Construction,Property,Winder Controls Europe Limited,5003538,"£81,908.00"
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Quartzelec Ltd,5003539,"£62,689.90"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003540,-£437.81
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Aalco Limited,5003541,£204.95
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003542,£149.30
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003543,£57.61
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Artisan Litho Print & Design,5003544,£102.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003545,£435.36
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Artisan Litho Print & Design,5003546,£60.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Artisan Litho Print & Design,5003547,£40.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Artisan Litho Print & Design,5003548,£851.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003549,£117.82
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003550,£350.94
BEIS,UKAEA,13/12/2016,Facilities,Fusion,RS Components Ltd,5003550,£14.01
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003551,£117.82
BEIS,UKAEA,13/12/2016,Waste Management,Property,Shred-It,5003552,£201.59
BEIS,UKAEA,13/12/2016,Engineering Goods,Property,BOC Ltd,5003553,£117.82
BEIS,UKAEA,13/12/2016,Engineering Goods,Property,BOC Ltd,5003554,£52.86
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003555,£11.30
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003556,£8.22
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003557,£10.12
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003558,£11.30
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Forward 2000 Ltd,5003559,£483.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Forward 2000 Ltd,5003559,£10.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003560,£11.30
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003561,£24.60
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003561,£18.36
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003562,£212.74
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003562,£9.80
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003563,£69.10
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003565,£144.31
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Tessella Ltd,5003566,"£10,832.25"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003567,£54.54
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003568,£56.46
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Allectra Ltd,5003569,"£6,552.01"
BEIS,UKAEA,13/12/2016,ICT,Support Services,Red Plane Ltd,5003570,"£1,635.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Aalco Limited,5003572,£119.75
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003573,£17.30
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Arco Ltd,5003574,£176.88
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003575,£170.44
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,The Valve & Actuator Company Ltd,5003576,"£1,439.00"
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Compressors & Pnuematic Systems Ltd,5003577,"£2,217.56"
BEIS,UKAEA,13/12/2016,Personnel Related,Fusion,Nuvia Limited,5003578,"£36,453.06"
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Sundry Supplier,5003580,"£3,066.30"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Probrand Limited,5003581,"£3,763.50"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Millgate Computer Systems Ltd,5003582,"£1,781.60"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Interform,5003583,£841.00
