Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239058,100,HAL00001605/XXXXXX/91094346,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239058,1439.4,"HAL00001605/XXXXXXJ,/91094346",CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239127,1058.4,HAL00012466//91094923,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239166,751,HAL00010845/XXXXXX/91052349,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239167,1105.07,HAL00010368/XXXXXX/91097743,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239168,687.75,HAL00010711/XXXXXX/91097753,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239169,729.8,HAL00010704/XXXXXX & B/91097745,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239181,12816.73,00010190XXXXXX,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239183,26829.14,5129,CF10 5BT
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,LAMBERT SMITH HAMPTON,LOMD239170,9782.1,HAL00004516/XXXXXX/ARINV/00134727,CM2 0ND
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SMITHS GORE,LOMD239179,18372,HAL55555550//26-012435,PE1 1QF
Department For Transport,Highways Agency,06/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239182,6347.79,274,CF10 5BT
Department For Transport,Highways Agency,07/09/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,524825,-3079.09,BT Bill for 3687 2170 - April to June 2012 (M25 DBFO Contribution),DH98 1BT
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531074,357.48,Apps and Certs Receipt - APC30674,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT A30/A35 LTD,531065,43461.32,"Invoice No. 30-35.0872, dated 3 September 2012",NW1 3AX
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531057,17277.25,SP Framework to 31 July 2012 - Development Planning,NE11 0RU
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531058,22561.64,SP Framework to 31 July 2012 - Spatial Planning,NE11 0RU
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531059,10430.16,SP Framework to 31 July 2012 - Contract Management,NE11 0RU
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,531051,20387.45,"Task 555, August 2012,XXXXXX",NE1 3PL
Department For Transport,Highways Agency,07/09/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531074,811.66,Apps and Certs Receipt - APC30674,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,Digital Communications,NETWORK SERVICES DIRECTORATE,ATOS IT SERVICES UK LIMITED,523262,911.05,C4477026: HA External Hosting Estimated Charges for March 2012,WV10 6UH
Department For Transport,Highways Agency,07/09/2012,Electricity,FINANCE & BUSINESS SERVICES,SAVILLS COMMERCIAL LTD,531073,6406.2,"Lateral - Rent, Service Charge and Utilities Recovery 29/09/2012 to 24/12/2012",CB2 8PA
Department For Transport,Highways Agency,07/09/2012,External seminars and conferences,FINANCE & BUSINESS SERVICES,EMERGN,531090,7300,C11460,#N/A
Department For Transport,Highways Agency,07/09/2012,Lands Costs,MAJOR PROJECTS,EVERSHEDS LLP,531068,2352,Eversheds Invoice 91097749,CF10 5BT
Department For Transport,Highways Agency,07/09/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,530725,-1278.05,XXXXXX w/e 26/8/12,EC1R 3DR
Department For Transport,Highways Agency,07/09/2012,Other external training costs,FINANCE & BUSINESS SERVICES,PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP,531083,2020,5989,DN4 5NL
Department For Transport,Highways Agency,07/09/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT A30/A35 LTD,531064,2777223.74,"Invoice No. 30-35.0871, dated 3 September 2012",NW1 3AX
Department For Transport,Highways Agency,07/09/2012,Prepaid expenses - admin,FINANCE & BUSINESS SERVICES,SAVILLS COMMERCIAL LTD,531073,248843.4,"Lateral - Rent, Service Charge and Utilities Recovery 29/09/2012 to 24/12/2012",CB2 8PA
Department For Transport,Highways Agency,07/09/2012,Protective clothing & uniforms,TRAFFIC MANAGEMENT DIRECTORATE,BURLINGTON UNIFORMS LTD,531089,1440,411626,EN3 7PX
Department For Transport,Highways Agency,07/09/2012,Publications & Printing,NETWORK SERVICES DIRECTORATE,ATOS IT SERVICES UK LIMITED,531076,22659.96,12/13 Managed Print/Publication Printer Costs to June 2012,WV10 6UH
Department For Transport,Highways Agency,07/09/2012,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,531063,4137.59,(blank),RH10 1TX
Department For Transport,Highways Agency,07/09/2012,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EON ENERGY (NON CIS) CHARGES,531062,2292.34,(blank),NG1 9AH
Department For Transport,Highways Agency,07/09/2012,Stationery,FINANCE & BUSINESS SERVICES,OFFICE DEPOT UK LIMITED,531054,568.88,Lateral Stationary August 2012,SP10 4BA
Department For Transport,Highways Agency,07/09/2012,Stationery,FINANCE & BUSINESS SERVICES,OFFICE DEPOT UK LIMITED,531066,1457.23,August 12 Stationary The Cube,SP10 4BA
Department For Transport,Highways Agency,07/09/2012,Stationery,FINANCE & BUSINESS SERVICES,OFFICE DEPOT UK LIMITED,531069,46.01,The Cube Stationary Sept 12 (in month receipt),SP10 4BA
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,531071,100133.76,Inv no 12024931 dated 5/9/12 M62 J25 to 30 MMS Atkins costs August 2012,KT18 5BW
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,531086,7287.8,Invoice 4th Sept for Aug 12 fees,KT18 5BW
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531092,5450.78,Invoice 19038 for Aug fees,ME18 5NN
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531093,20281.99,Invoice 19037 for Aug fees,ME18 5NN
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GALLIFORD TRY INFRASTRUCTURE LIMITED,531056,168798.83,cert 79 - amount #168798.83 (exc VAT) dated 31 August 2012,LE10 3JH
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,531075,48012.05,MMGJV - invoice no.1,SO50 9NW
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,531055,28555.38,M3 J2-4a MM 514449 Inv Nr:90114960 Inv Date: 06 Sep 12 Charges for the Period to 31 Aug 2012,OL1 9LH
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,531061,36693.44,M3 J2-4a MM 514449 Inv Nr:90114962 Inv Date: 06 Sep 12 Professional Services for the Period to 31 Aug 2012,OL1 9LH
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PARSONS BRINCKERHOFF LIMITED,531060,54085.86,"Aug invoice  - amount #54,085.86 exc vat",NE4 7YQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SKANSKA CONSTRUCTION UK LTD,531087,295349.33,main scheme cert 76,WD3 9AS
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,525892,-1258.49,Apps and Certs Receipt - APC22461,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,527481,-8892.21,Apps and Certs Receipt - APC24323,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,529664,-1079.69,Apps and Certs Receipt - APC27799,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531053,1079.69,Apps and Certs Receipt - APC30654,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531074,822.55,Apps and Certs Receipt - APC30674,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531074,7153.73,Apps and Certs Receipt - APC30674,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,531074,33373.38,Apps and Certs Receipt - APC30674,OX4 4DQ
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,531091,235000,Apps and Certs Receipt - APC30694,DN22 8SG
Department For Transport,Highways Agency,07/09/2012,TA Renewal of Structures - Capital,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531088,1942.78,(blank),ME18 5NN
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,530693,-32000,(blank),RG24 8WZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531077,667.62,Repair of RSC AMI-0029-2-VMS qty 3 AJ/675 refers items returned to NDC,NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531079,689.45,(blank),NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531080,780.41,VMS controller (LED) repairs under AJ636,NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531081,3530,"Swap out request no 15,  M42 (9/8/2012) for payment",NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531082,3530,"Swap out request no 16,  M42 (16/8/2012) for payment",NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,531084,1200.72,Repairs to omni controllers MS2/3-0411-4-RRC ref aj/622,NE31 2JZ
Department For Transport,Highways Agency,07/09/2012,Utilities,NETWORK DELIVERY & DEVELOPMENT,BT OPENREACH (CIS) DIVERT/CONNECT,531052,4940.51,Invoice No. A112894 Dated 08/12/2012 A1-22420 Blyth Bridge Flyover Diversionary Works Final Invoice,S1 1BA
Department For Transport,Highways Agency,07/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EGIS ROAD OPERATION UK LTD,PWI/00006493,52209.99,DARTFORD EMPLOYERS CONTRIBUTIONS AUG 2012,N3 1QT
Department For Transport,Highways Agency,07/09/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD238047,578.65,HAL00012511/XXXXXX/34002108,PE1 1QF
Department For Transport,Highways Agency,07/09/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD238048,998.85,HAL00012509/XXXXXX/34002121,PE1 1QF
Department For Transport,Highways Agency,07/09/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD239193,946.8,HAL55555553//17162373/0816,PE1 1QF
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239190,961.85,1970,CF10 5BT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239194,705.6,HAL00012372//91094461,CF10 5BT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD239195,747.75,HAL00012119/XXXXXX O/91090379,CF10 5BT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238133,2060,HAL00012211//25000059732012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238136,2060,HAL00012219//25000059752012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238137,2060,HAL00012212//25000059742012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238138,2060,HAL00012215//25000059792012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238139,2060,HAL00012216//25000059782012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD238140,2060,HAL00012218//25000059802012,SW19 4DT
Department For Transport,Highways Agency,07/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD239192,3000,00012421XXXXXX,CF10 5BT
Department For Transport,Highways Agency,10/09/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,WILTSHIRE COUNCIL,531096,1083.36,(blank),SN15 1ER
Department For Transport,Highways Agency,10/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CAPITA SYMONDS LIMITED,531118,39061.4,Invoice No. 92597910 = A14/A12 Copdock Interchange and A14/154 Dock Spur Roundabout Construction Stage Services Account No.14 (June 2012),DL1 9HB
Department For Transport,Highways Agency,10/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531124,4053.78,To pay invoice 90110769,AL2 2DQ
Department For Transport,Highways Agency,10/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531125,15290.08,To pay invoice 90110765,AL2 2DQ
Department For Transport,Highways Agency,10/09/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,531111,2727.12,(blank),CR0 2EE
Department For Transport,Highways Agency,10/09/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,DONCASTER EAST INTERNAL DRAINAGE BOARD,530945,38.42,(blank),DN4 0BF
Department For Transport,Highways Agency,10/09/2012,Electricity,FINANCE & BUSINESS SERVICES,WILLIAM POLLARD & CO LTD T/A POLLARDS,530598,-1168.03,Fully Returned,EX2 7NU
Department For Transport,Highways Agency,10/09/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,531119,560.82,invoice 408826 (30429008) XXXXXX w/e 13/7/12 #467.35,AL1 4ZX
Department For Transport,Highways Agency,10/09/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,531098,2119.2,7051,NE3 1HN
Department For Transport,Highways Agency,10/09/2012,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,531112,4788,ICE183296,LS12 6BD
Department For Transport,Highways Agency,10/09/2012,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,531114,3900,ICE183295,LS12 6BD
Department For Transport,Highways Agency,10/09/2012,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,531115,4170,ICE183297,LS12 6BD
Department For Transport,Highways Agency,10/09/2012,Prepaid expenses - admin,FINANCE & BUSINESS SERVICES,CUSHMAN & WAKEFIELD,531126,39663.01,Service Charge BPR 29/09/2012 TO 24/12/2012,EC4N 7BL
Department For Transport,Highways Agency,10/09/2012,Prepaid expenses - admin,FINANCE & BUSINESS SERVICES,WILLIAM POLLARD & CO LTD T/A POLLARDS,531107,19602.7,Ash House Quarterly service charge from 12/10/2012 to 11/01/2012,EX2 7NU
Department For Transport,Highways Agency,10/09/2012,Prepaid expenses - programme,TRAFFIC MANAGEMENT DIRECTORATE,A & J MUCKLOW (INVESTMENTS) LIMITED,531100,3028.4,Quinton Service Charge - October 12 to December 12,B63 3JS
Department For Transport,Highways Agency,10/09/2012,Prepaid expenses - programme,TRAFFIC MANAGEMENT DIRECTORATE,BPF UK GROWTH 5 LTD,531128,60440.4,SW RCC Rent 29/09/2012 to 24/12/2012,CV37 6HX
Department For Transport,Highways Agency,10/09/2012,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,SEVERN TRENT WATER LTD (NON CIS) WATER USAGE,531095,2067.82,"Invoice No. 154045014 Dated 30/08/2012 Public Conveniences Lay-by Welshpool, Ford, Shrewsbury",CV1 2LZ
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BIRSE CIVILS LTD,531113,318342.65,A11 Fiveways. Birse cert no.4. Assessment date 03/09/12,DN18 5BW
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531104,8902.07,EVM Extension to end 31st August 2012 Corderoy Invoice 19035,ME18 5NN
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531127,3107.46,(blank),ME18 5NN
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,531106,9965.75,A5-M1 Link (DNB) 514496 Cert Nr: 82 Cert Date: 28 Aug 2012,LU5 6HP
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,531109,68298.05,June invoice amount #68298.05,SO50 9NW
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,531110,11112.13,July invoice amount #11112.13,SO50 9NW
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,MAJOR PROJECTS,URS SCOTT WILSON LTD,531099,3692.98,M1 Junc 25-28 Widening 514517 Inv Nr: 5242227 Inv Date: 03 Sep 12 - Professional Services for Aug 12,NG9 6RZ
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531117,3892.1,To Pay Invoice 90110852,AL2 2DQ
Department For Transport,Highways Agency,10/09/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531121,4909.08,To pay invoice 90110831,AL2 2DQ
Department For Transport,Highways Agency,10/09/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,GEOFFREY OSBORNE LTD,531108,149039.67,Apps and Certs Receipt - APC30738,PO19 3HZ
Department For Transport,Highways Agency,10/09/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531129,2845.61,"Invoice 90096897 = Professional Services for Works via ES1 - M11 J8-J7 Lane 1 Contingency Loop Cutting, Period to 20/01/12",AL2 2DQ
Department For Transport,Highways Agency,10/09/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,531122,5520.84,Reconstruction of A404(M) Overbridge Maidenhead,SN1 1GW
Department For Transport,Highways Agency,10/09/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SUFFOLK CONSTABULARY,531120,19392,Invoice 80004217 = August 2012 A14 Hillhouse Speed Cameras 02/02/12 - 29/02/12 (358 Offences) & 01/03/12 - 23/03/12 (557 Offences),IP5 3QS
Department For Transport,Highways Agency,10/09/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,531103,610.86,NW Vehicle Consumables PROTECT Invoice 20881 dated 4th September 2012,BS24 6TA
Department For Transport,Highways Agency,11/09/2012,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,W D M LTD (ENGINEERS),531167,27246.22,Area 13 & 14 surveys 2012 - Mid (#27246.22),BS16 4NX
Department For Transport,Highways Agency,11/09/2012,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,W D M LTD (ENGINEERS),531168,9523.28,benchmark surveys - Mid 2012 (9523.28),BS16 4NX
Department For Transport,Highways Agency,11/09/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,531158,1041.21,SITE 6/058 M60 JCT16 / MANCHESTER RD REPAIRS TO TRAFFIC INSTALLATION FOLLOWING CONTRACTOR DAMAGE ON OR BEFORE 21/2/12 DETAILS NOTIFIED BY EMAIL 16/3/12,M60 1HX
Department For Transport,Highways Agency,11/09/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531149,1221.29,To pay invoice 90110683,AL2 2DQ
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,531136,16240.25,Data File Upgrade & Review to 31st August 2012 Invoice 19043,ME18 5NN
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),525111,-3535.1,Apps and Certs Receipt - APC22356,DL1 1TJ
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531161,1199.07,Halcrow August Invoice 2012,NE11 0RU
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531162,12188.17,Halcrow August Invoice 2012,NE11 0RU
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531163,46395.86,Halcrow August Invoice 2012,NE11 0RU
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531164,6704.45,Halcrow August Invoice 2012,NE11 0RU
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,531165,1370.2,Halcrow August Invoice 2012,NE11 0RU
Department For Transport,Highways Agency,11/09/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,531175,10756.65,(blank),OL1 9LH
Department For Transport,Highways Agency,11/09/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),531174,3457.9,Apps and Certs Receipt - APC30804,DL1 1TJ
Department For Transport,Highways Agency,11/09/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531144,2038.01,~To Pay invoice 90110728,AL2 2DQ
Department For Transport,Highways Agency,11/09/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,531146,2636.92,To pay invoice 90110726,AL2 2DQ
Department For Transport,Highways Agency,11/09/2012,Electricity,TRAFFIC MANAGEMENT DIRECTORATE,NORTH YORKSHIRE POLICE,531195,822,Barton Electricity - May 2012 to July 2012,YO30 4XF
Department For Transport,Highways Agency,11/09/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,531132,1400.63,April 2012 File Storage - Legacy,M1 3LF
Department For Transport,Highways Agency,11/09/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,531133,542.49,April 2012 File Storage - Leeds,M1 3LF
Department For Transport,Highways Agency,11/09/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,531141,632.5,April 2012 File Storage - Manchester,M1 3LF
Department For Transport,Highways Agency,11/09/2012,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,531201,690.4,south Mimms outstation 20946 #690.40,BS24 6TA
Department For Transport,Highways Agency,11/09/2012,Management consultancies on admin projects,FINANCE & BUSINESS SERVICES,DEPARTMENT FOR TRANSPORT (DFT),531154,17330,Invoice 9300127927 Your Reward Licences and Support Q3.,SA7 0EA
Department For Transport,Highways Agency,11/09/2012,Medical services payments,TRAFFIC MANAGEMENT DIRECTORATE,HEALTH MANAGEMENT LTD,531166,39644.8,Invoice 85601 RCC Operator Fitness Medicals,BN8 5NN
Department For Transport,Highways Agency,11/09/2012,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,531189,1152,(blank),SL1 3SA
Department For Transport,Highways Agency,11/09/2012,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,531191,2880,"XXXXXX w/e 09/09/2012, 5 days worked @ #480 per day.",SL1 3SA
Department For Transport,Highways Agency,11/09/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,531196,683.22,Invoice 5346291 -XXXXXXw/e 9/9/12,SL1 3SA
Department For Transport,Highways Agency,11/09/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,531171,2736047.2,INVOICE 641 DATED 01 SSEPT 2012,TS23 1PX
Department For Transport,Highways Agency,11/09/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,SHEPPEY ROUTE LTD,529812,-1151807.53,A249 Stockbury (M2) to Sheerness DBFO - July 2012,ME10 2PG
