Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Miscellaneous Expenses General,Innovation Directorate,European Patent Office,40254025,992.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Miscellaneous Expenses General,Innovation Directorate,Birmingham Chamber of Commerce,SINV148488,1200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Miscellaneous Expenses General,Innovation Directorate,Holiday Inn Express,2016002201,1440.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Miscellaneous Expenses General,Innovation Directorate,Personal expenses,5313,34524.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Miscellaneous Expenses General,Innovation Directorate,Office for National Statistics,1031457,47947.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Red Beetle Films Ltd,34,795.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,IS Media Ltd (t/a People for Research),5389,1190.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,SGS United Kingdom Ltd,WWB1089297,1279.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,K. W. Peter & Co,101409,1849.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Applied IPI Ltd,35020/0034,2166.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Stannard & Stannard,433,2166.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Appleyard Lees,120168,2599.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,IP ASSET  LLP,3742,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Acumen Business Law,6572,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Venner Shipley  LLP,274797,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3347,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3353,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3354,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3363,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3369,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3373,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3409,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3410,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,3volution LLP,3413,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52458,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52636,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,52642,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53223,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53270,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53829,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,53832,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,STEPHENS SCOWN LLP,54249,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289384,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289386,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289388,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289391,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289393,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,SHULMANS LLP,289396,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Coller IP Management Ltd,8127,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2029,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2043,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2044,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2045,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2046,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Innovate Now Ltd,2047,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Ashfords LLP,569406,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,J F Cleveland LLP,157433,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Digital Remit Ltd,2016011202,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Digital Remit Ltd,2016021101,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Be Legal Ltd,INV-201553,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Particluar Legal Ltd,838,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,HLW KEEBLE HAWSON,78185,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Albright ip,15627,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Fortis IP Ltd,580,2600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Pioneer IP Ltd,20200,2880.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5456,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5473,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5505,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5507,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5509,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,5100516,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7066733,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,Marks & Clerk LLP,7067894,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107187,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107188,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107198,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107206,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107281,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107447,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107528,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,G150501.00.01,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,INNGOT LTD,M1602-1,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Supporting UK Business,Innovation Directorate,INNGOT LTD,M1602/5,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1654-16,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1670-16,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2051,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2052,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2054,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2055,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Thorntons,890096,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Murgitroyd & Company Ltd,38942E/15,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Cloch Solicitors,15-0222,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D829927,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00575,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00589,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00590,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10-10702,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10-10707,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Abel & Imray,446489,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Abel & Imray,447040,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,TENNANT IP,1369,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Supporting UK Business,Innovation Directorate,Ellis IP Limited,2546,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Supporting UK Business,Innovation Directorate,Ellis IP Limited,2551,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Supporting UK Business,Innovation Directorate,Ipentus Limited,IPO004,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Supporting UK Business,Innovation Directorate,Valuation Consulting LLP,15100-2,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Capella IP Ltd,16007,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,Ouzman IP Limited,140-16,3000.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Supporting UK Business,Innovation Directorate,Video Wales,VW262,14400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/02/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1085162,-1033.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1084826,950.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/02/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1085099,6328.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1084553,37582.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1085340,50308.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,International Payments,International Policy Directorate,WIPO,CNTRW00002559,668628.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Staff Costs,International Policy Directorate,Whitehall & Industry Group,100942,-540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Staff Costs,International Policy Directorate,Whitehall & Industry Group,2150738,540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Staff Costs,International Policy Directorate,Language Services Direct Ltd,16455,791.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,74.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,77.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Travel & Subsistence,International Policy Directorate,Personal expenses,ER135156,895.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Travel & Subsistence,International Policy Directorate,Personal expenses,ER135308,1530.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Information Technology,IT Directorate,SANDHILL CONSULTANTS LTD,IN4058520,1320.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,2110.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,3727.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA365379,5269.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Staff Costs,IT Directorate,University of South Wales (Pontypridd),SQICR2015213,-1226.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Staff Costs,IT Directorate,University of South Wales (Pontypridd),SQINV201514818,2810.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Information Technology,IT Directorate,BRIDGEWAY SECURITY SOLUTIONS LIMITED,INV-05142,596.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Information Technology,IT Directorate,SOFTWARE BOX LTD,INV80642,4008.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Information Technology,IT Directorate,SOFTWARE BOX LTD,INV81051,5572.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Information Technology,IT Directorate,SANDHILL CONSULTANTS LTD,IN4058520,7800.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Information Technology,IT Directorate,IPL Information Processing Ltd,38103,8038.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Information Technology,IT Directorate,Bell Integrated Communications Ltd,SINV-2077,8352.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Information Technology,IT Directorate,EMC Computer Systems Limited,5100083216,11710.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Postage & Delivery Costs,IT Directorate,Pluralsight,INV00025568,2073.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,IT Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,7.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Information Technology,IT Directorate,Atos IT Services UK Limited,5584206201,504.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,IT Directorate,Dell Software International Limited,4700129721,698.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,1400.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,1517.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Bytes Software Services Ltd,436227,1714.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA365376,2194.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA363897,2202.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA367237,2214.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA366224,2215.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2223.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,2302.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2367.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2433.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2467.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,2517.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2570.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,2607.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,2677.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2681.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2688.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,2889.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,2905.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10091712,2944.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10095288,2975.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10087365,3085.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10090287,3124.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA363899,3146.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Information Technology,IT Directorate,Verisign,520003113,3698.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Information Technology,IT Directorate,Computacenter (UK) ltd,3880746571,4044.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10094154,4216.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Information Technology,IT Directorate,Techland,SIN019405,4808.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Information Technology,IT Directorate,LA International Computer Consultants Lt,LA366226,6293.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Information Technology,IT Directorate,Open Connections Solutions Ltd,280024,7874.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Information Technology,IT Directorate,NDL Software Ltd,12365,17124.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Information Technology,IT Directorate,PerkinElmer Informatics Inc,INV80081877,19830.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Information Technology,IT Directorate,Experian Ltd,HEX67000561843,22695.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/02/2016,Information Technology,IT Directorate,Trustmarque Solutions Ltd,2240708,46314.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Staff Costs,IT Directorate,Open Connections Solutions Ltd,280034,2073.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Staff Costs,IT Directorate,Stratum Worldwide,INV12767,2382.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Telecoms,IT Directorate,Virgin Media,409092201-04FEB,502.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Telecoms,IT Directorate,Talk Talk Business,14706876,541.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Telecoms,IT Directorate,Virgin Media,917218-069,587.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Telecoms,IT Directorate,THREE,AAK67156203,863.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Telecoms,IT Directorate,VODAFONE LIMITED,UK10-022016-2678,3322.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Telecoms,IT Directorate,VODAFONE LIMITED,UK10/012016/8840,3322.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Telecoms,IT Directorate,British  Telecom,BMSID5718-03FEB,3462.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Telecoms,IT Directorate,British  Telecom,Q016N&,4204.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Telecoms,IT Directorate,Vodafone Corporate Ltd,79267358,5240.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Telecoms,IT Directorate,ZEN INTERNET LIMITED,19967474,5286.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Telecoms,IT Directorate,EE Ltd,1226932390,6723.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Telecoms,IT Directorate,Vodafone Corporate Ltd,78905774,6924.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Telecoms,IT Directorate,British  Telecom,VP02239170M17001,8647.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Travel & Subsistence,IT Directorate,Personal expenses,ER135235,660.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Travel & Subsistence,IT Directorate,Personal expenses,ER135233,660.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Travel & Subsistence,IT Directorate,Personal expenses,ER135309,725.00,Not Applicable,
