25K Expenditure March 2015,,,,,,,,,,,
,,,,,,,,,,,
Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount,Invoice Amount,Reclaimable VAT,Description,Line Type
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,CONSORT HEALTHCARE (TAMESIDE) PLC,,-9.09,,,V5065418 MARCH 2015 SERVICE PAYMENT,Recoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,CONSORT HEALTHCARE (TAMESIDE) PLC,,0,,,V5065418 MARCH 2015 SERVICE PAYMENT,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,CONSORT HEALTHCARE (TAMESIDE) PLC,,2.07,,,V5065418 MARCH 2015 SERVICE PAYMENT,Recoverable Tax
PHARMACY,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,PHARMACY,CONSORT HEALTHCARE (TAMESIDE) PLC,,0,,,V5065418 MARCH 2015 SERVICE PAYMENT,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,CONSORT HEALTHCARE (TAMESIDE) PLC,,0.61,,,V5065418 MARCH 2015 SERVICE PAYMENT,Recoverable Tax
INFORMATION,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,IT,CONSORT HEALTHCARE (TAMESIDE) PLC,510169,0,"1,071,963.29","178,660.37",V5065418 MARCH 2015 SERVICE PAYMENT,Nonrecoverable Tax
FINANCE,Tameside NHS Foundation Trust,01-Mar-15,AUDIT FEES : STATUTORY,FINANCE,KPMG LLP_002,5500973538,"51,360.00","51,360.00",,v5063957 EXTERNAL AUDIT FEE 2015,Nonrecoverable Tax
ORTHOPAEDICS,Tameside NHS Foundation Trust,26-Mar-15,HEALTHCARE FROM COMMERCIAL SECTOR,ORTHOPAEDIC MEDICAL STAFF,SPIRE HEALTHCARE LTD,704172-310115,"70,797.86","70,797.86",,V5064716 JAN 15,Nonrecoverable Tax
ORTHOPAEDICS,Tameside NHS Foundation Trust,19-Mar-15,HEALTHCARE FROM COMMERCIAL SECTOR,ORTHOPAEDIC MEDICAL STAFF,SPIRE HEALTHCARE LTD,704172-311214,"36,221.89","36,221.89",,V5059172 DEC 14,Nonrecoverable Tax
PATHOLOGY,Tameside NHS Foundation Trust,19-Mar-15,BLOOD PRODUCTS,PATHOLOGY,NHS BLOOD AND TRANSPLANT,840437,"60,239.76","60,239.76",,V5063653 MONTHLY CONTRACT BLOOD CHARGE MAR 15,Nonrecoverable Tax
NCA - PPE,Tameside NHS Foundation Trust,19-Mar-15,ADDITIONS - ASSETS UNDER CONSTRUCTION,EQUIPMENT ITEMS,NHS SUPPLY CHAIN,9055000558,"805,077.00","805,077.00",,V5063070 4311012662 MRI SCANNER,Tax Invoice Price Variance
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,24-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS SOUTH MANCHESTER CCG,CR 482,"93,978.00","93,978.00",,V5067047 REPAY CREDIT 482,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,23-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS OLDHAM CCG,CR481,"300,917.00","300,917.00",,V5066351 REFUND OF CREDIT 481,Item
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,23-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS HEYWOOD MIDDLETON & ROCHDALE CCG,CR483,"42,850.00","42,850.00",,V5066352 REFUND OF CREDIT 483,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,23-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS STOCKPORT CCG,CR484,"43,812.00","43,812.00",,V5066354 REFUND OF CREDIT 484,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,23-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS TRAFFORD CCG,CR485,"45,385.00","45,385.00",,V5066355 REFUND OF CREDIT 485,Item
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,23-Mar-15,OTHER DEBTORS < ONE YEAR,CA - OTHER RECEIVABLES,NHS ENGLAND,CR487,"130,994.00","130,994.00",,V5066353 REFUND OF CREDIT 487,Item
NCA - PPE,Tameside NHS Foundation Trust,26-Mar-15,ADDITIONS - MEDICAL EQUIPMENT,EQUIPMENT ITEMS,SISK HEALTHCARE (UK) LTD,G-INV218629,"30,345.60","30,345.60",,TC50 WITH TROLLEY AND CROCODILE CLIPS -QUOTE REF: 10011968 - URN MDC1049ECG15,Item
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,1.12,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
RADIOGRAPHY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,RADIOGRAPHY,SYNERGY HEALTH (UK) LTD,,14.76,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,5.58,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,61,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,5.58,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
OBSTETRICS,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,OBSTETRICS SERVICES,SYNERGY HEALTH (UK) LTD,,479.36,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
OBSTETRICS,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,OBSTETRICS SERVICES,SYNERGY HEALTH (UK) LTD,,-5.58,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
UROLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,UROLOGY,SYNERGY HEALTH (UK) LTD,,34.68,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,11.16,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,475.92,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,"4,588.36",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,5.58,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,378.27,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,11.16,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,5.58,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"69,987.56",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,385.56,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"1,606.51",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,-332.48,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,INCOME GENERATION SCHEMES,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"-1,416.67",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,-13.99,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"1,496.70",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"4,641.19",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,"1,057.65",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,203.15,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Item
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,1.12,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,2.23,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,1.12,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,2.23,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,1.12,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,6.94,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
UROLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,UROLOGY,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,12.2,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
GYNAECOLOGY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,GYNAECOLOGY SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,2.95,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
RADIOGRAPHY,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,RADIOGRAPHY,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,95.87,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
OBSTETRICS,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,OBSTETRICS SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,75.65,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,DSEU,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,917.67,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,95.18,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
THEATRES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HARTSHEAD THEATRES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,211.53,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,"13,997.52",,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,-283.33,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,INCOME GENERATION SCHEMES,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,77.11,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,321.3,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,299.34,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,40.63,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,928.24,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,-2.8,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,-66.5,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,CONTRACT : OTHER EXTERNAL,HOTEL SERVICES,SYNERGY HEALTH (UK) LTD,,0,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,SYNERGY HEALTH (UK) LTD,,-1.12,,,V5064709 SERVICE CONTRACT FEBRUARY 2015,Recoverable Tax
OBSTETRICS,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,OBSTETRICS SERVICES,SYNERGY HEALTH (UK) LTD,GB002/CD970016584,0,"100,423.91","16,737.32",V5064709 SERVICE CONTRACT FEBRUARY 2015,Nonrecoverable Tax
ESTATES,Tameside NHS Foundation Trust,26-Mar-15,MED SURG EQPT GENERAL,ESTATES OPERATIONS,COVIDIEN (UK) COMMERCIAL LTD,K434517,"90,120.00","90,120.00",,QUOTE: 1291A/LB/15 - ACC.NO: 010273 PM100N PULSE OXIMETER,Item
ESTATES,Tameside NHS Foundation Trust,26-Mar-15,ELECTRICITY,ESTATES OPERATIONS,NPOWER LTD,LGUR5RX5,"109,622.53","124,082.53","14,460.00",V5066764 ELECTRIC FEB 2015,Item
CA - PREPAYMENTS,Tameside NHS Foundation Trust,26-Mar-15,PREPAYMENTS < ONE YEAR,CA - PREPAYMENTS NON PFI,AAH PHARMACEUTICALS LTD,Mar-15,"125,000.00","125,000.00",,V5064282 DRUGS PREPAYMENT,Item
ESTATES,Tameside NHS Foundation Trust,10-Mar-15,RATES,ESTATES OPERATIONS,TAMESIDE METROPOLITAN BOROUGH COUNCIL,Mar-15,"60,472.68","60,472.68",,V5064701 RATES & CAOUNCIL TAX MARCH 2015,Nonrecoverable Tax
CL - ACCRUALS,Tameside NHS Foundation Trust,26-Mar-15,ACCRUALS < ONE YEAR,CL - ACCRUALS,TUSKERDIRECT LTD,SIN195052,"33,999.18","33,999.18",,V5066754 MARCH CAR SCHEME,Item
INFORMATION,Tameside NHS Foundation Trust,26-Mar-15,COMPUTER MAINTENANCE,IT,ASCRIBE LTD,SINV000005211,"39,085.30","46,902.36","7,817.06","Annual Support and Maintenance of Pharmacy Software Core Pharmacy System ARX Interface EIS, Finance Manager, CIVAS & PN Modules For the annual period 1st April 2015 to 31st March 2016",Item
FACILITIES,Tameside NHS Foundation Trust,26-Mar-15,EXTERNAL CONTRACTS : LAUNDRY,HOTEL SERVICES,BERENDSEN UK LIMITED,SN002019564,"37,997.40","46,215.46","8,218.06",V5064456 28-12 TO 24-01 CHARGES FOR LAUDRY SERVICES,Item
MSOP,Tameside NHS Foundation Trust,13-Mar-15,EXTERNAL CONTRACTS : OTHER HOTEL SERVICES,CARE OF ELDERLY WARD,LONDON & MANCHESTER HEALTHCARE (DARNTON) LTD,TCU001,"95,818.67","95,818.67",,PROVISION OF  A 32 BED TRANSITIONAL CARE UNIT FROM 16TH MARCH 2015 - FEBRUARY 2016 - INVOICE NO: TCU001 - MARCH 2015,Item
CA - OTHER RECEIVABLES,Tameside NHS Foundation Trust,26-Mar-15,VAT DEBTOR < ONE YEAR,CA - OTHER RECEIVABLES,UNITED UTILITIES,uu-INV00383090,"50,416.33","50,416.33",,V5065331 WATER & WASTE WATER 24.11.2014 - 27.02.2015,Recoverable Tax
