Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Project Management Services,03/06/2016,5100095997,"2,062.50",MATCHTECH GROUP PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,03/06/2016,5100095704,"2,344.92",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Support Services,03/06/2016,5100095721,"3,230.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,03/06/2016,5100095725,"3,202.50",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,03/06/2016,5100095726,"2,040.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,03/06/2016,5100095727,"2,040.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,03/06/2016,5100095730,"1,120.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,03/06/2016,5100095406,"46,379.51",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,03/06/2016,5100095546,"17,216.58",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Software & Maintenance,03/06/2016,5100095956,"2,250.00",NOW WIRELESS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Procurement Services,03/06/2016,5100096040,"10,500.00",OPUS BESTPAY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,03/06/2016,5100095019,693.00,PEOPLE FIRST TAMESIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Infrastructure Support Services,03/06/2016,5100095530,"7,500.00",PETER BRETT ASSOCIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,03/06/2016,1900047664,545.00,PHONE A CAB LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Subscriptions,03/06/2016,1900047680,"2,000.00",PILOTLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095810,"8,662.50",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs ,03/06/2016,5100095458,"7,583.98",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,03/06/2016,5100096050,"8,661.40",RACHEL J CONSULTANCY SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,03/06/2016,1900047654,"1,195.00",RADIO CABS T/A ECO TRAVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,03/06/2016,5100095409,"2,750.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,03/06/2016,5100095410,"2,200.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,03/06/2016,5100095411,561.30,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095412,"1,848.60",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095413,"2,310.75",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,03/06/2016,5100095475,"1,800.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,03/06/2016,5100095477,"2,000.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095980,"1,386.45",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095982,"2,310.75",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095984,"2,310.75",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,03/06/2016,5100095986,"1,386.45",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Highway Safety Support Services,03/06/2016,5100096019,"2,000.00",STOCKPORT MBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,03/06/2016,1900047653,"15,000.00",STOTTS TOURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,03/06/2016,1900047660,539.00,STREAMLINE MILNROW LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,03/06/2016,5100094312,883.34,SWIFT FIRE & SECURITY GROUP PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,03/06/2016,5100095003,"73,318.30",TELENT TECHNOLOGY SERVICES LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utilities & Energy,03/06/2016,5100096074,948.59,TRAFFORD CENTRE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Infrastructure Support Services,03/06/2016,5100095652,550.00,WIGAN COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100090508,"10,157.58",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100092195,825.58,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093140,"12,531.60",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093347,"1,140.00",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093494,770.16,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093496,"7,751.50",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093498,510.00,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093500,650.00,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093637,725.18,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093638,485.00,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093642,493.00,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093644,"1,140.00",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093648,476.02,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093655,"1,455.00",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/06/2016,5100093771,"10,157.58",TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047700,656.40,2020 FLEET TRAINING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,07/06/2016,5100096006,425.00,ACTIA UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cycling Support Services,07/06/2016,5100095350,"7,111.45",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Planning Support Services,07/06/2016,5100095351,"2,000.00",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,07/06/2016,5100096123,"31,623.00",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047712,765.80,A HOLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047743,547.00,A WOODWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,07/06/2016,5100095618,924.30,ATKINS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Planning Support Services,07/06/2016,5100095619,"2,000.00",ATKINS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,07/06/2016,5100095846,"13,050.00",ATKINS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047686,765.80,B ASKHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096229,"1,312.80",B DAVIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,07/06/2016,5100096204,"3,200.00",BJL GROUP LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - LRT Vehicles,07/06/2016,5100096217,"209,500.00",BOMBARDIER TRANSPORTATION UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Community Transport Support Services,07/06/2016,5100096166,"2,285.04",BREAKTHROUGH UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Software & Licences,07/06/2016,5100095877,"49,069.00",BT PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100095848,"4,800.00",BURY MBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,07/06/2016,5100096291,"11,022.51",CARAT MEDIA UK LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Payroll Support Services,07/06/2016,5100096216,873.04,CGI IT UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047711,"1,203.40",C HIRST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Procurement Services,07/06/2016,5100096119,"12,960.00",CNC PERFORMANCE CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Professional Services,07/06/2016,5100096101,"2,145.42",COMMERCIAL STRATEGIES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support Services,07/06/2016,5100096259,"1,500.00",CORETHREE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047719,656.40,C MACCORMACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096170,"1,312.80",CPC TRAINING PROVIDER LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047698,656.40,CRUISE DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,07/06/2016,5100096155,495.00,CTS TRAFFIC & TRANSPORTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Traffic Management and Monitoring Services,07/06/2016,5100095802,"30,915.00",CUBIC TRANSPORTATION SYSTEMS (ITMS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047703,"1,094.00",D ELLIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047708,"1,525.51",D HEATHCOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047742,978.51,D WALSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047733,765.80,D ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047731,978.51,DRIVER ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047697,547.00,DRIVERSKILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047737,"1,422.20",DTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Card Management Services,07/06/2016,5100095737,"3,315.00",ESP SYSTEX LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Support Services,07/06/2016,5100095498,"3,176.46",EXPERIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Support Services,07/06/2016,5100096266,"1,700.00",EXPERIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047734,875.20,G ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096164,765.80,G VANN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047696,"1,179.09",G CLIFFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,07/06/2016,5100096148,"6,759.80",GUTTERIDGE HASKINS AND DAVEY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,07/06/2016,1900047652,"3,498.93",HAYS SPECIALIST RECRUITMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047699,765.80,H DICKINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047710,"1,197.31",HOGHTON DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047701,765.80,I DUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,07/06/2016,5100095344,640.00,INTREPIDFISH  LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,07/06/2016,5100095206,"5,040.00",JACOBS UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047726,765.80,J MURPHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,07/06/2016,5100095947,"1,043.25",JL ENGINEERING (RIXTON) LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047689,656.40,J BOOTHROYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Procurement Services,07/06/2016,5100096244,"10,500.00",JULIAN BENSON ASSOCIATES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047716,"1,094.00",K JONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047693,"1,312.80",L CHAPMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047690,"1,531.60",MARK BRENNAN DRIVER TRAINING LIMITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,07/06/2016,5100095826,"1,260.00",MERLINCO LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Support Services,07/06/2016,5100095697,"4,323.17",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Replacement Bus Services,07/06/2016,5100095709,650.00,METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Replacement Bus Services,07/06/2016,5100095713,"1,500.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Replacement Bus Services,07/06/2016,5100095714,475.00,METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Replacement Bus Services,07/06/2016,5100095715,"5,800.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047688,"1,203.40",MICHAEL BOLTON DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,07/06/2016,5100096233,"18,181.80",MICHAEL PAGE INTERNATIONAL RECRUITM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,07/06/2016,5100096124,900.00,MIDESIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096168,765.80,MILES AHEADDRIVER TRAINING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047723,"1,014.98",MORRIS SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,07/06/2016,5100095665,"1,988.75",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,07/06/2016,5100095666,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,07/06/2016,5100095667,"3,600.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,07/06/2016,5100095668,"2,284.40",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,07/06/2016,5100095669,"8,400.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,07/06/2016,5100095670,"6,697.18",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Health & Safety Support Services,07/06/2016,5100094233,"5,492.50",NQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Highway Safety Support Services,07/06/2016,5100095346,"2,000.00",OLDHAM MBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047721,979.20,O MAYSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047736,"1,203.40",PAS DRIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047694,"2,350.80",P CLARKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047706,"1,014.98",P GLEADALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Financial and Commercial Support Services,07/06/2016,5100096079,"9,880.00",PEAK PERFORMANCE PROFESSIONAL CONTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,07/06/2016,5100096107,"5,955.00",PEAK PERFORMANCE PROFESSIONAL CONTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047685,686.78,P AINSWORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096230,"1,422.20",PETERS DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047691,"1,312.80",P BROMLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,07/06/2016,5100095782,"2,132.35",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,07/06/2016,5100095784,590.25,PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,07/06/2016,5100095812,"4,510.54",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,07/06/2016,5100095870,"4,104.00",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,07/06/2016,5100095874,"1,865.76",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Highway Safety Support Services,07/06/2016,5100095829,"5,142.00",POLICE & CRIME COMMISSIONER GTR MCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Highway Safety Support Services,07/06/2016,5100095830,"13,660.00",POLICE & CRIME COMMISSIONER GTR MCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,07/06/2016,5100095600,"3,685.00",PRACTICUS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Financial and Commercial Support Services,07/06/2016,5100095765,"102,091.00",PRICEWATERHOUSECOOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,07/06/2016,5100096269,"6,272.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047709,765.80,R HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,07/06/2016,5100096129,"3,180.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047707,"1,021.06",R GREENOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,07/06/2016,5100095851,"1,290.00",RULLION ENGINEERING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Project Support Services,07/06/2016,5100095862,"2,683.75",RULLION ENGINEERING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Support Services,07/06/2016,5100095863,"1,130.00",RULLION ENGINEERING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,5100096169,656.40,S CHARLSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047728,984.60,SHELLIS SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,07/06/2016,5100095831,"20,401.15",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,07/06/2016,5100095832,"7,253.58",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,07/06/2016,5100095834,"15,182.97",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047704,"1,057.52",SMJ SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,07/06/2016,1900047725,"1,203.40",S MUIRHEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
