A3131 - Expenditure Over Threshold,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Note : This Report has a prompt “Threshold Amount” which is mapped to AP Invoice Total Amount i.e. Invoice Header Amount (column Threshold Amount is not available in the report output). The AP Amount column on the report represents the invoice distribution amount (which is not Invoice header amount).,,,,,,,,,
Time run: 01/12/2017 10:22:33,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS Bury CCG,30/11/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RAMSBOTTOM GROUP PRACTICE,19587178,"5,904.54 ",,ROC000013776
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,19587180,"1,680.00 ",,ROC000013778
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,19587180,666.67 ,,ROC000013778
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,19587180,"68,361.39 ",,ROC000013778
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,19587180,822.49 ,,ROC000013778
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PEEL GPS,19587180,"8,598.29 ",,ROC000013778
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,19587182,"5,037.38 ",,ROC000013780
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,19587182,"42,354.27 ",,ROC000013780
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P NORMAN & PARTNERS,19587182,"5,800.08 ",,ROC000013780
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,PENNINE CARE NHS FOUNDATION TRUST,19627541,"124,750.00 ",,1010025094
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,COMMISSIONING,NHS OLDHAM CCG,19627589,"5,942.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,CONTRACT MANAGEMENT,NHS OLDHAM CCG,19627589,"29,552.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,EDUCATION AND TRAINING,NHS OLDHAM CCG,19627589,"2,358.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,EMERGENCY PLANNING,NHS OLDHAM CCG,19627589,"1,694.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,EQUALITY AND DIVERSITY,NHS OLDHAM CCG,19627589,"1,843.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,FINANCE,NHS OLDHAM CCG,19627589,"8,793.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,HUMAN RESOURCES,NHS OLDHAM CCG,19627589,"7,610.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,MEDICINES MANAGEMENT,NHS OLDHAM CCG,19627589,"5,958.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,NHS 111,NHS OLDHAM CCG,19627589,"1,401.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,PATIENT AND PUBLIC INVOLVEMENT,NHS OLDHAM CCG,19627589,"5,312.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,PROCUREMENT,NHS OLDHAM CCG,19627589,"4,900.00 ",,7011702965
Department of Health,NHS Bury CCG,30/11/2017,C&M-APMS IT Comm Servs-GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,19627607,"2,415.32 ",,7011702972
Department of Health,NHS Bury CCG,30/11/2017,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,19627607,"43,985.93 ",,7011702972
Department of Health,NHS Bury CCG,30/11/2017,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS OLDHAM CCG,19627607,"28,825.92 ",,7011702972
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,CONTRACT MANAGEMENT,NHS OLDHAM CCG,19627607,"5,466.73 ",,7011702972
Department of Health,NHS Bury CCG,30/11/2017,Charges from CCG,IM&T,NHS OLDHAM CCG,19627607,"19,807.72 ",,7011702972
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,PENNINE CARE NHS FOUNDATION TRUST,19628769,"(124,750.00)",,1966
Department of Health,NHS Bury CCG,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,OAKLANDS HOSPITAL,19681905,"(41,466.89)",GB 426505170,L1050817REC
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,19681912,"41,453.00 ",654435138,4110035189
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,19681916,"511,528.00 ",654435138,4110035220
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,19681920,"95,928.00 ",654435138,4110035252
Department of Health,NHS Bury CCG,30/11/2017,Clinical&Medical-Clinical Other,NON RECURRENT PROGRAMMES,BURY GP PRACTICES LTD,19681952,"101,667.00 ",,BGPF118
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,19682118,"(30,000.00)",,1976
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,19682129,526.65 ,654929594,0000026188
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,19682129,"93,298.95 ",654929594,0000026188
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Variation,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,19682129,"2,692.14 ",654929594,0000026188
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,19682169,"1,517,413.00 ",,1010025389
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,19682182,"1,286,647.00 ",,1010025401
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,19682190,"78,163.00 ",,1010025410
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,19682199,"78,163.00 ",,1010025413
Department of Health,NHS Bury CCG,30/11/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,19755498,"26,646.45 ",239731641,CCN036222TOCCN036260
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,19786964,"177,717.00 ",,1010025305
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,PENNINE CARE NHS FOUNDATION TRUST,19805029,"248,819.00 ",,1010025197
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,19805035,"50,237.36 ",,1010025353
Department of Health,NHS Bury CCG,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPAMEDICA LTD,19805042,"51,398.18 ",,NHSBUY058
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,19864107,"56,237.00 ",654939786,S0010254
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,19864109,"7,676,867.70 ",654418333,A0001812
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,CLINICAL ASSESSMENT AND TREATMENT CENTRES,PENNINE ACUTE HOSPITALS NHS TRUST,19864109,"54,152.00 ",654418333,A0001812
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,Winter Resilience,PENNINE ACUTE HOSPITALS NHS TRUST,19864109,"49,716.30 ",654418333,A0001812
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Cost per Case,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,19864109,"27,679.00 ",654418333,A0001812
Department of Health,NHS Bury CCG,30/11/2017,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,PENNINE ACUTE HOSPITALS NHS TRUST,19864109,"1,333.00 ",654418333,A0001812
,,,,,,,,,
