EXAMPLES OF ePC EXPENDITURE,,,,
,,,,
MODGPC00184529,19/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,640.00"
MODGPC00184530,19/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£3,385.44"
MODGPC00184531,19/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,372.16"
MODGPC00184532,19/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,016.58"
MODGPC00184533,19/12/2017,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,"£1,575.00"
MODGPC00184534,19/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£557.40
MODGPC00184535,19/12/2017,Caterers Food, CATERERS,"£3,297.60"
MODGPC00184538,19/12/2017,Equipment And Furniture, TOOL HIRE,"£1,110.00"
MODGPC00184539,19/12/2017,Business Expenses/Services, STATIONERY STORES,"£2,341.01"
MODGPC00184540,19/12/2017,Retail, ELECTRONICS STORES,"£2,071.03"
MODGPC00184541,19/12/2017,Retail, ELECTRONICS STORES,"£1,376.63"
MODGPC00184542,19/12/2017,Retail, SPORTING GOODS STORES,"£2,594.58"
MODGPC00184543,19/12/2017,Retail, SPORTING GOODS STORES,"£3,930.54"
MODGPC00184544,19/12/2017,Government, GOV'T SERV - DEFAULT,"£1,269.60"
MODGPC00184545,19/12/2017,Business Expenses/Services, POSTAGE STAMPS,"£2,150.40"
MODGPC00184569,19/12/2017,Government, GOV'T SERV - DEFAULT,£973.00
MODGPC00184596,19/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184598,19/12/2017,Business Expenses/Services, STATIONERY STORES,"£6,566.56"
MODGPC00184599,19/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£3,600.00"
MODGPC00184600,19/12/2017,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,£539.97
MODGPC00184601,19/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£23,079.60"
MODGPC00184602,19/12/2017,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£8,317.60"
MODGPC00184603,19/12/2017,Government, GOV'T SERV - DEFAULT,"£1,536.00"
MODGPC00184604,19/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£8,224.10"
MODGPC00184607,19/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,"£3,026.00"
MODGPC00184608,19/12/2017,Business Expenses/Services, STATIONERY STORES,£613.68
MODGPC00184609,19/12/2017,Miscellaneous, VETERINARY SERVICES,£570.98
MODGPC00184610,19/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184611,19/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184612,19/12/2017,Equipment And Furniture, TOOL HIRE,"£1,320.00"
MODGPC00184613,19/12/2017,Caterers Food, CATERERS,"£1,076.18"
MODGPC00184614,19/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£700.00
MODGPC00184615,19/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£4,344.00"
MODGPC00184616,19/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,"£4,550.38"
MODGPC00184617,19/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£5,760.00"
MODGPC00184619,19/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£33,516.00"
MODGPC00184620,19/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,090.00"
MODGPC00184634,19/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184642,19/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£503.88
MODGPC00184643,19/12/2017,Medical, OPTICIANS,£750.00
MODGPC00184644,19/12/2017,Medical, OPTICIANS,£876.00
MODGPC00184647,19/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,978.08"
MODGPC00184681,19/12/2017,Business Expenses/Services, COMPUTER MAINT/SVCS - DEF,"£1,320.00"
MODGPC00184748,19/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,"£3,849.01"
MODGPC00184761,19/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,752.40"
MODGPC00184762,19/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,741.02"
MODGPC00184798,19/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£844.80
MODGPC00184800,19/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£3,093.33"
MODGPC00184825,19/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£852.18
MODGPC00184448,18/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,195.81"
MODGPC00184453,18/12/2017,Government, GOV'T SERV - DEFAULT,£636.22
MODGPC00184460,18/12/2017,Professional Services, INSURANCE SALES/UNDERWRITE,£777.89
MODGPC00184472,18/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£843.41
MODGPC00184482,18/12/2017,Automobile Services & Supplies, SERVICE STATIONS,"£1,168.85"
MODGPC00184483,18/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,£855.98
MODGPC00184484,18/12/2017,Automobile Services & Supplies, SERVICE STATIONS,"£4,260.88"
MODGPC00184491,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,433.44"
MODGPC00184496,18/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,097.41"
MODGPC00184500,18/12/2017,Auto/Vehicle Rentals, HERTZ RENT-A-CAR,"£2,876.89"
MODGPC00184508,18/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£763.85
MODGPC00184512,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£552.00
MODGPC00184519,18/12/2017,Retail, MISC FOOD STORES - DEFAULT,"£1,457.52"
MODGPC00184536,18/12/2017,Medical, MED/HEALTH SERVICES - DEF,"£2,681.93"
MODGPC00184537,18/12/2017,Medical, HOSPITALS,"£1,146.09"
MODGPC00184546,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£3,649.97"
MODGPC00184547,18/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,£630.00
MODGPC00184548,18/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,094.90"
MODGPC00184549,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£776.76
MODGPC00184550,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,323.36"
MODGPC00184551,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£4,111.20"
MODGPC00184552,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,712.64"
MODGPC00184553,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£9,999.86"
MODGPC00184554,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£708.00
MODGPC00184555,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,423.44"
MODGPC00184556,18/12/2017,Business Services, ADVERTISING SERVICES,"£2,654.40"
MODGPC00184557,18/12/2017,Utilities, TELECOMMUNICATION SERVICES,£962.58
MODGPC00184558,18/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£4,890.78"
MODGPC00184559,18/12/2017,Auto/Vehicle Dealers, BOAT DEALERS,£647.15
MODGPC00184560,18/12/2017,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£822.80
MODGPC00184564,18/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,£504.00
MODGPC00184565,18/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£705.95
MODGPC00184566,18/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£2,913.29"
MODGPC00184567,18/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£3,501.23"
MODGPC00184568,18/12/2017,Professional Services, TAX PREPARATION SERVICE,"£1,135.20"
MODGPC00184570,18/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,772.40"
MODGPC00184571,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£792.54
MODGPC00184573,18/12/2017,Facilities Maintenance, SPECIALTY CLEANING/POLISHING,"£3,648.00"
MODGPC00184574,18/12/2017,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,"£1,316.38"
MODGPC00184575,18/12/2017,Business To Business Services, TYPESETTING/PLATE MAKING ETC,"£2,862.00"
MODGPC00184576,18/12/2017,Government, GOV'T SERV - DEFAULT,£724.80
MODGPC00184577,18/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£576.72
MODGPC00184578,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£531.60
MODGPC00184579,18/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£3,336.00"
MODGPC00184580,18/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£2,770.00"
MODGPC00184581,18/12/2017,Caterers Food, CATERERS,£640.32
MODGPC00184582,18/12/2017,Government, GOV'T SERV - DEFAULT,£598.80
MODGPC00184583,18/12/2017,Auto/Vehicle Dealers, BOAT DEALERS,£750.00
MODGPC00184584,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,437.60"
MODGPC00184585,18/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00184586,18/12/2017,Miscellaneous, VETERINARY SERVICES,£995.71
MODGPC00184587,18/12/2017,Miscellaneous, VETERINARY SERVICES,£921.36
MODGPC00184588,18/12/2017,Miscellaneous, VETERINARY SERVICES,£550.98
MODGPC00184589,18/12/2017,Miscellaneous, VETERINARY SERVICES,"£2,823.10"
MODGPC00184590,18/12/2017,Miscellaneous, VETERINARY SERVICES,"£1,169.71"
MODGPC00184591,18/12/2017,Miscellaneous, VETERINARY SERVICES,"£1,002.06"
MODGPC00184592,18/12/2017,Utilities, TELECOMMUNICATION SERVICES,£765.34
MODGPC00184593,18/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,£518.00
MODGPC00184594,18/12/2017,Utilities, TELECOMMUNICATION SERVICES,"£2,706.78"
MODGPC00184595,18/12/2017,Medical, OPTOMETRISTS/OPHTHALMOLOGISTS,£600.00
MODGPC00184597,18/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£687.00
MODGPC00184618,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,248.00"
MODGPC00184621,18/12/2017,Government, GOV'T SERV - DEFAULT,"£1,140.00"
MODGPC00184622,18/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,£811.00
MODGPC00184623,18/12/2017,Equipment And Furniture, TOOL HIRE,£781.63
MODGPC00184624,18/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,257.94"
MODGPC00184625,18/12/2017,Professional Services, TAX PREPARATION SERVICE,£889.80
MODGPC00184626,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184627,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184628,18/12/2017,Government, GOV'T SERV - DEFAULT,"£1,268.22"
MODGPC00184629,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184630,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184631,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184632,18/12/2017,Retail, ELECTRONICS STORES,"£1,148.40"
MODGPC00184633,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184635,18/12/2017,Retail, ARTIST/CRAFT SHOPS,"£9,930.00"
MODGPC00184636,18/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,"£5,949.60"
MODGPC00184637,18/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,689.22"
MODGPC00184638,18/12/2017,Retail, MISC FOOD STORES - DEFAULT,"£2,525.68"
MODGPC00184639,18/12/2017,Business Expenses/Services, STATIONERY STORES,"£7,329.52"
MODGPC00184640,18/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,£636.21
MODGPC00184645,18/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184648,18/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£720.55
MODGPC00184686,18/12/2017,Retail, SPORTING GOODS STORES,"£2,630.76"
MODGPC00184687,18/12/2017,Retail, SPORTING GOODS STORES,"£2,369.24"
MODGPC00184754,18/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,712.51"
MODGPC00184818,18/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£650.00
MODGPC00184917,18/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,628.00"
MODGPC00185093,18/12/2017,Retail, ELECTRONICS STORES,"£2,647.70"
MODGPC00185100,18/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£780.00
MODGPC00185101,18/12/2017,Facilities/Repair Services," HEATING, PLUMBING, AIR COND",£867.77
MODGPC00185102,18/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£6,233.99"
MODGPC00185103,18/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£4,191.26"
MODGPC00185105,18/12/2017,Retail, SPORTING GOODS STORES,"£3,726.00"
MODGPC00185108,18/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£38,368.80"
MODGPC00185109,18/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,212.00"
MODGPC00185110,18/12/2017,Business Expenses/Services, STATIONERY STORES,£535.44
MODGPC00185111,18/12/2017,Facilities/Repair Services," HEATING, PLUMBING, AIR COND","£1,592.17"
MODGPC00185112,18/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,£929.10
MODGPC00185113,18/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,250.00"
MODGPC00185114,18/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,243.58"
MODGPC00185115,18/12/2017,Retail, ELECTRONICS STORES,"£1,129.85"
MODGPC00185116,18/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,092.15"
MODGPC00185117,18/12/2017,Retail, SPORTING GOODS STORES,"£2,250.00"
MODGPC00184473,17/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,£916.78
MODGPC00185131,17/12/2017,Business Services, ADVERTISING SERVICES,£600.00
MODGPC00184945,16/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,£774.00
MODGPC00184987,16/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,648.06"
MODGPC00185065,16/12/2017,Facilities/Repair Services, LANDSCAPE/HORTICULTURAL SER,"£2,016.00"
MODGPC00185107,16/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,£721.72
MODGPC00184561,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,479.30"
MODGPC00184562,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,297.23"
MODGPC00184572,15/12/2017,Retail, SPORTING GOODS STORES,"£2,426.60"
MODGPC00184605,15/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£2,522.70"
MODGPC00184606,15/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£3,129.96"
MODGPC00184641,15/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£544.20
MODGPC00184655,15/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,716.00"
MODGPC00184896,15/12/2017,Medical, DOCTORS & PHYSICIANS,£840.16
MODGPC00184947,15/12/2017,Equipment And Furniture, TOOL HIRE,"£3,253.90"
MODGPC00184948,15/12/2017,Equipment And Furniture, TOOL HIRE,"£20,000.00"
MODGPC00184949,15/12/2017,Equipment And Furniture, TOOL HIRE,"£8,402.83"
MODGPC00184950,15/12/2017,Equipment And Furniture, TOOL HIRE,"£20,000.00"
MODGPC00184951,15/12/2017,Equipment And Furniture, TOOL HIRE,"£20,000.00"
MODGPC00184952,15/12/2017,Professional Services, TAX PREPARATION SERVICE,£949.36
MODGPC00184953,15/12/2017,Government, GOV'T SERV - DEFAULT,"£1,285.20"
MODGPC00184954,15/12/2017,Professional Services, TAX PREPARATION SERVICE,£949.36
MODGPC00184955,15/12/2017,Retail, SPORTING GOODS STORES,"£2,143.20"
MODGPC00184957,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£1,135.20"
MODGPC00184958,15/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£7,740.00"
MODGPC00184959,15/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,380.50"
MODGPC00184960,15/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,£797.18
MODGPC00184961,15/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,042.22"
MODGPC00184962,15/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£2,166.35"
MODGPC00184963,15/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,011.11"
MODGPC00184964,15/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,338.10"
MODGPC00184965,15/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,924.71"
MODGPC00184966,15/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,729.15"
MODGPC00184968,15/12/2017,Professional Services, TAX PREPARATION SERVICE,£949.36
MODGPC00184969,15/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,710.13"
MODGPC00184970,15/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£660.07
MODGPC00184971,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,806.12"
MODGPC00184972,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,931.42"
MODGPC00184973,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,885.39"
MODGPC00184974,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,887.69"
MODGPC00184975,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,645.93"
MODGPC00184976,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,781.15"
MODGPC00184977,15/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,906.40"
MODGPC00184978,15/12/2017,Retail, FABRIC STORES,"£3,996.00"
MODGPC00184979,15/12/2017,Retail, SHOE REPAIR/SHINE/HAT CLEAN,£559.02
MODGPC00184980,15/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£2,533.07"
MODGPC00184981,15/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£700.00
MODGPC00184982,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,755.50"
MODGPC00184984,15/12/2017,Professional Services, COMMERCIAL PHOTO/ART/GRAPH,"£1,434.53"
MODGPC00184985,15/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,£714.00
MODGPC00184989,15/12/2017,Retail, SPORTING GOODS STORES,£653.60
MODGPC00184991,15/12/2017,Government, GOV'T SERV - DEFAULT,£600.00
MODGPC00184992,15/12/2017,Government, SCHOOLS - DEFAULT,£648.00
MODGPC00184993,15/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£757.49
MODGPC00184995,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,042.08"
MODGPC00185007,15/12/2017,Retail, SPORTING GOODS STORES,"£1,026.12"
MODGPC00185019,15/12/2017,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,£540.00
MODGPC00185020,15/12/2017,Government, BUSINESS/SECRETARIAL SCHOOL,£778.80
MODGPC00185021,15/12/2017,Government, BUSINESS/SECRETARIAL SCHOOL,£778.80
MODGPC00185022,15/12/2017,Government, GOV'T SERV - DEFAULT,"£1,246.80"
MODGPC00185023,15/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185024,15/12/2017,Business Expenses/Services, POSTAGE STAMPS,£500.00
MODGPC00185025,15/12/2017,Retail, SPORTING GOODS STORES,£505.08
MODGPC00185026,15/12/2017,Miscellaneous, VETERINARY SERVICES,"£2,794.60"
MODGPC00185028,15/12/2017,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,"£1,073.11"
MODGPC00185029,15/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£680.10
MODGPC00185030,15/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£900.00
MODGPC00185031,15/12/2017,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,£658.80
MODGPC00185033,15/12/2017,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,"£1,080.00"
MODGPC00185034,15/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,824.93"
MODGPC00185035,15/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£729.54
MODGPC00185036,15/12/2017,Retail, SPORTING GOODS STORES,"£3,870.00"
MODGPC00185037,15/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,800.00"
MODGPC00185038,15/12/2017,Professional Services, TAX PREPARATION SERVICE,£712.80
MODGPC00185039,15/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£4,472.00"
MODGPC00185041,15/12/2017,Eating And Drinking Places, RESTAURANTS,£639.00
MODGPC00185042,15/12/2017,Miscellaneous, VETERINARY SERVICES,£604.85
MODGPC00185043,15/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,971.50"
MODGPC00185063,15/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£514.08
MODGPC00185064,15/12/2017,Facilities/Repair Supplies, HOME SUPPLY WAREHOUSE STORES,"£1,676.90"
MODGPC00185066,15/12/2017,Other Supplies, VARIETY STORES,"£2,214.54"
MODGPC00185091,15/12/2017,Health Services And Supplies, HEARING AID/SALES/SERVICE,"£1,778.63"
MODGPC00185094,15/12/2017,Clothing/Uniform Services, DRY CLEANERS,£504.00
MODGPC00185095,15/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£603.79
MODGPC00185096,15/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,579.99"
MODGPC00185097,15/12/2017,Caterers Food, CATERERS,"£3,717.90"
MODGPC00185098,15/12/2017,Facilities/Repair Services, GEN CONTRACTORS RESIDENTL/COML,£768.67
MODGPC00185099,15/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£2,160.00"
MODGPC00185104,15/12/2017,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£2,016.60"
MODGPC00185120,15/12/2017,Government, GOV'T SERV - DEFAULT,£634.85
MODGPC00185121,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,274.00"
MODGPC00185122,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,914.00"
MODGPC00185123,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,262.00"
MODGPC00185124,15/12/2017,Government, SCHOOLS - DEFAULT,£880.94
MODGPC00185125,15/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£1,554.00"
MODGPC00185126,15/12/2017,Business Expenses/Services, STATIONERY STORES,"£1,415.77"
MODGPC00185127,15/12/2017,Business Expenses/Services, STATIONERY STORES,£649.75
MODGPC00185128,15/12/2017,Retail, MISC FOOD STORES - DEFAULT,£950.00
MODGPC00185130,15/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£661.82
MODGPC00185132,15/12/2017,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,"£1,016.11"
MODGPC00185133,15/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£3,000.00"
MODGPC00185134,15/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£3,580.20"
MODGPC00185135,15/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£815.24
MODGPC00185136,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,600.00"
MODGPC00185137,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,600.00"
MODGPC00185138,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00185139,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00185140,15/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00185141,15/12/2017,Government, SCHOOLS - DEFAULT,£938.44
MODGPC00185142,15/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£4,177.38"
MODGPC00184845,14/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£908.40
MODGPC00184846,14/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,224.51"
MODGPC00184847,14/12/2017,Business Services, ADVERTISING SERVICES,£516.18
MODGPC00184849,14/12/2017,Government, SCHOOLS - DEFAULT,"£1,002.33"
MODGPC00184850,14/12/2017,Government, SCHOOLS - DEFAULT,"£5,046.16"
MODGPC00184851,14/12/2017,Government, SCHOOLS - DEFAULT,"£5,046.16"
MODGPC00184852,14/12/2017,Government, SCHOOLS - DEFAULT,"£5,046.16"
MODGPC00184853,14/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£792.99
MODGPC00184854,14/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,006.09"
MODGPC00184856,14/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£972.00
MODGPC00184857,14/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£724.80
MODGPC00184858,14/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,"£4,080.00"
MODGPC00184859,14/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£892.00
MODGPC00184860,14/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£3,437.44"
MODGPC00184861,14/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£714.00
MODGPC00184862,14/12/2017,Government, GOV'T SERV - DEFAULT,£515.67
MODGPC00184863,14/12/2017,Government, GOV'T SERV - DEFAULT,£515.67
MODGPC00184864,14/12/2017,Government, GOV'T SERV - DEFAULT,£515.67
MODGPC00184865,14/12/2017,Entertainment, RECREATION SERVICES,"£1,622.94"
MODGPC00184866,14/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£810.00
MODGPC00184867,14/12/2017,Facilities/Repair Services, ELECTRICAL CONTRACTORS,£609.60
MODGPC00184868,14/12/2017,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,"£11,101.44"
MODGPC00184869,14/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,512.16"
MODGPC00184870,14/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£584.44
