Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173027,"1,650.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Video Production Services - UKTI Corporate Marketing,UK Trade and Investments - Marketing & Communications,@VOYTEK LTD,173069,"1,700.00",,WC2B 5BB,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"1,794.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"1,906.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Gateway to Global Growth,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173062,"1,929.17",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173029,"1,940.00",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Promotional Materials - Trade Marketing Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173038,"1,950.00",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Video Production Services - UKTI Corporate Marketing,UK Trade and Investments - Marketing & Communications,@VOYTEK LTD,173067,"1,997.00",,WC2B 5BB,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173029,"2,000.00",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173029,"2,000.00",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Gateway to Global Growth,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173062,"2,100.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173025,"2,254.82",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Gateway to Global Growth,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173062,"2,269.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173025,"2,279.42",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173025,"2,283.39",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Design Services - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,ACUMEN DESIGN CONSULTANCY LTD,173019,"2,345.00",,RM7 7HL,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,WEST MIDLANDS INTERNATIONAL TRADE LLP,173031,"2,400.00",,B15 3DH,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"2,423.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173022,"2,464.00",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,THE BRITISH DENTAL TRADE ASSOCIATION LTD,173014,"2,640.00",,HP5 1NL,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173016,"2,640.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Media and Press Services - Asia Task Force,UK Trade and Investments - Trade Development,E D FOSTER LTD,172251,"2,807.50",,BA1 6EX,SME,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173015,"3,000.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173038,"3,000.00",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"3,000.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173025,"3,244.94",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,AGRICULTURAL ENGINEERS ASSOCIATION,173004,"3,273.60",,PE7 8JB,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Translation/Interpretation services ,UK Trade and Investments - Defence and Security Organisation,SALAMANCA RISK MANAGEMENT LTD,172318,"3,493.56",,W1S 2FQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173038,"3,665.34",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173025,"3,869.00",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Export Explorer,UK Trade and Investments - Trade Development,DEEHURST LTD T/A TRAVELEADS,173058,"4,107.00",,LS2 7EA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Export Explorer,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173064,"4,420.84",,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"5,200.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173023,"5,295.13",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Event Management - Trade Marketing Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173022,"5,643.67",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,PROCESSING & PACKAGING MACHINERY ASSOCIATION LTD (PPMA),173018,"6,000.00",,SM6 9AA,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Travel and Subsistence O'seas - Market Visit Scheme,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173033,"6,104.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Video Production Services - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,NEWEST PRODUCTIONS LTD,173008,"6,605.12",,W1T 2PH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,AGRICULTURAL ENGINEERS ASSOCIATION,173005,"7,000.00",,PE7 8JB,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173023,"7,000.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Video Production Services - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,NEWEST PRODUCTIONS LTD,173007,"7,600.00",,W1T 2PH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Research and Development Costs - Trade Development Support,UK Trade and Investments - Strategic Trade,OXFORD INTELLIGENCE LTD,173009,"7,632.00",,MK17 0NA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,THE BRITISH DENTAL TRADE ASSOCIATION LTD,173013,"11,000.00",,HP5 1NL,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173015,"11,000.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,GARDENEX,172956,"12,000.00",,TN16 1JE,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Media and Press Services - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,FARRAR MEDIA INTERNATIONAL LTD,172435,"15,000.00",,SW1E 6DY,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,IT software and licences - Trade Marketing Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173022,"19,000.00",,SE1 9RS,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,PROCESSING & PACKAGING MACHINERY ASSOCIATION LTD (PPMA),173017,"21,000.00",,SM6 9AA,EXT,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Gateway to Global Growth,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173062,"22,323.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173023,"30,000.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Scheme Management Charges - Sector Champion,UK Trade and Investments - Investment Development,PA CONSULTING GROUP LTD,173021,"61,124.08",,SW1W 9SR,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/04/2013,Telecommunications - Trade Marketing Publicity,UK Trade and Investments - Chief Operating Officer,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,173063,"78,842.00",,NP10 8QQ,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,IT Managed Service Contracts - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"-17,400.14",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,GRNI Accruals - Balance Sheet,Corporate Payments,TOUCHSCREEN SERVICES LTD,172165,39.12,,BH25 7HX,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,SONGBIRD NATURALS LTD,172726,80.11,,BA4 6TL,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Event Management - Trade Show Access Programme,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),173066,81.16,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,CYBERALPHA LTD,172774,184,,CO4 3SQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,YECHENG MEDIA UK LTD,172727,244.23,,M50 2EQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Venue Hire - Passport Development & Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173077,400,,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,HOMEYS LTD,172746,402.49,,LN6 3AB,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Venue Hire - Passport Development & Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173077,427.5,,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Recoveries Account - Balance Sheet,Corporate Payments,UKTI OMIS SERVICE,173106,468,,NP10 8QQ,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Travel and Subsistence O'seas - Outward missions,UK Trade and Investments - Strategic Trade,FIRST CORPORATE SHIPPING LTD T/A THE BRISTOL PORT COMPANY,172772,471.49,,BS11 9DQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Other IT Services - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172330,614.24,,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,THE LIVELY CREW LTD,172725,672.94,,NR7 0EF,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Online Services charges - Trade Marketing Events,UK Trade and Investments - Marketing & Communications,TOUCHSCREEN SERVICES LTD,172165,698.81,,BH25 7HX,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,EAST MIDLANDS BUSINESS LTD,173077,800,,LE19 1RJ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,ENERGETIC SYSTEMS LTD T/A MAYFAIR ENGINEERING,172724,876.44,,IP23 8AN,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,ARBORTEC FORESTWEAR (PARTNERSHIP),172744,"1,000.00",,PE30 4JJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,BACK2BACK PRODUCTIONS LTD,172745,"1,000.00",,BN1 3HR,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Travel and Subsistence O'seas - Outward missions,UK Trade and Investments - Strategic Trade,FIRST CORPORATE SHIPPING LTD T/A THE BRISTOL PORT COMPANY,172772,"1,000.00",,BS11 9DQ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - Passport Business Development Credits,UK Trade and Investments - Trade Development,SUSTAIN IT SOLUTIONS LTD,172202,"1,148.00",,BS4 3EH,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,PS8 LTD,173084,"1,200.00",,EN5 4HD,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Catering - Export Explorer,UK Trade and Investments - Trade Development,BRITISH EMBASSY,172723,"1,230.77",,118 00,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Event Management - Sector Events - UK,UK Trade and Investments - Trade Development,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,173028,"1,299.67",,SL1 1DB,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,WEST MIDLANDS INTERNATIONAL TRADE LLP,173087,"1,479.85",,B15 3DH,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Outsourced Technical Support - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"1,747.20",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173083,"2,160.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Travel and Subsistence O'seas - Export Explorer,UK Trade and Investments - Trade Development,WEST MIDLANDS INTERNATIONAL TRADE LLP,173076,"3,666.39",,B15 3DH,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Training - General - Passport Development & Events,UK Trade and Investments - Trade Development,WEST MIDLANDS INTERNATIONAL TRADE LLP,173087,"4,411.52",,B15 3DH,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Research and Development Costs - Study of Benefit of Trade & Investment,UK Trade and Investments - Chief Operating Officer,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,173092,"5,000.00",,NP10 8QQ,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Authoring and Copywriting Costs - Inward Investment Publicity,UK Trade and Investments - Marketing & Communications,QUALITAS PARTNERING LTD T/A CREATIVE CHOICE CIC,173097,"8,164.00",,SW1H 0DJ,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,PS8 LTD,173085,"9,000.00",,EN5 4HD,,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173080,"9,800.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Stand Construction Costs - Trade Marketing Events,UK Trade and Investments - Defence and Security Organisation,EDGE EXHIBITION DESIGN LTD,173093,"9,850.00",,BS37 6JL,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"10,999.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Basic Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173080,"12,600.00",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Sponsors Grants - Trade Show Access Programme,UK Trade and Investments - Trade Development,BRITISH JEWELLERY AND GIFTWARE INTERNATIONAL (A DIVISION OF THE BRITISH ALLIED TRADES FEDERATION),173083,"12,822.78",,B18 6LT,SME,,,Grants
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"13,000.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,IT Managed Service Contracts - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"17,206.72",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,IT Managed Service Contracts - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"17,400.14",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,IT Managed Service Contracts - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"17,400.14",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Authoring and Copywriting Costs - Inward Investment Research,UK Trade and Investments - Marketing & Communications,THE GREENFIELD ORGANISATION LLP,173082,"20,000.00",,HG1 5LR,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,IT Managed Service Contracts - UKTI Web Sites - Online Market Info Service,UK Trade and Investments - Chief Operating Officer,CABLE & WIRELESS COMMUNICATIONS PLC,172985,"28,049.13",,MK3 5JP,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Event Management - Sector Events - UK,UK Trade and Investments - Trade Development,ONE LONDON TRADE AND INVESTMENT LTD,173086,"35,580.00",,SE1 2JN,EXT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Stand Construction Costs - Trade Marketing Events,UK Trade and Investments - Defence and Security Organisation,EDGE EXHIBITION DESIGN LTD,173094,"60,000.00",,BS37 6JL,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Stand Construction Costs - Trade Marketing Events,UK Trade and Investments - Defence and Security Organisation,EDGE EXHIBITION DESIGN LTD,173095,"60,000.00",,BS37 6JL,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"103,828.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"187,000.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"236,250.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/04/2013,Scheme Management Charges - International Trade Team Contracting,UK Trade and Investments - Trade Development,SOUTH EAST TRADE & INVESTMENT LTD,173075,"236,250.00",,SE1 2JN,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Equipment Hire - Security Events,UK Trade and Investments - Defence and Security Organisation,ADAM PHONES LTD,173172,-445.3,,W4 2ST,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Inward Investment Events,UK Trade and Investments - Investment Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171398,-108.1,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171359,2.35,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Inward Investment Events,UK Trade and Investments - Investment Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171326,3.47,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171355,3.95,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Video Production Services - Export Explorer,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171312,6.92,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171324,13.53,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171354,19.95,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171358,20.46,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Fiscal Compass Programme,UK Trade and Investments - Strategic Trade,FOREIGN AND COMMONWEALTH OFFICE (FCO),171376,20.75,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Outward missions,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171392,21.8,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Video Conferencing - Trade Development Support,UK Trade and Investments - Strategic Trade,FOREIGN AND COMMONWEALTH OFFICE (FCO),171308,22.03,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Travel and Subsistence O'seas - Trade Development Support,UK Trade and Investments - Strategic Trade,FOREIGN AND COMMONWEALTH OFFICE (FCO),171328,24.41,,MK10 1PX,GOV,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/04/2013,Event Management - Sector Events - Abroad,UK Trade and Investments - Trade Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),171357,32.08,,MK10 1PX,GOV,,,Programme
