Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Community,2537,Security Services,22/12/2011,0000166429,3316.44,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Customer Services,3814,Security Services,22/12/2011,0000166430,574.20,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,22/12/2011,0000166431,950.00,Control Accounts,Lbw Property Management,11783
Rushmoor Borough Council,Legal,1208,Repair and Maintenance Paved Areas,22/12/2011,0000166448,1490.00,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,22/12/2011,0000166450,600.00,Control Accounts,Vickery And Company Residential Letting,09697
Rushmoor Borough Council,Environmental Health and Housing,6400,Loan Scheme Fund,22/12/2011,0000166452,1262.27,Capital,Parity Trust,10182
Rushmoor Borough Council,Community,6512,Contract Costs,22/12/2011,0000166454,250000.00,Capital,Hampshire County Council,01206
Rushmoor Borough Council,Community,2540,Trailer Training,22/12/2011,0000166455,555.00,Revenue,Martin Lovell,11584
Rushmoor Borough Council,Community,2559,General Repairs and Maintenance,22/12/2011,0000166462,3500.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Community,2518,Publicity and Advertising,22/12/2011,0000166483,709.92,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Environmental Health and Housing,6400,Loan Scheme Fund,22/12/2011,0000166484,13875.00,Capital,Parity Trust,10182
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,22/12/2011,0000166503,895.00,Control Accounts,Osbornes,11970
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,01/12/2011,0080000733,3401.18,Revenue,Bell Cornwall,11934
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,01/12/2011,0080000739,1159.74,Capital,First Wessex,00707
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,01/12/2011,0080000740,9664.50,Capital,Total Care (Southern) Ltd,06548
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,01/12/2011,0080000749,9145.00,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,01/12/2011,0080000750,5366.00,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Community,2551,Medical Reference Fees,08/12/2011,0080000753,2128.00,Revenue,Dr R W Ainsworth,01521
Rushmoor Borough Council,Community,2551,Organists Fees,08/12/2011,0080000754,1034.00,Revenue,S & J Lacey Ltd,01519
Rushmoor Borough Council,Community,2551,Ministers Fees,08/12/2011,0080000756,510.00,Revenue,Rev K Hodges,00803
Rushmoor Borough Council,Community,2551,Organists Fees,08/12/2011,0080000757,1210.00,Revenue,Mr T Sturt,05535
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,08/12/2011,0080000766,11476.00,Capital,Simon Hutchings,04786
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,08/12/2011,0080000767,4210.00,Capital,Total Hygiene Ltd,08615
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,15/12/2011,0080000789,21000.00,Capital,Yana Construction,01266
Rushmoor Borough Council,Customer Services,3803,Taxi Tokens,15/12/2011,0080000793,765.50,Revenue,Rushmoor Borough Council,00834
Rushmoor Borough Council,Environmental Health and Housing,6400,Housing Renewal Grants,15/12/2011,0080000794,4540.80,Capital,The Gas Network,11955
Rushmoor Borough Council,Community,2536,Meals on Wheels,12/12/2011,0080000799,-13587.90,Revenue,Wrvs,07008
Rushmoor Borough Council,Community,2536,Meals on Wheels,12/12/2011,0080000800,11323.25,Revenue,Wrvs,07008
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,15/12/2011,0080000802,751.20,Capital,First Wessex,00707
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,15/12/2011,0080000803,6260.00,Capital,Total Care (Southern) Ltd,06548
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,15/12/2011,0080000812,4800.00,Capital,Olympus Construction,10168
Rushmoor Borough Council,Democratic Services,1304,Charity Golf,15/12/2011,0080000816,620.00,Revenue,Southwood Golf Club,05015
Rushmoor Borough Council,Control Accounts,9350,s106 TAG Community and Environmental Fund,22/12/2011,0080000833,5000.00,Control Accounts,Hampshire County Council,11965
Rushmoor Borough Council,Control Accounts,9350,s106 TAG Community and Environmental Fund,22/12/2011,0080000834,2000.00,Control Accounts,Wavell School,01086
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,20/12/2011,0080000836,776.00,Control Accounts,Orchard Sales And Lettings Ltd,09774
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,22/12/2011,0080000840,2999.63,Revenue,Northgate Information Solutions,09422
Rushmoor Borough Council,Environmental Health and Housing,6401,Contract Costs,22/12/2011,0080000842,10000.00,Capital,First Wessex,00707
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,22/12/2011,0080000843,4520.00,Capital,Simon Hutchings,04786
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,22/12/2011,0080000844,16210.86,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,22/12/2011,0080000846,750.00,Control Accounts,Maria Rickwood,11966
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,23/12/2011,0080000856,780.00,Control Accounts,Chris Cain,00624
Rushmoor Borough Council,Personnel & Payroll,3601,Health Care,06/12/2011,77,2770,Revenue,National Deposit,DD1
Rushmoor Borough Council,Community,2518,Access/Cardnet,15/12/2011,53,575.50,Revenue,Virtual Leasing,DD2
Rushmoor Borough Council,All Services,9347,Staff Rail Travel,07/12/2011,65,867.80,Revenue,Rail Settlement Plan,DD3
,,,,,,,,,
,,,,,,,,,
