New York,0,<=5,<=5,<=5,<=5,0,0,0,0,0,0,<=5,0,<=5,0,<=5,0,0,<=5,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,57,0,88,0,<=5,90,118
Nicosia,0,0,<=5,<=5,0,6,0,9,0,0,0,<=5,0,<=5,0,<=5,0,0,12,0,0,<=5,<=5,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,8,0,0,0,34,0,31,0,0,41,130
Nouakchott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuku'alofa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oporto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,7,0,0,0,0,22,22
Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,12,26
Oslo,0,<=5,<=5,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,9,16,24,0,0,40,55
Ottawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,<=5,0,0,<=5,31
Ouagadougou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palma,0,0,<=5,7,0,0,0,0,<=5,0,0,6,0,<=5,0,0,0,0,13,<=5,0,<=5,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,85,<=5,66,0,10,66,318
Panama City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,<=5,0,<=5,10,39
Paris,0,0,8,9,0,0,0,0,<=5,0,0,<=5,0,<=5,0,0,0,0,9,<=5,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,6,0,0,0,173,8,116,0,8,345,704
Patras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pattaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perth,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,32,0,0,38,198
Phnom Penh,0,<=5,<=5,0,<=5,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,8,12,10,0,0,25,130
Podgorica,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,34
Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Elizabeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Harcourt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Port Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,49
Port Moresby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,<=5
Port Of Spain,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,9,0,0,9,144
Port Stanley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Vila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portimao,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,8,0,<=5,0,0,<=5,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,54,0,55,0,0,54,162
Prague,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,23,13,26,0,<=5,39,246
Pretoria,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,52,0,<=5,81,208
Pristina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,13
Pyongyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5
Quito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,7,<=5,0,0,9,53
Rabat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0
Rangoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,29
Recife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5
Reykjavik,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,8,59
Rhodes,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,16,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,13,0,8,0,<=5,8,202
Riga,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,0,0,6,22
Rio De Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,<=5,<=5,<=5,0,0,<=5,28
Riyadh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,8,0,0,0,0
Rome,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,7,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,125,11,84,0,<=5,185,494
San Francisco,0,0,0,<=5,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,34,<=5,49,0,0,51,114
San Jose,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,<=5,8,0,<=5,11,57
Sana'a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0
Santiago,0,0,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,11,0,0,35,142
Santo Domingo,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,<=5,14
Sao Paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,38,<=5,0,0,42,92
Sarajevo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,<=5
Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seoul,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,21,<=5,0,0,25,44
Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,39,8,0,<=5,80,349
Sharm El Sheikh,0,0,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,79
Singapore,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,<=5,16,0,<=5,20,179
Skopje,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofia,0,0,0,<=5,0,<=5,0,0,0,0,0,<=5,0,<=5,0,0,0,0,7,<=5,0,<=5,<=5,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,<=5,12,0,<=5,19,108
Split,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,6,0,0,<=5,64
St. George's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Petersburg,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,85
Stockholm,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,<=5,23,0,<=5,30,75
Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surabaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,<=5,<=5,61
Sydney,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,<=5,0,66,0,68,0,<=5,77,294
Syros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taipei,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,<=5,95
Tallinn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,22
Tangier,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,107
Tarragona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tashkent,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Tasmania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbilisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,31
Tehran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tel Aviv,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,12,14,<=5,0,0,19,67
Tenerife,0,<=5,0,8,0,0,0,0,<=5,0,0,7,0,<=5,0,0,0,0,12,<=5,0,<=5,<=5,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,35,10,39,0,<=5,49,245
Thessaloniki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tirana,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,<=5,15
Tokyo,0,0,0,<=5,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,<=5,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,29,6,0,0,60,330
Toronto,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,0,23,95
Tortola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5
Trieste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunis,0,0,0,0,<=5,0,0,0,0,0,7,0,0,<=5,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,<=5,0,0,0,0
Turin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulaanbaatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,0,0,<=5,28
Valencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valletta,0,0,0,<=5,0,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,13,0,17,0,0,18,69
Valparaiso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vancouver,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,<=5,0,<=5,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0
Venice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,<=5,21
Vienna,0,0,<=5,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,6,<=5,13,0,<=5,44,253
Vientiane,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,0,<=5,<=5,68
Vigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vilnius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,0,0,6,45
Warsaw,0,0,0,<=5,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,<=5,6,0,0,39,128
Washington,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,28,0,0,38,144
Wellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,23,0,6,24,200
Windhoek,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Yaounde,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,21
Yerevan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,23
