"Figure 1.2 Communications infrastructure availability across the UK’s nations, 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2009,256,153,50,28,25,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.5: Change in investment by genre and nation, 2004 - 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,England,England,Scotland,Scotland,Wales,Wales,Northern Ireland,Northern Ireland,,,,,,,,,,,
,1 yr,5 yr,1 yr,5 yr,1 yr,5 yr,1 yr,5 yr,,,,,,,,,,,
News,-23,-39,1,-6,-2,-9,1,-5,,,,,,,,,,,
Current affairs,-4,-4,1,2,0,-2,0,0,,,,,,,,,,,
Non-news/non-current affairs,-10,-44,-1,-18,-4,-11,-4,-12,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.6: Investments per head made by the BBC and ITV/STV/UTV in national and regional output,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,,
News,2.77,2.67,2.94,2.54,5.54,,,,,,,,,,,,,,
Current affairs,0.38,0.26,0.82,0.91,1.6,,,,,,,,,,,,,,
Non-news/non-current affairs,1,0.03,5.81,5.71,6.98,,,,,,,,,,,,,,
Total,4.14,2.96,9.57,9.16,14.12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: PSB returns. Figures expressed in 2009 prices. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.7: Hours of regionalised output by genre and broadcaster, 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N. Ireland,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BBC news,5024,3928,311,368,417,,,,,,,,,,,,,,
BBC non-news/non-current affairs,785,33,317,276,159,,,,,,,,,,,,,,
BBC current affairs,499,235,176,52,36,,,,,,,,,,,,,,
ITV/stv/UTV news,3450,2469,470,266,245,,,,,,,,,,,,,,
ITV/stv/UTV non-news/non-current affairs,505,55,342,35,73,,,,,,,,,,,,,,
ITV/stv/UTV current affairs,176,70,28,39,39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: PSB returns,,,,,,,,,,,,,,,,,,,
Note: Hours data for first-run originations only. Hours excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.8: The cost per hour of output for the nations, 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Country,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,
2004,31,28,37,36,37,,,,,,,,,,,,,,
2009,25,23,30,27,26,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.9: BBC ALBA originations, by hours and spend, 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Origination hours,Spend,,,,,,,,,,,,,,,,,
News,173,2,,,,,,,,,,,,,,,,,
Current affairs,12,0.8,,,,,,,,,,,,,,,,,
Non-news/non-current affairs,493,14.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BBC. ,,,,,,,,,,,,,,,,,,,
"Note: Some Gaelic-language programming is also available on STV, Tele G and BBC2 in Scotland; these hours have been excluded from the main analysis. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.10: Performance against the Out-of-London production quotas,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Value,,,,,Volume,,,,,,,,,,,,,
,All BBC,ITV1,Channel 4,Five,,All BBC,ITV1,Channel 4,Five,,,,,,,,,,
Quota 2009,30,35,30,10,,25,35,30,10,,,,,,,,,,
Achieved 2006,32.4,45.6,37.2,21.3,,30.1,50.3,39.9,22.4,,,,,,,,,,
Achieved 2007,32.6,44.3,35.3,33.1,,31.9,53.1,42.7,15.4,,,,,,,,,,
Achieved 2008,34.9,49.9,31.7,34.5,,33.5,50.3,40.7,17.4,,,,,,,,,,
Achieved 2009,37.7,44.7,36.9,28.8,,35.3,52,44.7,14.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.11: Expenditure on out-of-London production,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2009,2008,2007,2006,,,,,,,,,,,,,,,
London,60.50%,61.11%,63.30%,63.26%,,,,,,,,,,,,,,,
Midlands & East,7.30%,6.66%,5.69%,5.87%,,,,,,,,,,,,,,,
Northern England,15.30%,17.40%,17.31%,17.56%,,,,,,,,,,,,,,,
Southern England,10.50%,10.20%,9.59%,8.94%,,,,,,,,,,,,,,,
Scotland,3.60%,2.50%,2.57%,2.62%,,,,,,,,,,,,,,,
Wales,2.20%,1.71%,1.30%,1.53%,,,,,,,,,,,,,,,
Northern Ireland,0.60%,0.32%,0.25%,0.22%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.12: Volume of out-of-London production,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2009,2008,2007,2006,,,,,,,,,,,,,,,
London,62.70%,64.61%,64.26%,66.00%,,,,,,,,,,,,,,,
Midlands & East,9.50%,8.88%,4.44%,4.83%,,,,,,,,,,,,,,,
Northern England,11.30%,12.70%,17.92%,14.54%,,,,,,,,,,,,,,,
Southern England,11.40%,11.00%,10.79%,12.01%,,,,,,,,,,,,,,,
Scotland,3.30%,1.83%,1.68%,1.62%,,,,,,,,,,,,,,,
Wales,1.70%,0.91%,0.74%,0.86%,,,,,,,,,,,,,,,
Northern Ireland,0.18%,0.14%,0.17%,0.15%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.13: Breakdown of expenditure on production by broadcaster,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2006,2007,2008,2009,,2006,2007,2008,2009,,,,,,,,,,
London,67.58%,67.37%,65.14%,62.30%,,54.36%,55.66%,50.06%,55.30%,,,,,,,,,,
Midlands & East,5.15%,4.10%,3.80%,3.80%,,8.43%,9.23%,13.43%,14.40%,,,,,,,,,,
Northern England,9.74%,10.20%,8.90%,8.20%,,30.75%,29.38%,31.00%,25.50%,,,,,,,,,,
Southern England,10.53%,11.95%,14.24%,14.00%,,4.60%,3.66%,4.01%,4.10%,,,,,,,,,,
Scotland,3.46%,3.33%,3.72%,6.10%,,1.67%,1.96%,1.42%,0.60%,,,,,,,,,,
Wales,3.22%,2.62%,3.54%,4.40%,,0.00%,0.00%,0.08%,0.09%,,,,,,,,,,
Northern Ireland,0.33%,0.43%,0.62%,1.20%,,0.19%,0.10%,0.01%,0.00%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.14: Breakdown of production volume, by broadcaster",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2006,2007,2008,2009,,2006,2007,2008,2009,,,,,,,,,,
London,69.93%,68.05%,66.46%,64.70%,,49.70%,46.88%,49.70%,48.00%,,,,,,,,,,
Midlands & East,5.85%,5.79%,5.58%,5.50%,,4.19%,2.89%,21.00%,25.50%,,,,,,,,,,
Northern England,9.66%,6.60%,5.73%,5.10%,,26.03%,43.73%,24.35%,20.50%,,,,,,,,,,
Southern England,9.96%,14.59%,16.96%,15.70%,,19.26%,5.97%,4.35%,5.70%,,,,,,,,,,
Scotland,2.87%,3.18%,3.40%,6.50%,,0.59%,0.44%,0.33%,0.15%,,,,,,,,,,
Wales,1.46%,1.45%,1.54%,2.20%,,0.00%,0.00%,0.17%,0.18%,,,,,,,,,,
Northern Ireland,0.26%,0.35%,0.26%,0.40%,,0.22%,0.09%,0.03%,0.00%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.15: Non-network output in Scotland, 2005-2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,BBC non-network output in Scotland,,,,,,STV non-network output,,,,,,,,,,,,
,2005,2006,2007,2008,2009,,2005,2006,2007,2008,2009,,,,,,,,
News,335,323,326,299,311,,614,551,557,600,470,,,,,,,,
Current Affairs,184,164,170,185,176,,76,30,29,35,28,,,,,,,,
Other,311,340,352,317,317,,145,120,120,187,342,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
Note: Figures exclude repeats and Gaelic programming,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.16: STV performance against original production quotas,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,,,,,,
Quota,65%,65%,65%,65%,,85%,85%,85%,85%,,,,,,,,,,
Achieved 2009,81%,80%,83%,80%,,92%,95%,95%,95%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.17: STV performance against the independent quota ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,,,,,,
Quota,25%,25%,25%,25%,,,,,,,,,,,,,,,
Achieved 2009,40%,45%,50%,45%,,25%,28%,29%,28%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.18 Proportion of repeats broadcast by STV, 2009 ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,,,,,,,
30%,32%,29%,33%,,13%,9%,9%,9%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.19,,,,,,,,,,,,,,,,,,,
Take-up digital TV,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
DTV,92,91,92,97,87,,91,89,,91,92,89,92,,,,,,
,,,,,,,,,,,,,,,,,,,
"QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ with a TV in household (n = 8858 UK, 1452 Scotland, 5600 England, 1060 Wales, 746 Northern Ireland, 1158 Scotland urban, 294 Scotland rural, 364 Glasgow, Clyde & Lanarkshire, 352 Lothian & Forth, 359 Grampian Tayside & Fife, 377 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.20,,,,,,,,,,,,,,,,,,,
Main TV set share by platform,,,,,,,,,,,,,,,,,,,
TV by platform / no TV in home,UK,Scotland,England,Northern Ireland,Wales,,Urban Scotland,Rural Scotland,,"Glasgow,Clyde, Lanarkshire",Lothian & Forth,"Grampian, Tayside, Fife",Other Scotland,,,,,,
Satellite TV (pay or free),39,39,38,43,45,,35,57,,26,36,45,55,,,,,,
Freeview (pay of free),35,37,35,28,41,,38,27,,43,34,32,36,,,,,,
Cable TV,15,13,15,12,8,,15,3,,20,19,9,1,,,,,,
DTV via broadband DSL line,1,1,1,1,2,,1,0,,1,1,1,0,,,,,,
Only terrestrial TV (channels 1-4/1-5),6,7,6,13,1,,7,8,,7,8,9,5,,,,,,
No TV in home,2,2,2,2,2,,1,1,,1,1,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,
"QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth, 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.21,,,,,,,,,,,,,,,,,,,
Proportion of homes with free and pay television,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Free,46,48,46,47,45,,49,43,,54,42,44,48,,,,,,
Pay,54,52,54,53,55,,51,56,,46,57,56,51,,,,,,
"QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ with a TV in household (n = 8858 UK, 1452 Scotland, 5600 England, 1060 Wales, 746 Northern Ireland, 1158 Scotland urban, 294 Scotland rural, 364 Glasgow, Clyde & Lanarkshire, 352 Lothian & Forth, 359 Grampian Tayside & Fife, 377 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.22,"Share of the five terrestrial networks, all homes, 2009 ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 ,BBC1,BBC2,ITV1,C4 (+ S4C),Five,,,,,,,,,,,,,,
UK,20.90%,7.50%,17.80%,6.80%,4.90%,,,,,,,,,,,,,,
London,19.60%,7.20%,15.00%,6.90%,4.90%,,,,,,,,,,,,,,
Midlands,20.90%,7.50%,18.30%,6.60%,5.60%,,,,,,,,,,,,,,
North West,19.30%,6.40%,19.60%,6.70%,4.60%,,,,,,,,,,,,,,
Yorkshire,20.40%,7.80%,19.50%,7.30%,4.90%,,,,,,,,,,,,,,
North East,20.70%,7.30%,18.70%,6.70%,5.00%,,,,,,,,,,,,,,
Scotland,19.70%,6.40%,17.10%,6.80%,6.00%,,,,,,,,,,,,,,
Meridian,23.30%,8.10%,17.60%,6.60%,3.60%,,,,,,,,,,,,,,
East of England,22.50%,9.30%,17.50%,7.50%,4.30%,,,,,,,,,,,,,,
South West,26.20%,8.60%,17.90%,6.90%,4.30%,,,,,,,,,,,,,,
N. Ireland,19.10%,6.90%,20.80%,7.40%,4.50%,,,,,,,,,,,,,,
Border,14.40%,5.00%,23.20%,7.00%,4.90%,,,,,,,,,,,,,,
West,23.80%,8.30%,16.40%,6.90%,5.00%,,,,,,,,,,,,,,
Wales,22.30%,7.40%,17.60%,5.30%,4.40%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BARB,,,,,,,,,,,,,,,,,,,
Note: Labels refer to the ITV region where the audiences are resident as defined by BARB.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.23 Reduction in combined share of the main PSB channels, 2004 –2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Scotland,Meridian,East of England,South West,N. Ireland,Border,West,Wales,,,,,
Share of the main PSB channels in 2009,58,54,59,57,60,58,56,59,61,64,59,54,60,57,,,,,
Share loss since 2004,16,16,17,18,17,16,19,16,11,18,9,18,15,12,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BARB,,,,,,,,,,,,,,,,,,,
Note: Labels refer to the ITV region where the audiences are resident as defined by BARB.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.24  Net change in the audience share of the main PSB channels and the PSB portfolio channels in multichannel homes, 2004 - 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Scotland,Meridian,East of England,South West,N. Ireland,Border,West,Wales,,,,,
Change in total share of five main PSB channels since 2004,-1.9,-2.5,-1.6,-4.2,0.6,-1.5,-4.3,-3.8,1.4,-4.3,1.8,-1.1,2.3,-2.4,,,,,
Change in total share of the PSB portfolio channels since 2004,8.9,10.1,9.3,9,8.7,10.3,10.5,8.3,7.4,10.2,8.4,8.9,7.2,8.6,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BARB.,,,,,,,,,,,,,,,,,,,
Note: PSB Portfolio channels include all PSB channels except the main PSB channels.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.25  Combined total hours of viewing of early evening regional news bulletins, all homes, 2004 to 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,Wales,N.Ireland,,,,,,,,,,,,,,,
2004,19.8,22.9,21.3,23.3,,,,,,,,,,,,,,,
2005,18.7,21,19.4,22.6,,,,,,,,,,,,,,,
2006,17.4,20.3,16.9,22.9,,,,,,,,,,,,,,,
2007,18.1,21.9,17.4,24.1,,,,,,,,,,,,,,,
2008,18.2,22.4,17.3,23.6,,,,,,,,,,,,,,,
2009,17.9,22,16.8,20.6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: BARB. Analysis done on BARB genre of Regional News, start time 17:55-18:35, programmes with 10 mins+ duration, channels BBC One and ITV1 (STV/UTV) combined, Monday to Friday. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.26 BBC One and ITV1/ STV/UTV early evening news bulletin shares, 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Scotland,Meridian,East of England,South West,N. Ireland,Border,West,Wales,,,,,
BBC One,28.2,24,28.9,25.3,29.6,22.3,26.8,31.7,31.4,32.6,26.1,16.4,25.1,34.2,,,,,
ITV1/STV/UTV/ITV Wales,18.6,11.8,17.2,16.3,19.6,16.8,24.1,21,20.5,12.2,34.3,27.7,13.8,15.4,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BARB,,,,,,,,,,,,,,,,,,,
Note: Labels refer to the ITV region where the audiences are resident as defined by BARB. ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.27  Sources of local news, by nation, 2009",,,,,,,,,,,,,,,,,,,
  ,  UK, Scotland,  Wales, N Ireland,,,,,,,,,,,,,,,
 Television,73%,79%,63%,69%,,,,,,,,,,,,,,,
 Any newspaper,8%,7%,7%,2%,,,,,,,,,,,,,,,
 Radio,7%,5%,13%,19%,,,,,,,,,,,,,,,
Internet ,7%,2%,3%,3%,,,,,,,,,,,,,,,
 Do not get/watch news,2%,0%,4%,1%,,,,,,,,,,,,,,,
 Don't know,2%,4%,2%,2%,,,,,,,,,,,,,,,
 Talking to people,1%,3%,3%,6%,,,,,,,,,,,,,,,
 Other,0%,0%,2%,1%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Q85 Can you tell me what, if anything, is your main source of news about what is going on in your own LOCAL AREA? By this I mean news of local and regional significance. ",,,,,,,,,,,,,,,,,,,
"Base: All adults 15+. n = 2044 (UK), 1713 (Eng) 180 (Sc), 113 (Wa), 108 (NI)",,,,,,,,,,,,,,,,,,,
Only responses ? 5% labelled ,,,,,,,,,,,,,,,,,,,
"Source: Ofcom 2009 Media Tracker survey. Fieldwork carried out by Continental Research, April and October 2009. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.28: Proportion of adults living in a household that has used the internet to watch TV or video content,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, 
Clyde & 
L'shire","Lothian 
& Forth","Grampian, 
Tayside 
& Fife","Other 
Scotland",,,,,,,,
Watch less than weekly,16,12,17,11,15,16,16,12,17,27,8,,,,,,,,
Watched in past week,22,16,23,18,23,12,14,8,22,11,10,,,,,,,,
Broadband penetration,71,61,73,64,70,61,60,53,72,68,53,,,,,,,,
Total,38,28,40,29,38,28,30,20,39,39,18,,,,,,,,
% point change since Q1 09,4,7,4,4,5,8,6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?/ And, which, if any, of these activities have you or members of your household used the internet for in the last week?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.29: Proportion of adults living in a household that has used the internet to watch catch-up TV (e.g. iPlayer or Sky Player),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,"Scot 
urban","Scot 
rural","Glasgow,
Clyde & 
L'shire","Lothian 
& Forth","Grampian
Tayside 
& Fife","Other 
Scotland",,,,,,,,
Use of catch-up TV,23,16,24,18,18,16,15,12,24,21,8,,,,,,,,
Broadband penetration (%),71,61,73,64,70,61,60,53,72,68,53,,,,,,,,
% point change since Q1 09,7,9,6,7,7,9,8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE10A. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ (n= 6682 UK, 5586 England, 582 Scotland, 330 Wales, 184 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.30: Use of the internet to watch video clips and webcasts,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow
Clyde & 
L'shire","Lothian 
& Forth","Grampian 
Tayside 
& Fife","Other 
Scotland",,,,,,,,
Use to watch video clips/webcasts,26,20,27,21,29,20,18,19,24,23,13,,,,,,,,
Broadband penetration (%),71,61,73,64,70,61,60,53,72,68,53,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE10A. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ (n= 6682 UK, 5586 England, 582 Scotland, 330 Wales, 184 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 2.31: Take-up of leading games consoles,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Take-up (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Handheld,30,24,30,33,37,23,25,16,25,31,25,,,,,,,,
Console,48,46,49,46,52,47,41,43,50,47,44,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QB4. Which games console/s do you or does anyone in your household have at the moment?,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.2 BBC spend on national / local radio programming 2009-10,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK nations average,Scotland ,England,Wales,N Ireland,,,,,,,,,,,,,,,
3.85,7.82,2.82,11.21,11.12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BBC Annual Report and Accounts 2009/10. Note: The revenue data above have been compiled by the BBC to illustrate UK public services expenditure by service.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
