Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,12/11/2012,FT - Block,NHS SLA,UCLH NHS F. TRUST,10118054,0,"8,080,173.00",654948687,
NHS,NHS Hertfordshire,12/11/2012,HCT Contract,HCT Block Contract,HERTFORDSHIRE COMMUNITY NHS TRUST,10118043,0,"8,293,000.00",654440289,
NHS,NHS Hertfordshire,14/11/2012,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10118338,0,"10,256,000.00",214527877,
NHS,NHS Hertfordshire,12/11/2012,PCT -  SLA Block,Specialised Commissioning,SOUTH EAST ESSEX PCT,10118055,0,"11,917,064.14",654436723,
NHS,NHS Hertfordshire,12/11/2012,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10118044,0,"15,559,385.00",654973984,
NHS,NHS Hertfordshire,12/11/2012,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10118030,0,"17,350,583.00",654974002,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Much Hadham Hlth Cntre - Haimes,E82021,,"112,164.74",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Rothschild Hse Surg - Wainwright,E82001,,"88,929.37",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Watton Place Clinic - Haslam,E82121,,"52,017.12",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Bridge Cottage Surg - Dansie,E82019,,"49,154.47",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Ashwell Surg - Russell,D81047,,"36,692.69",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Hicks Rd Markyate - Sepai,E82663,,"36,012.27",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Gough P & Partners,E82011,,"30,962.55",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Hedges & Partners,E82072,,"28,991.22",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,Whitwell Surg - Archer,E82626,,"26,417.48",,
NHS,NHS Hertfordshire (PSU),01/11/2012,GP Payments - PPA Drugs,Primary Care,King George Surg - Stevenson,E82086,,"25,341.34",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Red House - Fitzgerald,E82085,,"173,588.25",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Parkwood Surgery   - Peck,E82091,,"150,051.83",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,BENNETTS END SURGERY - HEATLEY,E82032,,"116,549.59",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Lincoln House Surgery - Allistone,E82009,,"105,933.87",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,SPRING HOUSE MEDICAL CENTRE,Y02639,,"97,851.54",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Fairbrook Medical Centre - Hirsch,E82012,,"90,686.59",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"79,023.40",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,West Herts Medical Centre,Y02638,,"74,418.69",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Burvill House - Restell,E82023,,"65,278.05",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,185 KNIGHTSFIELD - HANAK,E82041,,"62,723.35",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,ABBEY RD SURG - HODGE,E82042,,"57,920.64",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Pathfinder Practice,Y01165,,"44,294.84",,
NHS,NHS Hertfordshire (PSU),15/11/2012,PMS Payments - Contract,Primary Care,Health Inclusion Matters - Meadowell Surgery,Y00243,,"42,537.07",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,PEARTREE SURG - CREAK,E82040,,"148,922.33",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"140,230.26",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SOUTH ST SURG - JENNS,E82074,,"139,338.99",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Maltings Surgery - Godlee,E82031,,"134,870.60",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,King George Surg - Stevenson,E82086,,"133,833.19",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Rothschild Hse Surg - Wainwright,E82001,,"127,228.11",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Grange St Surg - Dow,E82059,,"118,477.44",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,ASTONIA HSE - THOMAS,E82099,,"115,148.88",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"113,845.20",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Health Centre - Wallis,E82005,,"112,767.62",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Portmill Surg - Tidy,E82044,,"108,294.69",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Wrafton House - Constable,E82002,,"106,813.30",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,PARKBURY HSE - SAGE,E82060,,"105,836.61",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Kings Langley Surgery - Patel,E82129,,"103,850.51",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Bridge Cottage Surg - Dansie,E82019,,"100,710.93",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"99,606.63",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Church St Surg - Penwell,E82067,,"99,598.41",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Bedwell Med Surg - Baxani,E82093,,"98,496.80",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Elms Med Pract - Phillips,E82071,,"96,136.92",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Attenborough Surg - Borkett-Jones,E82124,,"96,136.64",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"95,824.44",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"95,360.56",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,THE MAPLES - EMMETT,E82063,,"95,044.50",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Village Surg - Gibbs,E82037,,"93,452.19",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HALL GROVE SURG - PUGH,E82062,,"92,281.52",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Redbourn Med Pract - Baguant,E82095,,"91,116.53",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"89,844.55",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"89,669.11",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Wallace Hse Surg - Mobley,E82024,,"87,756.61",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,VINE HOUSE HC - SIMMONS,E82046,,"87,463.94",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Park End Surgery  - Mccann,E82025,,"85,766.02",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"84,949.89",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,POTTERELLS MC - STEWARD,E82058,,"82,831.11",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"80,673.06",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Manor St Surg - Walker,E82094,,"79,813.08",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Dolphin House Surg - Baverstock,E82092,,"79,697.98",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Keller P & Partners,E82100,,"79,211.35",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"78,109.64",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"77,974.01",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,LODGE SURG - DAVIES AH,E82014,,"75,736.67",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,PARKFIELD MC - FERRIS,E82027,,"75,697.67",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Chells Way Surg - Osindero,E82089,,"75,290.12",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Milton Hse Surg - Bunker,E82028,,"74,962.94",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,EVEREST HSE SURG - TIPPLE,E82051,,"74,414.82",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,AMWELL STREET SURG - DAVIES A W,E82061,,"73,399.16",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"72,838.11",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"72,579.48",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,LISTER HOUSE - BROOKS,E82018,,"72,579.27",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,ORFORD LODGE - SLATTERY,E82080,,"72,553.69",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Limes Surg - Henderson,E82006,,"71,376.76",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,CHORLEYWOOD HC - JONES,E82064,,"71,018.41",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Courtenay House Surgery - Greenish,E82053,,"71,013.73",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Castlegate Surg - Pratt,E82109,,"70,993.11",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,New Road Surg - Corp,E82106,,"69,445.09",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,REGAL CHAMBERS SURG - MACHEN,E82075,,"69,073.50",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Cuffley And Goffs Oak Medical Practice - Taylor,E82081,,"68,549.30",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Gade Surgery Hinton,E82068,,"68,478.32",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Manor View Pract - Bintcliffe,E82073,,"68,083.41",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Lattimore Surgery - Khan I,E82107,,"67,802.43",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,PARK LANE SURG - CONDON R,E82090,,"67,761.34",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,St Nicholas Hc - Saunders,E82039,,"67,205.94",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,COLNE HOUSE - ZANE,E82083,,"67,180.51",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Garston Med Ctre- Eliad,E82017,,"65,426.81",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,THEOBALD MC - KAPACEE,E82048,,"64,950.64",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,NEVELLS ROAD SURG - CHATFIELD,E82008,,"63,636.47",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Hedges & Partners,E82072,,"61,741.13",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Hanscombe Hse Surg - Oates,E82007,,"60,308.46",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SHEEPCOT MED CNTRE- JACKSON,E82096,,"58,192.83",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Church St Surg - Harris,E82102,,"55,623.12",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SOLLERSHOTT SURG - NEVARD,E82104,,"53,231.70",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HOLYWELL SURG - HART,E82658,,"52,406.85",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Ashwell Surg - Russell,D81047,,"52,004.97",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HIGHVIEW MC - ELDER,E82078,,"49,639.95",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HIGH ST SURG - MISRA K,E82133,,"45,902.94",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"44,816.14",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,CONSULTING ROOMS - HUSSAIN,E82020,,"44,808.69",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Roysia Surgery - Polge,E82132,,"44,556.71",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,ANNANDALE SURG - RAMSELL N J,E82098,,"44,354.19",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,BOXWELL RD SURG - FINN,E82076,,"44,316.93",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"43,942.72",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Shephall Surg - Rouse,E82056,,"42,748.34",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Much Hadham Hlth Cntre - Haimes,E82021,,"41,560.73",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Manor Hse Surg - Duggan,E82641,,"40,750.72",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,CROMWELL MC - MALDE,E82079,,"40,592.58",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,LITTLE BUSHEY SURG - FURBANK,E82657,,"40,284.49",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,TUDOR SURGERY - LAZZERINI,E82034,,"40,063.40",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,UPTON ROAD SURG - ZAKANI & JOGARAJAH,E82045,,"39,359.50",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,77 Ware Rd Surg - White,E82057,,"38,643.74",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Gough P & Partners,E82011,,"38,316.69",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,STANHOPE RD SURG - HOSSAIN,E82638,,"38,034.67",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Puckeridge & Standon Surgery - Partington,E82038,,"37,959.76",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Haverfield Surg - Ciobanu,E82066,,"36,896.08",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"35,674.90",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Watton Place Clinic - Haslam,E82121,,"34,986.40",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,SYMONDS GREEN HC - BHARDWAJ,E82111,,"33,855.38",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,BALDWINS LANE SURG - FLUDE,E82049,,"32,395.76",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,GROVEHILL MC - HIRJI,E82050,,"31,697.96",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Abbotswood Mc - Khan Am,E82105,,"31,078.38",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,NEW SURGERY - HALL-JONES,E82131,,"30,695.52",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Parsonage Surgery - Takhar,E82654,,"30,502.33",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,HIGHFIELD SURG - MISHRA,E82640,,"30,402.23",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Whitwell Surg - Archer,E82626,,"27,755.37",,
NHS,NHS Hertfordshire (PSU),30/11/2012,GMS Payments - Contract,Primary Care,Hicks Rd Markyate - Sepai,E82663,,"27,433.48",,
,,,,,,,,,,
,,,,,,,,"132,991,365.45",,
,,,,,,,,,,
