OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14053027,9054407049,Royal Mail,R4520-ELE006,Postages - stamps,19/05/2017,"1,223.54 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14052836,SANDFORD LIDO APR 2017,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,12/05/2017,"21,673.57 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14052836,SANDFORD LIDO APR 2017,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,12/05/2017,"-1,683.33 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14052705,954,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,12/05/2017,585.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Park Income Collection,14052957,609831,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,19/05/2017,740.73 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parliamentary Elections,14053138,258723,Shaw & Sons Limited,R4000-ELE004,Equipment Purchase,26/05/2017,626.40 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Urban Design,14052867,36509,Signway Supplies Limited,R4010-URB101,Materials - Other Materials,12/05/2017,"2,664.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14052670,21286,Snape Construction Limited,C1107-CAH024,Building Works,05/05/2017,"14,468.56 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Soil Stacks,14052680,21344,Snape Construction Limited,C1107-CAH024,Building Works,05/05/2017,"11,111.90 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14052637,119612,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,05/05/2017,"1,776.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14052636,119649,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,05/05/2017,"1,867.80 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14052862,119714,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,12/05/2017,"1,654.40 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14052863,119754,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,12/05/2017,"1,588.40 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Internal Audit,14052874,418,South West Audit Partnership Limited (SWAP),R4400-SUP010,Services - Professional Fees,12/05/2017,"19,705.21 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Internal Audit,14053141,421,South West Audit Partnership Limited (SWAP),R4400-SUP010,Services - Professional Fees,26/05/2017,"3,941.04 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14052903,SI-2159446,Spaldings Limited,R4000-CCM001,Equipment Purchase,19/05/2017,"5,856.26 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Printing Services,14052788,381180,Springfield Business Papers Limited,R4306-SUP022,Photocopier Charges - Consumables,12/05/2017,"1,080.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052869,20517,Stonearts,R2075-OPS002,Grounds Maintenance - Contract,12/05/2017,"4,752.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052869,20517,Stonearts,R2075-OPS002,Grounds Maintenance - Contract,12/05/2017,"1,730.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14052950,100517,Stonearts,R2075-OPS001,Grounds Maintenance - Contract,19/05/2017,508.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14053099,180517,Stonearts,R2007-OPS001,R & M of Plant Contracts,26/05/2017,"1,982.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14052808,6114,System Six Design & Build,R2008-REC111,R & M of Build - Reactive Repairs,12/05/2017,"1,290.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14052809,6116,System Six Design & Build,R2008-ADB103,R & M of Build - Reactive Repairs,12/05/2017,561.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14052707,DEBT105526,Tewkesbury Borough Council,R4401-PLP101,Services - Fees and Charges,12/05/2017,"3,640.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14052731,DEBT105527,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,05/05/2017,"2,107.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14052729,DEBT105533,Tewkesbury Borough Council,R4401-BUC001,Services - Fees and Charges,12/05/2017,"23,821.32 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14052706,DEBT105535,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,05/05/2017,"19,112.40 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14052718,DEBT105536,Tewkesbury Borough Council,R2040-HRA100,R & M of Build Central Heating,05/05/2017,"1,540.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14052730,DEBT105538,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,05/05/2017,"1,065.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Legal,14052780,DEBT105573,Tewkesbury Borough Council,R4400-SUP004,Services - Professional Fees,12/05/2017,"120,126.80 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14053042,70033938,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,19/05/2017,"97,517.36 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14053128,70034031,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,26/05/2017,"54,038.33 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14053199,70034185,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,26/05/2017,"46,194.23 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14052942,positive activities ( 120517),The Cheltenham Trust,R6280-GBD001,Grants,19/05/2017,"1,500.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14052742,850028050218,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,12/05/2017,"1,697.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14053025,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,19/05/2017,"8,040.20 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14052681,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,05/05/2017,"7,258.85 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14053059,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,26/05/2017,"7,763.97 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14052961,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,19/05/2017,"7,599.36 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14053064,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,26/05/2017,"28,237.80 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14052638,01/200001502,Travail Employment Group,R1100-CCM001,Agency Staff,05/05/2017,663.76 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14052759,01/200001552,Travail Employment Group,R1100-CCM001,Agency Staff,19/05/2017,748.13 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14053001,01/200001603,Travail Employment Group,R1100-CCM001,Agency Staff,26/05/2017,731.28 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14052555,INV70129,Triangle Lift Services Limited,R2041-HRA100,R & M of Build Lifts,05/05/2017,"5,438.75 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052398,186737,Tudor Environmental,R2071-OPS002,Open Spaces and Grassed Areas,12/05/2017,"1,603.83 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14052559,3IN/10297347,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,05/05/2017,860.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14052560,3IN/10297482,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,05/05/2017,"14,100.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051840,6001166X,Ubico Limited,R2700-ADB103,Contract Cleaning,19/05/2017,"1,695.46 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053127,60013898,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,26/05/2017,"26,448.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Highways Agency Verges & Trees,14053127,60013898,Ubico Limited,R5001-ESR001,TPP - Major External Contractors,26/05/2017,"25,141.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14053127,60013898,Ubico Limited,R5001-CPK001,TPP - Major External Contractors,26/05/2017,"7,767.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14053127,60013898,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,26/05/2017,"43,539.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053127,60013898,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,26/05/2017,"52,798.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,14053127,60013898,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,26/05/2017,"14,249.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Centres,14053127,60013898,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,26/05/2017,"39,142.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bring Sites,14053127,60013898,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,26/05/2017,"13,481.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Collection Schemes,14053127,60013898,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,26/05/2017,"129,440.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14053127,60013898,Ubico Limited,R5001-RYC008,TPP - Major External Contractors,26/05/2017,"29,404.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14053127,60013898,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,26/05/2017,"24,758.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,14053127,60013898,Ubico Limited,R5001-REG019,TPP - Major External Contractors,26/05/2017,"6,305.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Street Cleaning,14053127,60013898,Ubico Limited,R5001-STC001,TPP - Major External Contractors,26/05/2017,"66,390.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14053127,60013898,Ubico Limited,R5001-WST001,TPP - Major External Contractors,26/05/2017,"116,142.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trade Waste,14053127,60013898,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,26/05/2017,"47,000.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14053219,25000010072017,Valuation Office Agency (VOA),R4400-DEV001,Services - Professional Fees,26/05/2017,"4,400.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14052796,CHL00279,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,12/05/2017,"3,526.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,14052525,18786,VIP-System Limited,R4401-REG002,Services - Fees and Charges,05/05/2017,"4,489.51 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulky Household Waste,14052773,17-Oct,Vision 21,R4401-WST004,Services - Fees and Charges,19/05/2017,"3,662.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14052854,5,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,12/05/2017,"1,570.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14052933,7,Watkins Iles Limited,R2007-OPS001,R & M of Plant Contracts,19/05/2017,"4,192.17 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14053062,25609,Wernick Event Hire Limited,R2201-ELE006,Room Hire,26/05/2017,"6,875.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Homelessness,14052694,REDACTED,ACORN RESIDENTIAL LETTINGS,R6280-HOM001,Grants,05/05/2017,600.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Park Play Area,14052841,9647,KINGCOMBE AQUACARE LTD,C4000-CAP125,Acquisition of Equipment,12/05/2017,"1,807.52 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14053021,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,19/05/2017,978.60 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14053023,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,19/05/2017,683.23 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14052738,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,05/05/2017,811.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14052943,85,REDACTED,R6280-GBD001,Grants,19/05/2017,"5,271.40 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tour of Britain,14052684,TOB05,THE TOUR OF BRITAIN,R4400-TOU003,Services - Professional Fees,19/05/2017,"50,000.00 "
,,,,,,-,,,
Bank Transactions,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023035,Bank Transactions,WME - MARCH - MUNICPAL OFFICES,R2100-ADB101,Electricity,12/05/2017,"3,215.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10023076,Bank Transactions,WME - APRIL - MUNICIPAL OFFICES,R2101-ADB101,Gas,18/05/2017,"1,764.82"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023035,Bank Transactions,WME - MARCH - CENTRAL DEPOT - SWINDON RD,R2100-ADB103,Electricity,12/05/2017,"3,328.71"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023076,Bank Transactions,WME - APRIL - CENTRAL DEPOT,R2101-ADB103,Gas,18/05/2017,"2,763.04"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023150,Bank Transactions,SEVERN TRENT WATER DD4060021498,R2401-ADB103,Water Services - Metered,16/05/2017,"1,686.43"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023153,Bank Transactions,SEVERN TRENT WATER DD4060021498,R2401-ADB103,Water Services - Metered,23/05/2017,758.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023150,Bank Transactions,SEVERN TRENT WATER DD4060021498,R2402-ADB103,Sewerage and Environmental Services,16/05/2017,"1,078.52"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10023153,Bank Transactions,SEVERN TRENT WATER DD4060021498,R2402-ADB103,Sewerage and Environmental Services,23/05/2017,"1,120.47"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10023035,Bank Transactions,WME - MARCH - CEMETERY & CREMATORIUM,R2100-CCM001,Electricity,12/05/2017,766.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10023076,Bank Transactions,WME - APRIL - CEMETERY & CREMATORIUM,R2101-CCM001,Gas,18/05/2017,"3,032.77"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10022997,Bank Transactions,CARDNET SERVICE CHARGE 01602,R4428-COR006,Services - credit card charges,15/05/2017,697.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10022997,Bank Transactions,CARDNET SERVICE CHARGE 0738,R4428-COR006,Services - credit card charges,15/05/2017,"2,095.11"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10022997,Bank Transactions,CARDNET SERVICE CHARGE 21866,R4428-COR006,Services - credit card charges,15/05/2017,"1,909.68"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023035,Bank Transactions,WME - MARCH - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,12/05/2017,920.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10023225,Bank Transactions,S/LINE J6792933,R4428-CPK001,Services - credit card charges,19/05/2017,"2,555.79"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10023035,Bank Transactions,WME - MARCH - CHELTENHAM TOWN HALL,R2100-CUL112,Electricity,12/05/2017,"3,049.43"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10023076,Bank Transactions,WME - APRIL - CHELTENHAM TOWN HAL,R2101-CUL112,Gas,18/05/2017,"1,557.97"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10023035,Bank Transactions,WME - MARCH - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,12/05/2017,892.07
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10023076,Bank Transactions,WME - APRIL - PITTVILLE PUMP ROOMS,R2101-CUL113,Gas,18/05/2017,615.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023035,Bank Transactions,WME - MARCH - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,12/05/2017,"3,928.09"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023076,Bank Transactions,WME - APRIL - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,18/05/2017,"1,310.70"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10023076,Bank Transactions,WME - APRIL - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,18/05/2017,"1,630.69"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023011,Bank Transactions,SOUTHERN ELECTRIC  4060984317,R2100-HRA110,Electricity,08/05/2017,"12,648.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023076,Bank Transactions,WME - APRIL - COOPERS COURT,R2101-HRA110,Gas,18/05/2017,871.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023076,Bank Transactions,WME - APRIL - GILBERT WARD COURT,R2101-HRA110,Gas,18/05/2017,570.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023076,Bank Transactions,WME - APRIL - GOLDFOOT HOUSE,R2101-HRA110,Gas,18/05/2017,852.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023076,Bank Transactions,WME - APRIL - POPES CLOSE,R2101-HRA110,Gas,18/05/2017,690.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023076,Bank Transactions,WME - APRIL - WALLACE HOUSE,R2101-HRA110,Gas,18/05/2017,794.83
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10023148,Bank Transactions,VODAFONE CORPORATION DD02442783M789117,R4507-HRA110,Comms - Mobile Telephones,08/05/2017,"24,080.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10023035,Bank Transactions,WME - MARCH - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,12/05/2017,"1,796.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023035,Bank Transactions,WME - MARCH - LEISURE CENTRE - TOMMY TAYLORS LANE,R2100-REC111,Electricity,12/05/2017,"6,248.31"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023076,Bank Transactions,WME - APRIL - LEISURE CENTRE - TOMMYS LANE,R2101-REC111,Gas,18/05/2017,"8,597.89"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10023186,Bank Transactions,SEVERN TRENT WATER 04670020271,R2401-REC111,Water Services - Metered,23/05/2017,"1,885.90"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10022804,Bank Transactions,VIRGIN MEDIA BUSINESS  506761601005,R4436-SUP006,CCTV Line Rental,02/05/2017,"1,924.35"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10022804,Bank Transactions,VIRGIN MEDIA BUSINESS  506761601005,R4515-SUP006,Comms - Telephone Call Charges,02/05/2017,"1,389.04"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10022804,Bank Transactions,VIRGIN MEDIA BUSINESS  510828101501,R4515-SUP006,Comms - Telephone Call Charges,02/05/2017,694.50
,,,,,,,,,
Procurement Cards,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10023155,Procurement Cards,BUS CHG CARD - ARIL 17 - REDACTED - HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,25/05/2017,"1,749.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Press & PR/Communications,10023155,Procurement Cards,BUS CHG CARD - ARIL 17 - REDACTED - GOOGLE SITE SEARCH,R4531-SUP018,IT - Purchase of Software,25/05/2017,604.73
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
