Cheltenham Borough Council Payments To Suppliers Between 2015-01-01 and 2015-01-31,,,,,,,,
,,,,,,,,
Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Type,Description,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034316,INV-1327,Ridgetech Limited,R2004-CCM111,R & M of Build Programmed,23/01/2015,515.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033767,9048701042,Royal Mail,R4521-LTC001,Postages - franking machine,09/01/2015,1199.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033858,9048709067,Royal Mail,R4317-CUL102,Non Staff Advertising,09/01/2015,3724.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033776,9048748964,Royal Mail,R4521-ELE010,Postages - franking machine,09/01/2015,1804.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033776,9048748964,Royal Mail,R4521-LTC001,Postages - franking machine,09/01/2015,638.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034421,9048823616,Royal Mail,R4520-SUP012,Postages - stamps,30/01/2015,601.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034421,9048823616,Royal Mail,R4521-LTC001,Postages - franking machine,30/01/2015,612.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034420,9048892852,Royal Mail,R4521-ELE010,Postages - franking machine,30/01/2015,910.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034419,9048932517,Royal Mail,R4521-LTC001,Postages - franking machine,30/01/2015,727.08
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034419,9048932517,Royal Mail,R4521-RYC002,Postages - franking machine,30/01/2015,1301.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034237,SANDFORD LIDO DEC 14,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,30/01/2015,17213.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033720,477684,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,02/01/2015,992.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034266,481437,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,30/01/2015,1076.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033931,00809-13597151,Selim Smith & Co Funeral Directors (Dignity Funerals Limited),R4433-REG001,Burial Fees - National Assitance Act,16/01/2015,864.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034302,302121572,Severn Trent Water,R2402-REC111,Sewerage and Environmental Services,23/01/2015,1807.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033844,346008978,Severn Trent Water,R2402-REC111,Sewerage and Environmental Services,02/01/2015,1807.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033735,O0358765,Sitex Orbis Limited,R2012-HRA100,R & M of Build Standby and Call Out,02/01/2015,1047.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034207,O0362748,Sitex Orbis Limited,R2012-HRA100,R & M of Build Standby and Call Out,23/01/2015,1287.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033912,318055,Slatter Electrical Limited,C1107-CAH015,Building Works,16/01/2015,1350.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034070,6632,Snape Construction Limited (Snapecall),C1107-CAH024,Building Works,16/01/2015,24274.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034432,6879,Snape Construction Limited (Snapecall),C1107-CAH016,Building Works,30/01/2015,3929.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034430,6882,Snape Construction Limited (Snapecall),R2023-HRA100,R & M of Build Commercial Properties,30/01/2015,7702.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034478,6881,Snapecall (South West) Limited,C1107-CAH016,Building Works,30/01/2015,5276.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033893,4793,Sports Surfaces (UK) Limited,R2085-REC111,R&M of Fix & Fit - Internal,09/01/2015,525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033909,333370,Springfield Business Papers Limited,R4306-SUP022,Photocopier Charges - Consumables,16/01/2015,1035.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034466,271300165/0042,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,30/01/2015,1155.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033969,511298564/0037,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,09/01/2015,1253.31
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034303,28184,Stark Software International Limited,R2106-SUP025,Energy Consrvation,30/01/2015,1065.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034054,15832,Straight plc,R4000-RYC006,Equipment Purchase,16/01/2015,12024.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034434,21448,Streetmaster (South Wales) Limited,R2500-OPS002,Fixtures and Fittings - Purchases,30/01/2015,689.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034010,401212175,Stroud District Council,R4401-WST001,Services - Fees and Charges,16/01/2015,4000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034460,150840,Sustrans Limited,R4400-PLP102,Services - Professional Fees,30/01/2015,3970.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034019,7049183,Sweett (UK) Limited,C1005-CAP401,Surveyors Fees,09/01/2015,5150.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034118,4534,System Six Design & Build,R2004-ADB101,R & M of Build Programmed,16/01/2015,1670.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034119,4535,System Six Design & Build,R2004-CUL112,R & M of Build Programmed,23/01/2015,2598.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034122,4548,System Six Design & Build,R2004-OPS122,R & M of Build Programmed,23/01/2015,2356.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034129,4557,System Six Design & Build,R2700-ADB101,Contract Cleaning,16/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034323,4563,System Six Design & Build,R2004-ADB101,R & M of Build Programmed,23/01/2015,3334.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033718,DEBT103599,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,09/01/2015,10500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033860,DEBT103610,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,02/01/2015,2000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034071,DEBT103637,Tewkesbury Borough Council,R4426-HRA110,Legal Expenses,23/01/2015,5077.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034231,DEBT103640,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,30/01/2015,1650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034232,DEBT103643,Tewkesbury Borough Council,R4521-PLP101,Postages - franking machine,30/01/2015,2094.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034462,DEBT103658,Tewkesbury Borough Council,R4400-SUP104,Services - Professional Fees,30/01/2015,9226.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033663,151214,The Cheltenham Trust,R6280-GBD001,Grants,02/01/2015,7500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034013,70002815,The Cheltenham Trust,R4410-DRM012,Hire of Facilities,16/01/2015,1022.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034091,70003106,The Cheltenham Trust,R6280-DRM012,Grants,16/01/2015,2000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034458,70003518,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,30/01/2015,146766.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034475,70003527,The Cheltenham Trust,R1006-CSM001,Salaries - Superannuation,30/01/2015,105952.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034459,70003581,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,30/01/2015,99366.64
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033891,8.50028E+11,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,09/01/2015,2750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034529,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,30/01/2015,10433.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034528,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,30/01/2015,6341.06
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034530,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,30/01/2015,11970.66
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034439,3IN/10255354,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,30/01/2015,1873.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-WST001,TPP - Major External Contractors,23/01/2015,97370.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,23/01/2015,26550.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,23/01/2015,118114.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-REG019,TPP - Major External Contractors,23/01/2015,6040.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,23/01/2015,11901.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,23/01/2015,42763.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-STC001,TPP - Major External Contractors,23/01/2015,67348.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,23/01/2015,46695.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,23/01/2015,13435.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,23/01/2015,26894.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,23/01/2015,49523.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R2075-ESR001,Grounds Maintenance - Contract,23/01/2015,23908.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033704,60004807,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,23/01/2015,42546.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033730,60004825,Ubico Limited,R3041-OPS001,Transport Dept Charges,09/01/2015,595.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033730,60004825,Ubico Limited,R3041-CCM001,Transport Dept Charges,09/01/2015,1309.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033721,60004834,Ubico Limited,R4400-RYC004,Services - Professional Fees,09/01/2015,1307.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034520,60005018,Ubico Limited,R2700-CPK001,Contract Cleaning,30/01/2015,19690.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034519,60005027,Ubico Limited,R2700-CCM001,Contract Cleaning,30/01/2015,1012.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034276,12051819,Unit4 Business Software,R4539-SUP101,IT - Consultancy,30/01/2015,2200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034242,4142162,University of Gloucestershire,R4401-PLP103,Services - Fees and Charges,30/01/2015,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033692,2,Urban Development & Transport Limited,R4400-PLP101,Services - Professional Fees,02/01/2015,8125.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034283,3,Urban Development & Transport Limited,R4400-PLP101,Services - Professional Fees,30/01/2015,7150.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034305,CHL00208,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,23/01/2015,2145.31
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034308,CHL00210,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,23/01/2015,2075.49
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033911,16490,VIP-System Limited,R4000-REG002,Equipment Purchase,09/01/2015,2250.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033660,16/14,Vision 21,R4401-WST004,Services - Fees and Charges,02/01/2015,3575.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034289,19/14,Vision 21,R4401-WST004,Services - Fees and Charges,30/01/2015,2481.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033659,14-Mar,Vision 21,R4401-WST004,Services - Fees and Charges,02/01/2015,2412.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034260,UK10/012015/3574,Vodafone Limited,R4548-SUP005,IT - Cabling and Network,30/01/2015,2538.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033762,261114,Woodfield Letting & Property Management,R4401-HOS004,Services - Fees and Charges,09/01/2015,1700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,,,,-,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,voucher_no,ext_inv_ref,sundry_name,account-dim_1,acc_desc,payment_date,amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034401,121401,REDACTED,R1001-PLP001,Salaries - National Insurance,23/01/2015,581.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034208,291214,REDACTED,R6280-COM001,Grants,16/01/2015,1040.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033656,1423,DEREK BLOCK CONCERT PROMOTIONS,R4322-CUL110,Artists Fees,09/01/2015,7000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034018,T0580,Entran Limited,C1107-CAH052,Building Works,16/01/2015,1200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034083,3567,HYPE AGENCY,R4317-CUL102,Non Staff Advertising,16/01/2015,2500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033662,191214,Indian Association Cheltenham,R6280-GBD001,Grants,02/01/2015,1710.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034236,BALANCE AT 14.01.15,MAYORS CHARITY,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,16/01/2015,4245.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033983,Rent Refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,09/01/2015,834.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033977,Rent Refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,09/01/2015,1664.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034328,Rent Refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,23/01/2015,1471.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033667,221214,REDACTED,R6280-HOM001,Grants,02/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034423,LOAN DEPOSIT (REDACTED),REDACTED,R6280-HOM001,Grants,23/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033759,A-12-14-02,YORK AVIATION,R4411-AIR101,Consultancy Fees,09/01/2015,20252.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014319,Direct Debit Payment,ARCHANT,R4317-CUL102,Non Staff Advertising,20/01/2015,525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014306,Direct Debit Payment,BT,R4504-CPK001,Comms - Telephone Rental (Expense claims),12/01/2015,2902.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014306,Direct Debit Payment,BT,R4504-CUL107,Comms - Telephone Rental (Expense claims),12/01/2015,507.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014306,Direct Debit Payment,BT,R4504-HLD101,Comms - Telephone Rental (Expense claims),12/01/2015,616.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014306,Direct Debit Payment,BT,R4504-HRA110,Comms - Telephone Rental (Expense claims),12/01/2015,2252.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014314,Direct Debit Payment,CARDNET,R4428-COR006,Services - credit card charges,15/01/2015,687.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014314,Direct Debit Payment,CARDNET,R4428-COR006,Services - credit card charges,15/01/2015,641.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-ADB101,Gas,28/01/2015,3306.01
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-ADB103,Gas,28/01/2015,3439.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-CCM001,Gas,28/01/2015,5459.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-CUL112,Gas,28/01/2015,2724.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-OPS002,Gas,28/01/2015,517.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-CUL117,Gas,28/01/2015,3282.71
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-OPS101,Gas,28/01/2015,1328.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,774.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,1634.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,1216.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,1625.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-CUL113,Gas,28/01/2015,1016.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,932.69
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-REC111,Gas,28/01/2015,14605.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014365,Direct Debit Payment,CORONA ,R2101-HRA110,Gas,28/01/2015,1447.64
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,NPOWER ,R2100-ADB101,Electricity,21/01/2015,4717.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,NPOWER ,R2100-CUL112,Electricity,21/01/2015,2920.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014369,Direct Debit Payment,NPOWER ,R2100-ADB103,Electricity,30/01/2015,3528.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,NPOWER ,R2100-CUL117,Electricity,21/01/2015,3297.21
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,NPOWER ,R2100-REC111,Electricity,21/01/2015,3339.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,NPOWER ,R2100-REC111,Electricity,21/01/2015,2063.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014247,Direct Debit Payment,REDACTED- relocation expenses GraceWorldwide,R1700-SUP104,Staff Advertising Costs,15/01/2015,8801.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SEVERN TRENT WATER,R2401-ADB103,Water Services - Metered,26/01/2015,908.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SEVERN TRENT WATER,R2402-ADB103,Sewerage and Environmental Services,26/01/2015,1438.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SEVERN TRENT WATER,R2401-REC111,Water Services - Metered,26/01/2015,1774.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SEVERN TRENT WATER ,R2402-CPK001,Sewerage and Environmental Services,26/01/2015,682.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC,R2100-CCM001,Electricity,26/01/2015,654.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-CPK001,Electricity,26/01/2015,1071.83
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-CPK001,Electricity,26/01/2015,652.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-OPS002,Electricity,26/01/2015,1196.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-CUL117,Electricity,26/01/2015,1115.01
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-OPS002,Electricity,26/01/2015,1111.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014401,Direct Debit Payment,SOUTHERN ELECTRIC ,R2100-CUL113,Electricity,26/01/2015,839.29
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014224,Direct Debit Payment,VIRGIN MEDIA,R4504-SUP006,Comms - Telephone Rental (Expense claims),02/01/2015,2015.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014224,Direct Debit Payment,VIRGIN MEDIA,R4505-SUP006,Comms - Telephone Call charges (Expense claims),02/01/2015,2240.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10014320,Direct Debit Payment,WORLDPAY,R4428-CPK001,Services - credit card charges,21/01/2015,1844.85
