Cheltenham Borough Council Payments To Suppliers Between 2014-10-01 and 2014-10-31,,,,,,,,
,,,,,,,,
Accounts Payable Data,,,,,,,,
,,,,,,,,
Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Type,Description,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032265,INV-1304,Ridgetech Limited,R2004-CCM111,R & M of Build Programmed,24/10/2014,1736.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032016,952319,Liberty Gas Group,C1107-CAH020,Building Works,17/10/2014,1767.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031711,4420,System Six Design & Build,R2078-FIE040,R&M of Build - external structures,10/10/2014,1779.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031751,CHL00198,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,10/10/2014,1785.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031752,CHL00189,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,10/10/2014,1843.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031487,UK72886,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,03/10/2014,1888.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032158,REDACTED,REDACTED,R9406-HLD140,Lettings,17/10/2014,1890.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031874,1371,Chantal Freeman T/a Diva Arts,R4401-ENF101,Services - Fees and Charges,10/10/2014,1923.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032209,IV950,Art Works Exhibition Services Limited,R4028-CUL107,Collections,24/10/2014,1955.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032264,4430,System Six Design & Build,R2004-ADB101,R & M of Build Programmed,24/10/2014,1966.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14029146,INV001035,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,24/10/2014,1984.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032280,10564,Spring Cleaning Services Limited,R2706-CUL107,Cleaning - reactive,24/10/2014,1994.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031562,4405,System Six Design & Build,R2004-FIE040,R & M of Build Programmed,10/10/2014,2000.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031813,150217AA6,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,10/10/2014,2034.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031306,541215,Comensura Limited,R1100-CCM001,Agency Staff,03/10/2014,2064.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14029833,L03148218,Ash & Co CS LLP,C1005-CAP401,Surveyors Fees,10/10/2014,2125.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031475,143219,Bristow & Sutor,R4406-LTC001,Bailiffs Fees,03/10/2014,2154.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032065,I52289,Ice Creates Limited,R4411-SUP040,Consultancy Fees,24/10/2014,2175.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032480,1663,Phil McIntyre Entertainments Limited,R4322-CUL110,Artists Fees,31/10/2014,2188.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031538,342,Encore PR Ltd,R4400-CUL102,Services - Professional Fees,10/10/2014,2200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032310,Settlement 211014,Cheltenham Cantilena Orchestra,R9406-HLD140,Lettings,24/10/2014,2286.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031635,AREXT/00161193,National Express Limited,R4901-HLD120,Commission,10/10/2014,2291.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031564,4045830,Audit Commission,R4430-COR001,Audit Fees,10/10/2014,2300.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032095,80416,Pro-AM Limited,R4400-SUP104,Services - Professional Fees,17/10/2014,2310.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031838,11014,Andrew Aughton,R4400-CUL102,Services - Professional Fees,10/10/2014,2340.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031132,7211,Ian Johnson Associates Limited,R2705-CUL107,Security Systems,03/10/2014,2359.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031558,TTC 046,Transition Town Cheltenham,R6280-GBD001,Grants,10/10/2014,2408.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032365,1093,MR B & FRIENDS CREATIVE LIMITED,R4014-SUP104,Marketing,31/10/2014,2500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031543,mrfp/tct-2014/001,POSITIVE SOLUTIONS (FS) LTD,R4426-SUP104,Legal Expenses,03/10/2014,2500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031976,uk10/102014/7696,Vodafone Limited,R4548-SUP005,IT - Cabling and Network,17/10/2014,2531.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032414,1727,Nick Bevan Consulting Limited,R2004-SUP025,R & M of Build Programmed,31/10/2014,2580.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032267,INV-1306,Ridgetech Limited,R2004-CCM111,R & M of Build Programmed,24/10/2014,2600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032327,171014,The Brizen Young People's Centre,R6280-GBD001,Grants,31/10/2014,2641.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032304,14-Aug,Vision 21,R4401-WST004,Services - Fees and Charges,24/10/2014,2662.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032307,14-Dec,Vision 21,R4401-WST004,Services - Fees and Charges,31/10/2014,2687.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032305,14-Sep,Vision 21,R4401-WST004,Services - Fees and Charges,24/10/2014,2700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031420,REDACTED,Mears Home Improvements (Client Account),C5000-CAP221,Grants,03/10/2014,2740.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031602,CHILDCARE VOUCHERS,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,17/10/2014,2750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031446,76329,Signcraft Limited,R2072-CPK001,Signs and Notices,24/10/2014,2761.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031539,1,THE BIG COLD TURKEY FOUNDATION,R9229-CUL107,Commission on Sales,10/10/2014,2776.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031863,2182,Greenway Partnership Limited T/A GPL Building Services,R2078-OPS121,R&M of Build - external structures,10/10/2014,2780.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031584,27653,Alpha Response Print & Mail Limited,R4401-ELE010,Services - Fees and Charges,03/10/2014,2787.66
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032219,21220,MTec Warehousing Ltd,R4013-CUL107,Exhibition Supplies,24/10/2014,2790.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031661,14366,Complete Climate Solutions,R2008-CUL112,R & M of Build - Reactive Repairs,10/10/2014,2880.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031536,SS 8308 0732 Q004 XG,BT (Business Billing - Durham),R4507-HRA110,Comms - Mobile Telephones,24/10/2014,2933.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032398,34337,Fosters Rooms Limited,R4100-CUL110,Catering - Refreshments,31/10/2014,2955.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032033,REDACTED,Mears Home Improvements (Client Account),C5000-CAP221,Grants,17/10/2014,2975.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032291,DEBT103435,Tewkesbury Borough Council,C1004-CAP401,Legal Fees,24/10/2014,3000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032328,141014,Prospects Services,R6280-GBD001,Grants,31/10/2014,3000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030878,DEBT103346,Tewkesbury Borough Council,R4402-HRA110,Services - General Licences,17/10/2014,3006.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031795,Settlement 170914,Howlers Comedy Club,R9406-HLD140,Lettings,10/10/2014,3042.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031646,5596,JS Facilities Group Limited,R2705-CUL107,Security Systems,10/10/2014,3047.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032031,Settlement,Holst Birthplace Museum,R9406-HLD140,Lettings,17/10/2014,3070.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031664,14364,Complete Climate Solutions,R2008-REC111,R & M of Build - Reactive Repairs,10/10/2014,3137.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031756,14269,Straight plc,R4000-RYC006,Equipment Purchase,10/10/2014,3147.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031386,135569,Matta Products (UK) Limited,R4003-OPS002,Tools & Equipment - R & M,10/10/2014,3216.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032308,13/14,Vision 21,R4401-WST004,Services - Fees and Charges,31/10/2014,3300.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032532,2464,Greenway Partnership Limited T/A GPL Building Services,R2007-OPS001,R & M of Plant Contracts,31/10/2014,3348.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031004,SS 8308 0723 040914,BT (Business Billing - Durham),R4507-HRA110,Comms - Mobile Telephones,24/10/2014,3373.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031658,21403,Hoge 100 Business Systems Limited,R4534-CCM001,IT - Maint Agreements,17/10/2014,3470.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032016,952319,Liberty Gas Group,C1107-CAH009,Building Works,17/10/2014,3485.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031548,debt103411,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,03/10/2014,3500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032296,DEBT103442,Tewkesbury Borough Council,R4400-SUP104,Services - Professional Fees,24/10/2014,3639.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031601,2191,SWEENEY ENTERTAINMENTS,R4322-CUL110,Artists Fees,10/10/2014,3647.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032322,12050907,Unit4 Business Software,R4539-SUP101,IT - Consultancy,24/10/2014,3800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032306,14-Nov,Vision 21,R4401-WST004,Services - Fees and Charges,24/10/2014,4050.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030719,5529,Oasis Environments Limited,R2013-CUL112,R & M of Build Asbestos,03/10/2014,4119.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032170,301267/9/2014,Ener-G Combined Power (South) Limited,R2100-REC111,Electricity,17/10/2014,4209.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032409,2075,Hesters Way Neighbourhood Project (Rent Account),R6280-GBD001,Grants,31/10/2014,4474.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031637,290931-078,Virgin Media Business,R4548-CCM001,IT - Cabling and Network,17/10/2014,4646.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031637,290931-078,Virgin Media Business,R4548-HLD101,IT - Cabling and Network,17/10/2014,4653.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031194,2987,Cornerstone Learning Limited,R1652-SUP020,Training Fees (External),03/10/2014,4865.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032224,c/bc128429,Civica UK Limited (Burston Road),R4401-LTC001,Services - Fees and Charges,24/10/2014,5000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032464,REDACTED,Mears Home Improvements (Client Account),C5000-CAP221,Grants,31/10/2014,5039.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031888,SETTLEMENT 20092014,Tribe Festivals Limited,R4322-CUL110,Artists Fees,17/10/2014,5060.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031469,3IN/10249249,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,03/10/2014,5127.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032489,2323,Vision 21,R6280-PLP103,Grants,31/10/2014,5200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032397,34335,Fosters Rooms Limited,R4100-CUL110,Catering - Refreshments,31/10/2014,5410.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031870,541709,Comensura Limited,R1100-CCM001,Agency Staff,17/10/2014,5512.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031629,SIAL/00011309,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,31/10/2014,5643.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031754,654066918,Severn Trent Water,R2402-ADB103,Sewerage and Environmental Services,10/10/2014,5649.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032243,135732,Matta Products (UK) Limited,R4000-OPS002,Equipment Purchase,24/10/2014,5695.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030720,5528,Oasis Environments Limited,R2013-CUL113,R & M of Build Asbestos,03/10/2014,5791.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032295,DEBT103429,Tewkesbury Borough Council,R4400-SUP104,Services - Professional Fees,24/10/2014,5863.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032271,5273,Snape Construction Limited (Snapecall),R2004-ADB101,R & M of Build Programmed,24/10/2014,5965.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032321,7003703,Idox Software Limited,R4531-SUP040,IT - Purchase of Software,31/10/2014,6000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031744,1704,Nick Bevan Consulting Limited,R2004-SUP025,R & M of Build Programmed,10/10/2014,6000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031807,190914QUX,Alchemy Promotions,R4322-CUL110,Artists Fees,10/10/2014,6000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031419,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,03/10/2014,6232.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032157,2286,Greenway Partnership Limited T/A GPL Building Services,R2004-OPS122,R & M of Build Programmed,17/10/2014,6685.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032323,12050908,Unit4 Business Software,R4539-SUP101,IT - Consultancy,24/10/2014,6700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031793,21398,Hoge 100 Business Systems Limited,R4531-RYC002,IT - Purchase of Software,10/10/2014,6800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031526,78,Orchestra of St John's,R4322-CUL110,Artists Fees,03/10/2014,6821.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14029011,2944,W J Morley & Son Roofing Limited,C1107-CAH016,Building Works,03/10/2014,6849.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031806,PREMIUM DECLARATION JUL-SEP 2014,AON Limited - Tenant Insurance,R9925-HRA901,Tenant Insurance Scheme Payments,10/10/2014,6985.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032171,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,24/10/2014,7014.18
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032248,1800332269,Gloucestershire County Council,R4400-SUP017,Services - Professional Fees,24/10/2014,7140.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032508,inv001065,Facilities Management & Builiding Repairs Limited,C1107-CAH021,Building Works,31/10/2014,7287.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031889,SETTLEMENT 21092014,Ultimate Eagles,R9406-HLD140,Lettings,17/10/2014,7348.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032034,REDACTED,Mears Home Improvements (Client Account),C1107-CAH028,Building Works,17/10/2014,7465.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032143,2385,Greenway Partnership Limited T/A GPL Building Services,R4408-ECD101,Other Contractors Fees,24/10/2014,7540.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032226,3131,J & J Watkins Limited T/A Dudley Fencing,C4000-CAP102,Acquisition of Equipment,24/10/2014,8495.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032016,952319,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,17/10/2014,8656.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031547,3052,PJ Combustion Solutions Limited,R2004-CCM111,R & M of Build Programmed,17/10/2014,8720.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032300,2949,Dr Lyle & Partners,R4401-CCM001,Services - Fees and Charges,24/10/2014,8746.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032424,880-1427,The Hay Group Management Limited,R4400-COR001,Services - Professional Fees,31/10/2014,8838.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031418,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,03/10/2014,9098.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032217,14030079,Atkins Limited (Transport Planning),R4400-PLP101,Services - Professional Fees,24/10/2014,9643.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032303,190914QUXa,Alchemy Promotions,R4322-CUL110,Artists Fees,24/10/2014,10136.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031841,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,10/10/2014,11639.31
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032218,14030078,Atkins Limited (Transport Planning),R4400-PLP101,Services - Professional Fees,24/10/2014,12192.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032246,7003756,Idox Software Limited,R4530-BUC001,IT - Purchase of Hardware,31/10/2014,12275.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031796,COMEDY FESTIVAL,Tribe Festivals Limited,R9406-HLD140,Lettings,10/10/2014,12846.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032272,TRUE000209,Trueform Engineering Limited,C4001-CAP155,Furniture,24/10/2014,13119.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032220,4119,Environmental Management Solutions Limited,C1107-CAH012,Building Works,24/10/2014,13200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031985,SIAL/00011398,Herefordshire Housing Limited,R4401-SPP002,Services - Fees and Charges,17/10/2014,13438.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031879,SIT108483,Commercial IT services Limited (IT Purchases),R4534-SUP101,IT - Maint Agreements,17/10/2014,14885.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031563,7034525,Grant Thornton UK LLP,R4430-COR001,Audit Fees,10/10/2014,16243.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031637,290931-078,Virgin Media Business,R4548-SUP005,IT - Cabling and Network,17/10/2014,16382.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031799,3924,Gloucestershire Association for Voluntary & Community Action (GAVCA),R6280-GBD001,Grants,10/10/2014,17000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032013,952324,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,17/10/2014,25768.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030255,14020391,Atkins Limited (Transport Planning),R4400-PLP101,Services - Professional Fees,03/10/2014,28448.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031217,2014_1,Britdoors Group Limited,C1107-CAH017,Building Works,10/10/2014,35325.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031994,2010244,Activist Group Limited (Formerly Eightytwenty Insight LG),R4400-COR102,Services - Professional Fees,17/10/2014,35565.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032241,CM519,CAMEO LTD,R4400-CCM001,Services - Professional Fees,24/10/2014,46478.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031659,140,County Community Projects (CCP),R6280-GBD103,Grants,10/10/2014,54092.83
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031581,TRUE000179,Trueform Engineering Limited,C4001-CAP155,Furniture,10/10/2014,72981.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031471,6949,NKS Contracts (Central) Limited,C1107-CAH004,Building Works,10/10/2014,85413.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032302,GP14/009089,G Purchase Construction Limited,C1107-CAH003,Building Works,24/10/2014,85517.79
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032299,701.4,Glevum Heating & Plumbing Limited,C1107-CAH032,Building Works,24/10/2014,88339.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031995,148,Low Carbon Exchange (LCX Solar Limited),C1107-CAH032,Building Works,17/10/2014,112889.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,ARCHANT,R4317-CUL102,Non Staff Advertising,20/10/2014,1025.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013698,Direct debit payment,BT,R4504-CUL117,Comms - Telephone Rental (Expense claims),13/10/2014,512.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013698,Direct debit payment,BT,R4504-HRA110,Comms - Telephone Rental (Expense claims),13/10/2014,2373.99
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013698,Direct debit payment,BT,R4504-CPK001,Comms - Telephone Rental (Expense claims),13/10/2014,2943.78
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013671,Direct debit payment,CARDNET ,R4428-COR006,Services - credit card charges,13/10/2014,1216.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013609,Direct debit payment,CARDNET ,R4428-COR006,Services - credit card charges,14/10/2014,860.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013609,Direct debit payment,CARDNET ,R4428-REC101,Services - credit card charges,14/10/2014,991.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013609,Direct debit payment,CARDNET ,R4428-COR006,Services - credit card charges,14/10/2014,648.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013609,Direct debit payment,CARDNET ,R4428-HLD140,Services - credit card charges,14/10/2014,913.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-CUL117,Gas,27/10/2014,1306.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-ADB103,Gas,27/10/2014,539.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-HRA110,Gas,27/10/2014,654.69
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-CCM001,Gas,27/10/2014,4511.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-HRA110,Gas,27/10/2014,717.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-ADB101,Gas,27/10/2014,749.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-REC111,Gas,27/10/2014,11584.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013768,Direct debit payment,CORONA ,R2101-HRA110,Gas,27/10/2014,534.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013769,Direct debit payment,Lloyds bank,R4403-COR006,Bank Charges,28/10/2014,964.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013769,Direct debit payment,Lloyds bank,R4403-COR006,Bank Charges,28/10/2014,2290.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-CUL117,Electricity,20/10/2014,2761.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-ADB103,Electricity,20/10/2014,2251.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-ADB101,Electricity,20/10/2014,4128.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-REC101,Electricity,20/10/2014,3440.20
