Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,190.38
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,111.74
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,111.74
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,46.37
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,46.37
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,22.35
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,22.35
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,-0.01
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,0.01
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-22.35
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-22.35
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-43.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-46.37
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-46.37
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-111.74
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-111.74
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-129.61
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-182.27
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.38
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-190.39
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-218.99
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-231.86
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-231.86
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.88
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,919567,-951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,WILLMOTT DIXON CONSTRUCTION,Q0040/390260,"116,112.87"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,WILLMOTT DIXON CONSTRUCTION,Q0040/390260,"23,222.57"
,,,,,,,
Report created October 10 - RX7 RWW,,,,,,,
