Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
"Planning, Housing & Regeneration",Private Contr- TPP,Michael Nicholas & Co              ,05/07/2010,1900112445,920
"Planning, Housing & Regeneration",Private Contr- TPP,Ortal Holding Ltd,06/07/2010,1900112483,980
"Planning, Housing & Regeneration",Private Contr- TPP,Apex Housing Solutions Ltd         ,12/07/2010,1900112621,"1,755.16"
"Planning, Housing & Regeneration",Private Contr- TPP,Home Seekers 4U Ltd                ,12/07/2010,1900112622,"1,700.00"
"Planning, Housing & Regeneration",Private Contr- TPP,Ultra Estates Ltd:                 ,12/07/2010,1900112623,920
"Planning, Housing & Regeneration",Private Contr- TPP,Marble Lettings Ltd                ,12/07/2010,1900112624,815
"Planning, Housing & Regeneration",Private Contr- TPP,Marble Lettings Ltd                ,12/07/2010,1900112624,920
"Planning, Housing & Regeneration",Private Contr- TPP,Michael Nicholas & Co              ,15/07/2010,1900113023,920
"Planning, Housing & Regeneration",Private Contr- TPP,Darko & Jacqueline Blazeka,15/07/2010,1900113024,920
"Planning, Housing & Regeneration",Private Contr- TPP,Named Individual,15/07/2010,1900113026,920
"Planning, Housing & Regeneration",Private Contr- TPP,Jane Thorne Residential            ,22/07/2010,1900113232,920
"Planning, Housing & Regeneration",Private Contr- TPP,Marble Lettings Ltd                ,22/07/2010,1900113234,525
"Planning, Housing & Regeneration",Private Contr- TPP,Marble Lettings Ltd                ,22/07/2010,1900113234,920
"Planning, Housing & Regeneration",Private Contr- TPP,Named Individual,23/07/2010,1900113249,920
"Planning, Housing & Regeneration",Private Contr- TPP,Charles & Charles                  ,23/07/2010,1900113250,690.4
"Planning, Housing & Regeneration",Private Contr- TPP,Named Individual,23/07/2010,1900113257,874.52
"Planning, Housing & Regeneration",Private Contr- TPP,The Property Company               ,28/07/2010,1900113371,920
"Planning, Housing & Regeneration",Private Contr- TPP,Apex Housing Solutions Ltd         ,28/07/2010,1900113398,"1,320.00"
"Planning, Housing & Regeneration",Private Contr- TPP,Apex Housing Solutions Ltd         ,28/07/2010,1900113399,625
"Planning, Housing & Regeneration",Private Contr- TPP,Apex Housing Solutions Ltd         ,28/07/2010,1900113399,"1,320.00"
"Planning, Housing & Regeneration",Private Contr- TPP,Top Rents                          ,28/07/2010,1900113400,"1,700.00"
"Planning, Housing & Regeneration",Private Contr- TPP,Jane Thorne Residential            ,28/07/2010,1900113401,920
Children's Services,Consult Fees,Named Individual,01/07/2010,5000262732,"2,640.00"
Children's Services,Consult Fees,Freestyle Food & Fitness Ltd       ,01/07/2010,5000262733,560
Children's Services,Consult Fees,Vitality Consultancy Services Ltd. ,01/07/2010,5000262809,980
Children's Services,Consult Fees,JKNA Training Limited              ,07/07/2010,5000263574,640
Children's Services,Consult Fees,JKNA Training Limited              ,26/07/2010,5000265895,640
Children's Services,Consult Fees,Vitality Consultancy Services Ltd. ,27/07/2010,5000266065,"1,120.00"
Children's Services,Consult Fees,Freestyle Food & Fitness Ltd       ,27/07/2010,5000266135,700
Children's Services,Consult Fees,Named Individual,28/07/2010,5000266228,550
Children's Services,Consult Fees,Named Individual,28/07/2010,5000266248,550
Children's Services,OLA's-TPP,London Borough Of Islington        ,27/07/2010,5000266188,"24,195.31"
Children's Services,OLA's-TPP,Children & Families Directorate    ,15/07/2010,5000264571,"110,825.25"
Children's Services,OLA's-TPP,London Borough Of Islington        ,27/07/2010,5000266188,28929.62
Children's Services,OLA's-TPP,Peterborough City Council          ,27/07/2010,5000266187,23720.39
Children's Services,OLA's-TPP,Peterborough City Council          ,27/07/2010,5000266187,17385.5
Children's Services,Agency Staff,Practicus Ltd                      ,22/07/2010,5000265668,4950
Children's Services,Other Services,Performing Right Society Ltd       ,30/07/2010,5000266539,1198.59
Children's Services,IT Servs,Career Vision Limited              ,30/07/2010,5000266544,51878
Children's Services,Other Services,Eric Lau Music                     ,30/07/2010,5000266627,1440
Children's Services,Gas,British Gas Trading Limited        ,22/07/2010,5000265630,844.08
Children's Services,Postage,Barnet Education                   ,07/07/2010,5000263632,"1,282.63"
Children's Services,E02-SupplyStaff GPay,Tiverton Primary School,14/07/2010,1900112763,600
Children's Services,Agency Staff,Hays Social Care                   ,14/07/2010,5000264390,619.85
Children's Services,Agency Staff,Elect Recruitment Limited          ,20/07/2010,5000265327,514.5
Children's Services,Agency Staff,Elect Recruitment Limited          ,20/07/2010,5000265327,514.5
Children's Services,Agency Staff,Hays Social Care                   ,20/07/2010,5000265330,609.07
Children's Services,Ads for Staff,Tribal Resourcing Ltd;             ,26/07/2010,5000265867,"3,956.92"
Children's Services,Electricity,Kent County Council (KCS)          ,02/07/2010,5000263198,877.39
Children's Services,Electricity,Kent County Council (KCS)          ,02/07/2010,5000263200,867.92
Children's Services,Equip-Mats-Rep,Danwood Group Ltd                  ,09/07/2010,5000263968,1214.8
Children's Services,Bldg Reps & Maint,Oakray Limited                     ,16/07/2010,5000264875,654
Children's Services,Equip-Mats-Purc-Rep,Gls Educational Supplies Ltd       ,30/07/2010,5000266535,512.53
Children's Services,Agency Staff,Career Teachers                    ,19/07/2010,1900113123,845
Children's Services,Agency Staff,Career Teachers                    ,19/07/2010,1900113124,845
Children's Services,Agency Staff,Protocol Teachers Ltd              ,27/07/2010,5000266005,839
Children's Services,Agency Staff,Protocol Teachers Ltd              ,27/07/2010,5000266016,"1,764.00"
Children's Services,Agency Staff,Protocol Teachers Ltd              ,27/07/2010,5000266117,1327
Children's Services,Agency Staff,Protocol Teachers Ltd              ,27/07/2010,5000266119,"1,576.00"
Children's Services,Gas,Kent County Council (KCS)          ,27/07/2010,5000266128,"1,268.28"
Children's Services,Electricity,Kent County Council (KCS)          ,27/07/2010,5000266125,829.35
Corporate Services,Staff Training,Cilip                              ,01/07/2010,5000262726,550
Corporate Services,Equip-Mats-Rep,London Cash Registers Limited      ,09/07/2010,5000263905,2178
Corporate Services,Postage,Royal Mail                         ,16/07/2010,5000264870,1093.75
Corporate Services,Postage,Royal Mail                         ,16/07/2010,5000264878,1016.5
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,02/07/2010,5000263097,636.62
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,02/07/2010,5000263122,646.25
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,02/07/2010,5000263129,547.5
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,02/07/2010,5000263131,511.94
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,02/07/2010,5000263176,513.42
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,02/07/2010,5000263194,2306.17
Corporate Services,Books-CD-Aud-Vid,Asian Book Shop                    ,05/07/2010,5000263227,599
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,05/07/2010,5000263233,580.17
Corporate Services,Books-CD-Aud-Vid,BBC Audiobooks                     ,05/07/2010,5000263235,716.75
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,15/07/2010,5000264557,521.86
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,15/07/2010,5000264645,690.9
Corporate Services,Books-CD-Aud-Vid,OverDrive                          ,15/07/2010,5000264652,521
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,15/07/2010,5000264655,945.7
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,15/07/2010,5000264656,734.82
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,15/07/2010,5000264664,622.41
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,15/07/2010,5000264667,787.32
Corporate Services,Books-CD-Aud-Vid,OverDrive                          ,15/07/2010,5000264676,538
Corporate Services,Books-CD-Aud-Vid,West Sussex County Council         ,15/07/2010,5000264677,1646.09
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,16/07/2010,5000264805,"1,001.28"
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,16/07/2010,5000264816,529.4
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,16/07/2010,5000264823,653.87
Corporate Services,Books-CD-Aud-Vid,Business Insights                  ,20/07/2010,5000265242,"3,661.00"
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,22/07/2010,5000265624,503.28
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,22/07/2010,5000265669,647.43
Corporate Services,Books-CD-Aud-Vid,British Library                    ,26/07/2010,5000265965,936.22
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,30/07/2010,5000266678,574.33
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,30/07/2010,5000266688,544.25
Corporate Services,Stationery,Office Depot UK Ltd                ,23/07/2010,5000265809,698.38
Corporate Services,Op Leases-Equip,Danwood Contract Rentals           ,27/07/2010,5000265998,925.18
Corporate Services,Books-CD-Aud-Vid,Artefacts to Order                 ,19/07/2010,5000265169,960
Children's Services,Other Services,Eric Lau Music                     ,06/07/2010,5000263411,1170
Children's Services,Other Services,Showmaster                         ,09/07/2010,5000264034,890
Children's Services,Other Services,Todd Worsnip - DJ Snips            ,09/07/2010,5000264035,820
Children's Services,Other Services,East Barnet Community Festival     ,30/07/2010,5000266706,561.65
Children's Services,Other Services,FatMac IT Solutions                ,30/07/2010,5000266712,643
Corporate Services,Other Services,ADT Fire And Security Plc          ,13/07/2010,5000264294,912.49
Corporate Services,Other Services,ADT Fire And Security Plc          ,29/07/2010,5000266454,912.49
Corporate Governance Directorate,Ads for Staff,Tribal Resourcing Ltd;             ,30/07/2010,5000266585,"2,212.88"
Corporate Governance Directorate,Op Leases-Equip,Xerox Finance Ltd                  ,08/07/2010,5000263868,523.91
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,14/07/2010,5000264391,1033.78
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,15/07/2010,5000264585,1047.75
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,15/07/2010,5000264585,"1,047.75"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,15/07/2010,5000264585,817.25
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,15/07/2010,5000264585,1033.78
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,15/07/2010,5000264585,"1,082.68"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,20/07/2010,5000265331,"1,082.68"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,20/07/2010,5000265331,"1,033.78"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,20/07/2010,5000265331,1068.71
Corporate Governance Directorate,Counsel Fees,Named Individual,19/07/2010,5000265145,2231.25
Corporate Governance Directorate,Counsel Fees,Named Individual,19/07/2010,5000265150,1000
Corporate Governance Directorate,Counsel Fees,Named Individual,19/07/2010,5000265152,1500
Corporate Governance Directorate,Counsel Fees,Named Individual,20/07/2010,5000265271,"4,500.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,27/07/2010,5000266077,2925
Corporate Governance Directorate,Legal & Crt Fees,YVA Solicitors                     ,30/07/2010,5000266509,750
Corporate Governance Directorate,Ads for Staff,Tribal Resourcing Ltd;             ,01/07/2010,5000262965,2974.66
Corporate Governance Directorate,Legal & Crt Fees,Her Majestys Court Services        ,15/07/2010,1900112914,700
Corporate Governance Directorate,Legal & Crt Fees,Her Majestys Courts Service        ,26/07/2010,1900113265,500
Corporate Governance Directorate,Legal & Crt Fees,Her Majestys Court Services        ,30/07/2010,1900113488,"1,900.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,22/07/2010,5000265686,"4,350.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,27/07/2010,5000266081,750
Corporate Governance Directorate,Counsel Fees,Named Individual,27/07/2010,5000266083,1575
Corporate Governance Directorate,Counsel Fees,Named Individual,28/07/2010,5000266357,600
Corporate Governance Directorate,Counsel Fees,Named Individual,30/07/2010,5000266625,750
Corporate Governance Directorate,Postage,Royal Mail                         ,27/07/2010,5000266007,"6,042.32"
Corporate Services,Gas,Kent County Council (KCS)          ,02/07/2010,5105693173,"1,098.11"
Corporate Services,Electricity,Kent County Council (KCS)          ,02/07/2010,5105693186,682.28
Corporate Services,Stationery,Office Depot UK Ltd                ,05/07/2010,5000263231,513.5
Corporate Services,Consult Fees,REDACTED,14/07/2010,5000264521,6363
Corporate Governance Directorate,Print- Contrct,Print.uk.com                       ,26/07/2010,5105696752,"25,406.56"
Corporate Governance Directorate,Print- Contrct,Print.uk.com                       ,26/07/2010,5105696753,"25,412.50"
Corporate Governance Directorate,Stationery,Shaw & Sons Limited                ,29/07/2010,5105697371,742.5
Corporate Governance Directorate,Other Services,Portakabin Ltd                     ,22/07/2010,5105696258,"10,919.99"
Corporate Governance Directorate,Other Services,Turners Cleaning                   ,27/07/2010,5105696854,600
Corporate Governance Directorate,Other Services,Turners Cleaning                   ,27/07/2010,5105696855,600
Corporate Governance Directorate,Other Services,Rayners Catering Equipment Hire    ,28/07/2010,5105696929,655.5
Corporate Governance Directorate,Postage,Royal Mail                         ,23/07/2010,5105696546,"1,017.96"
Corporate Governance Directorate,Print- Contrct,Print.uk.com                       ,26/07/2010,5105696752,"25,406.57"
Corporate Governance Directorate,Print- Contrct,Print.uk.com                       ,26/07/2010,5105696753,25412.51
Corporate Governance Directorate,Stationery,Shaw & Sons Limited                ,29/07/2010,5105697371,742.5
Corporate Governance Directorate,Other Services,Portakabin Ltd                     ,22/07/2010,5105696258,10919.99
Corporate Governance Directorate,Other Services,Rayners Catering Equipment Hire    ,28/07/2010,5105696929,655.5
Corporate Governance Directorate,Postage,Royal Mail                         ,23/07/2010,5105696546,1017.96
Corporate Governance Directorate,Advertising,Newsquest (London) Limited         ,15/07/2010,5000264689,"1,974.46"
Corporate Governance Directorate,Advertising,Newsquest (London) Limited         ,19/07/2010,5105695674,878.77
Corporate Governance Directorate,Advertising,Newsquest (London) Limited         ,19/07/2010,5105695675,878.77
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,05/07/2010,5000263296,1393.75
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,06/07/2010,5000263387,5847.48
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,08/07/2010,5000263703,37103.96
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,09/07/2010,5000263933,2079.36
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,20/07/2010,5000265305,2625
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,20/07/2010,5000265305,"2,724.75"
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,20/07/2010,5000265305,"4,125.00"
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,20/07/2010,5000265306,"4,118.82"
Corporate Governance Directorate,Hware Purcs,Genisys Group                      ,20/07/2010,5000265306,541.5
Chief Executive's Service,IT Servs,Dinsdale Video Conferencing Ltd    ,08/07/2010,5000263801,595
Corporate Services,Hware Purcs,Genisys Group                      ,20/07/2010,5000265291,2985
Adult Social Services,Agency Staff,Networking People Limited          ,20/07/2010,5000265335,1012.5
Adult Social Services,Consult Fees,David Court Management Services    ,30/07/2010,5000266583,4464
Adult Social Services,Publicatns,The Art of Design                  ,14/07/2010,5000264526,540
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265961,"1,975.00"
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265963,"1,975.00"
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265964,"1,975.00"
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265968,1580
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265970,1975
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265971,1975
Adult Social Services,Consult Fees,The Housing Executive              ,26/07/2010,5000265976,1975
Adult Social Services,Other Services,ASRA Greater London Housing Assoc L,15/07/2010,1900112928,3380.24
Adult Social Services,Other Services,Christian Action (Enfield)         ,15/07/2010,1900112932,1581.6
Adult Social Services,Other Services,Christian Action (Enfield)         ,15/07/2010,1900112932,594.48
Adult Social Services,Other Services,Eleanor Palmer Trust No 2 A/C.     ,15/07/2010,1900112934,"3,441.24"
Adult Social Services,Other Services,Lewis.W.Hammerson Memorial Home    ,15/07/2010,1900112939,766.05
Adult Social Services,Other Services,Metropolitan Support Trust         ,15/07/2010,1900112940,"3,565.98"
Adult Social Services,Other Services,Metropolitan Support Trust         ,15/07/2010,1900112940,"6,783.42"
Adult Social Services,Other Services,Orchard Housing Association        ,15/07/2010,1900112946,"1,382.10"
Adult Social Services,Other Services,Linen & Woollen Drapers Cottage    ,15/07/2010,1900112947,"4,581.05"
Adult Social Services,Other Services,Sanctuary Housing Association      ,15/07/2010,1900112951,"9,694.68"
Adult Social Services,Other Services,Viridian Housing,15/07/2010,1900112952,"2,409.94"
Adult Social Services,Other Services,Santuary Hereward                  ,15/07/2010,1900112953,546.84
Adult Social Services,Other Services,St Pancras & Humanist H.A.         ,15/07/2010,1900112954,814.8
Adult Social Services,Other Services,Abbeyfield Camden Society Ltd      ,15/07/2010,1900112956,901.17
Adult Social Services,Other Services,The Abbeyfield Society             ,15/07/2010,1900112957,"1,659.42"
Adult Social Services,Other Services,The Royal Scottish Corporation     ,15/07/2010,1900112958,"3,750.24"
Adult Social Services,Other Services,Home Group Ltd                     ,15/07/2010,1900112962,"1,958.84"
Adult Social Services,Other Services,Westlon Housing Association Ltd    ,15/07/2010,1900112963,"3,130.61"
Adult Social Services,Other Services,Westlon Housing Association Ltd    ,15/07/2010,1900112963,3506.67
Adult Social Services,Other Services,Willow Housing & Care Ltd.         ,15/07/2010,1900112964,"3,501.68"
Adult Social Services,Other Services,Chinese Mental Health Association  ,15/07/2010,1900112931,"4,240.70"
Adult Social Services,Other Services,Notting Hill Housing Trust         ,15/07/2010,1900112944,8732.42
Adult Social Services,Other Services,Richmond Fellowship                ,15/07/2010,1900112948,"3,295.42"
Adult Social Services,Other Services,Umbrella                           ,15/07/2010,1900112961,16969.74
Adult Social Services,Other Services,Umbrella                           ,15/07/2010,1900112961,"23,740.54"
Adult Social Services,Other Services,Central & Cecil Housing Trust      ,15/07/2010,1900112930,"1,189.70"
Adult Social Services,Other Services,Central & Cecil Housing Trust      ,15/07/2010,1900112930,"1,159.61"
Adult Social Services,Other Services,Threshold Centre Ltd               ,15/07/2010,1900112960,"16,236.82"
Adult Social Services,Other Services,Dimensions (ADP) Limited           ,15/07/2010,1900112927,"15,572.69"
Adult Social Services,Other Services,Barnet Mencap                      ,15/07/2010,1900112929,"11,801.10"
Adult Social Services,Other Services,Barnet Mencap                      ,15/07/2010,1900112929,"8,041.77"
Adult Social Services,Other Services,Norwood                            ,15/07/2010,1900112943,"7,767.70"
Adult Social Services,Other Services,Norwood                            ,15/07/2010,1900112943,5534.64
Adult Social Services,Other Services,Notting Hill Housing Trust         ,15/07/2010,1900112944,4678.02
Adult Social Services,Other Services,Royal Mencap Society               ,15/07/2010,1900112949,3180.58
Adult Social Services,Other Services,Tamarisk Trust                     ,15/07/2010,1900112955,6253.8
Adult Social Services,Other Services,Habinteg Housing Association       ,15/07/2010,1900112935,2042.62
Adult Social Services,Other Services,Middlesex Ass. For The Blind       ,15/07/2010,1900112941,1955.49
Adult Social Services,Other Services,Christian Action (Enfield)         ,15/07/2010,1900112932,22288.28
Adult Social Services,Other Services,Christian Action (Enfield)         ,15/07/2010,1900112932,"8,809.01"
Adult Social Services,Other Services,Christian Action (Enfield)         ,15/07/2010,1900112932,"8,809.01"
Adult Social Services,Other Services,Homeless Action In Barnet Ltd      ,15/07/2010,1900112937,"3,734.66"
Adult Social Services,Other Services,Jewish Women's Aid                 ,15/07/2010,1900112938,3021.1
Adult Social Services,Other Services,Jewish Women's Aid                 ,15/07/2010,1900112938,7963.92
Adult Social Services,Other Services,North West London Housing Assoc.   ,15/07/2010,1900112942,"3,038.97"
Adult Social Services,Other Services,Notting Hill Housing Trust         ,15/07/2010,1900112944,129567.58
Adult Social Services,Other Services,London Probation Trust             ,15/07/2010,1900112999,24632
Adult Social Services,Other Services,Metropolitan Support Trust         ,15/07/2010,1900112940,17532.52
Adult Social Services,Other Services,Safe Start Foundation              ,15/07/2010,1900112950,7916.67
Adult Social Services,Other Services,Safe Start Foundation              ,15/07/2010,1900112950,24252.7
Adult Social Services,Ads for Staff,Tribal Resourcing Ltd;             ,01/07/2010,5000262948,4078.22
Adult Social Services,Ads for Staff,Tribal Resourcing Ltd;             ,30/07/2010,5000266611,1302.66
Adult Social Services,Ads for Staff,Tribal Resourcing Ltd;             ,30/07/2010,5000266612,1302.66
Adult Social Services,Equip-Mats-Purc-Rep,Albion Chairs Ltd                  ,15/07/2010,5000264568,521.67
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,987
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,980
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,"1,008.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,07/07/2010,5000263658,720
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),07/07/2010,5000263661,"1,080.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),07/07/2010,5000263661,1080
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),14/07/2010,5000264403,"1,080.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,15/07/2010,5000264584,"1,008.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,15/07/2010,5000264584,"1,008.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,15/07/2010,5000264593,960
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),15/07/2010,5000264598,"1,080.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,20/07/2010,5000265339,1080
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),20/07/2010,5000265344,1080
Adult Social Services,Agency Staff,Blue Group International Ltd       ,01/07/2010,5000262770,900
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,924
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,952
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Hays Social Care                   ,01/07/2010,5000262788,1008
Adult Social Services,Agency Staff,Blue Group International Ltd       ,14/07/2010,5000264382,900
Adult Social Services,Agency Staff,Blue Group International Ltd       ,14/07/2010,5000264382,750
Adult Social Services,Agency Staff,Hays Social Care                   ,14/07/2010,5000264390,"1,008.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,14/07/2010,5000264390,"1,008.00"
Adult Social Services,Agency Staff,Blue Group International Ltd       ,20/07/2010,5000265319,780
Adult Social Services,Agency Staff,Blue Group International Ltd       ,20/07/2010,5000265319,750
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,01/07/2010,5000262781,688
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,07/07/2010,5000263657,877.44
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,20/07/2010,5000265338,"1,152.00"
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,20/07/2010,5000265338,1024
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,20/07/2010,5000265338,"1,152.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,"1,080.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,"1,080.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,862.5
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,862.5
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,"1,080.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,1080
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,"1,080.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,20/07/2010,5000265374,"1,080.00"
Adult Social Services,Other Agencs- TPP,M D Homes                          ,01/07/2010,7500272243,"2,321.37"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,"2,268.31"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,"2,268.31"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,"2,268.31"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,"2,268.67"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,"2,268.67"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,2358.17
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,2358.17
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,2358.17
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,06/07/2010,7500272978,3064.35
Adult Social Services,Other Agencs- TPP,Maryville Care Home                ,06/07/2010,7500272990,1780.02
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,06/07/2010,7500272994,1849.68
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,06/07/2010,7500272995,1879.44
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,06/07/2010,7500272996,1687.99
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,06/07/2010,7500272997,1790.01
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500272998,2181.3
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500272999,853.92
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500273000,2254.01
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500273001,"2,657.01"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500273002,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500273003,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,06/07/2010,7500273004,2254.01
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273008,1243.91
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273009,2195.14
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273011,2268.31
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273012,"1,975.63"
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273013,2048.8
Adult Social Services,Other Agencs- TPP,Carlton Court (TLC Group)          ,06/07/2010,7500273015,2195.14
