Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-23840,15764000,,CM8 2TL,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,HAFS-23839,2765000,,ME16 9QQ,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-23838,5318000,,HA1 3UJ,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-23837,8477000,,PR7 1GZ,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-23836,8235000,,SE5 9RS,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-23835,1734000,,NN16 8UZ,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,ISLE OF WIGHT NHS TRUST,HAFS-23834,2500000,,PO30 5TG,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,HAFS-23833,4000000,,HU16 5JQ,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,HEART OF ENGLAND NHS FOUNDATION TRUST,HAFS-23832,6376000,,B9 5SS,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-23831,1909000,,GL1 3NN,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-23830,3450000,,CV10 7DJ,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-23829,2782000,,SM5 1AA,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23828,4790000,,TN37 7PT,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23827,800000,,TN37 7PT,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,HAFS-23826,3052000,,CT1 3NG,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,EAST CHESHIRE NHS TRUST,HAFS-23825,3664000,,SK10 3BL,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-23824,3784000,,BS1 2NP,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-23823,1635000,,DE1 2QY,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-23822,998000,,DE1 2QY,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,HAFS-23821,1305000,,CH2 1UL,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23820,2749000,,CB2 0QQ,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-23819,2584000,,HD3 3EA,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-23818,7790000,,BN2 3EW,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23816,7672000,,SS16 5NL,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-23815,10000000,,E1 8PR,PUBLIC,,,
,,12/02/2018,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-23814,658000,,S75 2PY,PUBLIC,,,
,,12/02/2018,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,HAFS-23813,1500000,,BA1 3QE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-23812,127000,,WD18 0BH,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23811,80000,,WA7 2DA,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,HAFS-23810,1751000,,WF3 1we,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,HAFS-23809,230000,,TQ2 7AN,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,THE ROYAL MARSDEN NHS FOUNDATION TRUST,HAFS-23808,3535000,,SW3 6JJ,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,HAFS-23807,210000,,TA1 5DA,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,HAFS-23806,533000,,TS4 3BW,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,HAFS-23805,110000,,NW3 2QG,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23804,1810000,,OX3 7HE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,HAFS-23803,395000,,NG5 1PB,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-23802,390000,,LS9 7TF,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-23801,100000,,PR7 1GZ,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23800,602000,,NR31 6LA,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,HAFS-23799,198000,,AL3 5TL,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,CROYDON HEALTH SERVICES NHS TRUST,HAFS-23798,391000,,CR7 7YE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,HAFS-23797,381000,,PL26 6AD,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-23796,1690000,,WF3 1WE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-23795,999000,,WF3 1WE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-23794,500000,,WF3 1WE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,HAFS-23793,500000,,BA1 3QE,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-23792,334000,,L12 2AP,PUBLIC,,,
,,12/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,2GETHER NHS FOUNDATION TRUST,HAFS-23791,193000,,GL1 1LY,PUBLIC,,,
,,08/02/2018,Revenue Grants to Other Bodies,DG: CHIEF SCIENTIFIC ADVISOR,DORSET HEALTH CARE NHS FOUNDATION TRUST,ERS-587017-151362,256440,NA,BH17 0RB,PUBLIC,,,
,,08/02/2018,Revenue Grants to Other Bodies,DG: CHIEF SCIENTIFIC ADVISOR,WORCESTERSHIRE HEALTH & CARE NHS TRUST R1A,ERS-587049-151386,135424,NA,WR4 9RW,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-587119-151414,64713.4,Health Tech Assessment,SO17 1BJ,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-587116-151406,34699.72,Health Tech Assessment,LS2 9JT,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-587114-151412,40264.39,HTA Pragmatic Trials,E1 2AX,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-587109-151413,40225.14,Service Delivery & Org,SO17 1BJ,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-587108-151411,42058.43,Health Tech Assessment,E1 2AX,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,National Institute for Biological Standards and Control,ERS-587107-151417,106273,vCJD research,EN6 3QG,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-587106-151408,46360,Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,09/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-587105-151404,277633,UNITS,CB2 1TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587298-151508,95000,Applied Research Programme,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-587296-151600,59190,Saftey and Quality Research,W12 0HS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-587295-151536,48264,CRF's CRII,WC1N 3JH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587294-151507,166376.67,CRF's CRII,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-587293-151500,109759.66,CRF's CRII,EX2 5DW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-587292-151539,84777,CRF's CRII,EC1V 2PD,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-587291-151599,1686655,Bio-Medical Centres,W12 0HS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587289-151496,2566816,Bio-Medical Centres,CB2 0QQ,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587286-151574,2071014,Bio-Medical Centres,OX4 2PG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-587285-151552,112276,Bio-Medical Centres,LS9 7TF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-587284-151559,2034648,Bio-Medical Centres,NW1 2BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-587283-151579,1031514,Bio-Medical Centres,BR3 3BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-587282-151485,116690,Bio-Medical Centres,BS99 1YF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-587281-151568,169610,Bio-Medical Centres,NE7 7DN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-587280-151533,124582,Bio-Medical Centres,OX4 2GX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-587279-151621,112963,Bio-Medical Centres,E1 8PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587278-151513,37470,Bio-Medical Centres,S5 7AU,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-587277-151542,717905,Bio-Medical Centres,SM2  5PT,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-587276-151535,628827,Bio-Medical Centres,WC1N 3JH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-587275-151556,112231,Bio-Medical Centres,B15 2PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-587272-151585,204840,Bio-Medical Centres,LE5 4QF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,ERS-587271-151632,322029,Bio-Medical Centres,M13 0JR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-587270-151518,1289881,Bio-Medical Centres,SE1 9TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587268-151503,241818,Bio-Medical Centres,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-587267-151589,300067,Bio-Medical Centres,NG7 2UK,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-587266-151538,355501,Bio-Medical Centres,EC1V 2PD,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587265-151573,61726,CRF's CRII,OX4 2PG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-587263-151558,107932,CRF's CRII,NW1 2BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-587262-151555,226299.66,CRF's CRII,B15 2PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-587260-151588,32433,CRF's CRII,NG7 2UK,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-587259-151541,40470,CRF's CRII,SM2  5PT,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,ERS-587256-151631,202384,CRF's CRII,M13 0JR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-587255-151551,28571.66,CRF's CRII,LS9 7TF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-587253-151567,65250,CRF's CRII,NE7 7DN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-587251-151578,59458,CRF's CRII,BR3 3BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587250-151495,178771,CRF's CRII,CB2 0QQ,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587249-151512,50832,CRF's CRII,S5 7AU,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-587248-151491,33440,CRF's CRII,L12 2AP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-587247-151598,175770,CRF's CRII,W12 0HS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-587246-151517,118265,CRF's CRII,SE1 9TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587243-151511,2185725,Comprehensive Networks,S5 7AU,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-587242-151484,1034835,Comprehensive Networks,BS99 1YF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-587241-151525,2282050,Comprehensive Networks,WV10 0QP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587240-151506,1407547,Comprehensive Networks,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587239-151572,1207229,Comprehensive Networks,OX4 2PG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-587237-151499,876133,Comprehensive Networks,EX2 5DW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-587236-151516,2119948,Comprehensive Networks,SE1 9TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-587235-151597,1200222,Comprehensive Networks,W12 0HS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-587234-151545,1301649,Comprehensive Networks,L7 8XP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-587233-151620,2600635,Comprehensive Networks,E1 8PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-587232-151566,1520451,Comprehensive Networks,NE7 7DN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-587231-151481,1167863,Comprehensive Networks,GU2 7XX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,ERS-587230-151630,1448495,Comprehensive Networks,M13 0JR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-587229-151528,1690335,Comprehensive Networks,NR4 7UY,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-587228-151583,1673543,Comprehensive Networks,LE5 4QF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-587226-151565,163036,Research Capability Funding,NE7 7DN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-587225-151596,333333,Research Capability Funding,W12 0HS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-587223-151543,39967,Research Capability Funding,B4 6NL,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-587222-151498,65139,Research Capability Funding,EX2 5DW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-587221-151563,118260,Research Capability Funding,UB9 6JH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-587220-151532,86383,Research Capability Funding,OX4 2GX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-587219-151587,123353,Research Capability Funding,NG7 2UK,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-587216-151581,73413,Research Capability Funding,BS1 2NP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-587215-151526,32670,Research Capability Funding,NR4 7UY,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-587214-151614,33801,Research Capability Funding,LS15 7TW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-587213-151537,165980,Research Capability Funding,EC1V 2PD,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-587212-151550,103650,Research Capability Funding,LS9 7TF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-587211-151522,89263,Research Capability Funding,SE5 9RS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-587210-151549,27859,Research Capability Funding,B9 5TA,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-587209-151515,254085,Research Capability Funding,SE1 9TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-587208-151534,190695,Research Capability Funding,WC1N 3JH,PUBLIC,,,
