Cheltenham Borough Council Payments To Suppliers Between 2014-03-01 and 2014-03-31,,,,,,,,
,,,,,,,,
Accounts Payable Data,,,,,,,,

Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025226,1564,Greenway Partnership Limited T/A GPL Building Services,R2062-ADB101,R & M of Build Cyclical Electrical Remedials,14/03/2014,"2,640.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025227,1565,Greenway Partnership Limited T/A GPL Building Services,R2062-ADB101,R & M of Build Cyclical Electrical Remedials,14/03/2014,"1,557.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025373,1579,Greenway Partnership Limited T/A GPL Building Services,R2078-OPS121,R&M of Build - external structures,21/03/2014,795.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025986,1584,Greenway Partnership Limited T/A GPL Building Services,R2004-CUL113,R & M of Build Programmed,28/03/2014,"1,940.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025756,1744,Greenway Partnership Limited T/A GPL Building Services,R2004-CCM001,R & M of Build Programmed,28/03/2014,"4,749.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025770,1820,Greenway Partnership Limited T/A GPL Building Services,R2004-FIE040,R & M of Build Programmed,28/03/2014,"2,480.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025755,1863,Greenway Partnership Limited T/A GPL Building Services,R2043-OPS122,R & M of Build Drain Cleaning,28/03/2014,"1,152.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025234,1878,Greenway Partnership Limited T/A GPL Building Services,R2062-CCM111,R & M of Build Cyclical Electrical Remedials,14/03/2014,735.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025757,1887,Greenway Partnership Limited T/A GPL Building Services,R2004-ADB103,R & M of Build Programmed,28/03/2014,"3,920.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025758,1888,Greenway Partnership Limited T/A GPL Building Services,R2083-CCM111,R&M of Build - Routine,28/03/2014,875.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025318,1892,Greenway Partnership Limited T/A GPL Building Services,R2004-CUL117,R & M of Build Programmed,14/03/2014,734.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025860,1928,Greenway Partnership Limited T/A GPL Building Services,R2008-CCM001,R & M of Build - Reactive Repairs,28/03/2014,792.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025989,705,Greenway Partnership Limited T/A GPL Building Services,R2062-CPK101,R & M of Build Cyclical Electrical Remedials,28/03/2014,796.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025153,2199,Group Creative Limited,R4014-REC101,Marketing,14/03/2014,"1,950.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025468,2200,Group Creative Limited,R4014-REC101,Marketing,21/03/2014,"1,950.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024868,8228,Halarose Limited,R4520-ELE001,Postages - stamps,07/03/2014,"1,645.55"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025026,8304,Halarose Limited,R4531-ELE002,IT - Purchase of Software,07/03/2014,"9,780.86"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025191,20656,Halcrow Group Limited,R5001-EMP001,TPP - Major External Contractors,14/03/2014,"2,293.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025459,2529 28/02/2014,Halle Concerts Society,R4322-CUL110,Artists Fees,21/03/2014,"17,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025149,1403065,Hitec (Laboratories) Limited,R4531-COR003,IT - Purchase of Software,21/03/2014,"4,025.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025178,CISDEDUCT6/2/14-5/3/14,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),14/03/2014,"2,214.62"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024736,37083,Horsleys Chartered Surveyors,C1005-CAP225,Surveyors Fees,04/03/2014,"9,260.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025120,Settlement mar 2013,Howlers Comedy Club,R9406-HLD140,Lettings,14/03/2014,"3,369.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025654,NOV 12 CORRECTIONS,HSF Health Plan Limited,R4980-SUP011,Miscellaneous Expenses,20/03/2014,948.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024321,SINV063799,I H S Global Limited,R4701-BUC001,Subscriptions,28/03/2014,"2,195.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024321,SINV063799,I H S Global Limited,R4531-SUP025,IT - Purchase of Software,28/03/2014,"2,195.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025006,150170AA11,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,14/03/2014,"30,917.58"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025079,25737,Imperial Civil Enforcement Solutions Limited,R4531-CPK001,IT - Purchase of Software,14/03/2014,"4,202.27"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025579,26204,Imperial Civil Enforcement Solutions Limited,R1652-CPK001,Training Fees (External),28/03/2014,"1,013.60"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024774,11543,Industrial Medical & Safety Services (IMASS) Limited,R4401-SUP003,Services - Fees and Charges,07/03/2014,705.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025015,14/012,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,07/03/2014,"1,320.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025712,1096,Jayson R C Bayliss,C1100-CAP108,Construction,28/03/2014,"2,300.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025712,1096,Jayson R C Bayliss,C1100-CAP108,Construction,28/03/2014,"2,700.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025713,1098,Jayson R C Bayliss,R4003-OPS002,Tools & Equipment - R & M,28/03/2014,560.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025713,1098,Jayson R C Bayliss,R4003-OPS002,Tools & Equipment - R & M,28/03/2014,995.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025714,1099,Jayson R C Bayliss,C4000-CAP101,Acquisition of Equipment,28/03/2014,995.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025281,5385,JS Facilities Group Limited,R2705-CUL107,Security Systems,14/03/2014,"4,358.10"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025550,5404,JS Facilities Group Limited,R2705-CUL107,Security Systems,28/03/2014,"4,378.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024883,5492,JS Facilities Group Limited,R4400-CPK001,Services - Professional Fees,07/03/2014,"1,342.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024882,5494,JS Facilities Group Limited,R2705-ADB103,Security Systems,07/03/2014,672.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024737,5522,JS Facilities Group Limited,R4401-REC101,Services - Fees and Charges,07/03/2014,908.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025282,5533,JS Facilities Group Limited,R2705-ADB103,Security Systems,14/03/2014,588.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025668,108371,Keep Britain Tidy,R2076-OPS001,Grounds Maintenance - Non Contract,28/03/2014,"1,228.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024994,14/109,Keith Kendrick t/a Rams Ead Music,R4322-CUL110,Artists Fees,07/03/2014,650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024574,105641,KMS Litho Limited,R2047-HRA100,R & M of Build Door Entry Keys,07/03/2014,"2,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024576,105642,KMS Litho Limited,R2047-HRA100,R & M of Build Door Entry Keys,07/03/2014,"2,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024575,105645,KMS Litho Limited,R2047-HRA100,R & M of Build Door Entry Keys,07/03/2014,"2,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024577,105647,KMS Litho Limited,R2047-HRA100,R & M of Build Door Entry Keys,07/03/2014,"1,350.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025867,788623,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,28/03/2014,651.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025867,788623,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,28/03/2014,"10,858.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025867,788623,Liberty Gas Group,C1107-CAH020,Building Works,28/03/2014,"3,999.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025867,788623,Liberty Gas Group,C1107-CAH009,Building Works,28/03/2014,"3,485.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025718,789221,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,28/03/2014,"1,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025388,59062692,Local World Limited (was Northcliffe Media),R1700-HLD102,Staff Advertising Costs,21/03/2014,709.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025113,136,Low Carbon Exchange (LCX Solar Limited),C1107-CAH032,Building Works,14/03/2014,"156,921.35"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024863,2342,Lushglen Exterior Furniture Renovation Services,R2075-OPS001,Grounds Maintenance - Contract,07/03/2014,675.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025334,2351,Lushglen Exterior Furniture Renovation Services,R2075-OPS001,Grounds Maintenance - Contract,14/03/2014,630.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025782,P 389,M J Loveridge Limited,C1107-CAH014,Building Works,28/03/2014,"8,520.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025202,53299,Macdonald & Company,R4400-PLP101,Services - Professional Fees,14/03/2014,"1,295.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025598,53403,Macdonald & Company,R4400-PLP101,Services - Professional Fees,21/03/2014,"1,295.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025603,53512,Macdonald & Company,R4400-PLP101,Services - Professional Fees,21/03/2014,"1,330.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025873,53609,Macdonald & Company,R4400-PLP101,Services - Professional Fees,28/03/2014,"1,347.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025339,2680,Mark Wroot Agricultural & Garden Services,R2076-OPS001,Grounds Maintenance - Non Contract,31/03/2014,"1,700.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14026002,9945,Massie Electrics Limited,R2062-REC111,R & M of Build Cyclical Electrical Remedials,28/03/2014,504.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025161,125 WHADDON ROAD,Mears Home Improvements (Client Account),C1107-CAH028,Building Works,14/03/2014,"4,070.95"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025283,689,MHP Design Limited,C1107-CAH005,Building Works,14/03/2014,840.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025284,690,MHP Design Limited,C1107-CAH005,Building Works,14/03/2014,"2,101.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025003,18061,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,07/03/2014,"1,276.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025002,18155,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,07/03/2014,748.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025515,18401,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,21/03/2014,"1,188.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025516,18402,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,21/03/2014,572.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025025,270214,REDACTED,R4401-CCM001,Services - Fees and Charges,07/03/2014,728.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024378,36959,M-Tags Engraving,R4010-OPS001,Materials - Other Materials,07/03/2014,628.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025597,82911,Nathaniel Lichfield & Partners,R4400-PLP101,Services - Professional Fees,21/03/2014,"4,103.85"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025148,AREXT/00152979,National Express Limited,R4901-HLD120,Commission,14/03/2014,"1,121.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024477,600008092,Nationwide Platforms Limited,R4401-CUL102,Services - Fees and Charges,07/03/2014,700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024820,M93145BP/14020605,Novus Property Solutions Limited,R2004-CUL112,R & M of Build Programmed,14/03/2014,"68,197.59"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025250,7516,Now Media Limited,R4400-LTC003,Services - Professional Fees,21/03/2014,"29,320.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025156,#143,O'Hooley & Tidow,R4322-CUL110,Artists Fees,14/03/2014,850.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025019,10975,One 51 Es Plastics (UK) Limited T/A MGB Plastics,R4000-RYC006,Equipment Purchase,07/03/2014,"16,632.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025038,547765,OpenView Security Solutions Limited,R4003-CCT001,Tools & Equipment - R & M,14/03/2014,"1,419.17"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024971,1111449,Otis Limited,R2041-ADB101,R & M of Build Lifts,07/03/2014,"1,382.56"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024773,360424,Ove Arup & Partners Limited,R4400-PLP101,Services - Professional Fees,14/03/2014,"4,208.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025692,362157,Ove Arup & Partners Limited,R4400-PLP101,Services - Professional Fees,28/03/2014,"4,208.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025672,3985,Pakflatt (UK) Ltd,R4000-ELE002,Equipment Purchase,28/03/2014,"7,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025682,UK68772,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,28/03/2014,"1,552.72"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025378,60954272,Personnel Hygiene Services (PHS Group),R4401-ADB103,Services - Fees and Charges,21/03/2014,"1,212.76"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025271,60963291,Personnel Hygiene Services (PHS Group),R4401-CUL102,Services - Fees and Charges,21/03/2014,"2,101.32"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024985,60963472,Personnel Hygiene Services (PHS Group),R2007-REC101,R & M of Plant Contracts,14/03/2014,"5,007.68"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025622,1293,Phil McIntyre Entertainments Limited,R4322-CUL110,Artists Fees,21/03/2014,"1,818.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025578,1294,Phil McIntyre Entertainments Limited,R4322-CUL110,Artists Fees,21/03/2014,"2,412.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025644,2353271,Phonographic Performance Limited,R4402-CUL102,Services - General Licences,28/03/2014,"1,116.82"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025392,2960,PJ Combustion Solutions Limited,R2004-CCM111,R & M of Build Programmed,21/03/2014,617.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025393,83772,PJ Combustion Solutions Limited,R2004-CCM111,R & M of Build Programmed,21/03/2014,"2,428.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025140,80411,Pro-AM Limited,R4400-SUP104,Services - Professional Fees,14/03/2014,"2,730.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024749,15922,Pro-Door Limited,R2008-ADB103,R & M of Build - Reactive Repairs,14/03/2014,735.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024746,15996,Pro-Door Limited,R2008-ADB103,R & M of Build - Reactive Repairs,14/03/2014,541.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024748,16273,Pro-Door Limited,R2008-ADB103,R & M of Build - Reactive Repairs,14/03/2014,987.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025107,PINF444430,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,07/03/2014,"1,522.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025108,PINF444618,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,07/03/2014,"1,740.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025109,PINF444619,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,07/03/2014,"1,305.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025481,PINF446577,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,21/03/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025480,PINF451237,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,21/03/2014,"1,740.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025479,PINF451238,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,21/03/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024679,2156701,Rapid Racking Limited,R4032-CUL107,Curation Expenses,21/03/2014,"4,264.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024887,9046713492,Royal Mail,R4521-LTC001,Postages - franking machine,14/03/2014,"1,065.26"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025196,9046820931,Royal Mail,R4521-RYC002,Postages - franking machine,14/03/2014,531.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025558,9046866374,Royal Mail,R4521-HBA001,Postages - franking machine,21/03/2014,"1,965.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025558,9046866374,Royal Mail,R4521-ELE001,Postages - franking machine,21/03/2014,703.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025128,437,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,28/03/2014,630.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024336,438687,Security Plus+ Limited,R4435-REC101,Cash Collection Contract,07/03/2014,"1,250.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025408,442125,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,31/03/2014,877.29
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025146,00809-13382744/CI,Selim Smith & Co Funeral Directors (Dignity Funerals Limited),R4433-REG001,Burial Fees - National Assitance Act,21/03/2014,955.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025700,139683,Severn,R4300-CUL110,Printing - Services,28/03/2014,974.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025565,424102641,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,21/03/2014,"1,505.58"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025566,424102642,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,21/03/2014,"1,163.31"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025564,424102643,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,21/03/2014,632.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025567,540134975,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,21/03/2014,836.01
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025563,6503531176,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,21/03/2014,609.71
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025874,r0858,Signalstormm Innovations Limited,R4001-CUL110,Tools & Equipment - Hire,28/03/2014,"2,017.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025377,O0327345,Sitex Orbis Limited,R2012-HRA100,R & M of Build Standby and Call Out,21/03/2014,"1,047.03"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14023848,2219,Snape Construction Limited (Snapecall),C1107-CAH016,Building Works,28/03/2014,"2,843.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024561,2222,Snape Construction Limited (Snapecall),C1107-CAH024,Building Works,07/03/2014,"19,015.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025629,Settlement Dillon & Howarth,Sound Made Simple Limited T/A Cleeve Concerts,R9406-HLD140,Lettings,21/03/2014,"1,608.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025629,Settlement Dillon & Howarth,Sound Made Simple Limited T/A Cleeve Concerts,R9406-HLD140,Lettings,21/03/2014,608.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025248,9770,Spring Cleaning Services Limited,R2706-CUL107,Cleaning - reactive,14/03/2014,"2,666.66"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024919,161456264/0018,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,21/03/2014,975.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025827,511298564/0034,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,28/03/2014,"1,127.13"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024680,SI-195140,Straight plc,R4000-RYC006,Equipment Purchase,07/03/2014,"1,644.96"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025018,SI-195410,Straight plc,R4000-RYC006,Equipment Purchase,07/03/2014,"11,781.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025110,SI-195438,Straight plc,R4000-RYC006,Equipment Purchase,07/03/2014,"5,128.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025512,170314,Stroud District Council,R9100-LTC003,Contributions - County Council,21/03/2014,"5,533.53"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024857,401148884,Stroud District Council,R4400-LTC011,Services - Professional Fees,07/03/2014,875.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025027,4127,System Six Design & Build,R4029-CUL107,Displays,14/03/2014,557.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025029,4130,System Six Design & Build,R4029-CUL107,Displays,14/03/2014,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024842,4140,System Six Design & Build,R2700-CCM111,Contract Cleaning,07/03/2014,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025238,4142,System Six Design & Build,R4029-CUL117,Displays,14/03/2014,635.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025237,4143,System Six Design & Build,R4003-PLP101,Tools & Equipment - R & M,14/03/2014,576.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025242,4146,System Six Design & Build,R2083-FIE040,R&M of Build - Routine,14/03/2014,566.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025753,4148,System Six Design & Build,R4029-CUL117,Displays,28/03/2014,879.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025751,4157,System Six Design & Build,R2083-OPS122,R&M of Build - Routine,28/03/2014,531.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025742,4162,System Six Design & Build,R2081-OPS122,Roof Repairs,28/03/2014,868.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025514,170314,Tewkesbury Borough Council,R9100-LTC003,Contributions - County Council,21/03/2014,"4,185.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024732,DBCR100695,Tewkesbury Borough Council,C1004-CAP225,Legal Fees,21/03/2014,"15,645.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016243,DEBT102345,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,14/03/2014,845.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14023177,DEBT102781,Tewkesbury Borough Council,R4317-OPS001,Non Staff Advertising,14/03/2014,773.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14023214,DEBT102790,Tewkesbury Borough Council,R4420-HRA110,Legal Expenses And Court Costs,07/03/2014,"2,807.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024313,DEBT102872,Tewkesbury Borough Council,R4400-SUP017,Services - Professional Fees,07/03/2014,544.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024311,DEBT102879,Tewkesbury Borough Council,R4426-HRA110,Legal Expenses,07/03/2014,"2,325.00"
