Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182582,"2,544.80 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182588,478.93 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182588,"2,736.75 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182589,661.89 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182589,"3,782.25 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182591,"4,428.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182591,774.90 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182580,"1,599.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182580,279.83 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182585,"2,460.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182585,430.50 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182581,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182587,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182880,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182581,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182587,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182880,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182581,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182587,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,182880,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182881,"1,968.00 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182941,"1,968.00 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182881,344.40 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,182941,344.40 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182546,425.88 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182546,"2,433.60 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182581,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182587,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182880,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182882,459.27 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182581,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182587,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182880,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,182882,"2,624.40 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,181640,102.31 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,181640,584.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,SOUTH ADULT OCCUPATIONAL THERAPY,PULSE,181589,200.54 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,SOUTH ADULT OCCUPATIONAL THERAPY,PULSE,181589,"1,145.95 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,SOUTH ADULT OCCUPATIONAL THERAPY,PULSE,181598,256.08 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY PAMS,SOUTH ADULT OCCUPATIONAL THERAPY,PULSE,181598,"1,463.29 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,182475,102.31 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,182674,102.31 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,182475,584.64 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY PAMS,CARISBROOKE COMMUNITY TEAM,REED,182674,584.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182279,280.34 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182279,"1,601.95 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182278,376.46 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182278,"2,151.19 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,181695,"2,380.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,181696,"2,380.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,181695,416.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,181696,416.50 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,88.11 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182280,88.11 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,503.47 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182280,503.47 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182277,96.12 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182277,549.24 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,192.58 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,96.31 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,-192.58 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,"1,100.40 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,550.32 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182336,"-1,100.40 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,ID GROUP LTD,181655,378.98 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,ID GROUP LTD,181655,"2,165.60 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,ID GROUP LTD,182468,644.27 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,ID GROUP LTD,182468,"3,681.52 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,88.11 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,-88.11 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,503.47 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181682,-503.47 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,"2,380.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,SOUTH GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,416.50 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,"2,380.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,"-2,380.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,416.50 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,CLINICAL EMPLOYMENT SERVICES LTD,182446,-416.50 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182718,295.52 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY SHO'S AND HO'S,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182718,"1,688.68 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,5.21 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,6.85 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,8.18 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,22.33 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,29.75 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,39.15 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,44.42 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,46.75 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,127.60 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,ANAES : ACCESSORIES AND EQUIPMENT,NELSON WARD,MEDIPOST (UK) LTD,182316,253.85 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,AUDIT FEES : INTERNAL,FINANCE,NORTH LANCASHIRE PCT,181952,681.10 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,ELM WARD,BNA HEALTHCARE,181693,540.94 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,179779,607.23 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,DIVINECALL CARE LTD,179806,452.68 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,180142,909.81 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,181391,"1,584.78 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,181391,"1,659.45 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,181391,"-1,659.45 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,CEDAR WARD,KEY CARE AND SUPPORT LTD,181664,822.91 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,GRAFTON WARD,DIVINECALL CARE LTD,180607,458.60 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,181391,74.67 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,181387,539.98 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,181387,970.13 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B2 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,181387,-970.13 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,BLAKE WARD,APEX NURSING AND CARE SERVICES LTD,181394,"1,276.95 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,BLAKE WARD,APEX NURSING AND CARE SERVICES LTD,181017,"1,995.99 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,BLAKE WARD,APEX NURSING AND CARE SERVICES LTD,180312,"2,673.74 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,179437,742.29 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,CEDAR WARD,APEX NURSING AND CARE SERVICES LTD,179010,"1,056.10 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,CEDAR WARD,APEX NURSING AND CARE SERVICES LTD,179430,"1,109.33 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,WILLOW WARD,KEY CARE AND SUPPORT LTD,182284,661.23 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,180333,"1,747.60 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181014,751.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,179440,587.06 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180338,682.40 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182416,"1,190.51 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180138,"2,362.89 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181384,"2,458.85 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181015,"3,136.82 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181383,"3,362.66 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182389,"3,363.38 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182387,"2,412.13 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181016,"3,275.17 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182415,"3,264.80 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180327,"5,154.19 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180136,"4,005.61 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180315,"4,671.86 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,DIVINECALL CARE LTD,182461,438.22 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,DIVINECALL CARE LTD,182382,438.42 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,DIVINECALL CARE LTD,182364,442.47 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,DIVINECALL CARE LTD,182460,743.44 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182394,"1,645.23 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182410,"2,623.60 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B2 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,181382,"1,581.36 "
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182372,526.81 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182362,429.34 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182455,457.92 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182358,501.33 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182451,504.90 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182363,506.66 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182371,506.66 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182454,508.31 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182369,510.14 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182359,531.04 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182450,534.16 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182452,557.14 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182365,620.18 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182453,765.57 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,KEY CARE AND SUPPORT LTD,182489,893.81 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,APEX NURSING AND CARE SERVICES LTD,182393,"6,011.40 "
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B2 AGENCY NURSING,OCTOBER WARD,APEX NURSING AND CARE SERVICES LTD,182428,"6,868.28 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,PEARL,DIVINECALL CARE LTD,182457,197.30 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,ELM WARD,APEX NURSING AND CARE SERVICES LTD,182391,"1,859.56 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,ELM WARD,APEX NURSING AND CARE SERVICES LTD,182411,"2,056.22 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,BROOK WARD,DIVINECALL CARE LTD,182376,520.24 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,182399,670.64 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,182420,873.60 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,CEDAR WARD,KEY CARE AND SUPPORT LTD,182327,966.44 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,NELSON WARD,APEX NURSING AND CARE SERVICES LTD,180331,"3,126.71 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182462,457.92 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182354,507.88 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182463,526.50 
