Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,05/09/2013,0080003594,866.00,Control Accounts,Bluehouse Estate Agents,12471
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,12/09/2013,0080003598,7511.43,Capital,Blue Moon,10674
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,12/09/2013,0080003601,4117.00,Capital,Prism Medical Uk,02558
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,12/09/2013,0080003607,2762.11,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,12/09/2013,0080003608,835.00,Control Accounts,Mitchell Lettings,07026
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,12/09/2013,0080003610,950.00,Revenue,J Sturm,12783
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,12/09/2013,0080003610,950.00,Control Accounts,J Sturm,12783
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,10/09/2013,0080003616,800.00,Control Accounts,Barbara Hamik,12785
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,19/09/2013,0080003624,2460.00,Capital,R H Collings & Son,12238
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,19/09/2013,0080003625,528.76,Capital,In Touch,11912
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,19/09/2013,0080003634,775.00,Revenue,Douglas Johnson,12802
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,19/09/2013,0080003639,895.00,Control Accounts,Carson & Co,12805
Rushmoor Borough Council,Community,2513,Direct Grants,19/09/2013,0080003643,900.00,Revenue,Rowhill Community Pre School,09811
Rushmoor Borough Council,Community,2513,Direct Grants,19/09/2013,0080003644,1000.00,Revenue,The Vine Day Centre,12343
Rushmoor Borough Council,Community,2513,Direct Grants,19/09/2013,0080003645,1000.00,Revenue,Fox Gymnastics Club,12806
Rushmoor Borough Council,Community,2513,Direct Grants,19/09/2013,0080003646,1000.00,Revenue,4Th Aldershot W.E.B.S. Scout Group,06019
Rushmoor Borough Council,Community,2513,Direct Grants,19/09/2013,0080003647,1000.00,Revenue,Rotary Club Of Farnborough,11767
Rushmoor Borough Council,Control Accounts,9351,Community Cohesion,26/09/2013,0080003653,1770.00,Control Accounts,Farnborough Grange Infant School,08811
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,26/09/2013,0080003656,800.00,Control Accounts,Townends,11603
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,26/09/2013,0080003657,3624.00,Capital,Vistar Construction Ltd,03008
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,26/09/2013,0080003658,560.00,Revenue,June Abbett,12721
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,26/09/2013,0080003660,3350.00,Capital,Don Tonio Landscapes,12811
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,26/09/2013,0080003662,775.00,Control Accounts,Lbw Property Management,11783
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,26/09/2013,0080003663,750.00,Control Accounts,Mr S A Huckins,12814
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,26/09/2013,0080003664,750.00,Control Accounts,D W Storey,12813
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,26/09/2013,0080003670,3221.00,Capital,Stannah Stairlift,00935
Rushmoor Borough Council,Control Accounts,9350,TAG Grant,26/09/2013,0080003672,5000.00,Control Accounts,South Farnborough Junior School,10717
Rushmoor Borough Council,Control Accounts,9351,Community Cohesion,26/09/2013,0080003673,1000.00,Control Accounts,Rushmoor Voluntary Services,00838
Rushmoor Borough Council,Customer Services,3805,Mags Court Fees,11/09/2013,PC1,1452.00,Revenue,HM Court Services,PC1
Rushmoor Borough Council,Personnel & Payroll,3601,Health Care,05/06/2013,88,1900.00,Revenue,National Deposit,DD1
