  ,AB,C1,C2,DE,,,,,,,,,,,,,
Glasgow - 2015,90,82,59,46,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2014,91,80,62,44,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2013,87,63,53,38,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2012,81,71,47,36,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Internet access and internet use, by age",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Glasgow 2015 – 542  Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: How frequently do you use the internet?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,15-24,25-34,35-44,45-64,65+,,,,,,,,,,,,
Internet - access,96,100,93,77,57,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Internet - use,95,99,90,66,38,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Access to and use of web-enabled mobile devices, by age.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Glasgow 2015 – 534, Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: Do you have a web-enabled phone? Q. Do you have access to a tablet?Q: Do you access the internet via a mobile terminal?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,15-24,25-34,35-44,45-64,65+,,,,,,,,,,,,
Access to mobile or tablet,81,92,87,63,36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Use of phone/tablet for internet,81,81,61,38,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Access to and use of web-enabled mobile devices, by age.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Glasgow 2015 – 534, Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: Do you have a web-enabled phone? Q. Do you have access to a tablet?Q: Do you access the internet via a mobile terminal?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Age band,Access to web-enabled mobile device,Use of web-enabled mobile device,Percentage of those with access who use,,,,,,,,,,,,,,
15-24,81%,81%,100%,,,,,,,,,,,,,,
25-34,92%,81%,88%,,,,,,,,,,,,,,
35-44,87%,61%,70%,,,,,,,,,,,,,,
45-64,63%,38%,60%,,,,,,,,,,,,,,
65+,36%,7%,19%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Main television set share, by platform",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural, 1468 Scotland 2010, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015) QH1a. Which, if any, of these types of television does your household use at the moment?/ QH1b And which of these do you consider is your main type of television?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,SCO 2015,ENG 2015,WAL 2015,NI 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
Satellite TV (pay or free),41,36,41,53,45,,33,50,,37,39,39,44,37,40,36,
Freeview (pay of free),34,38,34,30,34,,37,39,,29,37,39,38,43,29,38,
Cable TV,16,16,16,10,8,,19,5,,19,13,13,11,16,19,16,
DTV via broadband DSL line,6,5,6,5,10,,6,4,,,1,2,2,2,6,5,
Only terrestrial TV (channels 1-4/1-5),,,,,,,,,,15,10,3,1,,,,
No TV in home,3,4,3,2,2,,4,2,,,1,2,4,3,5,4,
,,,,,,,,,,,,,,,,,
Scotland 2.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of homes with HD television,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural)QH53. Is the main TV in your household an HDTV set or HD ready?/ QH54. For the main TV set, does your household have an HD TV service – from either Sky, Virgin Media, Freesat or Freeview?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,,,,,,,,
"HD ready, no channels",18,18,18,23,17,,18,17,,,,,,,,,
HDTV channels,55,54,55,53,51,,56,45,,,,,,,,,
,73,72,73,76,67,,74,62,,,,,,,,,
Scotland 2.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Smart TV take-up,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All adults aged 16+ with a TV in household (n = 3616 UK, 472 Scotland, 2197 England, 485 Wales, 462 Northern Ireland, 231 Scotland urban, 241 Scotland rural)QH18. Are any of your TV sets “smart TVs”? These are new types of TV that are connected to the internet and can stream video directly onto your television screen, without the need for a computer, set-top box or games console. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,,,,,,,,
Smart TV,21,19,21,17,15,,20,15,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TV programmes and films: demand on any service,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015Base: All Scotland adults aged 16+ who use the internet at home or elsewhere (n = 388)QH17 (QH46)/QH18 (QH47): Thinking about your personal use of TV programmes and films online and on demand services that you may use on any device (e.g. smartphone, TV set, tablet or laptop) anywhere, which of the following, if any, have you personally ever used? And which, if any, of these have you used in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Watching TV programmes/ films on catch up services,Watching TV/ films online via a standalone video subscription service,Watching other free professional TV programmes/ films or video channels online,Watching TV programmes/ films you have paid for on onlines stores to rent or keep permanently,None of these,Dont know,,,,,,,,,,,
Ever used,62%,26%,23%,13%,32%,1%,,,,,,,,,,,
Used in the last week,47%,10%,10%,5%,14%,2%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Average minutes of television viewing per day, by nation: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (incITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable.*Note: This figure reflects the average across the English regions with the highest  in Border at 250 minutes (4 hours 10 minutes)  and lowest in West at 197 minutes (3 hours 17 minutes) respectively.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Areas >>,UK,England*,Scotland,Wales,N. Ireland ,,,,,,,,,,,,
Main five PSB channels,113,117,125,131,113,,,,,,,,,,,,
PSB portfolio channels ,46,45,49,52,46,,,,,,,,,,,,
All other channels ,62,59,66,68,69,,,,,,,,,,,,
*England figure reflects the average across the English regions ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Share of the main five PSB channels in all homes, by UK nations and regions: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). HD channel variants are included but not +1s. Note: Chart shows figures rounded to one decimal place. Numbers may not appear to sum up to total share of main five PSBs due to rounding.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC One,BBC Two,ITV/STV/UTV/ITV Wales,Channel 4,Channel 5,Total,,,,,,,,,,,
UK,21.7,6.1,14.7,4.8,4,51.2,,,,,,,,,,,
Border,22.6,6.8,20.2,4.9,4,58.6,,,,,,,,,,,
East of England,22.7,6.8,13.5,4.8,3.6,51.5,,,,,,,,,,,
London,19.7,5.6,12.5,4.9,3.7,46.4,,,,,,,,,,,
Meridian,24.8,7.1,13.8,4.6,3.9,54.2,,,,,,,,,,,
Midlands,21.6,6.2,14.5,4.9,4.1,51.3,,,,,,,,,,,
North East,20.2,5.4,17.1,4.7,4.5,51.9,,,,,,,,,,,
North West,20.1,5.8,16.9,4.7,4.1,51.6,,,,,,,,,,,
South West,26.8,7.6,14.2,4.3,3.7,56.7,,,,,,,,,,,
West,25.4,6.9,13.3,4.9,3.6,54,,,,,,,,,,,
Yorkshire,20.6,5.4,16.2,5.1,4.1,51.5,,,,,,,,,,,
Scotland,21.9,5.8,14.8,4.9,4.8,52.1,,,,,,,,,,,
Wales,23.3,6,15.4,3.3,4.1,52.1,,,,,,,,,,,
N. Ireland,18.3,4.6,17.5,5.1,4,49.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Reduction in combined share of the main five PSB channels, all homes: 2009 and 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+). HD channel variants are included but not +1s.Notes: i) Following digital switchover in Wales in 2010, S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2009 but not in 2014. S4C’s average share in Wales in 2014 is 1.8%. ii) In 2010 a new BARB panel was introduced, including the re-defining of boundaries. Therefore, pre- and post-panel change data should be compared with some caution.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2.18,UK,Border  ,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,
Share of the main five PSB channels in 2014,51.2,58.6,51.5,46.4,54.2,51.3,51.9,51.6,56.7,54,51.5,52.1,52.1,49.6,,,
Share loss since 2009 (pp),6.6,-4.2,9.7,7.2,5.1,7.5,6.5,5,7.3,6.5,8.3,3.9,3.1,9.2,,,
,,,,,,,,,,,,,,,,,
Scotland 2.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Net change in the audience share of the main five PSB channels and their portfolio channels, all homes: 2009 and 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals 4+. Main five PSB channels = BBC One, BBC Two, ITV, Channel 4 and Channel 5, including HD variants but excluding +1s. PSB portfolio channels = BBC Three, BBC Four, BBC News, BBC Parliament, CBBC, CBeebies, BBC streaming channels, ITV+1 Network (inc. ITV Breakfast) ,ITV2, ITV2+1, ITV3, ITV3+1, ITV4, ITV4+1, CITV, Channel 4+1, E4, E4 +1, More4, More4 +1, Film4, Film4+1, 4Music, 4seven, Channel 5+1, 5*, 5*+1, 5USA, 5USA+1. HD variants are included where applicable.Notes: i) Following digital switchover in Wales in 2010 S4C ceased to carry Channel 4 content. S4C is therefore included in the main five PSB channels in 2008 but not in 2014. S4C’s average share in Wales in 2014 is 0.9%. ii) In 2010 a new BARB panel was introduced, including the redefining of boundaries. Therefore, pre- and post-panel change data should be compared with caution. v) Numbers may not add to 100% due to rounding.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Areas >>,Network,,,Border,,,East of England,,,London,,,Meridian,,,Midlands,
Share of main five PSB channels in 2009,57.8,,,54.4,,,61.1,,,53.6,,,59.3,,,58.8,
Share of PSB portfolio channels in 2009,15.8,,,18.2,,,14.4,,,17.5,,,15.8,,,15.9,
Share of main five PSB channels in 2014,,51.2,,,58.6,,,51.5,,,46.4,,,54.2,,,51.3
Share of PSB portfolio channels in 2014,,20.5,,,19.1,,,20.2,,,20.7,,,18.8,,,20.2
,,,,,,,,,,,,,,,,,
Scotland 2.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BBC One and ITV/ STV/ UTV/ ITV Wales early evening news bulletin shares, all homes: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BARB, Individuals (4+).BBC One includes HD variant. ITV excludes HD variants and +1. Note: Early evening (‘local’) news bulletin figures based on ‘regional news’ genre programmes, start time 17:55-18:35, 10mins+ duration, BBC One & ITV (exc HD), weekdays. UK figures based on share to respective early evening news bulletin day parts. BBC One’s early evening news bulletin is transmitted between 18:30 – 19:00 and ITV/STV/UTV/ITV Wales’ is transmitted between 18:00 – 18:30. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,Border,East of England,London,Meridian,Midlands,North East,North West,South West,West,Yorkshire,Scotland,Wales,N. Ireland,,,
BBC One,28.2,24.9,32.7,23,33.9,26.6,30,26.9,45.1,39.6,30.1,30.5,31.5,29,,,
ITV/STV/UTV/ITV Wales,18,41,17.7,12.4,18.4,15.8,23.4,15.6,15.7,16.5,20.1,22.7,19.8,34.5,,,
,,,,,,,,,,,,,,,,,
Scotland 2.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Respondents’ main media source for UK and world news, by nation: 2014 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Media Tracker 2014. Base: All (2,074); England (1,577); Scotland (183); Wales (154); Northern Ireland (160). Significance testing (indicated by a triangle) shows any difference in the main source of news between any nation and all adults. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,TV,Newspapers,Radio,Website or apps - through computer/ tablet,Website or apps - through phone,Other,Don't watch/ read/ listen to news,,,,,,,,,,
All,58,12,10,9,5,2,2,,,,,,,,,,
England,58,12,10,9,5,2,2,,,,,,,,,,
Scotland,52,14,8,10,7,3,6,,,,,,,,,,
Wales,67,6,7,12,6,,1,,,,,,,,,,
Northern Ireland,56,12,14,4,5,7,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Spend on first-run originated nations’ and regions’ output by the BBC/ ITV1/ STV/ UTV ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal. Note: Spend data for first-run originations only. Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2009,2010,2011,2012,2013,2014,,YOY (£m),YOY (%),5yr (%),5yr (£m),,,,,,
England,£153,£160,£162,£165,£159,£156,,-2.9,-1.80%,2.20%,3.4,,,,,,
Northern Ireland,£25,£24,£25,£23,£26,£27,,0.2,0.90%,4.90%,1.2,,,,,,
Scotland,£50,£52,£53,£52,£52,£68,,15.9,30.70%,34.80%,17.5,,,,,,
Wales,£28,£25,£27,£26,£26,£27,,1.4,5.50%,-1.90%,-0.5,,,,,,
UK,£256,£261,£267,£266,£263,£277,,14.6,5.60%,8.40%,21.5,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Change in total spend on nations’ and regions’ output, by genre and nation: 2009-2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominal.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,
,1yr (%) ,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,,5yr (%) ,1yr (%) ,5yr (%) ,,1yr (%) ,5yr (%) ,,,,
Current Affairs ,22%,21%,10%,-1%,,28%,,43%,49%,61%,,16%,29%,,,,
News ,5%,6%,2%,4%,,9%,,8%,24%,17%,,15%,30%,,,,
Non-news/non-current affairs,11%,11%,-2%,119%,,-13%,,-7%,27%,33%,,-2%,-23%,,,,
Total Spend in 2014 ,£285m,,£163m,,,£27m,,,£69m,,,£27m,,,,,
,,,,,,,,,,,,,,,,,
,UK ,,England,,,N. Ireland ,,,Scotland ,,,Wales ,,,,,
,1yr ,5yr ,1yr ,5yr ,,1yr ,,5yr ,1yr ,5yr ,,1yr ,5yr ,,,,
Change in Spend,8%,9%,2%,4%,,0%,,5%,29%,32%,,6%,-3%,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total spend by the BBC/ ITV1/ STV/ UTV on non-network nations’/ regions’ output for the main PSB channels (BBC One and Channel 3): 2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters.Note: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
Current Affairs,£29.62,£13.35,£4.11,£8.61,£3.55,,,,,,,,,,,,
News,£184.12,£146.86,£10.69,£16.67,£9.90,,,,,,,,,,,,
Non-news/non-current affairs,£71.32,£2.48,£11.78,£43.35,£13.71,,,,,,,,,,,,
,£285.06,£162.68,£26.57,£68.64,£27.17,,,,,,,,,,,,
Scotland 2.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Hours of first-run originated nations’/regions’ output, by genre and broadcaster: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. Note: Hours data for first-run originations only. Excludes hours for BBC Alba and S4C output but includes some hours of Irish language programming by the BBC. These figures do not include hours of network content. Hours broadcast in the ITV Border region are included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
BBC current affairs,555,254,38,212,51,,,,,,,,,,,,
BBC news,4877,3819,403,327,328,,,,,,,,,,,,
BBC non-news/non-current affairs,797,72,166,328,231,,,,,,,,,,,,
ITV/STV/UTV current affairs,261,127,31,53,50,,,,,,,,,,,,
ITV/STV/UTV news,3447,2472,223,493,259,,,,,,,,,,,,
ITV/STV/UTV non-news/non-current affairs,1262,2,76,1160,24,,,,,,,,,,,,
2014 total,"11,199","6,746",937,"2,573",943,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2013 total,"11,232","6,904",949,"2,456",923,,,,,,,,,,,,
2009 total,"10,439","6,790",969,"1,644","1,036",,,,,,,,,,,,
% YOY ,0%,-2%,-1%,5%,2%,,,,,,,,,,,,
% 5 year ,7%,-1%,-3%,57%,-9%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Cost per hour of total nations and regions output, by nation: 2009-2014 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. All figures are nominalNote: Excludes spend on BBC Alba and S4C output but includes some spend on Irish-language programming by the BBC. These figures do not include spend on network content. Spend on programming for the ITV Border region is included under England.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CpH,UK,England,Northern Ireland,Scotland,Wales,,,,,,,,,,,,
2009,£23,£22,£22,£26,£25,,,,,,,,,,,,
2014,£24,£23,£25,£25,£26,,,,,,,,,,,,
% 5yr ,5%,5%,13%,-1%,6%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Other spend on other programming in the devolved nations: 2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Broadcasters. Note: BBC S4C Statutory refers to the cost to the BBC of programming supplied to S4C by the BBC as part of their statutory agreement. ILBF / USBF refers to additional production contributions by the Irish Language Broadcast Fund and the Ulster Scots Broadcast Fund. BBC S4C Statutory and S4C figures cover the 2014/15 financial year, ILBF/ USBF and BBC Alba figures cover the 2014 calendar year.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Northern Ireland,Scotland,Wales,,,,,,,,,,,,,
ILBF / USBF funding,,2805586.96,0,0,,,,,,,,,,,,,
BBC ALBA,,0,14680000,0,,,,,,,,,,,,,
S4C,,0,0,67005914,,,,,,,,,,,,,
BBC S4C Statutory,,0,0,24500000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BBC Alba originations, by hours and spend, 2009 – 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BBC, total hours and spend. All figures are nominal. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Current Affairs,News,Non-news/non-current affairs,Total ,,,,,,,,,,,,
Spend,2009,0.766,2.002,14.428,17.196,,,,,,,,,,,,
,2010,0.706,2.004,10.533,13.243,,,,,,,,,,,,
,2011,0.692,2.063,10.142,12.897,,,,,,,,,,,,
,2012,0.471,2.2,10.251,12.922,,,,,,,,,,,,
,2013,0.595,2.208,9.95,12.753,,,,,,,,,,,,
,2014,0.619,2.631,11.43,14.68,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hours,Column1,Current Affairs,News,Non-news/non-current affairs,Total,,,,,,,,,,,,
,2009,16,175,2311,2502,,,,,,,,,,,,
Scotland 2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"	Expenditure on originated network productions: 2010-2014 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of production by value,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: This expenditure does not include network news production .The category ‘other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of off-screen talent spend was outside the M25 but not all in one macro-region, and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on Ofcom website for further details.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,
London,61%,57%,55%,52%,52%,,,,,,,,,,,,
Midlands & East,3%,3%,3%,2%,2%,,,,,,,,,,,,
Northern England,15%,17%,20%,20%,23%,,,,,,,,,,,,
Southern England,13%,15%,12%,14%,13%,,,,,,,,,,,,
Scotland,4.60%,4.90%,4.40%,5.90%,5%,,,,,,,,,,,,
Wales,2.60%,2.80%,3.50%,3.30%,3%,,,,,,,,,,,,
Northern Ireland,0.40%,1.00%,0.80%,1.10%,1%,,,,,,,,,,,,
Other,0.00%,0.40%,0.90%,2.20%,1%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 2.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 2.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Volume of originated network productions: 2010-2014 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of production by volume,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom/broadcastersNote: These hours do not include network news production . The category ‘other’ refers to programmes made by producers based within the M25 which qualify as regional productions on the grounds that 70% of total spend and 50% of off-screen talent spend was outside the M25 but not all in one macro-region, and therefore cannot be attributed to a single region. See http://stakeholders.ofcom.org.uk/broadcasting/guidance/programme-guidance/reg_prod/ on Ofcom website for further details.",,,,,,,,,,,,,,,,,
