OrganisationLabel,OrganisationURI,Account Name,Account Name 2,BA Ref,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Postcode,Rateable Value,Bill From,Bill To,Bill Credit,Account Credit,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Postcode
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,0002740A001201,,,12 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,16500,08/08/2014,08/08/2014,-2091.62,-2091.62,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,27200002504,,,25 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,13000,26/09/2016,01/04/2017,-86.59,-86.59,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,0002497A0001F1,,,UNIT K1 THE PYRAMIDS,GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2ZL,21750,01/04/2012,13/07/2012,-28.86,-28.86,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MASON & MCLEAN LTD,IN LIQUIDATION,74370002705,,,27 GRANGE ROAD,WEST KIRBY,WIRRAL,,CH48 4DZ,6100,01/04/2014,02/05/2014,-46.08,-46.08,C/O BAKER TILLY,3 HARDMAN STREET,MANCHESTER,,M3 3HF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MASON MCLEAN LTD,,0008262000610B,,,61 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AD,11000,01/04/2014,15/04/2014,-263.9,-263.9,61 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAXICO UK LTD,,60780003102,,,CLEVELAND ARMS,31 BEBINGTON ROAD,NEW FERRY WIRRAL,MERSEYSIDE,CH62 5BE,6250,01/04/2013,01/03/2014,-245.24,-245.24,THE PEGASUS,GREYSTOKE AVENUE,BRISTOL,,BS10 6BA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MELLORS BUILDING SERVICES LTD,T/A M.B.S.,000735300001G4,,,1 CARR LANE,HOYLAKE,WIRRAL,,CH47 4AZ,23500,01/04/2011,01/04/2012,-324.75,-1244.9,5 SANDHEY ROAD,MEOLS,WIRRAL,,CH47 5AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MELLORS BUILDING SERVICES LTD,T/A M.B.S.,000735300001G4,,,1 CARR LANE,HOYLAKE,WIRRAL,,CH47 4AZ,23500,01/04/2012,01/04/2013,-343.5,-1244.9,5 SANDHEY ROAD,MEOLS,WIRRAL,,CH47 5AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MELLORS BUILDING SERVICES LTD,T/A M.B.S.,000735300001G4,,,1 CARR LANE,HOYLAKE,WIRRAL,,CH47 4AZ,23500,01/04/2013,01/01/2014,-266.15,-1244.9,5 SANDHEY ROAD,MEOLS,WIRRAL,,CH47 5AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MELLORS BUILDING SERVICES LTD,T/A M.B.S.,000735300001G4,,,1 CARR LANE,HOYLAKE,WIRRAL,,CH47 4AZ,23500,01/04/2010,01/04/2011,-310.5,-1244.9,5 SANDHEY ROAD,MEOLS,WIRRAL,,CH47 5AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MERSEY DOCKS & HARBOUR CO.LTD,,0002449C001001,,,"EAST SECTION SHED, CATHCART QUAY",CORPORATION ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DW,81000,19/04/2016,01/04/2017,-2037.72,-2037.72,C/O DUNLOP HEYWOOD,"THIRD FLOOR, THE CHAMBERS",13 POLICE STREET,MANCHESTER,M2 7LQ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MONEY 4 YOUR MOTORS.COM LTD,,000267400060K2,,,"2ND FLR, 60 HAMILTON SQUARE",BIRKENHEAD,MERSEYSIDE,,CH41 5AT,4650,01/04/2016,07/08/2016,-561.35,-561.35,1ST FLOOR,HAYMARKET HOUSE,HINSON STREET,BIRKENHEAD,CH41 5BX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOSTON OF CHESTER LTD (IN LIQ),,54100010107,,,HERONS GARAGE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SD,11000,01/04/2014,03/07/2014,-94.7,-94.7,C/O BEGBIES TRAYNOR,340 DEANSGATE,MANCHESTER,,M3 4LY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MYCHEATING.COM,,0002590A002205,,,22 & 23 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,12250,25/06/2013,10/08/2013,-13.28,-13.28,C/O PEEL LAND & PROP (PORTS NO3),PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,M17 8PL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2010,01/04/2011,-1021.25,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2011,01/04/2012,-1299,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2012,01/04/2013,-1374,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2014,01/04/2015,-1446,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2015,01/04/2016,-1479,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2013,01/04/2014,-1413,-8032.25,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,34610000105,,,PRENTON CLINIC,PRENTON VILLAGE ROAD,PRENTON,MERSEYSIDE,CH43 0TF,6100,01/04/2014,01/04/2014,-527.7,-527.7,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2011,01/04/2012,-108.25,-444,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2012,01/04/2013,-114.5,-444,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2010,01/04/2011,-103.5,-444,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2013,01/04/2014,-117.75,-444,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,0005373C0001A9,,,PRIMARY CARE CENTRE,HUDSON ROAD,WIRRAL,MERSEYSIDE,CH46 2QG,14250,01/04/2014,01/04/2014,-439.75,-439.75,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,,000507900025B6,,,COMMUNITY HEALTH CENTRE,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,12500,01/04/2014,01/04/2014,-439.75,-439.75,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2012,01/04/2013,-114.5,-182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2011,01/04/2012,-68.29,-182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NORTHERN TRUST COMPANY LTD,,0002804B00920B,,,92 APPIN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 9HH,10000,01/04/2015,11/01/2016,-1091.07,-1091.07,C/O JONES LANG LASALLE,ONE PICCADILY GARDENS,MANCHESTER,,M1 1RG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NORTHERN TRUST COMPANY LTD,,0005124C001008,,,10 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,2950,01/04/2015,30/12/2015,-369.55,-369.55,C/O JONES LANG LASALLE,ONE PICCADILY GARDENS,MANCHESTER,,M1 1RG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NOS2 LTD,C/O EDDISONS PROPERTY MANAGEMENT,000302200790DA,,,VACANT PT UNIT 1A AT,"790, BOROUGH ROAD",BIRKENHEAD,MERSEYSIDE,CH42 9JG,8000,01/04/2013,27/09/2013,-758.53,-758.53,65,GROSVENOR STREET,LONDON,,W1K 3JH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NUTSHELL LEISURE LTD,,77030000604,,,THE HILLTOP,19 BLACKHORSE HILL,WIRRAL,MERSEYSIDE,CH48 6DS,29250,01/04/2015,28/08/2015,-35.31,-35.31,THE HOOTON HOTEL,HOOTON ROAD,HOOTON,,CH66 7NL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OLCI CONSTRUCTION TRAINING LTD,IN ADMINISTRATION,0006948A0008B7,,,8 WRYNOSE ROAD,WIRRAL,MERSEYSIDE,,CH62 3QD,17250,01/04/2014,06/05/2014,-37.66,-37.66,C/O KPMG,6 SALISBURY SQUARE,LONDON,,CH41 6BU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,0004263000208A,,,ORANGE (MER 208) ROOFTOP AT,MANOR CHURCH CENTRE,SEABANK ROAD,WALLASEY,CH44 0EE,8600,17/05/2012,01/04/2013,-7355.47,-7355.47,C/O GVA (BUSINESS RATES TM),PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,B2 2UY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,0005069D000DA9,,,9 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,23250,01/04/2016,03/10/2016,-1074.48,-1074.48,68 ARGYLE STREET,BIRKENHEAD,WIRRAL,,CH41 6AF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,P R G ARCHITECTURAL GLAZING LTD,IN LIQUIDATION,0006074A0005B7,,,5 - 7 BASSENDALE ROAD,BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3QL,66500,01/04/2012,19/07/2012,-47.86,-47.86,C/O LEONARD CURTIS,TOWER 12,18/22 BRIDGE STREET,"SPINNINGFIELDS, MANCHESTER",M3 3BZ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARK PRIMARY,(OCC POULTON PRIMARY),0005535000010A,,,POULTON PRIMARY SCHOOL,ROSTHERNE AVENUE,WALLASEY,MERSEYSIDE,CH44 5RZ,13750,01/04/2014,01/04/2014,-6476.25,-6476.25,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARKAGATE NURSERIES LTD,,000142000001B2,,,1B DIAL ROAD,BIRKENHEAD,WIRRAL,,CH42 0NQ,3750,01/11/2013,29/01/2014,-55.01,-55.01,KENSINGTON HOUSE,7 ROE LANE,SOUTHPORT,,PR9 9DT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARTELL RETAIL LTD,,000417800030K7,,,UNIT 30K (1) CHERRY TREE CENTRE,GREENFIELD WAY,WALLASEY,WIRRAL,CH44 5XX,5100,01/04/2011,01/04/2012,-278.15,-278.15,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEACOCKS STORES LTD (DISSOLVED),KPMG LLP,0006915B0025C5,,,"PEACOCKS AT 25, WELTON ROAD",BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3PN,235000,10/08/2011,19/01/2012,-1341.59,-1341.59,ARLINGTON BUSINESS PARK,THEALE,READING,,RG7 4SD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEACOCKS STORES LTD(IN ADMIN),KPMG LLP,0006915B0025C5,,,"PEACOCKS AT 25, WELTON ROAD",BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3PN,235000,19/01/2012,26/02/2012,-314.69,-314.69,C/O ALLSOP LLP,BUSINESS RATES,33 PARK PLACE,LEEDS,LS1 2RY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PIERHEAD HOUSING ASSOCIATION ,LIMITED,26300012002,,,120 CHESTER STREET,BIRKENHEAD,MERSEYSIDE,,CH41 5DL,6100,01/04/2011,13/03/2012,-1984.58,-1984.58,9TH FLOOR WELLINGTON BUILDINGS,THE STRAND,LIVERPOOL,,L2 0PP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,POLYMARK (GB) LTD,,0004075A0001A6,,,UNITS 1-4 CASHEL ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1DY,11500,01/04/2011,01/03/2012,-421.76,-421.76,14 SOPWITH WAY,DRAYTON FIELDS,DAVENTRY,NORTHANTS,NN11 8PB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PORTAL BUSINESS CENTRES LTD,,000617300018B6,,,UNIT 18B AT 1 THURSBY ROAD,WIRRAL,MERSEYSIDE,,CH62 3PW,2850,11/06/2015,01/12/2015,-156.35,-156.35,DALLAM COURT,DALLAM LANE,WARRINGTON,,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,2080044101,ADV RIGHT (MAIDEN 2960),BETWEEN 441-451,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 0HA,4300,01/04/2015,17/11/2015,-172,-172,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,000020800441A6,ADV RIGHT (ARTHUR MAIDEN),BETWEEN 441-451,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 0HA,2175,01/04/2015,17/11/2015,-87,-87,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PRIMESITE LTD,C/O COLLIERS ",INTERNATIONAL UK PLC,000020800404A6,ADV RIGHT (MAIDEN 2565) GABLE,END OF 404-408,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2UW,1225,01/04/2010,27/10/2010,-216.75,-482.17,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PRIMESITE LTD,C/O COLLIERS ",INTERNATIONAL UK PLC,000020800404A6,ADV RIGHT (MAIDEN 2565) GABLE,END OF 404-408,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2UW,1225,01/04/2011,01/04/2011,-265.42,-482.17,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROLINE MECHANICAL LTD,,000743700011A5,,,11 GRANGE ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 4DY,8400,01/04/2015,08/01/2016,-581.12,-581.12,CRAVEN COURT,2 BRITANNIA ROAD,SALE,CHESHIRE,M33 2AA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROSPECT (GB) LIMITED,,0000650D000101,,,"1, HUTCHINSON CLOSE",BIRKENHEAD,MERSEYSIDE,,CH43 9YY,7000,01/04/2013,30/08/2013,-281.1,-281.1,5 MERIDIAN BUSINESS VILLAGE,HANSBY DRIVE,LIVERPOOL,,L24 9LG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PYEWACKET LTD,,000044000055A4,,,55-57 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,7200,01/04/2012,01/09/2012,-51.37,-51.37,55-57 CHRISTCHURCH ROAD,BIRKENHEAD,,,CH43 5SF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,R & J MOTOR VEHICLE REPAIRS LTD,,000625600009CB,,,ROBERT BARNES & JOHN NORMAN,DAWPOOL DRIVE,WIRRAL,MERSEYSIDE,CH62 6DE,2325,01/04/2011,01/04/2012,-123.61,-123.61,DAWPOOL GARAGES,DAWPOOL DRIVE,BROMBOROUGH,MERSEYSIDE,CH62 6DE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RANGOLD LTD,T/A TEMPTATION,0003601001860A,,,STALL P3 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,6200,01/04/2012,01/04/2013,-34,-34,STALL P3 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENDA HOMES LIMITED,,2640000707,,,7 HOLT HILL,BIRKENHEAD,MERSEYSIDE,,CH41 9DQ,1325,27/04/2011,13/02/2012,-75.24,-75.24,C/O THE REGENDA GROUP,REGENDA HOUSE,ENTERPRISE BUSINESS PARK,HORWICH BOLTON,BL6 6PQ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RICHARD WARWICK DEVELOPMENTS LTD,,75140010505,,,105 BANKS ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 0RB,6300,03/02/2012,03/02/2012,-38.59,-52.77,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RICHARD WARWICK DEVELOPMENTS LTD,,75140010505,,,105 BANKS ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 0RB,6300,01/11/2011,01/02/2012,-14.18,-52.77,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROPED ACCESS T S LTD,,0001838A0004DD,,,BAY 1 UNIT 4D ODYSSEY CENTRE,CORPORATION ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HB,1750,01/04/2011,01/04/2012,-173.82,-173.82,FLAT 1 WELLINGTON COURT,WELLINGTON ROAD,WALLASEY,MERSEYSIDE,CH45 2NF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BANK OF SCOTLAND,,0003092001090B,,,107-109 MOUNT ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 6RE,9100,01/04/2015,08/10/2015,-354.57,-354.57,C/O GVA BILFINGER,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BRITISH LEGION,,54100003106,,,JUBILEE HALL,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 7TG,2950,01/04/2015,11/03/2016,-83.45,-83.45,HAIG HOUSE,199 BOROUGH HIGH STREET,LONDON,,SE1 1AA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SAINSBURY'S SUPERMARKETS LTD,,000832100143D6,,,"ADJOINING 143, PENSBY ROAD",HESWALL,WIRRAL,MERSEYSIDE,CH60 7RD,4200,01/04/2016,19/04/2016,-592.46,-592.46,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,,SOUTHAMPTON,SO15 3WX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANICLAD HYGENIC WALLS &,CEILINGS LIMITED,0006173C0019B9,,,19 CARROCK ROAD,WIRRAL,MERSEYSIDE,,CH62 3RA,6200,01/04/2012,01/02/2013,-15.03,-15.03,4 GRISEDALE ROAD,BROMBOROUGH,WIRRAL,,CH62 3QD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCOTTISH & SOUTHERN ENERGY PLC,,000263600003AB,,,1ST FLR SURGERIES AT,3 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6ND,9100,08/07/2011,03/09/2011,-2885.25,-3300.05,BUILDING ONE EASTERN BUS. PARK,WERN FAWR LANE,ST MELLONS,CARDIFF,CF3 5EA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCOTTISH & SOUTHERN ENERGY PLC,,000263600003AB,,,1ST FLR SURGERIES AT,3 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6ND,9100,01/04/2012,01/04/2012,-414.8,-3300.05,BUILDING ONE EASTERN BUS. PARK,WERN FAWR LANE,ST MELLONS,CARDIFF,CF3 5EA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SEMENTINA BUSINESS INC,,0004451A00180A,,,18 WHEATLAND BUSINESS PARK,WHEATLAND LANE,WALLASEY,MERSEYSIDE,CH44 7ER,13500,01/04/2012,01/11/2012,-2557.9,-2557.9,PLACE DE L'ANCIEN PORT 8,PO BOX 665,1800 VEVEY 1,SWITZERLAND,******
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SERVICE REALITY LTD,,000736500009B5,,,9A THE QUADRANT,WIRRAL,MERSEYSIDE,,CH47 2EE,3150,01/04/2016,30/05/2016,-52.48,-52.48,37 STEADE ROAD,SHEFFIELD,,,S7 1DS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SIXTIES LTD,,27200003009,,,30 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,13250,02/11/2012,14/01/2013,-112.5,-112.5,C/O SLOANE & CO (MR S KAYNE),GRANITE BUILDING,6 STANLEY STREET,LIVERPOOL,L1 6AF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SMITH & SONS,,34450052303,,,523 PENSBY ROAD,THINGWALL,WIRRAL,MERSEYSIDE,CH61 7UQ,7000,01/04/2012,27/04/2012,-88.63,-88.63,51-52,HAMILTON SQUARE,BIRKENHEAD,,CH41 5BN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,T SULLIVAN ENGINEERING LTD,,0004451A002906,,,28 & 29 WHEATLAND BUSINESS PARK,WHEATLAND LANE,WALLASEY,MERSEYSIDE,CH44 7ER,12750,13/08/2010,14/02/2011,-21.57,-21.57,UNIT 6 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT
