Newcastle City Council Invoices over £250 paid in May 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,FORESIGHT RESIDENTIAL LTD,6230941,Revenue,1MH20,Ind Res Care PD,"2,861.08 "
Children's Services,Educ School Planning    ,Transport,27/05/2014,FOSTER CARE ASSOCIATES LTD,6251896,Revenue,1MC22,IND Sector Foster Carer Costs,"2,292.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTER CARE SOLUTIONS,6141428,Revenue,1MC22,IND Sector Foster Carer Costs,"5,735.71 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTER CARE SOLUTIONS,6176786,Revenue,1MC22,IND Sector Foster Carer Costs,"2,920.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTER CARE SOLUTIONS,6232140,Revenue,1MC22,IND Sector Foster Carer Costs,"11,602.85 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTER CARES LTD,6232141,Revenue,1MC22,IND Sector Foster Carer Costs,"3,040.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTERING OUTCOMES LTD,6232142,Revenue,1MC22,IND Sector Foster Carer Costs,"2,920.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTERING OUTCOMES LTD,6232142,Revenue,1MC22,IND Sector Foster Carer Costs,"2,920.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTERING PEOPLE LTD,6232143,Revenue,1MC22,IND Sector Foster Carer Costs,"5,840.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOSTERING SOLUTIONS,6232144,Revenue,1MC22,IND Sector Foster Carer Costs,"3,210.52 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FOUR SEASONS HEALTH CARE,6232157,Revenue,1MC02,Ind Sector Placements,"11,760.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,FOXTON COURT,6244957,Revenue,1MG20,Ind Res Care Elderly,-486.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,FOXTON COURT,6244957,Revenue,1MG20,Ind Res Care Elderly,"1,933.80 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,01/05/2014,FRED MENCE (CONSTRUCTION ) LTD,6227978,Revenue,1KVWC,Minor Works Contracts,"5,271.29 "
Children's Services,Educ Willow Ave            ,Supplies & Services,27/05/2014,FREEMAN CATERING BUTCHERS,6251736,Revenue,1E465,Willow Avenue Community C C P,430.04 
Environment & Regeneration,NS: City Transport         ,Supplies & Services,23/05/2014,FREIGHT TRANSPORT ASSOCIATION,6249888,Revenue,1KENB,Fleet Workshops OH,"1,134.00 "
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,29/05/2014,FRESHFAYRE LTD,6255264,Revenue,1MW03,Capabilities,261.68 
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,27/05/2014,FRESHFAYRE LTD,6251202,Revenue,1MW03,Capabilities,300.51 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/05/2014,FRIENDS OF HEATON & ARMSTRONG PARKS,6249904,Revenue,1KN73,South Jesmond Ward,650.00 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,22/05/2014,FRIENDS OF HEATON & ARMSTRONG PARKS,6248929,Revenue,1KN62,South Heaton Ward,650.00 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,13/05/2014,FRIENDS OF HEATON AND ARMSTRONG PARKS,6238259,Revenue,1KN71,North Heaton Ward,650.00 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,13/05/2014,FRIENDS OF IRIS BRICKFIELD,6237777,Revenue,1KL10,Community Buildings,"2,500.00 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,22/05/2014,FRIENDS OF JESMOND LIBRARY,6248927,Revenue,1KN72,North Jesmond Ward,"5,000.00 "
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,23/05/2014,FUCHS LUBRICANTS PLC,6237625,Revenue,1KENB,Fleet Workshops OH,282.10 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/05/2014,FUCHS LUBRICANTS PLC,6240440,Revenue,3KES1,Fleetmaster Stores Account,"2,726.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FUTURES FOR CHILDREN  LTD,6232145,Revenue,1MC22,IND Sector Foster Carer Costs,"8,960.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/05/2014,FUTURES FOR CHILDREN  LTD,6232145,Revenue,1MC22,IND Sector Foster Carer Costs,"8,880.00 "
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,30/05/2014,G M PACKAGING,6255932,Revenue,1MW03,Capabilities,329.79 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,23/05/2014,G M PACKAGING,6250016,Revenue,1KFHH,Harehills,261.20 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,23/05/2014,G M PACKAGING,6250055,Revenue,1KFHH,Harehills,297.40 
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,23/05/2014,G M PACKAGING,6250057,Revenue,1KFHH,Harehills,540.87 
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,21/05/2014,G M PACKAGING,6247411,Revenue,1KFR1,Kenton Academy,165.38 
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,21/05/2014,G M PACKAGING,6247411,Revenue,1KFR3,Sacred Heart Academy,137.16 
Children's Services,Invoice,Supplies & Services,07/05/2014,G O'BRIEN & SONS (NDC) LTD,6203008,Revenue,1KEMC,Highways,"1,081.95 "
Children's Services,Invoice,Supplies & Services,07/05/2014,G O'BRIEN & SONS (NDC) LTD,6203012,Revenue,1KEMC,Highways,"1,435.05 "
Children's Services,Invoice,Supplies & Services,07/05/2014,G O'BRIEN & SONS (NDC) LTD,6203013,Revenue,1KEMC,Highways,283.50 
Environment & Regeneration,Highways                               ,Premises,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229337,Revenue,1KEMC,Highways,"1,231.37 "
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229307,Revenue,3KIMF,Highways Stock Account,535.19 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229308,Revenue,3KIMF,Highways Stock Account,800.53 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229309,Revenue,3KIMF,Highways Stock Account,"1,074.57 "
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229311,Revenue,1KEMC,Highways,561.30 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229313,Revenue,1KEMC,Highways,306.75 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229314,Revenue,1KEMC,Highways,375.30 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229315,Revenue,1KEMC,Highways,379.80 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229318,Revenue,1KEMC,Highways,556.05 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229336,Revenue,1KEMC,Highways,673.50 
Environment & Regeneration,Highways                               ,Supplies & Services,02/05/2014,G O'BRIEN & SONS (NDC) LTD,6229345,Revenue,1KEMC,Highways,"3,195.60 "
Environment & Regeneration,Highways                               ,Supplies & Services,01/05/2014,G O'BRIEN & SONS (NDC) LTD,6228231,Revenue,3KIMF,Highways Stock Account,"6,900.00 "
HRA,HRA Furniture              ,Transport,30/05/2014,G O'BRIEN & SONS (NDC) LTD,6256371,Revenue,1HT01,HRA Newcastle Furniture SVS-C,472.80 
HRA,HRA Furniture              ,Transport,30/05/2014,G O'BRIEN & SONS (NDC) LTD,6256373,Revenue,1HT01,HRA Newcastle Furniture SVS-C,585.20 
HRA,HRA Furniture              ,Transport,20/05/2014,G O'BRIEN & SONS (NDC) LTD,6245932,Revenue,1HT01,HRA Newcastle Furniture SVS-C,390.80 
HRA,HRA Furniture              ,Transport,23/05/2014,G O'BRIEN & SONS (NDC) LTD,6249970,Revenue,1HT01,HRA Newcastle Furniture SVS-C,274.60 
HRA,HRA Enviro Serv            ,Transport,23/05/2014,G O'BRIEN & SONS (NDC) LTD,6249969,Revenue,1HWES,HRA - Environmental Svs,525.00 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,23/05/2014,G&B WASTE SERVICES,6249926,Revenue,1KE21,Brunswick Recycling Centre,"4,853.12 "
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,08/05/2014,G.SWEENEY LTD,6216804,Capital,2DP02,Devt Capital CC,"2,888.32 "
Environment & Regeneration,NS: Asset Man              ,Premises,21/05/2014,G4S SECURE SOLUTIONS (UK) LTD,6247666,Revenue,1DF10,Theatre Royal Contribution,"3,637.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,12/05/2014,G4S SECURE SOLUTIONS (UK) LTD,6236595,Revenue,1DF10,Theatre Royal Contribution,"4,641.12 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,GABLES NURSING HOME,6244950,Revenue,1MG10,Ind Nursing Care Elderly,269.72 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,GABLES NURSING HOME,6244950,Revenue,1MG10,Ind Nursing Care Elderly,"1,787.38 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,GABLES NURSING HOME,6244951,Revenue,1MG20,Ind Res Care Elderly,662.32 
HRA,HRA Planning QS            ,Capital Expenditure,23/05/2014,GADS INSULATION SERVICES LTD,6244385,Capital,2HE3R,Capital Cont 3-Sandyford,"9,335.48 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,15/05/2014,GAILEY LODGE,6241445,Revenue,1MH50,Ind Home Spot Pur PD,616.00 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,30/05/2014,GAILEY LODGE,6256204,Revenue,1MH50,Ind Home Spot Pur PD,616.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GAILEY LODGE,6230901,Revenue,1MH20,Ind Res Care PD,-710.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GAILEY LODGE,6230901,Revenue,1MK20,Ind Res Care LD,-662.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/05/2014,GAILEY LODGE,6238331,Revenue,1MK55,Dom Care Family/Carer LD,420.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GAILEY LODGE,6230901,Revenue,1MH20,Ind Res Care PD,"9,421.58 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GAILEY LODGE,6230901,Revenue,1MK20,Ind Res Care LD,"3,748.04 "
Chief Executive's,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,06/05/2014,GALLAGHER BASSETT INTERNATIONAL LTD,6229700,Revenue,3RM18,Insurance Control Susp-Financ,"4,987.00 "
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/05/2014,GAP,6237720,Revenue,3KIMD,Other Stores Stock Account,660.00 
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/05/2014,GAP,6240099,Revenue,3KIMD,Other Stores Stock Account,561.00 
Environment & Regeneration,Allendale Building                     ,Supplies & Services,29/05/2014,GAP,6255174,Revenue,3KIMD,Other Stores Stock Account,660.00 
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,20/05/2014,GARDEN LODGE,6244921,Revenue,4WX13,Ind Sector Client Loan Fund,"-3,691.41 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,GARDEN LODGE,6244921,Revenue,1MG20,Ind Res Care Elderly,"-11,231.67 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,GARDEN LODGE,6244921,Revenue,1MG20,Ind Res Care Elderly,"55,060.72 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02/05/2014,GARDINER SECURITY LTD,6225732,Revenue,1KVEE,Electrical Stand Alone Works,656.77 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/05/2014,GARDINER SECURITY LTD,6205621,Revenue,3KIMD,Other Stores Stock Account,836.70 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/05/2014,GARDINER SECURITY LTD,6226707,Revenue,1KVEE,Electrical Stand Alone Works,414.88 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/05/2014,GARDINER SECURITY LTD,6242584,Revenue,1KVEE,Electrical Stand Alone Works,556.59 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,16/05/2014,GARDINER SECURITY LTD,6234837,Revenue,1KBAA,Building Contracts,301.90 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,27/05/2014,GATESHEAD CENTRAL TAXIS,6250657,Revenue,1E+212,Transport Special,"8,628.50 "
Adult and Culture,Social Services                        ,Supplies & Services,09/05/2014,GATESHEAD COLLEGE,6232666,Revenue,1E20P,High Needs Post16 Funding,"33,590.67 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2014,GATESHEAD MBC,6229126,Revenue,1MK50,Ind Supported Living LD,"4,216.03 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2014,GATESHEAD MBC,6229127,Revenue,1MK55,Dom Care Family/Carer LD,"1,180.16 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2014,GATESHEAD MBC,6229128,Revenue,1MK55,Dom Care Family/Carer LD,"3,452.54 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2014,GATESHEAD MBC,6229129,Revenue,1MK55,Dom Care Family/Carer LD,"1,591.33 "
Chief Executive's,CD - Central Policy Unit         ,Supplies & Services,20/05/2014,GATESHEAD MBC,6244789,Revenue,1FN10,Policy Strat&Com-Specialists,"25,910.98 "
Environment & Regeneration,E&R Planning Policy        ,Supplies & Services,07/05/2014,GATESHEAD MBC,6232683,Revenue,1V688,LDF - Other LDF Work,"5,227.60 "
Environment & Regeneration,E&R Planning Policy        ,Supplies & Services,01/05/2014,GATESHEAD MBC,6227231,Revenue,1V688,LDF - Other LDF Work,61.19 
Environment & Regeneration,E&R Planning Policy        ,Supplies & Services,01/05/2014,GATESHEAD MBC,6227231,Revenue,1V688,LDF - Other LDF Work,"1,854.23 "
Environment & Regeneration,E&R Planning Policy        ,Third Party Payments,22/05/2014,GATESHEAD MBC,6247726,Revenue,1V681,LDF - Housing,"4,500.00 "
Environment & Regeneration,E&R Planning Policy        ,Third Party Payments,01/05/2014,GATESHEAD MBC,6227235,Revenue,1V686,LDF - Project Support,"2,790.00 "
Environment & Regeneration,E&R Planning Policy        ,Third Party Payments,22/05/2014,GATESHEAD MBC,6247726,Revenue,1V681,LDF - Housing,"4,500.00 "
Environment & Regeneration,E&R Planning Policy        ,Third Party Payments,01/05/2014,GATESHEAD MBC,6227235,Revenue,1V686,LDF - Project Support,228.22 
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,27/05/2014,GATSBY'S,6238560,Revenue,1KL2B,Eldon Leisure,360.00 
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,15/05/2014,GATSBY'S,6241459,Revenue,1KL1E,Elswick Pool,410.00 
Environment & Regeneration,NS: City Transport         ,Transport,01/05/2014,GB OILS,6223190,Revenue,1KEND,Fleet Fuel Account,"2,357.33 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,09/05/2014,GB ROOFING LTD,6211844,Revenue,1KVWC,Minor Works Contracts,"27,225.00 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,09/05/2014,GB ROOFING LTD,6236585,Revenue,1KVWC,Minor Works Contracts,"1,424.00 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,12/05/2014,GB ROOFING LTD,6236815,Revenue,1KVWC,Minor Works Contracts,"1,424.00 "
Environment & Regeneration,Regen Enviro Team          ,Supplies & Services,22/05/2014,GED LAING PERSONAL SAFETY TRAINING,6243915,Revenue,1D503,Night Time Noise Enforcement,250.75 
Environment & Regeneration,Regen Enviro Team          ,Supplies & Services,22/05/2014,GED LAING PERSONAL SAFETY TRAINING,6243915,Revenue,1D503,Night Time Noise Enforcement,"1,500.00 "
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,01/05/2014,GENESIS (TRADING ARMS - BASIS & ISIS),6200005,Revenue,1MB15,Newcastle Safeguarding Board,250.00 
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,01/05/2014,GENESIS (TRADING ARMS - BASIS & ISIS),6200005,Revenue,1MB20,Workforce Reform,250.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,13/05/2014,GET CARTER TAXIS,6238831,Revenue,1E+212,Transport Special,"7,025.00 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,20/05/2014,GET CARTER TAXIS,6246081,Revenue,1E+212,Transport Special,"7,117.01 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/05/2014,GET CARTER TAXIS,6254468,Revenue,1E+212,Transport Special,"3,501.56 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GIBRALTER CARE VILLAGE,6231022,Revenue,1MG20,Ind Res Care Elderly,-495.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GIBRALTER CARE VILLAGE,6231022,Revenue,1MG20,Ind Res Care Elderly,"2,647.04 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,20/05/2014,GIBSON ARCHITECTURAL LTD,6231000,Revenue,1KVWC,Minor Works Contracts,"4,268.00 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,02/05/2014,GILLS OF BYKER,6229120,Revenue,1KVWC,Minor Works Contracts,"1,362.00 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,19/05/2014,GILLS OF BYKER,6244274,Revenue,1KVWC,Minor Works Contracts,"1,250.00 "
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240144,Revenue,1KR1C,Response Central,504.30 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240141,Revenue,1KR1E,Response East,888.00 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240142,Revenue,1KR1C,Response Central,219.60 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240142,Revenue,1KARW,Rechargeables West,290.70 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240143,Revenue,1KR1C,Response Central,114.70 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,14/05/2014,GILLS OF BYKER,6240143,Revenue,1KR1E,Response East,287.80 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,29/05/2014,GMB UNION,6255313,Revenue,3RNE2,StCuthberts Acad Payroll Deds,34.68 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,29/05/2014,GMB UNION,6255313,Revenue,3RNF2,Kenton Acad Payroll Deds,10.51 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,29/05/2014,GMB UNION,6255313,Revenue,3RNJ2,Hilton Academy Payroll Deds,7.56 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,29/05/2014,GMB UNION,6255313,Revenue,3RNG2,St Marys Acad Payroll Deds,11.56 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,01/05/2014,GMB UNION,6228150,Revenue,3RNE2,StCuthberts Acad Payroll Deds,34.68 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,01/05/2014,GMB UNION,6228150,Revenue,3RNF2,Kenton Acad Payroll Deds,10.51 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,01/05/2014,GMB UNION,6228150,Revenue,3RNJ2,Hilton Academy Payroll Deds,7.56 
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,01/05/2014,GMB UNION,6228150,Revenue,3RNG2,St Marys Acad Payroll Deds,11.56 
Environment & Regeneration,E&R Trans P&D              ,Premises,28/05/2014,GO GATESHEAD LTD,6253826,Revenue,1V080,Private Developers s106,"2,390.14 "
Environment & Regeneration,E&R Parking Services       ,Transport,08/05/2014,GO NORTH EAST,6233560,Revenue,1V301,Travel office Travel Passes,580.00 
Environment & Regeneration,E&R Parking Services       ,Transport,23/05/2014,GO NORTH EAST,6248629,Revenue,1V301,Travel office Travel Passes,608.00 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/05/2014,GOSFORTH COMMUNITY MINIBUS,6249898,Revenue,1KN42,Parklands Ward,500.00 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/05/2014,GOSFORTH GARDEN VILLAGE BOWLING CLUB,6249901,Revenue,1KN41,East Gosforth Ward,585.46 
Children's Services,Educ School Planning    ,Supplies & Services,01/05/2014,GOSFORTH PRIVATE DAY NURSERY,6227942,Revenue,1EEP5,2Yr Old Learning & Childcare,"2,303.75 "
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/05/2014,GRAFTON MERCHANTING GB LTD,6218225,Revenue,3KIMD,Other Stores Stock Account,"1,043.50 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2014,GRAFTON MERCHANTING GB LTD,6228393,Revenue,3KIMD,Other Stores Stock Account,"1,065.40 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2014,GRAFTON MERCHANTING GB LTD,6228394,Revenue,3KIMD,Other Stores Stock Account,"2,567.00 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,19/05/2014,GRAFTON MERCHANTING GB LTD,6242176,Revenue,3KIMD,Other Stores Stock Account,285.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/05/2014,GRAFTON MERCHANTING GB LTD,6244841,Revenue,3KIMD,Other Stores Stock Account,"1,911.36 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,27/05/2014,GRAFTON MERCHANTING GB LTD,6229465,Revenue,3KIMD,Other Stores Stock Account,300.91 
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,06/05/2014,GRAINGER TOWN NEIGHBOURHOOD WATCH,6215411,Revenue,1VP25,Safer Stronger Community Fund,880.00 
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,06/05/2014,GRAINGER TOWN NEIGHBOURHOOD WATCH,6226040,Revenue,1VP25,Safer Stronger Community Fund,880.00 
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,08/05/2014,GRAINGER TOWN NEIGHBOURHOOD WATCH,6233950,Revenue,1VP25,Safer Stronger Community Fund,800.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2014,GRANGE DAY CENTRE,6232391,Revenue,1MG61,Grange Day Centre,"18,869.76 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,13/05/2014,GRASMERE HOUSE TENENTS,6237776,Revenue,1KN63,Walker Ward,380.00 
Children's Services,Educ School Planning    ,Supplies & Services,01/05/2014,GREEN TREE NURSERY,6227944,Revenue,1EEP5,2Yr Old Learning & Childcare,"2,619.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GREENWAYS COURT CARE HOME,6231011,Revenue,1MG20,Ind Res Care Elderly,-484.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GREENWAYS COURT CARE HOME,6231012,Revenue,1MG20,Ind Res Care Elderly,-484.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,GREENWAYS COURT CARE HOME,6231013,Revenue,1MG20,Ind Res Care Elderly,-491.83 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GREENWAYS COURT CARE HOME,6231011,Revenue,1MG20,Ind Res Care Elderly,"1,857.24 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GREENWAYS COURT CARE HOME,6231012,Revenue,1MG20,Ind Res Care Elderly,"1,857.24 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,GREENWAYS COURT CARE HOME,6231013,Revenue,1MG20,Ind Res Care Elderly,"1,857.24 "
Environment & Regeneration,Regen Enviro Team       ,Specific Government Grants,19/05/2014,GROUNDWORK NORTH EAST,6244444,Revenue,1D543,Environment,"26,250.00 "
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,28/05/2014,GT CLEANING MACHINES LTD,6254050,Revenue,1KKK1,Cleaning Direct O/H,631.80 
Environment & Regeneration,Cityworks Jes Dene         ,Supplies & Services,29/05/2014,GUSTHARTS,6241674,Revenue,1KEHA,Arbor Team,595.96 
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,28/05/2014,GVA GRIMLEY,6253827,Capital,2DP02,Devt Capital CC,"7,976.00 "
Chief Executive's,CD - SPAM Trading Account        ,Supplies & Services,23/05/2014,GVA GRIMLEY,6247403,Revenue,1DY51,Jesmond Road Misc,"3,000.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240045,Revenue,1MC09,Phillipson Street,340.00 
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240046,Revenue,1MC06,Iona Place Childrens Unit,275.00 
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240048,Revenue,1MC05,Slatyford Lane Childrens Unit,614.00 
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240049,Revenue,1MK21,Castle Dene Prev Clayton Road,580.00 
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240050,Revenue,1MC41,Cheviot View,614.00 
Environment & Regeneration,NS: Asset Man              ,Premises,14/05/2014,H THOMPSON ROOFING LTD,6240051,Revenue,1MG25,Lewcock House,614.00 
Children's Services,Invoice,Supplies & Services,29/05/2014,H2O CHEMICALS LTD,6255263,Revenue,1KKX1,Civic Centre Direct Costs,799.92 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,21/05/2014,H2O CHEMICALS LTD,6181441,Revenue,1KKX1,Civic Centre Direct Costs,799.92 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,16/05/2014,H2O CHEMICALS LTD,6158513,Revenue,1KKX1,Civic Centre Direct Costs,799.92 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,20/05/2014,H2O CHEMICALS LTD,6211841,Revenue,1KKX1,Civic Centre Direct Costs,799.92 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,21/05/2014,H2O CHEMICALS LTD,6237731,Revenue,1KKX1,Civic Centre Direct Costs,799.92 
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/05/2014,HADRIAN AIR CONDITIONING & REFRIGERATION,6243106,Revenue,1KVEM,Mechanical Stand Alone Works,"2,875.00 "
