Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,VTS,26/09/2014,Travel and Subs,Staff Expenses,REDFERN TRAVEL LIMITED,2100105048,89.07
Communities & Local Government,VTS,26/09/2014,Post,Chief Executive's Resource,NEOPOST LTD,2100105052,"4,000.00"
Communities & Local Government,VTS,26/09/2014,Board Members Expenses NDPB,Board Cost,Board member expenses,2100105056,10
Communities & Local Government,VTS,26/09/2014,Board Members Expenses NDPB,Board Cost,Board member expenses,2100105056,9.4
Communities & Local Government,VTS,26/09/2014,Board Members Expenses NDPB,Board Cost,Board member expenses,2100105056,12.6
Communities & Local Government,VTS,26/09/2014,Board Members Expenses NDPB,Board Cost,Board member expenses,2100105056,307.55
Communities & Local Government,VTS,26/09/2014,Rates,Estates ,LB TOWER HAMLETS,2100105057,"6,608.58"
Communities & Local Government,VTS,26/09/2014,Accommodation Service Charges,Estates ,CAPITA SYMONDS LIMITED,2100105058,"8,049.03"
Communities & Local Government,VTS,26/09/2014,Rent,Estates ,CAPITA SYMONDS LIMITED,2100105058,"10,731.93"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"2,156.90"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"16,433.46"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"15,192.97"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"1,678.43"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"1,622.22"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,"4,516.02"
Communities & Local Government,VTS,25/09/2014,IT SUPPORT,Information Technology,VALUATION OFFICE AGENCY,2300000504,-111.17
Communities & Local Government,VTS,25/09/2014,Capital Project,Information Technology,VALUATION OFFICE AGENCY,2300000504,"19,270.74"
Communities & Local Government,VTS,25/09/2014,Capital Project,Information Technology,VALUATION OFFICE AGENCY,2300000504,"-115,094.15"
