Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,03/02/2011,FT - Under/Overperf,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10036163,0,"40,000.00",,
NHS,NHS Hertfordshire,10/02/2011,FT - Under/Overperf,NHS SLA - Variable,PAPWORTH HOSPITAL NHSFT,10037196,0,"95,469.00",654 9359 94,
NHS,NHS Hertfordshire,14/05/2010,GMS GP Led Health Centre,GP Health Centre,WEST HERTFORDSHIRE HOSPITALS N,10004362,0,"40,654.44",,
NHS,NHS Hertfordshire,14/05/2010,GMS GP Led Health Centre,GP Health Centre,WEST HERTFORDSHIRE HOSPITALS N,10004363,0,"66,547.92",,
NHS,NHS Hertfordshire,02/03/2011,GMS Link Charges,Primary Care IM&T,BT GLOBAL SERVICES,10039427,NR,"334,449.69",,
NHS,NHS Hertfordshire,24/03/2011,GMS OOH Other,OOH New Service HUC,WEST HERTFORDSHIRE HOSPITALS N,10043597,0,"109,125.00",,
NHS,NHS Hertfordshire,31/03/2011,GMS Other,PCTMS - Meadowell,ACCURA CONSULTANCY LTD,10044183,R,"32,762.43",,
NHS,NHS Hertfordshire,18/03/2011,GMS-Deanery Grant,Primary Care Premises - Recurrent,BALDWINS LANE SURGERY,10042272,0,"27,078.10",,
NHS,NHS Hertfordshire,16/12/2010,High Tech Drugs : FTs,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10030889,0,"47,720.00",,
NHS,NHS Hertfordshire,31/01/2011,High Tech Drugs : FTs,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10035479,0,"72,773.00",,
NHS,NHS Hertfordshire,01/03/2011,High Tech Drugs : FTs,NHS SLA - Variable,MOORFIELDS EYE HOSP. NHSFT,10039298,0,"66,808.00",,
NHS,NHS Hertfordshire,14/12/2010,High Tech Drugs : Trusts,NHS SLA - Variable,HILLINGDON HOSP.NHS TRUST,10030543,0,"66,929.00",,
NHS,NHS Hertfordshire,31/01/2011,High Tech Drugs : Trusts,NHS SLA - Variable,HILLINGDON HOSP.NHS TRUST,10035480,0,"60,805.00",,
NHS,NHS Hertfordshire,21/02/2011,High Tech Drugs : Trusts,NHS SLA - Variable,HILLINGDON HOSP.NHS TRUST,10038530,0,"59,501.00",,
NHS,NHS Hertfordshire,16/03/2011,HIV/AIDS,Specialised Commissioning,SOUTH EAST ESSEX PCT,10041823,0,"59,201.66",654 436 723,
NHS,NHS Hertfordshire,31/03/2011,Hospices,Hospices,GARDEN HOUSE HOSPICE,10044173,0,"1,000,754.00",,
NHS,NHS Hertfordshire,24/03/2011,Hospices,Hospices,GROVE HOUSE,10043418,0,"301,708.00",,
NHS,NHS Hertfordshire,28/03/2011,Hospices,Hospices,HOSPICE OF ST FRANCIS,10043817,0,"498,409.53",838593382,
NHS,NHS Hertfordshire,11/03/2011,Hospices,Hospices,IAIN RENNIE HOSPICE AT HOME,10041116,0,"113,197.77",,
NHS,NHS Hertfordshire,24/03/2011,Hospices,Hospices,ISABEL HOSPICE,10043432,0,"1,476,663.42",,
NHS,NHS Hertfordshire,24/03/2011,Hospices,Hospices,THE PEACE HOSPICE,10043419,0,"892,751.00",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"1,455.96",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"2,329.53",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"6,701.06",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"1,728.00",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"3,502.05",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"3,385.80",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"6,224.36",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"2,026.93",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"1,310.40",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"6,480.05",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"2,161.55",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"3,385.80",,
NHS,NHS Hertfordshire,22/03/2011,Interim Cancer Drugs Fund - Trusts,Interim Cancer Drug Fund,EAST AND NORTH HERTS NHST,10042849,0,"6,701.06",,
NHS,NHS Hertfordshire,02/03/2011,JCT (CAMHS) - Out of Scope,Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10039405,0,"6,250.00",,
NHS,NHS Hertfordshire,01/03/2011,Laundry - Contract Services,Facilities Management,ISS MEDICLEAN LTD,10039360,R,"2,926.58",GB417115775,
NHS,NHS Hertfordshire,02/03/2011,Laundry - Contract Services,Facilities Management,ISS MEDICLEAN LTD,10039444,R,"2,560.76",GB417115775,
NHS,NHS Hertfordshire,23/03/2011,Lease Car Admin,Balance sheet (Financial Services use),H.P.NHS FOUNDATION TRUST,10043351,0,"26,200.32",,
NHS,NHS Hertfordshire,21/02/2011,Marie Stopes,Herts Holistic Sexual Health,MARIE STOPES INTERNATIONAL,10038572,0,"141,948.92",882426016,
NHS,NHS Hertfordshire,23/03/2011,Marie Stopes,Herts Holistic Sexual Health,MARIE STOPES INTERNATIONAL,10043153,0,"126,387.24",882426016,
NHS,NHS Hertfordshire,30/03/2011,NHS Other - Miscellaneous,NHS SLA,EAST AND NORTH HERTS NHST,10044034,0,"28,500.00",,
NHS,NHS Hertfordshire,21/02/2011,NHS Other - Miscellaneous,Other Mental Health/LD - Adult,H.P.NHS FOUNDATION TRUST,10038523,0,"21,376.00",,
NHS,NHS Hertfordshire,21/02/2011,NHS Other - Miscellaneous,Other Mental Health/LD - Adult,H.P.NHS FOUNDATION TRUST,10038526,0,"21,376.00",,
NHS,NHS Hertfordshire,16/03/2011,NHS Other - Miscellaneous,SWIFT Funding,H.P.NHS FOUNDATION TRUST,10041778,0,"434,000.00",,
NHS,NHS Hertfordshire,24/03/2011,NHS Trust -  SLA Variable,Commissioned Community Services,BUCKINGHAMSHIRE HOSP NHS TRUST,10043596,0,"39,842.00",654 4313 46,
NHS,NHS Hertfordshire,23/03/2011,NHS Trust -  SLA Variable,NHS SLA,EAST AND NORTH HERTS NHST,10043186,0,"72,553.00",,
NHS,NHS Hertfordshire,11/02/2011,NHS Trust - Cost Per Case,NHS SLA - Variable,BUCKINGHAMSHIRE HOSP NHS TRUST,10037365,0,"35,548.00",654 4313 46,
NHS,NHS Hertfordshire,07/02/2011,NHS Trust - NCA,Non Contract Activity,"BARKING,HAVERING AND REDBRIDGE  NHST",10036779,0,"80,800.39",654924414,
NHS,NHS Hertfordshire,02/02/2011,NHS Trust - NCA,Non Contract Activity,UNITED LINCOLNSHIRE HOSP NHST,10035970,0,"32,133.79",654 9735 92,
NHS,NHS Hertfordshire,29/10/2010,NHS Trust - NCA,Non Contract Activity,WHIPPS CROSS UNI HOSP NHS TRUST,10024836,0,"67,317.59",654 404937,
NHS,NHS Hertfordshire,06/12/2010,NHS Trust - NCA,Non Contract Activity,WHIPPS CROSS UNI HOSP NHS TRUST,10029528,0,"62,764.18",654 404937,
NHS,NHS Hertfordshire,11/01/2011,NHS Trust - NCA,Non Contract Activity,WHIPPS CROSS UNI HOSP NHS TRUST,10033040,0,"34,775.72",654 404937,
NHS,NHS Hertfordshire,24/11/2010,NHS Trust - Overseas Visitors,Non Contract Activity,WEST HERTFORDSHIRE HOSPITALS N,10028224,0,"30,171.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,BARTS AND THE LONDON NHST,10040655,0,"273,240.00",GB 654 9470 05,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,BEDFORD HOSPITAL NHS TRUST,10040631,0,"38,444.47",654 9124 24,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10040666,0,"1,227,149.00",654 4313 46,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10040657,0,"13,470,348.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10040658,0,"59,666.67",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10040660,0,"1,316,294.00",,
NHS,NHS Hertfordshire,24/03/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10043430,0,"4,500,000.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10040654,0,"2,616,746.00",654 9195 01,
NHS,NHS Hertfordshire,10/03/2011,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10040748,0,"81,033.45",654 9195 01,
NHS,NHS Hertfordshire,28/03/2011,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10043860,0,"59,364.23",654 9195 01,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,HILLINGDON HOSP.NHS TRUST,10040668,0,"290,223.00",,
NHS,NHS Hertfordshire,15/03/2011,NHS Trust - SLA Block,NHS SLA,HILLINGDON HOSP.NHS TRUST,10041556,0,"66,906.00",,
NHS,NHS Hertfordshire,21/03/2011,NHS Trust - SLA Block,NHS SLA,HILLINGDON HOSP.NHS TRUST,10042801,0,"90,922.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,IMPERIAL COLLEGE H.CARE NHS TRUST,10040651,0,"1,167,391.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10040662,0,"37,781.00",654930128,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10040663,0,"45,551.00",654930128,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,N .W. LONDON HOSPITALS NHST,10040629,0,"307,017.92",654 9719 90,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,N.MIDDLESEX UNI.HOSP.NHS TRUST,10040638,0,"307,481.25",654 9462 04,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,N.MIDDLESEX UNI.HOSP.NHS TRUST,10040643,0,"33,973.16",654 9462 04,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,OXFORD RADCLIFFE HOSP.NHST,10040650,0,"233,865.00",654 9354 07,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,PRINCESS ALEXANDRA HOSP. NHST,10040648,0,"3,853,324.33",654 9649 85,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10040646,0,"1,453,520.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,ROYAL NAT ORTHOPAEDIC NHST,10040647,0,"841,844.00",,
NHS,NHS Hertfordshire,25/11/2010,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10028346,0,"229,166.67",,
NHS,NHS Hertfordshire,05/01/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10032112,0,"229,166.67",,
NHS,NHS Hertfordshire,31/01/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10035482,0,"229,166.67",,
NHS,NHS Hertfordshire,25/02/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10039008,0,"229,166.67",,
NHS,NHS Hertfordshire,25/03/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10043627,0,"400,000.00",,
NHS,NHS Hertfordshire,04/04/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10044428,0,"17,900,000.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - SLA Block,NHS SLA,WHITTINGTON NHST,10040645,0,"72,313.00",,
NHS,NHS Hertfordshire,07/03/2011,NHS Trust - Under/Overperf,NHS SLA,BARNET AND CHASE FARM NHST,10040130,0,"781,591.00",,
NHS,NHS Hertfordshire,07/03/2011,NHS Trust - Under/Overperf,NHS SLA,BARNET AND CHASE FARM NHST,10040131,0,"912,610.00",,
NHS,NHS Hertfordshire,09/03/2011,NHS Trust - Under/Overperf,NHS SLA,BARNET AND CHASE FARM NHST,10040528,0,"2,500,000.00",,
NHS,NHS Hertfordshire,21/03/2011,NHS Trust - Under/Overperf,NHS SLA,BARNET AND CHASE FARM NHST,10042637,0,"54,687.00",,
NHS,NHS Hertfordshire,30/03/2011,NHS Trust - Under/Overperf,NHS SLA,BARNET AND CHASE FARM NHST,10044032,0,"185,580.00",,
NHS,NHS Hertfordshire,05/01/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,BARTS AND THE LONDON NHST,10032117,0,"177,592.99",GB 654 9470 05,
NHS,NHS Hertfordshire,28/01/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,BARTS AND THE LONDON NHST,10035286,0,"137,889.70",GB 654 9470 05,
NHS,NHS Hertfordshire,22/03/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,BARTS AND THE LONDON NHST,10043021,0,"60,059.46",GB 654 9470 05,
NHS,NHS Hertfordshire,24/03/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,BARTS AND THE LONDON NHST,10043585,0,"60,059.46",GB 654 9470 05,
NHS,NHS Hertfordshire,29/03/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,BARTS AND THE LONDON NHST,10043903,0,"60,059.46",GB 654 9470 05,
NHS,NHS Hertfordshire,12/08/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,BEDFORD HOSPITAL NHS TRUST,10016031,0,"30,064.63",654 9124 24,
NHS,NHS Hertfordshire,22/10/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,BEDFORD HOSPITAL NHS TRUST,10023692,0,"26,673.37",654 9124 24,
NHS,NHS Hertfordshire,28/10/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,BEDFORD HOSPITAL NHS TRUST,10024576,0,"48,112.52",654 9124 24,
NHS,NHS Hertfordshire,12/11/2010,NHS Trust - Under/Overperf,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10026903,0,"152,684.00",654 4313 46,
NHS,NHS Hertfordshire,01/12/2010,NHS Trust - Under/Overperf,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10028924,0,"62,397.00",654 4313 46,
NHS,NHS Hertfordshire,11/01/2011,NHS Trust - Under/Overperf,NHS SLA,BUCKINGHAMSHIRE HOSP NHS TRUST,10033009,0,"165,259.00",654 4313 46,
NHS,NHS Hertfordshire,19/11/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10027819,0,"188,082.61",654 9105 28,
NHS,NHS Hertfordshire,03/03/2011,NHS Trust - Under/Overperf,NHS SLA,EAST AND NORTH HERTS NHST,10039704,0,"94,002.00",,
NHS,NHS Hertfordshire,10/03/2011,NHS Trust - Under/Overperf,NHS SLA,EAST AND NORTH HERTS NHST,10040899,0,"3,897,239.00",,
NHS,NHS Hertfordshire,10/03/2011,NHS Trust - Under/Overperf,NHS SLA,EAST AND NORTH HERTS NHST,10040900,0,"2,000,000.00",,
NHS,NHS Hertfordshire,22/03/2011,NHS Trust - Under/Overperf,NHS SLA,EAST AND NORTH HERTS NHST,10042960,0,"252,471.00",,
NHS,NHS Hertfordshire,28/04/2010,NHS Trust - Under/Overperf,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10002280,0,"43,450.00",654 9195 01,
NHS,NHS Hertfordshire,02/11/2010,NHS Trust - Under/Overperf,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10024910,0,"60,940.00",654 9195 01,
NHS,NHS Hertfordshire,01/12/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,IMPERIAL COLLEGE H.CARE NHS TRUST,10028944,0,"41,615.00",,
NHS,NHS Hertfordshire,17/01/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,IMPERIAL COLLEGE H.CARE NHS TRUST,10033810,0,"710,109.00",,
NHS,NHS Hertfordshire,15/03/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,IMPERIAL COLLEGE H.CARE NHS TRUST,10041579,0,"140,115.00",,
NHS,NHS Hertfordshire,28/10/2010,NHS Trust - Under/Overperf,NHS SLA - Variable,MID ESSEX HOSPITALS NHST,10024572,0,"27,395.00",654930128,
NHS,NHS Hertfordshire,23/03/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,MID ESSEX HOSPITALS NHST,10043363,0,"59,864.51",654930128,
NHS,NHS Hertfordshire,23/03/2011,NHS Trust - Under/Overperf,NHS SLA,N.MIDDLESEX UNI.HOSP.NHS TRUST,10043372,0,"67,474.00",654 9462 04,
NHS,NHS Hertfordshire,04/03/2011,NHS Trust - Under/Overperf,NHS SLA,PRINCESS ALEXANDRA HOSP. NHST,10039844,0,"500,000.00",654 9649 85,
NHS,NHS Hertfordshire,28/01/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,ROYAL FREE HAMPSTEAD NHS TRUST,10035266,0,"219,363.00",,
NHS,NHS Hertfordshire,28/02/2011,NHS Trust - Under/Overperf,NHS SLA - Variable,ROYAL FREE HAMPSTEAD NHS TRUST,10039092,0,"27,332.00",,
NHS,NHS Hertfordshire,22/03/2011,NHS Trust - Under/Overperf,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10043024,0,"174,341.00",,
NHS,NHS Hertfordshire,22/03/2011,NHS Trust - Under/Overperf,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10043026,0,"96,751.00",,
NHS,NHS Hertfordshire,25/11/2010,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10028349,0,"47,179.00",,
NHS,NHS Hertfordshire,04/02/2011,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10036379,0,"486,625.00",,
NHS,NHS Hertfordshire,09/02/2011,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10036976,0,"529,374.00",,
NHS,NHS Hertfordshire,25/02/2011,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10039012,0,"1,308,491.00",,
NHS,NHS Hertfordshire,11/03/2011,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10041049,0,"1,503,000.00",,
NHS,NHS Hertfordshire,24/03/2011,NHS Trust - Under/Overperf,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10043517,0,"2,407,449.00",,
NHS,NHS Hertfordshire,03/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10039731,0,"33,977.70",235 1349 80,
NHS,NHS Hertfordshire,18/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10042327,0,"64,726.53",235 1349 80,
NHS,NHS Hertfordshire,23/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10043150,0,"33,691.18",235 1349 80,
NHS,NHS Hertfordshire,23/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10043238,0,"64,400.56",235 1349 80,
NHS,NHS Hertfordshire,24/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10043453,0,"87,359.81",,
NHS,NHS Hertfordshire,28/03/2011,Non NHS - Free Choice,Free Choice,BMI HEALTHCARE COLLECTIONS,10043759,0,"65,051.29",235 1349 80,
NHS,NHS Hertfordshire,09/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10040665,0,"464,568.93",,
NHS,NHS Hertfordshire,11/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10041251,0,"383,240.71",,
NHS,NHS Hertfordshire,17/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10042044,0,"345,097.74",,
NHS,NHS Hertfordshire,18/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10042265,0,"200,000.00",,
NHS,NHS Hertfordshire,18/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10042267,0,"200,000.00",,
NHS,NHS Hertfordshire,25/03/2011,Non NHS - Free Choice,Free Choice,RIVERS HOSPITAL,10043659,0,"170,616.45",,
NHS,NHS Hertfordshire,22/02/2011,Non NHS - Free Choice,Free Choice,SPIRE HEALTHCARE,10038700,0,"113,033.47",,
NHS,NHS Hertfordshire,17/03/2011,Non NHS - Free Choice,Free Choice,SPIRE HEALTHCARE,10042060,0,"101,415.76",,
NHS,NHS Hertfordshire,17/03/2011,Non NHS - Free Choice,Free Choice,SPIRE HEALTHCARE,10042064,0,"124,858.25",,
NHS,NHS Hertfordshire,16/03/2011,Non-Lease Costs,Property Management,MR J.V. & MRS.R.J.DOSHI,10041831,NR,"3,344.69",GB 843 4461 28,
NHS,NHS Hertfordshire,24/03/2011,Non-Lease Costs,Property Management,WEST HERTFORDSHIRE HOSPITALS N,10043598,0,"129,562.50",,
NHS,NHS Hertfordshire,18/03/2011,Non-NHS - Cost Per Case,Other Mental Health/LD - Children,COVENTRY AND WARWICKSHIRE PT,10042337,0,"60,163.00",654 4385 21,
NHS,NHS Hertfordshire,17/03/2011,Non-NHS - SLA Block,NHS SLA,ASSURA LEA VALLEY LLP,10042066,0,"60,028.83",,
NHS,NHS Hertfordshire,17/03/2011,Non-NHS - SLA Block,NHS SLA,ASSURA LEA VALLEY LLP,10042149,0,"60,028.83",,
NHS,NHS Hertfordshire,09/03/2011,Non-NHS - SLA Block,Westgate House,HERTFORDSHIRE COUNTY COUNCIL,10040515,0,"51,346.83",,
NHS,NHS Hertfordshire,04/03/2011,Non-NHS - SLA Block,Facilities Management,HERTS & ESSEX PPP HEALTH SERVICES LTD,10039975,R,"208,346.65",,
NHS,NHS Hertfordshire,30/03/2011,Non-NHS - SLA Block,Facilities Management,HERTS & ESSEX PPP HEALTH SERVICES LTD,10044078,R,"208,346.65",,
NHS,NHS Hertfordshire,18/01/2011,Non-NHS - SLA Block,Imaging Services,PAUL STRICKLAND SCANNER CENTRE,10033923,0,"27,125.00",,
NHS,NHS Hertfordshire,21/03/2011,Palliative Care,Specialist Palliative Care,EAST AND NORTH HERTS NHST,10042593,0,"66,122.95",,
NHS,NHS Hertfordshire,21/03/2011,Palliative Care,Specialist Palliative Care,EAST AND NORTH HERTS NHST,10042791,0,"45,500.00",,
NHS,NHS Hertfordshire,22/03/2011,Palliative Care,Specialist Palliative Care,EAST AND NORTH HERTS NHST,10043002,0,"37,692.96",,
NHS,NHS Hertfordshire,24/03/2011,Palliative Care,Specialist Palliative Care,EAST AND NORTH HERTS NHST,10043409,0,"25,500.00",,
NHS,NHS Hertfordshire,28/01/2011,PCT -  SLA Block,Commissioned Community Services,BARNET COMMUNITY SERVICES,10035284,0,"53,056.00",654409334,
NHS,NHS Hertfordshire,22/03/2011,PCT -  SLA Block,Commissioned Community Services,BARNET COMMUNITY SERVICES,10042994,0,"39,700.00",654409334,
NHS,NHS Hertfordshire,11/03/2011,PCT -  SLA Block,Specialised Commissioning,SOUTH EAST ESSEX PCT,10041092,0,"11,364,669.61",654 436 723,
NHS,NHS Hertfordshire,21/03/2011,PCT -  SLA Block,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10042796,0,"55,908.25",GB-654-9750-96,
NHS,NHS Hertfordshire,22/03/2011,PCT - COPD,Commissioned Community Services,BARNET COMMUNITY SERVICES,10042989,0,"65,000.00",654409334,
NHS,NHS Hertfordshire,22/03/2011,PCT - COPD,Commissioned Community Services,BARNET COMMUNITY SERVICES,10043013,0,"60,617.00",654409334,
NHS,NHS Hertfordshire,06/12/2010,PCT - Cost Per Case,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10029555,0,"105,150.00",GB-654-9750-96,
NHS,NHS Hertfordshire,22/02/2011,PCT - Cost Per Case,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10038639,0,"53,588.00",GB-654-9750-96,
NHS,NHS Hertfordshire,22/03/2011,PCT - Cost Per Case,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10042966,0,"2,307.36",GB-654-9750-96,
NHS,NHS Hertfordshire,22/03/2011,PCT - Cost Per Case,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10043012,0,"82,846.00",GB-654-9750-96,
NHS,NHS Hertfordshire,09/03/2011,PCT - HCHS Contract,HCHS Block Contract,HERTFORDSHIRE COMMUNITY NHS TRUST,10040661,0,"8,127,000.00",,
NHS,NHS Hertfordshire,25/05/2010,PCT - NCA,Commissioned Community Services,BRENT COMMUNITY SERVICES,10005676,0,"38,781.78",654424929,
NHS,NHS Hertfordshire,25/05/2010,PCT - NCA,Childrens Commissioned Community Services,BRENT COMMUNITY SERVICES,10005676,0,"1,508.62",654424929,
NHS,NHS Hertfordshire,15/02/2011,PCT - Other Healthcare,HCHS Other Services,HERTFORDSHIRE COMMUNITY NHS TRUST,10037853,0,"494,000.00",,
NHS,NHS Hertfordshire,22/03/2011,PCT - Other Healthcare,HCHS Diabetes Service,HERTFORDSHIRE COMMUNITY NHS TRUST,10043126,0,"510,150.81",,
NHS,NHS Hertfordshire,03/03/2011,PCT - Other Healthcare,Re-ablement and Intermediate Care,HERTFORDSHIRE COUNTY COUNCIL,10039765,0,"641,000.00",,
NHS,NHS Hertfordshire,22/03/2011,PCT walk in centres,Commissioned Community Services,WEST ESSEX COMM.HEALTH,10042966,0,"23,870.24",GB-654-9750-96,
NHS,NHS Hertfordshire,04/03/2011,Pest Control,Facilities Management,WHITEOAKS,10039908,R,12.38,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Pest Control,Facilities Management,WHITEOAKS,10039908,R,18.74,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Pest Control,Facilities Management,WHITEOAKS,10039908,R,20.43,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Pest Control,Facilities Management,WHITEOAKS,10039908,R,13.68,466 4777 01,
