Wakefield Council Purchase Card Spend for Quarter 1st October 2017 to 31st December 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,CAMPAIGN MONITOR,Health Promotion,Revenue,160980,272,02/01/2018,10.49,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,CAMPAIGN MONITOR,Health Promotion,Revenue,160980,277,02/01/2018,381.36,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,CLINTONS,Health Promotion,Revenue,160962,104,05/10/2017,8.15,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,CLINTONS,Health Promotion,Revenue,160980,504,02/01/2018,8.15,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,DETAILS REDACTED,Health Promotion,Revenue,160966,269,18/10/2017,291.67,Nil,CONSULTING MANAGEMENT AND PUBLIC RELATIONS SVCS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,EVANS CYLES,Health Promotion,Revenue,160962,102,05/10/2017,249.98,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,MAPLIN,Health Promotion,Revenue,160978,202,14/12/2017,59.98,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,PLANET-X-BIKES,Health Promotion,Revenue,160962,105,05/10/2017,264.88,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,SAINSBURYS,Health Promotion,Revenue,160966,311,18/10/2017,49.87,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,SCREWFIX,Health Promotion,Revenue,160969,47,31/10/2017,12.98,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,SCREWFIX,Health Promotion,Revenue,160966,225,18/10/2017,213.80,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,TOOL STATION,Health Promotion,Revenue,160969,177,31/10/2017,2.30,Nil,HARDWARE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,TRAINLINE,Health Promotion,Revenue,160962,262,05/10/2017,524.38,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,WAKEFIELD BUILDBASE,Health Promotion,Revenue,160969,176,31/10/2017,26.09,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,WICKES,Health Promotion,Revenue,160969,50,31/10/2017,16.98,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,P,Public Health,WICKES,Health Promotion,Revenue,160969,48,31/10/2017,68.40,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LEEDS BRADFORD AIRPORT ,Hired Vehicles,Revenue,160980,32,02/01/2018,27.50,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,RENTAL CARS,Hired Vehicles,Revenue,160980,35,02/01/2018,14.01,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,N,Planning Services,TRAINLINE,Hired Vehicles,Revenue,160966,169,18/10/2017,128.32,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160965,216,12/10/2017,14.85,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160973,37,17/11/2017,14.85,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160976,51,04/12/2017,14.85,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160973,78,17/11/2017,19.80,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160973,123,17/11/2017,19.80,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160973,125,17/11/2017,41.70,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160972,135,15/11/2017,24.75,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160980,309,02/01/2018,29.70,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AIR KINGS LTD,Holidays & Outings,Revenue,160980,711,02/01/2018,29.70,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMF BOWLING,Holidays & Outings,Revenue,160962,108,05/10/2017,8.73,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMF BOWLING,Holidays & Outings,Revenue,160980,866,02/01/2018,5.49,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMF BOWLING,Holidays & Outings,Revenue,160962,107,05/10/2017,6.38,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Holidays & Outings,Revenue,160971,417,10/11/2017,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Holidays & Outings,Revenue,160973,175,17/11/2017,163.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Holidays & Outings,Revenue,160973,133,17/11/2017,47.24,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Holidays & Outings,Revenue,160974,3,21/11/2017,7.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160962,122,05/10/2017,5.20,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160962,87,05/10/2017,7.40,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160962,89,05/10/2017,10.40,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BARNSLEY PREMIER LEISURE,Holidays & Outings,Revenue,160980,1598,02/01/2018,5.30,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BARNSLEY PREMIER LEISURE,Holidays & Outings,Revenue,160978,227,14/12/2017,5.80,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BEULEY CAFÉ,Holidays & Outings,Revenue,160973,116,17/11/2017,26.10,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BLUE MARLIN FISHERIES,Holidays & Outings,Revenue,160980,981,02/01/2018,30.35,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BPL METRODOME,Holidays & Outings,Revenue,160966,147,18/10/2017,5.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BURGER KING,Holidays & Outings,Revenue,160973,98,17/11/2017,17.97,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BURGER KING,Holidays & Outings,Revenue,160972,293,15/11/2017,4.79,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BURGER KING  ,Holidays & Outings,Revenue,160973,97,17/11/2017,4.57,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BURGER KING  ,Holidays & Outings,Revenue,160971,809,10/11/2017,14.58,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CASTLEFORD PHOENIX THEATRE,Holidays & Outings,Revenue,160972,297,15/11/2017,36.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160980,889,02/01/2018,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160967,86,19/10/2017,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160962,417,05/10/2017,9.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160975,738,29/11/2017,12.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160970,84,02/11/2017,12.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160971,981,10/11/2017,16.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160980,672,02/01/2018,9.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160962,216,05/10/2017,3.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160971,450,10/11/2017,3.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160962,302,05/10/2017,3.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160971,518,10/11/2017,3.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CINEWORLD,Holidays & Outings,Revenue,160971,212,10/11/2017,10.20,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CINEWORLD,Holidays & Outings,Revenue,160962,295,05/10/2017,8.70,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CINEWORLD,Holidays & Outings,Revenue,160962,153,05/10/2017,2.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CLEETHORPES COAST LIGHT RAILWAY,Holidays & Outings,Revenue,160962,96,05/10/2017,4.50,Nil,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,DARRINGTON,Holidays & Outings,Revenue,160970,217,02/11/2017,23.21,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,FLAVOURS,Holidays & Outings,Revenue,160970,212,02/11/2017,6.00,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,GRAVITY,Holidays & Outings,Revenue,160962,291,05/10/2017,15.95,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,HJM FUNSTATION LTD,Holidays & Outings,Revenue,160971,460,10/11/2017,5.50,Nil,RECREATIONAL AND SPORTING CAMPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,JURASSIC KINGDOM TOUR,Holidays & Outings,Revenue,160971,454,10/11/2017,73.68,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KARTING 2000,Holidays & Outings,Revenue,160971,459,10/11/2017,16.48,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KARTING 2000,Holidays & Outings,Revenue,160971,1126,10/11/2017,16.48,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KASHMIRI AROMA,Holidays & Outings,Revenue,160963,252,06/10/2017,33.60,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KFC,Holidays & Outings,Revenue,160966,209,18/10/2017,4.16,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KFC,Holidays & Outings,Revenue,160973,112,17/11/2017,19.12,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KFC,Holidays & Outings,Revenue,160965,242,12/10/2017,22.46,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LASER ZONE,Holidays & Outings,Revenue,160971,232,10/11/2017,5.75,Nil,AMUSEMENT PARKSCARNIVALSCIRCUSFORTUNE TELLERS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LASER ZONE,Holidays & Outings,Revenue,160980,439,02/01/2018,5.75,Nil,AMUSEMENT PARKSCARNIVALSCIRCUSFORTUNE TELLERS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LOTHERTON HALL,Holidays & Outings,Revenue,160970,257,02/11/2017,15.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LOTHERTON HALL,Holidays & Outings,Revenue,160971,533,10/11/2017,9.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160970,205,02/11/2017,6.52,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160970,158,02/11/2017,1.65,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160978,513,14/12/2017,1.86,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160970,197,02/11/2017,2.49,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160962,44,05/10/2017,4.65,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160967,99,19/10/2017,1.59,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160967,100,19/10/2017,2.32,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160975,739,29/11/2017,11.97,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160962,148,05/10/2017,4.79,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160962,221,05/10/2017,0.99,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160962,186,05/10/2017,5.48,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160970,254,02/11/2017,0.80,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160970,253,02/11/2017,14.79,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160965,234,12/10/2017,4.12,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,MCDONALDS,Holidays & Outings,Revenue,160980,251,02/01/2018,4.95,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,NATIONAL COAL MINING MUSEUM,Holidays & Outings,Revenue,160971,448,10/11/2017,8.00,Nil,TOURIST ATTRACTIONS AND EXHIBITS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,NATIONAL COAL MINING MUSEUM,Holidays & Outings,Revenue,160962,195,05/10/2017,3.00,Nil,TOURIST ATTRACTIONS AND EXHIBITS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,NORTH BAY RAILWAY,Holidays & Outings,Revenue,160962,114,05/10/2017,7.50,Nil,TOURIST ATTRACTIONS AND EXHIBITS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PAPAS FISH & CHIPS,Holidays & Outings,Revenue,160973,47,17/11/2017,12.00,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PAPAS FISH & CHIPS,Holidays & Outings,Revenue,160973,111,17/11/2017,12.00,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PRIMARK,Holidays & Outings,Revenue,160971,951,10/11/2017,10.00,Nil,FAMILY CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PUGNEY WATERPARK  ,Holidays & Outings,Revenue,160980,766,02/01/2018,5.85,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PUGNEY WATERPARK  ,Holidays & Outings,Revenue,160980,872,02/01/2018,12.45,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,QUEENS DRIVE FISHERIES,Holidays & Outings,Revenue,160962,133,05/10/2017,6.30,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ROUNDHAY TROPICAL WORLD,Holidays & Outings,Revenue,160971,961,10/11/2017,15.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ROUNDHAY TROPICAL WORLD,Holidays & Outings,Revenue,160971,767,10/11/2017,3.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SCARBOROUGH COUNCIL,Holidays & Outings,Revenue,160962,74,05/10/2017,6.20,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SHOWCASE CINEMAS,Holidays & Outings,Revenue,160971,416,10/11/2017,25.50,Nil,MOTION PICTURE THEATERS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SPORTS DIRECT,Holidays & Outings,Revenue,160971,1145,10/11/2017,12.98,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,STOCKELD PARK,Holidays & Outings,Revenue,160980,781,02/01/2018,8.75,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,STOCKELD PARK,Holidays & Outings,Revenue,160980,1059,02/01/2018,8.75,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Holidays & Outings,Revenue,160971,453,10/11/2017,28.20,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SWITHENS FARM SHOP ,Holidays & Outings,Revenue,160973,46,17/11/2017,11.33,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TCCP-PORTST/DALEST/NEW,Holidays & Outings,Revenue,160962,234,05/10/2017,5.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TENPIN,Holidays & Outings,Revenue,160962,143,05/10/2017,3.50,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TENPIN,Holidays & Outings,Revenue,160962,146,05/10/2017,3.50,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
