?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PREMISES REPAIRS & RENEWALS,01/06/2012,210412,1879,OXFORD INNOVATION,101211
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,4 KUBOTAS AND 1 TRIMAX,22/06/2012,211410,2008.26,SG EQUIPMENT FINANCE LIMITED,100489
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,08/06/2012,210821,2074,SALFORD CITY COUNCIL,101369
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,29/06/2012,211635,2076,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,15/06/2012,211030,2077.25,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,CONTRACTUAL SERVICES,22/06/2012,211403,2100,XN LEISURE SYSTEMS LTD,100616
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,SEWERAGE AND WATER CHARGES,01/06/2012,210361,2185.72,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,METERED WATER CHARGE,01/06/2012,210524,2222.92,THE DUKERIES COLLEGE,101257
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ALL WEATHER PITCH,01/06/2012,210501,2275.8,DUKERIES COMMUNITY COLLEGE,101507
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,15/06/2012,211064,2329.64,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,29/06/2012,211535,2361.66,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,REPAIRS AND MAINTENANCE,15/06/2012,211093,2376,JCP POWER & DATA CONTRACTORS LTD,100243
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,LICENCES,15/06/2012,211042,2394.4,PERFORMING RIGHT SOCIETY LTD,100423
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,22/06/2012,211353,2429.74,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,01/06/2012,210560,2446.82,ARC,101470
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,01/06/2012,210388,2450,KINGS CHAMBERS,101383
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,REPAIRS AND MAINTENANCE,01/06/2012,210536,2468,BLYTH MARBLE LTD,101615
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B400,NOTTS CC PRECEPT,22/06/2012,211577,2555,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,01/06/2012,210559,2620.59,LAKIN MCCARTHY ENTERTAINMENT,101622
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,15/06/2012,210930,2625,GROUNDWORK CRESWELL ASHFIELD & MANSFIELD,101083
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,15/06/2012,210943,2674.74,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,MATERIALS,22/06/2012,211343,2707.25,SIEMENS FINANCIAL SERVICES LTD,100502
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ELECTRICITY,08/06/2012,210802,2722.53,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,METERED WATER CHARGE,22/06/2012,211326,2735.74,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,15/06/2012,211075,2875,SHOTSTONE LTD,100498
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,15/06/2012,211082,2881.23,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,15/06/2012,210929,2937.5,GROUNDWORK CRESWELL ASHFIELD & MANSFIELD,101083
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/06/2012,210464,2957.29,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,01/06/2012,210459,2963.37,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,01/06/2012,210396,3000,BETH SHALOM LTD,101628
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,01/06/2012,210397,3000,BETH SHALOM LTD,101628
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,01/06/2012,210398,3000,BETH SHALOM LTD,101628
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,01/06/2012,210558,3052.27,CMP ENTERTAINMENT,100949
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,ILC LEASE COST,22/06/2012,211411,3076,CHRYSTAL CONSULTING LTD,100088
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,VOICE DISTRIBUTION,22/06/2012,211303,3112.36,THE NATIONAL LEAFLET COMPANY,101460
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,HARDWARE MAINTENANCE,01/06/2012,210561,3117.08,NOWCOMM LTD,100399
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,CONTRACTUAL SERVICES,29/06/2012,211532,3164.89,NEOPOST LIMITED,100359
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,EQUIPMENT LEASING,01/06/2012,210541,3213.36,KONICA EAST BUSINESS SOLUTIONS EAST LTD,100680
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,QUADRANT MAINTENANCE,15/06/2012,210970,3347.5,QUADRANT SECURITY GROUP LTD,100438
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,15/06/2012,210936,3567.5,ALYN NICHOLLS & ASSOCIATES,101490
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,15/06/2012,211025,3618.08,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PREMISES REPAIRS & RENEWALS,15/06/2012,211085,3841.25,MARK DENTON PLUMBING & HEATING LTD,101614
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,22/06/2012,211402,4000,EXPERIAN LIMITED,101633
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,29/06/2012,211637,4141.78,DAVID P FORMON B.D.C LTD,100122
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ELECTRICITY,15/06/2012,211071,4171.79,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,CONTRACTUAL SERVICES,22/06/2012,211375,4278.45,HI-SPEC FACILITIES SUPPORT CO PLC,101303
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,EQUIPMENT REPAIRS & RENEWALS,01/06/2012,210494,4400,BRENNTAG UK LTD,100054
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,22/06/2012,211230,4443.36,KPR MIDLINK LTD,101616
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,29/06/2012,211546,4530,OBAM LIFT SERVICES LTD,100403
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,29/06/2012,211634,4757.19,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,01/06/2012,210468,4869.52,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,PREMISES REPAIRS & RENEWALS,15/06/2012,211094,5000,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,01/06/2012,210393,5000,CASY,101637
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,HARDWARE MAINTENANCE,01/06/2012,210562,5074.44,NOWCOMM LTD,100399
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,ELECTRICITY,15/06/2012,211067,5303.9,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,08/06/2012,210828,5500,FINETURF,100165
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,15/06/2012,211065,5810.78,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,15/06/2012,211058,5829,NEWARK TOWN COUNCIL,100374
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,VOICE PRINTING,22/06/2012,211307,6000,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,01/06/2012,210394,6000,NOTTS HOUSING ADVICE,101638
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,01/06/2012,210352,6329.8,VACU-LUG TRACTION TYRES LIMITED,100589
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,DEPARTMENTAL HARDWARE,08/06/2012,210824,6495.12,INSIGHT DIRECT (UK) LTD,100226
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,15/06/2012,210924,6548,URBAN VISION PARTNERSHIP LTD,101634
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,QUADRANT MAINTENANCE,15/06/2012,210969,6590,QUADRANT SECURITY GROUP LTD,100438
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,4 KUBOTAS AND 1 TRIMAX,22/06/2012,211409,6743.78,SG EQUIPMENT FINANCE LIMITED,100489
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/06/2012,210461,7040,MIDLAND LIFT SERVICES LTD,101423
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,COMPUTER SOFTWARE MAINTENANCE,01/06/2012,210336,7097.5,VIRGIN MEDIA PAYMENTS LTD,100934
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,01/06/2012,210554,7234,OAK INDUSTRIAL SUPPLIES LIMITED,100401
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,15/06/2012,210965,8742,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,15/06/2012,211049,8771.29,KEN DODD,100862
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,LINKAGE - PLUS,15/06/2012,210972,9270,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,STALL CLEARANCE,22/06/2012,211244,9353.33,ANDREW GEORGE HARRISON LTD,100012
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,01/06/2012,210381,9730.93,EAST MIDLANDS TRAINS LTD,100140
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,REMPLOY 3RD PARTY AGENTS,15/06/2012,210968,11234,REMPLOY LIMITED,100451
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,DEPARTMENTAL HARDWARE,08/06/2012,210825,11302.86,INSIGHT DIRECT (UK) LTD,100226
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED GRANTS,01/06/2012,210458,12347.05,N SHACKLOCK LTD,100349
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,HIRE OF FACILITIES,29/06/2012,211527,12761.5,THE DUKERIES COLLEGE,101257
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,AUDIT FEES (INTERNAL/EXTERNAL),22/06/2012,211378,14324.73,AUDIT COMMISSION,100025
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,01/06/2012,210346,16882.5,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,EQUIPMENT LEASING RECHARGE,01/06/2012,210563,17416.86,ACENSEO LTD,100621
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/06/2012,211320,17734.95,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,22/06/2012,211336,19549.46,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,22/06/2012,211278,22308.23,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/06/2012,211388,23361,PLAYDALE PLAYGROUNDS LTD,100430
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/06/2012,210414,31173.21,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/06/2012,211318,57021.35,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/06/2012,211322,58284.92,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/06/2012,210460,66909.69,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,COMPUTER MIGRATION PROJECT,01/06/2012,210499,78296.35,CHG MERIDIAN UK LTD,100085
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,DRAINAGE RATES,22/06/2012,211580,232026.5,TRENT VALLEY INTERNAL DRAINAGE BOARD,101631
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B995,FIRE PRECEPT,22/06/2012,211579,274397,NOTTINGHAMSHIRE FIRE AUTHORITY,101572
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOUSING REVENUE ACCOUNT,B300,NSH MANAGEMENT FEE,08/06/2012,1128029,618530,NEWARK AND SHERWOOD HOMES LTD,400001
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B400,POLICE PRECEPT,22/06/2012,211578,655222,NOTTINGHAMSHIRE POLICE,100397
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B400,NOTTS CC PRECEPT,22/06/2012,211577,4698023,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
