Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Department of Health,NHS Blood and Transplant,26/10/2012,DIRECT CONSUMABLES,Specialist and Customer Services,QUEST BIOMEDICAL LIMITED,1651495,810,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,26/10/2012,TEST KITS OTHER,Specialist and Customer Services,QUEST BIOMEDICAL LIMITED,1651495,29694,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1651548,31658.26,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1651549,40771.59,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,PREMISES MAINTENANCE - MINOR WORKS,Estates & Logistics,INTERSERVE  CONSTRUCTION LTD,1653178,51758.15,Minor works projects costs
Department of Health,NHS Blood and Transplant,26/10/2012,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,BMG LABTECHNOLOGIES LTD,1653280,42630,Purchase of Fixed Assets
Department of Health,NHS Blood and Transplant,26/10/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1653715,52589.37,External courier and transport company costs
Department of Health,NHS Blood and Transplant,26/10/2012,DIRECT CONSUMABLES,Organ Donation & Transplantation,BRIDGE TO LIFE LLC,1655612,30240,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,26/10/2012,OTHER PROFESSIONAL FEES,Estates & Logistics,AUTOMOTIVE LEASING LTD,1655634,4209.18,Other professional fees - monthly management charge relating to leased fleet vehicle maintenance contract
Department of Health,NHS Blood and Transplant,26/10/2012,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,AUTOMOTIVE LEASING LTD,1655634,57289.6,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,15/10/2012,INSURANCE,Finance,NHS Litigation Authority,Direct Debit,53734,Insurance costs
Department of Health,NHS Blood and Transplant,09/10/2012,CAPITAL CHARGES CONTROL,NBS and ODT All Areas,Department of Health,2215,9010000,Payment to DH for capital charges amounts collected from customers through prices
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cambridge Univ Hosp NHS Foundation Trust,2219,272154,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cardiff and Vale University Health Board,2219,140000,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Central Manchester University Hospitals NHS Foundation Trust,2219,344541,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Kings College Hospital NHS Foundation Trust,2219,237000,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Kings College Hospital NHS Foundation Trust,2220,25032,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,NHS Lothian,2219,449062,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Oxford Radcliffe Hospital NHS Trust,2219,267024,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Papworth Hospital NHS Foundation Trust,2219,324031,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Brompton And Harefield NHS Foundation Trust,2219,448986,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Free Hampstead NHS Trust,2219,405475,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Leeds Teaching Hospitals NHS Trust,2219,270607,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Newcastle Upon Tyne Hospitals NHS Foundation Trust,2219,510144,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ODT DONOR MANAGEMENT REIMBURSEMENT,Organ Donation & Transplantation,Newcastle Upon Tyne Hospitals NHS Foundation Trust,2220,25032,Reimbursement to other NHS bodies for organ donation scheme related costs
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospital Of South Manchester NHS Foundation Trust,2219,251475,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,22/10/2012,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospital Birmingham NHS Foundation Trust,2219,609513,Contracts with other NHS bodies for organ retrieval teams
