Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,27/03/2014,Agency Staff,ICT Head of Service,CAPITA RESOURCING LTD,,Large,,5106202356,Dev contractor (rollout) JP,SL6 1DP,"4,452.00",
Communities & Local Government,PINS,27/03/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106202358,SQL DBA contractor ME blanket order,SL6 1DP,"2,452.50",
Communities & Local Government,PINS,27/03/2014,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106202205,5 X AA Agency Staff,SW20 0BA,475.48,
Communities & Local Government,PINS,27/03/2014,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106202206,5 X AA Agency Staff,SW20 0BA,426.24,
Communities & Local Government,PINS,27/03/2014,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106202207,5 X AA Agency Staff,SW20 0BA,532.80,
Communities & Local Government,PINS,27/03/2014,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106202208,5 X AA Agency Staff,SW20 0BA,319.68,
Communities & Local Government,PINS,27/03/2014,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106202221,5 X AA Agency Staff,SW20 0BA,525.70,
Communities & Local Government,PINS,27/03/2014,"IT - PC, Network & Hardware",ICT Business Partner,DCLG,,Public Bodies,,5106202341,External super multi drive,HP2 4XN,906.00,
Communities & Local Government,PINS,27/03/2014,"IT - PC, Network & Hardware",ICT Business Partner,DCLG,,Public Bodies,,5106202341,Fujitsu notebook stand black x 100,HP2 4XN,"1,105.00",
Communities & Local Government,PINS,27/03/2014,Mobile phone costs,ICT Business Partner,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106202355,Orange a/c 72632785 FY 2013-14,S98 1DX,732.88,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 80 Black Cartridge,NG11 7EP,82.21,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 80 Magenta Printhead,NG11 7EP,175.03,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 80 Yellow Printhead,NG11 7EP,87.52,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 90 Black Cartridge,NG11 7EP,220.00,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 90 Black Printhead,NG11 7EP,346.36,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 90 Cyan Printhead,NG11 7EP,96.23,
Communities & Local Government,PINS,27/03/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106202130,HP 90 Yellow Cartridge,NG11 7EP,123.22,
Communities & Local Government,PINS,27/03/2014,Training,Management & Development Training,MENTOR CONSUTANCY COMMUNICATIONS LT,,Small,,5106202353,Media Training 6-8 Delegates,BS2 4NE,"2,655.00",
Communities & Local Government,PINS,28/03/2014,Courier Services,Estates,CITY LINK,,Large,,5106202428,Service Charges 6 - 12 March 2014,CV3 4PA,"3,273.13",
Communities & Local Government,PINS,31/03/2014,Catering,ICT Head of Service,DCLG,,Public Bodies,,5106202457,"PINS Catering Oct, Nov, Jun & July 2013",HP2 4XN,"1,764.32",
Communities & Local Government,PINS,31/03/2014,Courier Services,Estates,CITY LINK,,Large,,5106202437,Service Charges 28 Feb - 6 Mar 2014,CV3 4PA,"2,921.62",
Communities & Local Government,PINS,31/03/2014,Courier Services,Finance & Procurement,ROYAL MAIL,,Large,,5106202438,Postal Charges 17 - 21 March,S49 1HQ,6.63,
Communities & Local Government,PINS,31/03/2014,Courier Services,Finance & Procurement,ROYAL MAIL,,Large,,5106202438,Postal Services 17-21 March,S49 1HQ,"3,591.67",
Communities & Local Government,PINS,31/03/2014,Subscriptions,Library,TOWN & COUNTRY PLANNING ASSOC,,Small,,5106202477,TCPA Membership,SW1Y 5AS,290.00,
,,,,,,,,,,,,"733,773.96",
