Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier
FCOGPC161100192,11/04/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ZAF,"Vehicles, servicing and spares",845.71,IMPERIAL MOTORS
FCOGPC161100193,11/04/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",SRB,Cleaning Services and Supplies,869.88,GREEN MASTER DOO
FCOGPC161100194,11/04/2016,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,875.56,WWW.TRAVELHIRE.COM
FCOGPC161100195,11/04/2016,COMPUTER SOFTWARE STORES,ZAF,Computer Equipment & Services,912.24,SACHER MOBILE HATFIELD
FCOGPC161100196,11/04/2016,HOSPITALS,MNG,Medical Supplies and Services,934.55,MEDICA MONGOLIA CO.LTD
FCOGPC161100197,11/04/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,LBN,General Retail and Wholesale,938.69,COMMANDO
FCOGPC161100198,11/04/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,JPN,Miscellaneous Industrial/Commercial Supplies,939.72,"SQ TOPRANK CO.,LTD"
FCOGPC161100199,11/04/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,1009.8,PERSONAL STRENGTHS (UK
FCOGPC161100200,11/04/2016,BOOK STORES,LUX,Books and Periodicals,1012.17,AMAZON UK MARKETPLACE
FCOGPC161100201,11/04/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies",1066.92,TAKSIM BURO KIRTASIYE
FCOGPC161100202,11/04/2016,HOME SUPPLY WAREHOUSE STORES,GEO,General Retail and Wholesale,1077.73,LTD ZURAGIO
FCOGPC161100203,11/04/2016,BOOK STORES,USA,Books and Periodicals,1132.26,AMAZON MKTPLACE PMTS
FCOGPC161100204,11/04/2016,"EATING PLACES, RESTAURANTS",MAR,Restuarants and Bars,1142.17,GROUPE RAHAL E-COM
FCOGPC161100205,11/04/2016,"EATING PLACES, RESTAURANTS",MAR,Restuarants and Bars,1142.17,GROUPE RAHAL E-COM
FCOGPC161100206,11/04/2016,SHOE STORES,TUN,General Retail and Wholesale,1144.13,BEN YOUNES HABIB
FCOGPC161100207,11/04/2016,CATERERS,GBR,Catering and Catering Supplies,1194.22,NATURAL HISTORY MUSEUM
FCOGPC161100208,11/04/2016,TRAVEL,USA,Airline,1239.97,AIRLINE
FCOGPC161100209,11/04/2016,TRAVEL,USA,Airline,1239.97,AIRLINE
FCOGPC161100210,11/04/2016,HOTELS/MOTELS/RESORTS ,GUY,Hotels,1240.76,ACCOMMODATION PROVIDER
FCOGPC161100211,11/04/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GBR,Mail Order / Direct Selling,1300,BOLSONS LTD
FCOGPC161100212,11/04/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",SGP,Financial Services,1317.72,WINNER INSURANCE
FCOGPC161100213,11/04/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,1343.52,ACCOMMODATION PROVIDER
FCOGPC161100214,11/04/2016,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",BRA,Print and advertising,1348.14,ALPHAGRAPHICS
FCOGPC161100215,11/04/2016,HOTELS/MOTELS/RESORTS ,MEX,Hotels,1429.67,ACCOMMODATION PROVIDER
FCOGPC161100216,11/04/2016,HOUSEHOLD APPLIANCE STORES,GBR,General Retail and Wholesale,3563.71,JOHN CULLEN LIGHTING
FCOGPC161100217,11/05/2016,LIAT,ATG,Travel - Air/Rail/Road,511.05,LIAT
FCOGPC161100218,11/05/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,LUX,Mail Order / Direct Selling,655.5,AMAZON EU
FCOGPC161100219,11/05/2016,HOTELS/MOTELS/RESORTS ,JAM,Hotels,962.72,ACCOMMODATION PROVIDER
FCOGPC161100220,11/06/2016,COMPUTER NETWORK/INFORMATION SERVICES,AZE,Computer Equipment & Services,515.77,WWW.HESAB.AZ/AZEUROTEL
FCOGPC161100221,11/06/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,IRL,Mail Order / Direct Selling,518.8,LINKEDIN
FCOGPC161100222,11/06/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",USA,Cleaning Services and Supplies,540.22,MAIDSAILORS.COM
FCOGPC161100223,11/06/2016,ELECTRONIC SALES,OMN,General Retail and Wholesale,581.1,MUSTAFA SULTAN ELECTRO
FCOGPC161100224,11/06/2016,TRAVEL,DZA,Airline,583.28,AIRLINE
FCOGPC161100225,11/06/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ARE,"Vehicles, servicing and spares",656.09,AL TAYER MOTORS LLC
FCOGPC161100226,11/06/2016,HOTELS/MOTELS/RESORTS ,MAR,Hotels,683.61,ACCOMMODATION PROVIDER
FCOGPC161100227,11/06/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,BHR,General Retail and Wholesale,757.45,THINGS TO DO
FCOGPC161100228,11/06/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ARE,"Vehicles, servicing and spares",1108.5,AL TAYER MOTORS LLC
FCOGPC161100229,11/06/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,1221.42,BEZEQ INTERNATIONAL
FCOGPC161100230,11/07/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,500,PAYPAL  ROYALSOCIET
FCOGPC161100231,11/07/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,LUX,Mail Order / Direct Selling,502.94,AMAZON EU
FCOGPC161100232,11/07/2016,EXTERMINATING AND DISINFECTING SERVICES,BRA,Cleaning Services and Supplies,511.12,TAMANDUA DEDETIZACAO
FCOGPC161100233,11/07/2016,ADVERTISING SERVICES,IRL,Print and advertising,554.65,FACEBK
FCOGPC161100234,11/07/2016,"CLEANING, GARMENT, AND LAUNDRY SERVICES",RWA,Cleaning Services and Supplies,554.85,ECO STEAM WASH
FCOGPC161100235,11/07/2016,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",GBR,General Retail and Wholesale,573.54,HAMPSHIREFL
FCOGPC161100236,11/07/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,576.57,ACCOMMODATION PROVIDER
FCOGPC161100237,11/07/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",AUS,"Vehicles, servicing and spares",585.3,LENNOCK MOTORS PTY L
FCOGPC161100238,11/07/2016,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,605,WWW.
FCOGPC161100239,11/07/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",606,INTIMUS INTERNATIONAL
FCOGPC161100240,11/07/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",USA,Clubs/Associations/Organisations,620.83,BRITISH AMERICAN BUS A
FCOGPC161100241,11/07/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",662,INTIMUS INTERNATIONAL
FCOGPC161100242,11/07/2016,TRAVEL AGENCIES,MLT,Travel Agencies,671.44,PLANIT TRAVEL
FCOGPC161100243,11/07/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,711.7,MAYAK SERVICES LIMITED
FCOGPC161100244,11/07/2016,DEPARTMENT STORES,QAT,General Retail and Wholesale,723.94,IKEA
FCOGPC161100245,11/07/2016,TRAVEL AGENCIES,ROM,Travel Agencies,752.42,GO TRAVEL
FCOGPC161100246,11/07/2016,TRAVEL AGENCIES,ROM,Travel Agencies,752.42,GO TRAVEL
FCOGPC161100247,11/07/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",BRB,Mail and Courier Services,757.58,CORLEC FORWARDING
FCOGPC161100248,11/07/2016,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",ESP,General Retail and Wholesale,774.62,TALA
FCOGPC161100249,11/07/2016,ADVERTISING SERVICES,DOM,Print and advertising,800.85,DIARIO LIBRE (OMNIMEDI
FCOGPC161100250,11/07/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,801.25,WILTS ELECTRICAL
FCOGPC161100251,11/07/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",JAM,General Retail and Wholesale,912.34,N K WHOLESALE LIQUOR S
FCOGPC161100252,11/07/2016,AUTOMOTIVE TIRE STORES,ARE,"Vehicles, servicing and spares",916.11,EASA SALEH AL GURG
FCOGPC161100253,11/07/2016,AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS,BRB,Building Services,941.54,TMR SALES & SERVICES L
FCOGPC161100254,11/07/2016,VARIETY STORES,ESP,General Retail and Wholesale,993.76,19 MAKRO ALCOBENDAS
FCOGPC161100255,11/07/2016,ADVERTISING SERVICES,LBN,Print and advertising,996.32,CHEMALI &CHEMALI/J.BAC
FCOGPC161100256,11/07/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,999,PERPETUITY TRAININ
FCOGPC161100257,11/07/2016,ELECTRONIC SALES,BHR,General Retail and Wholesale,1018.68,SHARAF DG (CITY CENTER
FCOGPC161100258,11/07/2016,TOURIST ATTRACTIONS AND EXHIBITS,AUS,Leisure Activities,1019.14,POWERHOUSE PNP
FCOGPC161100259,11/07/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZAF,General Retail and Wholesale,1019.64,ER LOCKSMITH ENTERPRIS
FCOGPC161100260,11/07/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,1038.36,DIPLOMATIC MISSION SUP
FCOGPC161100261,11/07/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,UKR,Telecommunication Services,1101.8,WIDEUP.NET KYIVSTAR
FCOGPC161100262,11/07/2016,TRAVEL AGENCIES,CMR,Travel Agencies,1142.31,MOABI SARL
FCOGPC161100263,11/07/2016,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",BRA,Computer Equipment & Services,1177.44,PAY DAVI
FCOGPC161100264,11/07/2016,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",BRA,Computer Equipment & Services,1177.44,PAY DAVI
FCOGPC161100265,11/07/2016,AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS,BRB,Building Services,1247.89,TMR SALES & SERVICES L
FCOGPC161100266,11/07/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,1280.62,METRO CASH&CARRY 1013
FCOGPC161100267,11/07/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",ITA,General Retail and Wholesale,1293.35,D&D TAPPEZZERIA DI DEB
FCOGPC161100268,11/07/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",USA,General Retail and Wholesale,1345.04,1800MATTRESS
FCOGPC161100269,11/07/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,1347.8,METRO 1110
FCOGPC161100270,11/07/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,1480,WWW.OFCOM.ORG.UK
FCOGPC161100271,11/07/2016,TRAVEL AGENCIES,CMR,Travel Agencies,1480.29,MOABI SARL
FCOGPC161100272,11/07/2016,HARDWARE STORES,GBR,General Retail and Wholesale,1486.1,BES LTD
FCOGPC161100273,11/07/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GBR,Mail Order / Direct Selling,1500,INSTITUTE OF RISK MGMT
FCOGPC161100274,11/07/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,1500,WWW.FILMLONDON.ORG
FCOGPC161100275,11/07/2016,CATERERS,CAN,Catering and Catering Supplies,1561.31,ENVILLE EVENT DESIGN A
FCOGPC161100276,11/07/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",2125.41,DIGITALID.CO.UK
FCOGPC161100277,11/07/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,2483.3,GSM CONFERENCE SER
FCOGPC161100278,11/08/2016,DAIRY PRODUCTS STORES,FRA,Catering and Catering Supplies,503.53,FERME D'ALEX
FCOGPC161100279,11/08/2016,MEDICAL AND DENTAL LABORATORIES,IND,Medical Supplies and Services,509.21,FARE LABS PVT LTD
FCOGPC161100280,11/08/2016,HOTELS/MOTELS/RESORTS ,VGB,Hotels,513.52,ACCOMMODATION PROVIDER
FCOGPC161100281,11/08/2016,HOME SUPPLY WAREHOUSE STORES,USA,General Retail and Wholesale,526.47,BLINDS.COM #2150
FCOGPC161100282,11/08/2016,CHILDREN'S AND INFANT'S WEAR STORES,TUR,General Retail and Wholesale,537.34,MOTHERCARE & ELC-TESVI
FCOGPC161100283,11/08/2016,CHILDREN'S AND INFANT'S WEAR STORES,TUR,General Retail and Wholesale,537.34,MOTHERCARE & ELC-TESVI
FCOGPC161100284,11/08/2016,LIMOUSINES AND TAXICABS,IRL,Travel - Air/Rail/Road,541.77,NRC
FCOGPC161100285,11/08/2016,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,541.95,C.M.C.
FCOGPC161100286,11/08/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRA,Professional Services,542.4,PAGSEGUROUOL LFGRAFICA
FCOGPC161100287,11/08/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",USA,Medical Supplies and Services,547.98,VNA-PFS
FCOGPC161100288,11/08/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BGR,General Retail and Wholesale,560.75,IKEA SOFIA 9
FCOGPC161100289,11/08/2016,"GROCERY STORES, SUPERMARKETS",GTM,General Retail and Wholesale,561.43,DISTRIBUIDORA CHAY S
FCOGPC161100290,11/08/2016,PLUMBING AND HEATING EQUIPMENT,USA,Building Materials,572.34,FERGUSON ENT #131
FCOGPC161100291,11/08/2016,MEDICAL AND DENTAL LABORATORIES,IND,Medical Supplies and Services,585.61,FARE LABS PVT LTD
FCOGPC161100292,11/08/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,589.3,JERUSALEM POST
FCOGPC161100293,11/08/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,604.19,JERUSALEM POST
FCOGPC161100294,11/08/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,604.19,JERUSALEM POST
FCOGPC161100295,11/08/2016,"GROCERY STORES, SUPERMARKETS",ZAF,General Retail and Wholesale,621.95,SHOPRITE QUEENSWOOD
FCOGPC161100296,11/08/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,627.87,ACCOMMODATION PROVIDER
FCOGPC161100297,11/08/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,ISR,"Office Stationery, equipment and supplies",629.66,SACHAR BNLEUMI ZYUD LM
FCOGPC161100298,11/08/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,629.96,ACCOMMODATION PROVIDER
FCOGPC161100299,11/08/2016,ADVERTISING SERVICES,GBR,Print and advertising,658.17,PAYPAL  SHARADADVER
FCOGPC161100300,11/08/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",MEX,General Retail and Wholesale,671.42,CRU COFF ROAST & CELLA
FCOGPC161100301,11/08/2016,DAIRY PRODUCTS STORES,FRA,Catering and Catering Supplies,690.01,FERME D'ALEX
FCOGPC161100302,11/08/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,695.38,ELEPHENCE LTD
FCOGPC161100303,11/08/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",USA,Medical Supplies and Services,697.42,VNA-PFS
FCOGPC161100304,11/08/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IDN,"Office Stationery, equipment and supplies",697.59,PRANATA CV-HO
FCOGPC161100305,11/08/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,733.96,ACCOMMODATION PROVIDER
FCOGPC161100306,11/08/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,TUN,General Retail and Wholesale,775.59,STE L'HABILLEUR
FCOGPC161100307,11/08/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,TUN,General Retail and Wholesale,775.59,STE L'HABILLEUR
FCOGPC161100308,11/08/2016,VARIETY STORES,CHN,General Retail and Wholesale,780.59,PES AMAZON.CN / AMAZO
FCOGPC161100309,11/08/2016,MISCELLANEOUS GENERAL MERCHANDISE,BHR,General Retail and Wholesale,792.7,KUMAR'S HOME & KITCHEN
FCOGPC161100310,11/08/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IDN,"Office Stationery, equipment and supplies",824.42,PRANATA CV-HO
FCOGPC161100311,11/08/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,825.6,PAYPAL  WOMENFUTURE
FCOGPC161100312,11/08/2016,BAKERIES,FRA,Catering and Catering Supplies,828.24,GOSSELIN SAINT HONOR
FCOGPC161100313,11/08/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,830.5,NH LEARNING SOLUTIONS
FCOGPC161100314,11/08/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,MYS,Miscellaneous Industrial/Commercial Supplies,833.72,CONNEXION@NEXUS-CONCIE
FCOGPC161100315,11/08/2016,PETROLEUM AND PETROLEUM PRODUCTS,GRC,Miscellaneous Industrial/Commercial Supplies,847.24,IOANNIS NICHORITIS
FCOGPC161100316,11/08/2016,ELECTRONIC SALES,PHL,General Retail and Wholesale,854.97,PC CHAIN VMALL GHILLS
FCOGPC161100317,11/08/2016,PHOTOGRAPHIC STUDIOS,GBR,Print and advertising,855.4,TERRY WILSON
FCOGPC161100318,11/08/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,858.45,PAYPAL  ERIC
FCOGPC161100319,11/08/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IDN,"Office Stationery, equipment and supplies",871.99,PRANATA CV-HO
FCOGPC161100320,11/08/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,IND,General Retail and Wholesale,877.8,MCCOY
FCOGPC161100321,11/08/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BHR,Statutory Bodies,888.32,GDNPR (SPECIAL TRANSAC
FCOGPC161100322,11/08/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,912,PAYPAL  WOMENFUTURE
FCOGPC161100323,11/08/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,918.48,ACCOMMODATION PROVIDER
FCOGPC161100324,11/08/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,931.89,ELEPHENCE LTD
FCOGPC161100325,11/08/2016,ELECTRONIC SALES,GBR,General Retail and Wholesale,952,SP  GADGETWEAR UK
FCOGPC161100326,11/08/2016,ELECTRONIC SALES,GBR,General Retail and Wholesale,952,SP  GADGETWEAR UK
FCOGPC161100327,11/08/2016,DEPARTMENT STORES,USA,General Retail and Wholesale,960.15,SEARS ROEBUCK   1424
FCOGPC161100328,11/08/2016,CATERERS,GBR,Catering and Catering Supplies,966.6,CALLY B LIMITED
FCOGPC161100329,11/08/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",KAZ,Medical Supplies and Services,970.16,FILIAL TOO SOS KZ ASTA
FCOGPC161100330,11/08/2016,HOTELS/MOTELS/RESORTS ,ARM,Hotels,1005.04,ACCOMMODATION PROVIDER
FCOGPC161100331,11/08/2016,MISCELLANEOUS GENERAL MERCHANDISE,GBR,General Retail and Wholesale,1011,TOTAL MERCHANDISE
FCOGPC161100332,11/08/2016,ELECTRICAL PARTS AND EQUIPMENT,TUN,Building Materials,1026.46,ELECTRO RAOUF CHAABOUN
FCOGPC161100333,11/08/2016,ELECTRICAL PARTS AND EQUIPMENT,TUN,Building Materials,1031.92,ELECTRO RAOUF CHAABOUN
FCOGPC161100334,11/08/2016,LIMOUSINES AND TAXICABS,IRL,Travel - Air/Rail/Road,1075.28,NRC
FCOGPC161100335,11/08/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NAM,General Retail and Wholesale,1110.51,HOMECONOMIX 1
FCOGPC161100336,11/08/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NAM,General Retail and Wholesale,1110.51,HOMECONOMIX 1
FCOGPC161100337,11/08/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",KAZ,Medical Supplies and Services,1132.68,FILIAL TOO SOS KZ ASTA
FCOGPC161100338,11/08/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies",1134.95,BIROFIS BURO MALZ.TIC.
FCOGPC161100339,11/08/2016,TRAVEL,ESP,Airline,1140.35,AIRLINE
FCOGPC161100340,11/08/2016,TRAVEL,ESP,Airline,1167.35,AIRLINE
FCOGPC161100341,11/08/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,1173.62,JERUSALEM POST
FCOGPC161100342,11/08/2016,TRAVEL AGENCIES,BOL,Travel Agencies,1208.58,ROYAL TOURS GPRS
FCOGPC161100343,11/08/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,1224.63,ACCOMMODATION PROVIDER
FCOGPC161100344,11/08/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,1281.14,DIPLOMATIC MISSION SUP
FCOGPC161100345,11/08/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,1334.23,ACCOMMODATION PROVIDER
FCOGPC161100346,11/08/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,1411.42,MAPA MOB.VE AKSESUAR P
FCOGPC161100347,11/08/2016,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",USA,Leisure Activities,1411.45,IL STATE CHAMBER OF CO
FCOGPC161100348,11/08/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares",1484.02,NEW IRFAN AUTOS
FCOGPC161100349,11/08/2016,"EATING PLACES, RESTAURANTS",DEU,Restuarants and Bars,1512.5,IM NORDPARK CAFE RESTA
FCOGPC161100350,11/08/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,1513.74,ELEPHENCE LTD
FCOGPC161100351,11/08/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,1580,ACCOMMODATION PROVIDER
FCOGPC161100352,11/08/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,1639.56,NH LEARNING SOLUTIONS
FCOGPC161100353,11/08/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,MYS,Miscellaneous Industrial/Commercial Supplies,2763.29,CONNEXION@NEXUS-CONCIE
FCOGPC161100354,11/08/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,MYS,Miscellaneous Industrial/Commercial Supplies,2763.29,CONNEXION@NEXUS-CONCIE
FCOGPC161100355,11/08/2016,"EATING PLACES, RESTAURANTS",USA,Restuarants and Bars,2875.88,DRAGO EVENTS
FCOGPC161100356,11/09/2016,WHOLESALE CLUBS,USA,General Retail and Wholesale,511.71,BJ WHOLESALE #0097
FCOGPC161100357,11/09/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,532,RICS SUBS UK CYBS
FCOGPC161100358,11/09/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,549.6,WWW.UBIQUS.CO.UK
FCOGPC161100359,11/09/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",PAK,Computer Equipment & Services,561.04,H.B COMPUTERS
FCOGPC161100360,11/09/2016,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",IDN,Leisure Activities,567.98,CITY NEONINDO INDAH M
FCOGPC161100361,11/09/2016,DEPARTMENT STORES,ESP,General Retail and Wholesale,599.91,IKEA SAN SEBAST
FCOGPC161100362,11/09/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",BMU,Utilities and Non Automotive Fuel,600.97,BDA GAS & UTILITY
FCOGPC161100363,11/09/2016,TRAVEL AGENCIES,PAK,Travel Agencies,623.54,GERRYS TRAVEL AGENCY
FCOGPC161100364,11/09/2016,"GROCERY STORES, SUPERMARKETS",SAU,General Retail and Wholesale,629.89,ALTAMIMI MARKET CO.
FCOGPC161100365,11/09/2016,CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES,GBR,General Retail and Wholesale,638.4,WWW.KPMG.CO.UK
FCOGPC161100366,11/09/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",ZWE,Computer Equipment & Services,659.53,MINING AND INDUSTRIAL
FCOGPC161100367,11/09/2016,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",USA,Leisure Activities,661.55,BRITISH AMERICAN BUSIN
FCOGPC161100368,11/09/2016,TRAVEL AGENCIES,MLT,Travel Agencies,670.46,PLANIT TRAVEL
FCOGPC161100369,11/09/2016,ART DEALERS AND GALLERIES,JAM,General Retail and Wholesale,675.61,MASSY TECHNOLOGIES INF
FCOGPC161100370,11/09/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,684.38,METRO 1110
FCOGPC161100371,11/09/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,PAK,General Retail and Wholesale,711.18,MOHAMED ISMAILS TAIL
FCOGPC161100372,11/09/2016,"GROCERY STORES, SUPERMARKETS",NOR,General Retail and Wholesale,711.29,BROBEKK STORCASH AS
FCOGPC161100373,11/09/2016,"EATING PLACES, RESTAURANTS",BRA,Restuarants and Bars,715.86,RESTAURANTE TAIOBA
FCOGPC161100374,11/09/2016,TRAVEL AGENCIES,PAK,Travel Agencies,720.66,BONDS TRAVEL BUREAU
FCOGPC161100375,11/09/2016,TRAVEL AGENCIES,PAK,Travel Agencies,741.34,GERRYS TRAVEL AGENCY
FCOGPC161100376,11/09/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,IRL,Mail Order / Direct Selling,743.87,LINKEDIN
FCOGPC161100377,11/09/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",RUS,Financial Services,749.67,SPAO INGOSSTRAKH
