Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2776.4,FACILITIES MANAGEMENT NON CORE SERVICES LIVERPOOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",8547.75,FACILITIES MANAGEMENT CORE SERVICES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",416.02,FACILITIES MANAGEMENT NON CORE SERVICES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",5495.89,FACILITIES MANAGEMENT CORE SERVICES NOTTINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2101.88,FACILITIES MANAGEMENT NON CORE SERVICES NOTTINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",5194.3,FACILITIES MANAGEMENT CORE SERVICES NORTHAMPTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",819.53,FACILITIES MANAGEMENT NON CORE SERVICES NORTHAMPTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",5013.37,FACILITIES MANAGEMENT CORE SERVICES STOKE-ON-TRENT OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",183.98,FACILITIES MANAGEMENT NON CORE SERVICES STOKE-ON-TRENT OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2042.91,FACILITIES MANAGEMENT CORE SERVICES WORCESTER OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",1745.77,FACILITIES MANAGEMENT NON CORE SERVICES WORCESTER OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",8100.61,FACILITIES MANAGEMENT CORE SERVICES BIRMINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",462.39,FACILITIES MANAGEMENT NON CORE SERVICES BIRMINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",646.39,FACILITIES MANAGEMENT CORE SERVICES BEDFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",646.39,FACILITIES MANAGEMENT CORE SERVICES CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",156.24,FACILITIES MANAGEMENT NON CORE SERVICES CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",7005.73,FACILITIES MANAGEMENT CORE SERVICES LONDON SOUTHWARK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",9034.39,FACILITIES MANAGEMENT NON CORE SERVICES LONDON SOUTHWARK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",9846.1,FACILITIES MANAGEMENT CORE SERVICES BASINGSTOKE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",4017.65,FACILITIES MANAGEMENT NON CORE SERVICES BASINGSTOKE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",646.39,FACILITIES MANAGEMENT CORE SERVICES OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2688.3,FACILITIES MANAGEMENT CORE SERVICES ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",656.81,FACILITIES MANAGEMENT NON CORE SERVICES ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",3048.47,FACILITIES MANAGEMENT CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",352.12,FACILITIES MANAGEMENT NON CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",3141.93,FACILITIES MANAGEMENT CORE SERVICES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",766.59,FACILITIES MANAGEMENT NON CORE SERVICES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2064.5,FACILITIES MANAGEMENT CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",158.4,FACILITIES MANAGEMENT NON CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",3209.82,FACILITIES MANAGEMENT CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",1405.81,FACILITIES MANAGEMENT NON CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2217.86,FACILITIES MANAGEMENT CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",252.89,FACILITIES MANAGEMENT NON CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2001.78,FACILITIES MANAGEMENT CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",318.91,FACILITIES MANAGEMENT NON CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",4431.02,FACILITIES MANAGEMENT CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",681.11,FACILITIES MANAGEMENT NON CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",6166.71,FACILITIES MANAGEMENT CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",695.84,FACILITIES MANAGEMENT NON CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",13722.54,FACILITIES MANAGEMENT CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",5282.43,FACILITIES MANAGEMENT NON CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",19648.18,FACILITIES MANAGEMENT CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",8613.52,FACILITIES MANAGEMENT NON CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",210.32,FACILITIES MANAGEMENT CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",79.2,FACILITIES MANAGEMENT NON CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - SERVICE ELEMENT OF PFI FINANCE LEASES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LTD,"=""6000016184""",350686.1,UNITARY PAYMENT BOOTLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,FE-INT PAYABLE TO PRIV SECTOR-FINANCE LEASES (PFI),BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LTD,"=""6000016184""",402574.8,PFI FINANCE CHARGES BOOTLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,CL-IMPUTED FIN LEASE ELEMT OF ON-SOFP PFI CONTRACT,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LTD,"=""6000016184""",65754.84,BOOTLE CAPITAL FEBRUARY 2014
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,PPE- BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016200""",136388.86,UNINTERRUPTED POWER SUPPLY SYSTEM AT BASINGSTOKE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""6000016248""",12357.99,SERVICE CHARGE NORWICH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""6000016248""",4334.46,ELECTRICITY NORWICH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""6000016248""",24115.65,RENT NORWICH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""6000016248""",8308.14,RATES NORWICH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - PURCHASE OF GOODS/SERVICES - POSTAGE,FIELD OPERATIONS DIRECTORATE,CABINET OFFICE,"=""6000016248""",361.8,POSTAL CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,BOND DICKINSON LLP,"=""6000016296""",744,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS DIRECTORATE,BOND DICKINSON LLP,"=""6000016296""",18031.2,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,BOND DICKINSON LLP,"=""6000016296""",839.76,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,BOND DICKINSON LLP,"=""6000016296""",9720,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,TUCKERS SOLICITORS,"=""6000016353""",93072.49,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,25/02/2014,EXP - G & S - OTHER- DEPARTMENTAL SUBSCRIPTIONS,BUSINESS SERVICES DIRECTORATE,ELSEVIER BV,"=""6000016362""",56829.11,SCIENCE DIRECT SUBSCRIPTION
DWP,HEALTH AND SAFETY EXECUTIVE,26/02/2014,EXP - PURCH OF G & S - OTHER - NUCLEAR SAFETY STUDIES NON VAT RECOV,OFFICE FOR NUCLEAR REGULATION,NATIONAL NUCLEAR LABORATORY,"=""6000016398""",35845.2,Contract No ONR32 - IBID Information base on Irradiation Damage
DWP,HEALTH AND SAFETY EXECUTIVE,27/02/2014,EXP -G & S - OTHER- ILW / EA SUPPORT NON VAT RECOV,OFFICE FOR NUCLEAR REGULATION,ENVIRONMENT AGENCY,"=""6000016507""",61067.1,EA costs for ILW advice
DWP,HEALTH AND SAFETY EXECUTIVE,27/02/2014,EXP - PURCHASE OF G & S - GPC,FIELD OPERATIONS DIRECTORATE,JP MORGAN COMMERCIAL CARDS,"=""6000016520""",139589.39,GPC PAYMENTS
DWP,HEALTH AND SAFETY EXECUTIVE,27/02/2014,PPE- BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS VAT RECOV,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016546""",21944.68,NOTTINGHAM RELOCATION OF OFFICE STAFF & EQUIPMENT
DWP,HEALTH AND SAFETY EXECUTIVE,27/02/2014,EXP - PURCHASE OF G & S - NON TFM PREMISES COSTS,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016546""",4343.9,WORCESTER RELOCATION OF OFFICE STAFF & EQUIPMENT
DWP,HEALTH AND SAFETY EXECUTIVE,28/02/2014,EXP - G & S - OTHER- CHEMICAL REGS PROG VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,LGC LTD,"=""6000016617""",52215.17,SAMPLES COLLECTING & TESTING 2013/14 FEBRUARY
DWP,HEALTH AND SAFETY EXECUTIVE,28/02/2014,EXP - PURCHASE OF G & S - HOTELS & ACCOMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000016657""",51252.67,HOTEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,28/02/2014,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000016657""",57924.13,TRAVEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,SCIENTIFIC CONSUMABLES,HEALTH AND SAFETY LABORATORY,GRAPHTEC GB LTD                    ,"=""0000117533""",26775.00,GRAPHTECH STRAIN MODULES FOR EXTERNALLY FUNDED PROJECT - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,ELECTRICITY,HEALTH AND SAFETY LABORATORY,EDF ENERGY                         ,"=""0000117541""",65742.95,ELECTRIC - JANUARY 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,PFI UNITARY CHARGE,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),"=""0000117609""",855122.96,PFI UNITARY CHARGE FOR FEBRUARY 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,18/02/2014,CAP EXP LAND & BUILD,HEALTH AND SAFETY LABORATORY,ROY BEECH (CONTRACTORS) LTD        ,"=""0000117667""",70442.04,CAP EXP - HSL APPROACH ROAD WORKS - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,19/02/2014,PFI ADDITIONAL WORKS/CHARGES,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),"=""0000117695""",21604.58,PFI ADDITIONAL WORKS JANUARY 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,GAS,HEALTH AND SAFETY LABORATORY,CORONA ENERGY                      ,"=""0000117703""",36201.43,GAS - JANUARY 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,CAP EXP SCI MACH & EQUIP MAJOR,HEALTH AND SAFETY LABORATORY,THERMO FISHER SCIENTIFIC           ,"=""0000117711""",53100.00,CAP EXP - ICPMS (SPECTROMTETER)
