Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Street cleansing,Street cleansing,19-Dec-2012,200013684,Biffa Waste Services Ltd,"5,240.70"
Barrow Borough Council,Forum 28,Publicity,19-Dec-2012,200013625,HSP Milners,"4,471.00"
Barrow Borough Council,Dock museum,Electricity,19-Dec-2012,200013706,NPower,"1,286.66"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Dec-2012,200013461,AB Mitchell Developments,"7,774.40"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Dec-2012,200013616,AB Mitchell Developments,"15,759.59"
Barrow Borough Council,Forum 28,Professional fees,19-Dec-2012,200013763,Linney PA Systems,788.25
Barrow Borough Council,Forum 28,Building cleaning,19-Dec-2012,200013636,Sodexo Ltd,"3,699.60"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Dec-2012,200013533,Howdens Joinery Ltd,"1,044.25"
Barrow Borough Council,Public conveniences,Building cleaning,19-Dec-2012,200013779,Growing Concerns,"2,502.62"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Dec-2012,200013617,Edmundson Electrical Ltd,537.21
Barrow Borough Council,Marina Village,Professional fees,12-Dec-2012,200013561,Keppie Massie,"2,840.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Dec-2012,200013616,AB Mitchell Developments,"2,363.00"
Barrow Borough Council,IR personal account,Tax deducted - CIS tax,19-Dec-2012,200013690,Hindle of Marton,"-1,100.00"
Barrow Borough Council,Planning,Listed buildings grant,05-Dec-2012,200013458,M Chapman,"1,100.00"
Barrow Borough Council,Dance tazia,Admissions,05-Dec-2012,200013432,Dance Tazia,"1,821.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,19-Dec-2012,200013722,Keith Wilson Elec Con Ltd,"6,293.26"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,05-Dec-2012,200013400,Rixonway Kitchens (Cum) Ltd,"2,267.73"
