Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,36.87,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN230043,163.72,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN230043,245.4,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN230043,65.72,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN230043,56.8,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN230043,55.46,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN230043,16.37,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN230043,75.19,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN230043,159.04,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,161.44,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,63.4,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,55.03,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,134.81,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN230043,59.24,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN230043,79.3,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN230043,23.85,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,11.11,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN230043,218.63,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN230043,21.86,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,126.95,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN230043,171.88,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,38.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN230043,68.53,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,185.66,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,111.07,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN230043,53.8,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN230043,12.43,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN230043,14.02,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN230043,54.11,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,16.14,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN230043,36.87,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN230043,15.9,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,59.54,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN230043,238.46,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN230043,17.19,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,EXPENSES MISC,990-Projects,M4 MANAGED SERVICES INTERNATIONAL,SLC/M4/1601,240,Subsistence
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,Infrastructure Services,M4 MANAGED SERVICES INTERNATIONAL,SLC/M4/1601,3450,Professional Services
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160077,29.21,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160077,292.05,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160077,272.56,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160077,59.44,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160077,58.95,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160077,27.26,People Carrier Costs
BIS,SLC,10/03/2016,ACCOMMODATION,990-Projects,ENGINE ROOMS,P20046471,852.5,Room Hire
BIS,SLC,10/03/2016,HARDWARE MAINTENANCE,Telecoms,TIGER COMMUNICATIONS PLC,18964,3406.28,Computer Systems Maintenance
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,THOUGHTWORKS LIMITED,IN163001,208346.67,Supplier Partner - Base
BIS,SLC,10/03/2016,COLLECT CHG DFES,Agency Relationship,COMMERCIAL COLLECTION SERVICES LTD,67038,8285.97,Agency Fees
BIS,SLC,10/03/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH55MAR16,7766.95,Agency Fees
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,990-Projects,ARUM SYSTEMS LIMITED,3222,13112,Professional Services
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,990-Projects,ARUM SYSTEMS LIMITED,3223,7150,Professional Services
BIS,SLC,10/03/2016,CONTRACTOR ,990-Projects,ISYS COMPUTER SERVICES LTD,0216031,6300,Contractors
BIS,SLC,10/03/2016,CONTRACTOR ,990-Projects,ISYS COMPUTER SERVICES LTD,0216032,6600,Contractors
BIS,SLC,10/03/2016,EXPENSES MISC,990-Projects,M4 MANAGED SERVICES INTERNATIONAL,SLC/M4/1602,360,Subsistence
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,Infrastructure Services,M4 MANAGED SERVICES INTERNATIONAL,SLC/M4/1602,4600,Professional Services
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN233305,65.57,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN233305,159.04,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN233305,238.46,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN233305,56.8,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN233305,42.8,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN233305,140.16,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,16.14,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,55.03,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,52.89,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN233305,60.75,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN233305,218.63,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN233305,182.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN233305,68.53,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,11.11,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN233305,16.37,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,134.81,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,42.31,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN233305,54.11,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN233305,79.3,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN233305,55.46,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN233305,12.99,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,96.51,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN233305,18.24,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN233305,40.96,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN233305,65.72,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN233305,14.02,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN233305,163.72,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN233305,245.4,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,63.4,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,13.48,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN233305,17.19,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,38.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN233305,46.54,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN233305,171.88,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN233305,59.24,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN233305,12.43,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN233305,23.85,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,185.66,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,18.57,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,59.54,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN233305,75.19,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN233305,36.87,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,161.44,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,63.47,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,126.95,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN233305,124.32,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN233305,53.8,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN233305,35.69,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN233305,38.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN233305,15.9,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN233305,21.86,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN233305,12.7,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN233305,129.91,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,111.07,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,36.87,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN233305,75.32,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M128269,7553.33,Supplier Partner - Base
BIS,SLC,10/03/2016,#N/A,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M128269,1765.06,On Call Payments
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M128269,22391.66,Supplier Partner - Base
BIS,SLC,10/03/2016,TEAM BUILDING,ICT Business Performance and Control,MARRIOTT HOTELS,487853,2041.67,Team Building
BIS,SLC,10/03/2016,ACCOMMODATION,Infrastructure Management,MARRIOTT HOTELS,487853,208.33,Room Hire
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160995,292.05,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160995,272.56,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160995,59.44,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160995,29.21,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Service Delivery,ARNOLD CLARK AUTOMOBILES,M00160995,27.26,People Carrier Costs
BIS,SLC,10/03/2016,VEHICLES,Campaign & Customer Communications,ARNOLD CLARK AUTOMOBILES,M00160995,58.95,People Carrier Costs
BIS,SLC,10/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051708812,3112.33,Postage
BIS,SLC,10/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051701111,1793.06,Postage
BIS,SLC,10/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051701111,4367.54,Postage
BIS,SLC,10/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051679822,3950.79,Postage
BIS,SLC,10/03/2016,TRAINING EDUCATION,Learning and Development,THE KNOWLEDGE ACADEMY,SO1096123,4798,Training & Development  - Commercial
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,LOCKHEED MARTIN BUSINESS TECHNOLOGY SOLUTIONS LIMITED,90015654,13403.25,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,LOCKHEED MARTIN BUSINESS TECHNOLOGY SOLUTIONS LIMITED,90015654,1165.5,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,LOCKHEED MARTIN BUSINESS TECHNOLOGY SOLUTIONS LIMITED,90015654,1165.5,Supplier Partner - Base
BIS,SLC,10/03/2016,PREMISES COSTS,Facilities,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",615110006980,130465.35,TFM
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,ICT Development Resource Pool,SYNTEL EUROPE LIMITED,SYNUK006446,21004,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,ICT Development Resource Pool,SYNTEL EUROPE LIMITED,SYNUK006446,99184,Supplier Partner - Base
BIS,SLC,10/03/2016,STORAGE COSTS,Facilities,IRON MOUNTAIN (UK) LTD,23006038,778.84,Storage
BIS,SLC,10/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020006,102.08,Envelopes
BIS,SLC,10/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020006,115.69,Envelopes
BIS,SLC,10/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020006,2381.18,Envelopes
BIS,SLC,10/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020007,5357.67,Envelopes
BIS,SLC,10/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020009,562.86,Miscellaneous
BIS,SLC,10/03/2016,PUBLIC RELATIONS,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020901,52580.43,External Print and Design - CDS
BIS,SLC,10/03/2016,STORAGE DATA LINKS,Networks,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,UK10/032016/6688,631.26,Point to Point
BIS,SLC,10/03/2016,PUBLIC RELATIONS,Event Management,UCAS MEDIA,E527051,1000,PS External Events Attendance
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,Corporate Communications,SFW LIMITED,14127,14730,Software Development and Support
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000694,8815,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000693,4851,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000691,11600,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000690,6120,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000688,10080,Supplier Partner - Base
BIS,SLC,10/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000687,8480,Supplier Partner - Base
BIS,SLC,10/03/2016,HARDWARE MAINTENANCE,Server & Storage,MAINDEC COMPUTER SOLUTIONS LTD,102275,800,Computer Systems Maintenance
BIS,SLC,10/03/2016,PROFESSIONAL SERVICES,Human Resources,EXPERIAN LTD,IEX32001709632,1486,Disclosure Checking
BIS,SLC,10/03/2016,STORAGE DATA LINKS,Networks,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,CN/UK10/032016/47269,-3000,Point to Point
BIS,SLC,10/03/2016,VOICE VIDEO & DATA,Telecoms,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,14303080,6820.99,Voice Line Rental
BIS,SLC,10/03/2016,VOICE VIDEO & DATA,Telecoms,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,14303080,27543.2,Voice Charges
BIS,SLC,10/03/2016,TRAINING EDUCATION,Learning and Development,INSPIRE 360 LIMITED,TRA 2378,1350,Training & Development  - HR & Learning
BIS,SLC,10/03/2016,TRAINING EDUCATION,Learning and Development,BIP SOLUTIONS LTD,0000063801,585,Training & Development  - Commercial
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37067334,6689.99,Credit Card Charges
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37067334,6394.35,Debit Card Charges
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37214820,4467.12,Credit Card Charges
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37214820,1294.83,Debit Card Charges
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37067432,14961.83,Credit Card Charges
BIS,SLC,10/03/2016,CHARGES,Financial Accounting,BARCLAYCARD MERCHANT SERVICES,37067432,3511.4,Debit Card Charges
BIS,SLC,11/03/2016,SOFTWARE LICENSES,ICT Service Delivery,CBT NUGGETS,1293730,3857.11,Software Misc. Licences
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,20,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,181,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,167,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073413,92,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073413,93,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073413,46,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,103,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,82,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,230,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,20,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073413,65,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073413,42,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,20,Translation
BIS,SLC,14/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073413,20,Translation
BIS,SLC,14/03/2016,HEALTH SAFETY,Facilities,BILFINGER EUROPA FACILITY MANAGEMENT LTD,SI1602757,619.93,Health and Safety
BIS,SLC,14/03/2016,COMPUTER EQUIPMENT,990-Projects,XMA LIMITED,AC62787,149221.57,Computer Equipment - Clearing
BIS,SLC,14/03/2016,HARDWARE MAINTENANCE,Server & Storage,XMA LIMITED,AC62787,53418.75,Computer Systems Maintenance
BIS,SLC,14/03/2016,COMPUTER EQUIPMENT,990-Projects,XMA LIMITED,AC62787,305207.74,Computer Equipment - Clearing
BIS,SLC,14/03/2016,IT LICENCES,990-Projects,XMA LIMITED,AC62787,1434.68,IT Licenses - Clearing
BIS,SLC,14/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16010001,544.42,Envelopes
BIS,SLC,14/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16010001,160.57,Envelopes
BIS,SLC,14/03/2016,RECRUITMENT COSTS,Human Resources,TOTAL JOBS GROUP,80650783,2500,Recruitment Advertising
BIS,SLC,14/03/2016,CONTRACTOR ,Head of ICT Development Department,HARVEY NASH PLC,400009543,9500,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10091710,1733.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10091710,2897.85,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10091710,1963.8,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10091710,1674.4,Contractors
BIS,SLC,14/03/2016,TRAVEL,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10091710,2209.4,Travel
BIS,SLC,14/03/2016,CONTRACTOR ,Information Security,CAPITA BUSINESS SERVICES (CL1),LO10091710,6898.8,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10091710,2450.15,Supplier Partner - Base
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10091710,1571,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10091710,1693.15,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10091710,1733.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10091710,1289.56,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10091710,1354.52,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10091710,1785.4,Supplier Partner - Base
