Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209664281,659.08,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209664343,592.48,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,05.09.2013,2209617027,666.11,R,APEX CARE (WINCHESTER)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,05.09.2013,2209617148,764.96,R,APEX CARE (WINCHESTER)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,05.09.2013,2209617700,500.68,R,APEX CARE (WINCHESTER)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,13.09.2013,2209642617,2369.36,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,13.09.2013,2209642633,832.04,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209665207,683.99,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209665326,2150.25,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209665365,2362.31,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209665413,578.10,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209665423,835.56,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209674555,691.04,R,CARE RANGERS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675412,1170.30,R,CARE RANGERS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675653,602.76,R,CARE RANGERS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675686,888.44,R,CARE RANGERS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209663217,592.20,R,CARE UK HOMECARE (ROMSEY)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,23.09.2013,2209664554,958.80,R,CARE UK HOMECARE (ROMSEY)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633719,1579.62,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633742,1579.20,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633780,789.60,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633811,683.99,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633825,592.48,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209635188,691.32,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209635265,789.88,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209636452,979.95,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,04.09.2013,2209613454,769.05,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,04.09.2013,2209613500,762.45,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,04.09.2013,2209613559,807.30,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209656806,592.48,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209656822,1374.75,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209656823,1665.16,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209657042,1572.15,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209657105,789.60,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209657216,1184.40,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209657436,980.22,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,19.09.2013,2209657912,1265.48,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,27.09.2013,2209680100,888.16,R,CASBROOK HOME CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,27.09.2013,2209680147,888.16,R,CASBROOK HOME CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,05.09.2013,2209617967,585.15,R,FAIRHAVEN HEALTHCARE LIMITED
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,05.09.2013,2209618135,592.20,R,FAIRHAVEN HEALTHCARE LIMITED
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,12.09.2013,2209638558,1974.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,12.09.2013,2209638597,518.26,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,12.09.2013,2209638630,987.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,12.09.2013,2209638642,902.40,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,12.09.2013,2209638650,564.24,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,24.09.2013,2209666983,2156.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675571,567.77,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675587,570.50,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675621,571.30,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675636,571.30,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209675660,625.70,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676026,938.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676040,902.40,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676045,902.40,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676075,902.40,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676136,987.01,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676147,987.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676156,987.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676165,980.00,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,26.09.2013,2209676176,906.74,R,GREENBANKS HOMECARE WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633762,1169.04,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633799,970.60,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,11.09.2013,2209633850,2147.40,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector,09.09.2013,2209627277,581.76,R,NURSE PLUS & CARER PLUS (UK) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,3514.50,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,5857.50,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,8005.25,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,7738.66,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Vol Sector,05.09.2013,2209619568,936.87,R,SCA COMMUNITY CARE SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh North community,Purch Care-Vol Sector,19.09.2013,2209659091,1218.89,R,SCA COMMUNITY CARE SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Client Contrib. - Non Res Charges,19.09.2013,3110494911,941.50,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Payments To Independent and Voluntary Bodies,03.09.2013,2209611740,1728.40,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209625167,2800.00,R,ALL CARE (GB) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611831,2013.60,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,04.09.2013,2209614052,542.16,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209617270,820.76,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618385,1532.37,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618408,861.05,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618450,721.96,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618485,2454.19,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618511,683.92,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618560,762.00,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618577,726.15,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209618670,773.12,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619280,660.61,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619321,605.04,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619374,529.16,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619541,613.12,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619590,613.12,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619615,689.60,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,06.09.2013,2209621035,529.16,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,06.09.2013,2209621041,1408.12,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,06.09.2013,2209622003,841.84,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,06.09.2013,2209622275,602.40,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,06.09.2013,2209624019,2755.13,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209625161,1058.32,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209625165,620.24,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209625209,1762.84,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209625379,864.20,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,09.09.2013,2209627932,836.76,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,12.09.2013,2209639446,754.96,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,27.09.2013,2209679338,622.60,R,ALL CARE GB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209664248,666.38,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209664274,507.72,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209664389,711.93,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209664488,585.16,R,AMBERLEY CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209617401,1209.08,R,APEX CARE (WINCHESTER)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209617813,648.70,R,APEX CARE (WINCHESTER)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,13.09.2013,2209642604,1558.60,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,13.09.2013,2209642613,782.55,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209665250,1562.13,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209665299,521.70,R,AQS HOMECARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,11.09.2013,2209635235,789.88,R,CAREMARK (WINCHESTER & EASTLEIGH)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,04.09.2013,2209613602,841.80,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,04.09.2013,2209613730,724.50,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,19.09.2013,2209657276,1371.23,R,CAREWATCH (SOUTHAMPTON)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,10.09.2013,2209629831,567.57,R,CARING HANDS DOMICILIARY SERVICES L
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,23.09.2013,2209665428,1512.34,R,CASBROOK HOME CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,27.09.2013,2209679593,528.75,R,CASBROOK HOME CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611767,717.96,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611778,919.10,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611785,633.28,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611794,604.40,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611808,689.84,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611812,1243.76,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,03.09.2013,2209611818,833.44,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,04.09.2013,2209613655,831.48,R,DEES DOMICILIARY CARE SERVICES
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619490,1111.20,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,05.09.2013,2209619408,886.50,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,18.09.2013,2209653952,691.04,R,UNIVERSAL CARE AGENCY LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector,18.09.2013,2209654978,778.75,R,UNIVERSAL CARE AGENCY LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,2392.50,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,1435.50,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,3269.75,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036218,3811.50,R,FIRST WESSEX
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Vol Sector,05.09.2013,2209619568,504.47,R,SCA COMMUNITY CARE SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-Eastleigh South Community,Purch Care-Vol Sector,19.09.2013,2209659091,656.32,R,SCA COMMUNITY CARE SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-EHCommunityN,Client Contrib. - Non Res Charges,05.09.2013,3110494171,1702.10,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Dom Care-P-EHCommunityN,Client Contrib. - Non Res Charges,13.09.2013,3110494573,523.15,R,PERSONAL PAYMENTS
