Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KUDRA AP,3422484," 34,920.80 ",,LNN000004070
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HAMBLEDEN CLINIC,3332273," 34,924.62 ",,LNS000008734
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR DEWING C R & PARTNER,3351258," 34,928.24 ",,KC000016011
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,INTRAHEALTH LTD,3408023," 34,941.07 ",,WOM000002782
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BLOOMSBURY HEALTH CENTRE,3422286," 34,943.16 ",,BIR000007591
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ST HELENS COUNCIL,3437092," 34,945.00 ",,171316-17-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TELFORD & WREKIN COUNCIL,3451753," 34,945.00 ",,8026152X10031434945
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other,PLYMOUTH HOSPITALS NHS TRUST,3257229," 34,965.00 ",,860485
Department of Health,NHS England,30/04/2014,Supplies and services – general,Specialised Commissioning,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,3520628," 34,980.00 ",,9110006072
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STRENSHAM ROAD SURGERY DR SHEIKH,3412138," 34,980.64 ",,BIR000007965
Department of Health,NHS Greater East Midlands CSU,30/04/2014,Establishment,CSUs,SOFTCAT LTD,3311089," 34,987.38 ",491848503,INV00925578
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,PENNINE CARE NHS FOUNDATION TRUST,3268966," 34,994.00 ",,101000356
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR HP ABBOT,3422499," 34,999.80 ",,LNR000004196
Department of Health,NHS England,30/04/2014,Education and training,Other,NHS BROMLEY CCG,3520800," 35,000.00 ",,7022700222
Department of Health,NHS England,30/04/2014,Grants to Other public bodies,Other,DR S S H NASEEF,3392148," 35,000.00 ",,2013REFCYPS
Department of Health,NHS England,30/04/2014,Premises,Other (Including Central Programme),NHS CROYDON CCG,3346358," 35,000.00 ",,7023000029
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CRI,3302070," 35,000.00 ",,17145
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,NORFOLK CONSTABULARY,3347000," 35,000.00 ",,PI004891
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,THOMAS,3452823," 35,000.00 ",,175
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,3242401," 35,000.00 ",,F0000737
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FOLKESTONE EAST FAMILY PRACTICE,3364329," 35,014.53 ",,KC000016149
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ARDEN HOUSE MEDICAL PRACTICE,3319004," 35,014.98 ",,DE000008455
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR A K SINHA,3381837," 35,020.54 ",,ST000011963
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MM SULTAN,3303899," 35,023.69 ",,LL000006872
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,EAST LONDON NHS FOUNDATION TRUST,3302535," 35,024.00 ",,10415379
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ASTLEY GENERAL PRACTICE,3348269," 35,035.08 ",,WIG000005781
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,STONECROFT MEDICAL CENTRE,3454870," 35,050.73 ",,SHE000004232
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR AJ ROSE,3321504," 35,063.76 ",,LNJ000003874
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HARROW ROAD SURGERY WEMBLEY,3422574," 35,091.82 ",,LNL000005238
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,OHW WORKS LTD,3379648," 35,100.00 ",,256
Department of Health,NHS England,30/04/2014,Capital,Capital,NHS HORSHAM AND MID SUSSEX CCG,3330177," 35,100.05 ",,7026600115
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FAMILY PRACTICE BARROW FURNESS,3336801," 35,107.45 ",,CU000004574
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PARRY & PARTNERS SLEAFORD,3409899," 35,121.87 ",,LL000007167
Department of Health,NHS England,30/04/2014,General Opthalmic services,Other Commissioning,SPECSAVERS OPTICIANS,3290474," 35,140.12 ",,4172240_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR ALLSEBROOK & PARTNERS,3303850," 35,141.88 ",,LL000006820
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR DATTA & PARTNER,3331897," 35,142.19 ",,NO000005014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CAMBRIDGESHIRE LOCAL MEDICAL COMMITTEE,3452697," 35,145.05 ",,171762-22-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BROADMEAD SURGERY,3304462," 35,149.74 ",,LNM000006011
Department of Health,NHS Greater East Midlands CSU,30/04/2014,Supplies and services – general,CSUs,KPMG LLP,3299307," 35,150.00 ",791788859,5500830730
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FRESSINGFIELD MEDICAL CENTRE,3292320," 35,152.26 ",,SU000005870
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR J C THOMPSON,3331544," 35,154.12 ",,WIG000005701
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PARKWAY H C,3332692," 35,154.96 ",,LNR000004045
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TRAFALGAR SURGERY,3332333," 35,155.05 ",,LNS000008848
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3459876," 35,158.06 ",,4203855_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BELSIZE PRIORY MEDICAL PRACTICE,3454984," 35,160.12 ",,LND000004583
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DROYLSDEN MEDICAL PRACTICE,3304340," 35,165.58 ",,GMK000003281
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PARKSIDE SURGERY,3320773," 35,167.16 ",,LNW000003224
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SAVVAS S & PARTNER,3395092," 35,175.76 ",,TE000007368
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR ZAMAN A,3412095," 35,177.22 ",,BIR000007911
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR DRYSDALE & PARTNERS,3471876," 35,178.32 ",,GG000005342
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LANCELOT MEDICAL CENTRE,3422583," 35,183.92 ",,LNL000005261
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DUDLEY METROPOLITAN BOROUGH COUNCIL,3330801," 35,186.00 ",,167665-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SLOUGH BOROUGH COUNCIL,3301976," 35,186.00 ",,10872201107031400000
Department of Health,NHS England,30/04/2014,Primary Care,Primary Care,KIRKLEES METROPOLITAN COUNCIL,3241718," 35,186.00 ",,96868835723021400000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LONGFIELD MEDICAL PRACTICE,3441124," 35,193.09 ",,ROC000003081
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,QUEENSWOOD SURGERY,3408358," 35,196.13 ",,SO000014681
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,EALING HOSPITAL NHS TRUST,3363437," 35,198.00 ",,I0040150
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WATLING MEDICAL PRACTICE,3292260," 35,200.00 ",,CH000006602
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3320046," 35,201.05 ",,4193948_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MITTAL S,3394009," 35,208.17 ",,LIP000006063
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HAMD MEDICAL PRACTICE,3422379," 35,210.35 ",,BIR000007934
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ALLEN & PARTNERS,3274607," 35,211.18 ",,LIP000005769
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3458598," 35,222.30 ",,4203585_S
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ST ANDREWS HEALTHCARE,3346133," 35,232.00 ",,50089921
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BRAYFORD SQUARE SURGERY,3408744," 35,239.23 ",,LNA000006450
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MA MAGEE & PARTNERS,3453084," 35,244.12 ",,LL000007408
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HOLLIES SURGERY DUKINFIELD,3453362," 35,247.57 ",,GMK000003462
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR K AYE,3380504," 35,248.72 ",,NN000009351
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR SADRANI,3332213," 35,252.46 ",,COV000003094
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GTD ONE,3304432," 35,284.81 ",,ROC000002999
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,LMBBS CLINICS LTD,3500863," 35,293.75 ",,20
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NEWPORT N G & PARTNER,3472290," 35,295.06 ",,EX000015804
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR WADGE & PARTNERS,3455746," 35,321.47 ",,NEW000003458
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HARGREAVES & PARTNERS,3274645," 35,321.83 ",,LIP000005807
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BUTCHERY SURGERY,3351213," 35,331.68 ",,KC000015952
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3395487," 35,362.08 ",,4200094_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FRONT ROAD SURGERY,3490824," 35,369.82 ",,KC000017013
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PARKVIEW SURGERY LONDON,3426711," 35,377.27 ",,LNS000009182
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,LANCASHIRE CARE NHS FOUNDATION TRUST,3501018," 35,387.70 ",,I0035052
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BEAUMONT STREET SURGERY,3456324," 35,390.27 ",,OX000005211
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MANOR TOP READ,3332065," 35,396.53 ",,SHE000003996
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR C ELLIOTT,3440402," 35,397.43 ",,LNM000006261
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WILLASTON SURGERY,3292254," 35,400.00 ",,CH000006596
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GHOSH & PARTNER,3412380," 35,408.35 ",,WBH000002346
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,WHITTINGTON HOSPITAL NHS TRUST (THE),3283972," 35,417.00 ",,47879
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LEEDS CITY COUNCIL,3380048," 35,427.00 ",,169830-11-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STAFFORD BOROUGH COUNCIL,3451675," 35,427.00 ",,30227891
Department of Health,NHS West Yorkshire CSU,30/04/2014,Supplies and services – general,CSUs,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,3377124," 35,427.64 ",,4710027638
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SHERRINGTON PARK MEDICAL CENTRE,3380569," 35,428.02 ",,NN000009431
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3320312," 35,430.86 ",,4191363_S
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,MEDWAY NHS FOUNDATION TRUST,3484732," 35,437.92 ",,116733
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3363069," 35,448.00 ",654400165,4000381490
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR JR HARRISON & PARTNER,3408265," 35,450.47 ",,SO000014561
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MH MUZAFER,3440453," 35,455.89 ",,LNM000006332
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,VISION EXPRESS,3319368," 35,460.05 ",,4193819_S
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,SODEXO LTD,3347063," 35,481.27 ",561229061,9051037256
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HORNDEAN SURGERY,3421837," 35,489.84 ",,SO000014619
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR YERBURGH & PARTNERS,3471921," 35,496.25 ",,GG000005430
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NESTON SURGERY,3292230," 35,500.00 ",,CH000006572
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3320426," 35,500.05 ",,4191359_S
Department of Health,NHS South London CSU,30/04/2014,Establishment,CSUs,INSIGHT DIRECT (UK) LTD,3269283," 35,501.93 ",,1772245
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HESWALL & PENSBY GROUP PRACTICE,3273667," 35,505.00 ",,BIK000002870
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LINDEN ROAD SURGERY,3318584," 35,519.61 ",,BD000005033
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3314568," 35,538.20 ",,4170735_S
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,3346285," 35,559.10 ",,BB004236
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BALIGA KS,3317972," 35,561.34 ",,DR000004575
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FINCH ROAD SURGERY,3412113," 35,566.78 ",,BIR000007933
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,EGTON SURGERY,3427039," 35,576.58 ",,YN000006241
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR NICHOLLS J A J,3456282," 35,578.16 ",,LDS000007118
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SINGH A & DR AHMAD W,3412060," 35,595.18 ",,BIR000007867
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HAYAT MEDICAL CENTRE,3410104," 35,595.72 ",,LNB000003995
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHAWLA & PARTNER,3412365," 35,608.65 ",,WBH000002324
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR D C MATHUR & DR S MAIKANDANATHAN,3472092," 35,610.54 ",,LA000009953
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BUCKLAND MEDICAL CENTRE,3490932," 35,612.79 ",,KC000017136
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,SALFORD ROYAL NHS FOUNDATION TRUST,3288728," 35,617.00 ",,1000149118
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OAKVIEW FAMILY PRACTICE,3332303," 35,627.18 ",,LNS000008791
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR S BALASANTHIRAN,3331405," 35,627.36 ",,KHU000005904
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DRS D STAUNTON & PH STOVIN,3453110," 35,630.92 ",,LL000007467
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BROOK HOUSE SURGERY,3408234," 35,637.80 ",,SO000014521
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BAGARY & BAGARY,3421769," 35,638.12 ",,WOM000002736
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JARVIS MEDICAL PRACTICE,3453366," 35,647.80 ",,GMK000003475
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SORSBY HEALTH CENTRE,3408717," 35,663.04 ",,LNA000006402
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DACORUM BOROUGH COUNCIL,3363666," 35,668.00 ",,169336-10-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,3420568," 35,668.00 ",,70001065817031400000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LONDONWIDE LMCS,3436452," 35,668.50 ",,909
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CABIN SURGERY,3457696," 35,669.55 ",,LA000009881
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RAJPUT V K & DR RAJPUT S,3412018," 35,681.47 ",,BIR000007815
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3244949," 35,685.95 ",,4177560_S
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,MINISTRY OF JUSTICE,3420919," 35,696.56 ",,408317
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PRACTICE SURGERIES LTD,3317936," 35,703.77 ",,EX000015202
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SHARP & PARTNER,3395084," 35,710.86 ",,TE000007358
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SOUTH REDDISH MEDICAL CENTRE DR COLE,3453415," 35,711.05 ",,SPT000002354
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SHANKILL SURGERY,3407625," 35,715.60 ",,TE000007422
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHEVELEY PARK MEDICAL CENTRE,3440321," 35,719.61 ",,DR000004837
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,APMS HARDEN,3422222," 35,730.02 ",,WAL000002913
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR S C HIBBERD & & PARTNERS,3427606," 35,741.71 ",,NF000007924
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WOOTTON STREET SURGERY,3421870," 35,755.16 ",,SO000014773
Department of Health,NHS North Of England CSU,30/04/2014,Establishment,CSUs,EGTON MEDICAL INFORMATION SYSTEMS LTD,3448891," 35,771.23 ",482122369,IN7903511
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MUSEUM PRACTICE,3321056," 35,782.29 ",,LND000004459
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ST GEORGES SURGERY,3320991," 35,787.48 ",,BRS000007781
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR H DAVIS & PARTNERS,3422313," 35,790.35 ",,BIR000007675
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NORTH RIDGE MEDICAL PRACTICE,3490861," 35,796.63 ",,KC000017055
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BUNBURY MEDICAL PRACTICE,3292164," 35,800.00 ",,CH000006506
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CEDARS MEDICAL CENTRE,3292171," 35,800.00 ",,CH000006513
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEAVERHAM SURGERY,3292262," 35,800.00 ",,CH000006604
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WAGLE S,3459062," 35,804.53 ",,EX000015890
Department of Health,NHS England,30/04/2014,Supplies and services – general,Primary Care & Secondary Dental,NHS NORTH SOMERSET CCG,3379678," 35,805.00 ",,7029400391
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CAREPOINT PRACTICE,3369350," 35,808.48 ",,LNK000001898
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR M AHAMED & PARTNERS,3292865," 35,832.93 ",,STL000004788
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GREENBROOK BEDFONT,3304492," 35,834.68 ",,LNM000006043
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GUILDFORD RIVERS PRACTICE,3422447," 35,843.11 ",,SY000007294
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR G KUGAPALA & PARTNER,3316650," 35,847.97 ",,LNA000006158
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BHANDARY L V & PARTNERS,3456247," 35,852.31 ",,LDS000007080
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3318894," 35,855.80 ",,4190682_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BORSTAL VILLAGE,3487420," 35,862.56 ",,KC000016641
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,P KUKATHASAN,3409136," 35,865.79 ",,LNC000004451
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,3346211," 35,880.00 ",,3133079
Department of Health,NHS Central Southern CSU,30/04/2014,Establishment,CSUs,BT GLOBAL SERVICES,3237541," 35,886.16 ",,790113383
Department of Health,NHS Central Southern CSU,30/04/2014,Establishment,CSUs,BT GLOBAL SERVICES,3497906," 35,886.16 ",,790115733
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3451571," 35,888.00 ",,227002
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,3346703," 35,901.00 ",,6025173
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ASHINGDON MEDICAL CENTRE,3331926," 35,902.02 ",,EX000014988
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KETTERING BOROUGH COUNCIL,3436951," 35,909.00 ",,170852-16-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR PEARLMAN A D & PARTNERS,3456293," 35,914.93 ",,LDS000007130
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JOHN SMITH MEDICAL CENTRE,3315175," 35,915.29 ",,LNC000004269
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,OXLEAS NHS FOUNDATION TRUST,3330695," 35,919.00 ",,26781
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR CUNARD A J K & PARTNER,3351279," 35,928.73 ",,KC000016035
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3315886," 35,938.66 ",,4182296_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,VICARS DRIVE SURGERY,3441131," 35,952.05 ",,ROC000003093
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SARKER,3394037," 35,955.16 ",,LIP000006101
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WHITBY GROUP PRACTICE ELLESMERE PORT,3411416," 35,958.41 ",,CH000006951
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR HASSAN & PARTNERS HOPTON,3292299," 35,967.09 ",,SU000005849
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CAMBRIDGESHIRE COMMUNITY SERVICES,3501055," 35,967.17 ",,8500018958
