Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,RPA,13/04/2017,"IT Hardware - In-year Clearing (requisitions)
IT Consultancy – Implementation",CAP DP,Insight,3317070,74655.56,Additional hardware for migration to CHS,UB8 1PH,Supplier,"PO102842, PO102502",n/a,Admin,GB746075129
DEFRA,RPA,13/04/2017,Various ,Various,Redfern,3747,143258.97,Travel and Accommodation  for March 2017,BD1 3AZ,Supplier,n/a,n/a,Admin,GB708374132
DEFRA,RPA,13/04/2017,IT Outsourced services,Service Management (Admin),Software AG,1109008810,39780,RPA DIS Box Upgrade & Support 2016 ,DE24 8PU,Supplier,PO101958,n/a,Admin,GB 295 3827 18
DEFRA,RPA,19/04/2017,Development Expenditure - Clearing Account (requisitions),CAP DP,Abaco Group,2/B,363738.24,WP 4 Management Team/Business Analysis Release 2,RG1 4SA,Supplier,PO102920,n/a,Admin,GB183770189
DEFRA,RPA,19/04/2017,Contractors - Implementation,Various,Capita Business Ltd,LO10192325,43464.2,Fees and Expenses for the period ending 8th April 2017,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,19/04/2017,IT Hardware - In-year Clearing (requisitions),CAP DP,Proact IT,CI150723,36869.52,NEXSAN SATA-BEAST Storage Area Network ,S41 8NE,Supplier,PO102982,n/a,Admin,GB745741222
DEFRA,RPA,20/04/2017,Cartographic & Digitising,Cyient Contracts,Cyient Ltd,970010125,74504.84,PLCD Discard Parcel Rate,WC1V 6RL,Supplier,PO102568,n/a,Admin,GB606138070
DEFRA,RPA,20/04/2017,Cartographic & Digitising,GI Service,Cyient Ltd,970010124,127111.49,BPS Parcel Rate (part 1),WC1V 6RL,Supplier,PO102912,n/a,Admin,GB606138070
DEFRA,RPA,20/04/2017,Cartographic & Digitising,GI Service,Cyient Ltd,970010121,36187.24,BPS Parcel Rate (part 2),WC1V 6RL,Supplier,PO102341,n/a,Admin,GB606138070
DEFRA,RPA,20/04/2017,Contractors: Implementation,CAP DP,Networkers,411169425,36208.8,Fees and expenses for the period ending 26th March 2017 ,BR1 1HP,Supplier,"PO102657, PO102880
PO102986",n/a,Admin,GB 991 2571 00
DEFRA,RPA,21/04/2017,Contractors - Implementation,Various,Capita Business Ltd,LO10192997,32620.32,Fees and Expenses for the period ending 15th April 2017,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,24/04/2017,Agency Staff ,Various,Brook Street,30340916,36219.36,For the supply of temporary contract staff for the period ending 31st March 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,24/04/2017,IT Software Assurance,CAP DP,Oracle,1594066,120330.37,Software Update License & Support for contract 6679843,RG6 1RA,Supplier,PO102036,n/a,Admin,GB 391 3130 73
DEFRA,RPA,26/04/2017,IT Outsourced services,CAP DP,Bramble Hub,6897,28272.61,Expenses - September 2016 to February 2017,SE1 7SP,Supplier,PO103003,n/a,Admin,190 6798 23
DEFRA,RPA,26/04/2017,IT Software Assurance,Service Management (Admin),Oracle,1593762,182044.5,Oracle - Software update licences and support,RG6 1RA,Supplier,PO101016,OFFS0210,Admin,GB 391 3130 73
DEFRA,RPA,27/04/2017,Development Expenditure - Clearing Account (requisitions),CAP DP,Abaco Group,13/B,207566.06,WP4 - Environment - March 17,RG1 4SA,Supplier,PO102920,n/a,Admin,GB183770189
DEFRA,RPA,27/04/2017,Agency Staff ,Various,Brook Street,30347816,33721.22, For the supply of temporary contract staff for  the period ending 7th April 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,28/04/2017,Agency Staff ,Various,Brook Street,30324694,37859.35,For the supply of temporary contract staff for the period ending 24th March 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,28/04/2017,IT Outsourced services,CAP DP,UKN Group Ltd,118932,56599.48,UKN Nevada Support Contract Costs - April 2017,RG24 8WD,Supplier,PO102451,n/a,Admin,689 0821 93
DEFRA,VMD,06/04/2017,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,75512,45354.73,Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,YO1 7PX,GOVN,,,ADMINISTRATION,
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,FOOD AND GREEN ECONOMY EVIDENCE,FERA SCIENCE LIMITED,1003016775,34965,FA0159   16/17,YO41 1LZ,SUPPLIER(1),,DEA10093,Expense,207199894
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,ANIMAL HEALTH: PUBLIC HEALTH,A H D B,1003016784,55000,Provision of electronic reporting for pigs by BPEX April 2016 to March 2017,CV8 2TL,NDPB,IGS,DEA10200,Expense,GB791452415
DEFRA,DEFRA,03/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,FUTURE FARMING STATISTICS,UNIVERSITY OF NOTTINGHAM,1003016787,240351,Farm Business Survey - Outsourced (Benchmarking/FADN) FY 2015-16  -  University of Nottingham,NG7 2RD,Public Body,10992,0,Expense,"690391225	"
DEFRA,DEFRA,03/04/2017,IA - SOFTWARE LICENCES - COST - ADDITIONS,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,1003016789,125840,16-055 - Workington Windows 2003 Server Upgrade - Hardware cost - RFS 108586,GU1 2LD,SUPPLIER,10040,DEA12138,Asset,
DEFRA,DEFRA,03/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",CROWN PROSECUTION SERVICE,2003000634,67446,Judicial training in Tanzania (Crown Prosecution Service -recharge) 2015-16. ,YO1 7PX,SUPPLIER,,DEA10161,Expense,
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS  - SECURITY SERVICES,SECURITY AND CONTINGENCY PLANNING,HOME OFFICE,2003000635,68835,"Defra’s' contribution to funding the 68,835.00
Government Security Zone – Information
Room (GSZ-IR), a Met Police operation run
for the benefit of Government Departments
with funding co-ordinated through the Home
Office.",SW1P 4DF,SUPPLIER,IGS,0,Expense,
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,27156.62,CAP635-RPA Recharge- contractors contract from 08-08-16 to 30-09-16,RG1 1AF,Government Agency,CAP635,DEA10024,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-126395.5,CAP487 Accenture - To cover the critical shortfall in Platform resources from 5th October 2015 to 31st January 2016. FY 15/16,RG1 1AF,Government Agency,,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,25197.31,CAP640 -  RPA Recharge. Contractor's contract to 30/09/2016 @ £787.416 per day for 31.5 days,RG1 1AF,Government Agency,DFP,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-102470.59,CAP564B - IBM - RPA re-charge for the extension of the platform team to 30/6/16. FY16/17,RG1 1AF,Government Agency,DFP,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-60286.39,CAP564B - IBM - RPA re-charge for the extension of the platform team to 30/6/16. FY16/17,RG1 1AF,Government Agency,DFP,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-162756.98,CAP564B - IBM - RPA re-charge for the extension of the platform team to 30/6/16. FY16/17,RG1 1AF,Government Agency,DFP,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-468844.8,CAP564C RPA re-charge for Accenture - Platform/Environments costs to 30th June 2016. (additional funds) FY16/17,RG1 1AF,Government Agency,CAP564C,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CAP DELIVERY PROGRAMME,RURAL PAYMENTS AGENCY,2003000636,-141509.53,CAP564C RPA/Accenture - RPA re-charge for the Platform Team extension till 30/06/2016. FY 15/16/17,RG1 1AF,Government Agency,,DEA10029,Expense,GB888800181
DEFRA,DEFRA,03/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER,FARMING SECTORS,RURAL PAYMENTS AGENCY,2003000642,43188.32,School Milk Top-Up Scheme - FY 2016/17 Quarter 3 Payment  -  RPA,RG1 3YD,Government Agency,DFP,DEA10108,Expense,GB888800181
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,NATURAL ENGLAND,30000110,10240568.7,SOP6 -  NE03042017GIA,YO1 7PX,SUPPLIER,,0,Expense,551065074
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,CONSUMER COUNCIL FOR WATER (CCW),30000111,1310000,SOP6 -  CCW03042017GIA,B2 4AJ,NDPB,,0,Expense,
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,MARINE MANAGEMENT ORGANISATION,30000113,2300000,SOP6  - MMO03042017GIA,NE4 7YH,NDPB,,0,Expense,990 8229 84
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,THE NATIONAL FOREST CO,30000116,744000,SOP 6 -  - NFC03042017GIA,DE12 6BA,Government Agency,,0,Expense,
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000117,10000000,SOP 6 - EA03042017GIAEP,BS1 5AH,SUPPLIER,,0,Expense,662 4901 34
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000117,50000000,SOP 6  - EA03042017GIAFLOOD,BS1 5AH,SUPPLIER,,0,Expense,662 4901 34
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000118,32035000,SOP 6  - EA03042017GIACPF,BS1 5AH,SUPPLIER,,0,Expense,662 4901 34
DEFRA,DEFRA,04/04/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ROYAL BOTANIC GARDENS KEW,30000172,3181018,SOP6 - RBG-KEW03042017GIA,TW9 3AB,NDPB,,0,Expense,
DEFRA,DEFRA,04/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,FUTURE FARMING STATISTICS,UNIVERSITY OF NOTTINGHAM,1003016829,25440,Common Agricultural Policy - Farm Business Survey 2015-16 - Greening Module ( FY 16/17 ) - STA 22947,NG7 2RD,Public Body,,0,Expense,"690391225	"
DEFRA,DEFRA,04/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,CRANFIELD UNIVERSITY,1003016907,73500,SP1317   16/17,MK43 0AL,SUPPLIER,,0,Expense,491358622
DEFRA,DEFRA,04/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,NON IBM IT SERVICES,AUTOMATED INTELLIGENCE LTD,1003016917,40000,Compliance Extender & SyncPoint – 18/02/2017-31/03/2018,BT3 9DT,SUPPLIER,49070,0,Expense,
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,WASTE INFRASTRUCTURE POLICY AND DELIVERY,ERNST & YOUNG LLP,1003016921,27775,ecm-47495 ref. code 22985. additional line for P.O 3070003772,SE1 7EU,SUPPLIER,22985,0,Expense,773831408
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,SHARED SERVICE CONNECTED LIMITED (SSCL),SHARED SERVICES CONNECTED LTD,1003016926,270340.99,Provision of monthly contract to SSCL - Monthly volumetric charge (Inc. reconciliation),HP2 7AH,SUPPLIER,ecm_4524,0,Expense,171798078
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,SHARED SERVICE CONNECTED LIMITED (SSCL),SHARED SERVICES CONNECTED LTD,1003016926,-36633.58,Provision of monthly contract to SSCL - Monthly volumetric charge (Inc. reconciliation),HP2 7AH,SUPPLIER,ecm_4524,0,Expense,171798078
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,AIR QUALITY & INDUSTRIAL EMISSIONS,RICARDO-A E A LTD,1003016930,64592,FY 2016/17- 23675 or  ecm_48042 - National Atmospheric Emissions Inventory NAEI (2016-2020),OX11 0QR,SUPPLIER(1),23675,0,Expense,144024765
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,AIR QUALITY & INDUSTRIAL EMISSIONS,RICARDO-A E A LTD,1003016930,52973.31,FY 2016/17- 23675 or  ecm_48042 - National Atmospheric Emissions Inventory NAEI (2016-2020),OX11 0QR,SUPPLIER(1),23675,0,Expense,144024765
DEFRA,DEFRA,04/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,AIR QUALITY & INDUSTRIAL EMISSIONS,RICARDO-A E A LTD,1003016930,47505.99,AQ0650- MAAQ addition line for 2016/17,OX11 0QR,SUPPLIER(1),AQ0650,0,Expense,144024765
DEFRA,DEFRA,04/04/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003016937,34857.73,087 Weybridge - LVWO (works under £5k - call-off),BS32 4NH,SUPPLIER(1),,DE008700,Expense,
DEFRA,DEFRA,04/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,ENVIRONMENT ANALYSIS UNIT,ECONOMICS FOR THE ENVIRONMENT CONSULTANCY LTD,1003016963,25492,Assessing Natural Capital in Pioneer Project Areas,W1W 7SQ,SUPPLIER,23800,0,Expense,"564421547	"
DEFRA,DEFRA,05/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,30000173,3006202,SOP 6- IBM ASSETS,GU1 2LD,SUPPLIER,,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,30000173,1000000,SOP 6  - VOLUMETRIC,GU1 2LD,SUPPLIER,,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,30000173,801240.4,SOP 6 - TRANSFER OF IBM ASSET TO AUTHORITY & VOLUMETRIC - TRU - UPS CONSUMABLES,GU1 2LD,SUPPLIER,,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,LAND USE AND RECREATION,CANAL & RIVER TRUST,30000174,4175000,SOP 6  GIA Q.1 CAPITAL,MK9 1BB,Public Body,,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NPISH - CHARITABLE BODIES,LAND USE AND RECREATION,CANAL & RIVER TRUST,30000174,5990220,SOP 6 - GIA Q.1 PROGRAMME,MK9 1BB,Public Body,,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,NEW FOREST NATIONAL PARK AUTH,1003016992,822950,Defra Grant Aid for New Forest NP 2017/18,SO41 9ZG,LOCAL AUTHORITIES,GIA,DEA10078,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,SOUTH DOWNS NATIONAL PARK AUTHORITY,1003017008,2008547,Defra Grant Aid for South Downs NP 2017/18,GU29 9SB,SUPPLIER,GIA,DEA10082,Expense,GB111756535
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,NORTH YORK MOORS NATIONAL PARK,1003017015,1058699,Defra Grant Aid for North York Moors NP 2017/18,YO62 5BP,LOCAL AUTHORITIES,GIA,DEA10079,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,YORKSHIRE DALES NATIONAL AUTHORITY,1003017042,1263608,Defra Grant Aid for Yorkshire Deals NP 2017/18,DL8 3EL,SUPPLIER,GIA,DEA10083,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,BIRMINGHAM CITY COUNCIL,1003017046,93077,"FY16/17-Clean Air Zone Feasibility Study – Transport modelling -reference is:
ecm_48733-(Project Reference:161219B4)",B5 5BD,SUPPLIER,ecm_48733,0,Expense,GB112082130
DEFRA,DEFRA,05/04/2017,IA - POA & AUC - COST - ADDITIONS,GROUP ICT - ENABLING TECHNOLOGY PROJECT,IBM UNITED KINGDOM LTD,1003017052,58628.38,16F-001 Office 2013 upgrade for Defra and RPA,GU1 2LD,SUPPLIER,10040,DEA12135,Asset,
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT./SUPP - DESKTOP SERVS,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,1003017052,30234.13,December 16 Volumetric,GU1 2LD,SUPPLIER,10040,DE4SW000,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,NORTHUMBERLAND NAT PARK AUTHORITY,1003017071,1416100,Defra Grant Aid for Northumberland NP 2017/18,NE46 1BS,SUPPLIER,GIA,DEA10080,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,LAKE DISTRICT NATIONAL PARK AUTH,1003017099,1350620,Defra Grant Aid for Lake District NP 2017/18,LA9 7RL,LOCAL AUTHORITIES,GIA,DEA10077,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,DARTMOOR NATIONAL PARK AUTHORITY,1003017101,1103149,Defra Grant Aid for Dartmoor NP 2017/18,TQ13 9JQ,SUPPLIER,GIA,DEA10075,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,PEAK DISTRICT NATIONAL PARK AUTH,1003017102,2225000,Defra Grant Aid for Peak District NP 2017/18,DE45 1AE,SUPPLIER,GIA,DEA10081,Expense,
DEFRA,DEFRA,05/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,EU ENVIRONMENT,FERA SCIENCE LIMITED,1003017148,28933,FY2016/17- PS2559- Applied R&D Call Off project-ecm_18228,YO41 1LZ,SUPPLIER(1),ecm_18228,0,Expense,207199894
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,PLANT HEALTH,FERA SCIENCE LIMITED,1003017148,75000,Additional Plant and Bee Health Services 2016-17,YO41 1LZ,SUPPLIER(1),ecm18225,0,Expense,207199894
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,FLS - WATER ONGOING FUNCTION - DRINKING WATER INSPECTORATE,IBM UNITED KINGDOM LTD,1003017159,61772.08,DWI Annex II Changes.,PO6 3AU,SUPPLIER,10040,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,FLS - WATER ONGOING FUNCTION - DRINKING WATER INSPECTORATE,IBM UNITED KINGDOM LTD,1003017159,39710.63,DWI Annex II Changes.,PO6 3AU,SUPPLIER,10040,0,Expense,
DEFRA,DEFRA,05/04/2017,Exp - Purchase Of Goods/Services - Consultancy,WASTE INFRASTRUCTURE POLICY AND DELIVERY,LOCAL PARTNERSHIPS LLP,1003017172,140755.01,2016/17 Portion of LP contract. Bravo ref 22131,SW1P 3HZ,SUPPLIER,,DEA10139,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,WASTE INFRASTRUCTURE POLICY AND DELIVERY,LOCAL PARTNERSHIPS LLP,1003017172,60500,LP Contract 2016-17 grant portion.,SW1P 3HZ,SUPPLIER,Bravo ref 23097. other ref. ec,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,BROADS AUTHORITY,1003017173,824898.75,Defra Grant Aid for Broads Authority NP 2017/18,NR1 1RY,OGD,GIA,DEA10074,Expense,
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,FOOD AND SUSTAINABLE ECONOMY,RSK ADAS LIMITED,1003017181,27480,SCF0102  14/15,WA6 0AR,SUPPLIER(1),,0,Expense,"GB256435886					"
DEFRA,DEFRA,05/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,EXMOOR NATIONAL PARK AUTHORITY,1003017186,807000,Defra Grant Aid for Exmoor NP 2017/18,TA22 9HL,Access to Work,GIA,DEA10076,Expense,
DEFRA,DEFRA,05/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,INNOVATIVE SUSTAINABLE FARMING,INNOVATE UK,2003000646,750000,SAFIP - CRD-011 - Sustainable Agriculture FY 16/17 - Q4,SN2 1JF,OGD,IGS,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT,"CLIMATE, NOISE, DATA & INFORMATION",DEPARTMENT OF ENERGY AND CLIMATE CHANGE,2003000648,66297,FY16/17- Adaptation Sub-Committee Grant to BEIS,SW1A 2HD,SUPPLIER,IGS,0,Expense,888848925
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,WATER SERVICES,CENTRE FOR ECOLOGY & HYDROLOGY,2003000649,33843,WT1562 Project 8 - Water demand management research behaviour change,OX10 8BB,OGD,17257,0,Expense,
DEFRA,DEFRA,05/04/2017,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,EARLY RETIREMENT SEVERANCE,JSS PENSIONS ADMINISTRATION,2003000651,44396.1,HRI monthly pension payments -April 2016 - July 2017,SN2 1FF,OGD,16500,0,Expense,
DEFRA,DEFRA,06/04/2017,IA - POA & AUC - COST - ADDITIONS,DATA PROGRAMME,ASSOCIATION FOR GEOGRAPHIC INFO,1003017248,30000,Contract for the supply of UK Gemini 2.2 Guidance Consolidation: Update to Version 2.3 (Services)Our Ref: ecm 43275 (22949),SW7 2AR,SUPPLIER(1),,0,Asset,503317782
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERV -ICT OUTSOURC & MAINT/SUPP -NETWORK SERV INC ASSETS,CROSS GOVT INTEGRATION,SOFTWARE BOX LTD,1003017256,49032,Assumed 2500 additional licences charges for 17/18,YO61 1ET,SUPPLIER,,0,Expense,734245248
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERV -ICT OUTSOURC & MAINT/SUPP -NETWORK SERV INC ASSETS,CROSS GOVT INTEGRATION,SOFTWARE BOX LTD,1003017256,53298,Assumed 2500 additional licences charges for 17/18,YO61 1ET,SUPPLIER,,0,Expense,734245248
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERV -ICT OUTSOURC & MAINT/SUPP -NETWORK SERV INC ASSETS,CROSS GOVT INTEGRATION,SOFTWARE BOX LTD,1003017256,46793.25,Primary Hosting fee for 17/18,YO61 1ET,SUPPLIER,,0,Expense,734245248
DEFRA,DEFRA,06/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,CP PESTICIDES,HEALTH & SAFETY EXECUTIVE,2003000652,-216250,"Fund I Environmental services
- Line 3",YO1 7PX,SUPPLIER,IGS,0,Expense,888810177
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER,EU ENVIRONMENT,HEALTH & SAFETY EXECUTIVE,2003000652,1290000,FY16-17-Fund to be provided by Defra to HSE in relation to the staff and other resources to be committed by HSE to the UK REACH CA function.,YO1 7PX,SUPPLIER,FDP,0,Expense,888810177
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,ANIMAL DISEASE CONTROL,HEALTH & SAFETY EXECUTIVE,2003000652,67971.79,"Funding for HSE to carry out licensing, inspection and enforcement work for labs working with animal pathogens in England.",YO1 7PX,SUPPLIER,IGS,0,Expense,888810177
DEFRA,DEFRA,06/04/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - APPLICATION SUPPORT,IBM SERVICES - ADMIN COSTS,RURAL PAYMENTS AGENCY,2003000654,47495.97,Implement RPA’s ability to access IDM {AD in Azure} project implementation - RFS 107980,RG1 3YD,Government Agency,DFP,0,Expense,GB888800181
