OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051956,2092,Jayson R C Bayliss,R2075-OPS002,Grounds Maintenance - Contract,31/03/2017,560.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051956,2092,Jayson R C Bayliss,R2075-OPS002,Grounds Maintenance - Contract,31/03/2017,615.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14051395,105,REDACTED,R4400-PLP101,Services - Professional Fees,17/03/2017,682.35 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14051741,CSD11004471,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,31/03/2017,626.40 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051522,1211,John Ryde Commercial,R2200-CPK001,Rent,24/03/2017,"9,141.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14051534,CBC10,REDACTED,R4400-TOU002,Services - Professional Fees,17/03/2017,"3,968.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14051467,31589,King Builders Gloucester Limited,R2004-CUL113,R & M of Build Programmed,17/03/2017,"10,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051535,2096,REDACTED,R2075-OPS001,Grounds Maintenance - Contract,17/03/2017,"1,990.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cakebridge Place development,14051400,4449,Lawson Demolition Limited,C1107-CAH034,Building Works,10/03/2017,"59,291.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,New Heating Installations,14051619,1187502,Liberty Gas Group,C1107-CAH009,Building Works,24/03/2017,"3,600.91 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051620,1187503,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,31/03/2017,"42,475.52 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051620,1187503,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,31/03/2017,"1,313.23 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14051112,16000873,LinchPin Networks Limited,R4548-SUP005,IT - Cabling and Network,03/03/2017,"1,599.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14051453,16000899,LinchPin Networks Limited,R4548-SUP005,IT - Cabling and Network,10/03/2017,"1,599.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051226,732/16,Link Seating Ltd,R2004-REC111,R & M of Build Programmed,03/03/2017,850.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051225,733/16,Link Seating Ltd,R2004-REC111,R & M of Build Programmed,03/03/2017,"5,150.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051446,SIN00025816/D,Low Carbon Exchange (LCX Solar Limited),R2004-HRA100,R & M of Build Programmed,10/03/2017,"16,711.37 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051975,2753,Lushglen Exterior Furniture Renovation Services,R2076-OPS002,Grounds Maintenance - Non Contract,31/03/2017,"1,050.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051355,11149,Massie Electrics Limited,R2062-REC111,R & M of Build Cyclical Electrical Remedials,10/03/2017,948.23 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051224,FY_Inv00017616,Masterdor Limited,C1107-CAH017,Building Works,10/03/2017,"58,368.54 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051343,271752,Medway Galvanising Company Limited,R4000-OPS002,Equipment Purchase,10/03/2017,650.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051456,29110,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,17/03/2017,968.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14051592,1971,MPL Wrought Iron LLP,C1107-CAH003,Building Works,17/03/2017,"1,733.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14051976,1976,MPL Wrought Iron LLP,C1107-CAH003,Building Works,31/03/2017,"1,733.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14051394,280217,REDACTED,R4401-CCM001,Services - Fees and Charges,10/03/2017,728.56 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051098,17/02,Mumkin Operational Services,R4003-OPS001,Tools & Equipment - R & M,03/03/2017,"1,350.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14050615,17010125,Nationwide Windows Limited,C1107-CAH017,Building Works,17/03/2017,"45,514.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051116,17020081,Nationwide Windows Limited,C1107-CAH017,Building Works,03/03/2017,"150,737.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051115,17020082,Nationwide Windows Limited,C1107-CAH017,Building Works,03/03/2017,"54,236.97 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051624,17020368,Nationwide Windows Limited,C1107-CAH017,Building Works,24/03/2017,"56,999.92 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051623,17020369,Nationwide Windows Limited,C1107-CAH017,Building Works,24/03/2017,"158,743.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051565,25534,Naturescape,R2075-OPS002,Grounds Maintenance - Contract,17/03/2017,"2,047.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14051454,8934,Now Media Limited,R4300-LTC003,Printing - Services,10/03/2017,"23,850.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051283,O0409578,Orbis Protect Limited,R2012-HRA100,R & M of Build Standby and Call Out,10/03/2017,751.56 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14051045,1257906,Otis Limited,R2010-CUL117,R & M of Plant Lifts,17/03/2017,"1,539.98 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051011,424738,Ove Arup & Partners Limited,R4400-CPK001,Services - Professional Fees,24/03/2017,"7,526.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051441,425585,Ove Arup & Partners Limited,R4400-CPK001,Services - Professional Fees,17/03/2017,"24,472.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14051409,57548,P & R Heating Limited,R2008-CUL117,R & M of Build - Reactive Repairs,10/03/2017,598.54 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14051406,57553,P & R Heating Limited,R2008-ADB101,R & M of Build - Reactive Repairs,10/03/2017,707.85 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Repairs Maintenance,14051424,57554,P & R Heating Limited,R2008-OPS111,R & M of Build - Reactive Repairs,10/03/2017,566.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14051419,57636,P & R Heating Limited,R2008-CUL117,R & M of Build - Reactive Repairs,10/03/2017,"1,846.77 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14051418,57637,P & R Heating Limited,R2008-ADB101,R & M of Build - Reactive Repairs,10/03/2017,563.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14051484,57649,P & R Heating Limited,R2080-CUL117,Mechanical Services,17/03/2017,523.36 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14051482,57651,P & R Heating Limited,R2080-ADB101,Mechanical Services,17/03/2017,990.15 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,14051480,57653,P & R Heating Limited,R2080-CUL112,Mechanical Services,17/03/2017,887.52 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051479,57654,P & R Heating Limited,R2080-ADB103,Mechanical Services,17/03/2017,"1,041.48 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14050972,UK94701,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,10/03/2017,"2,081.44 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051518,UK95441,Parkeon Limited,R4003-CPK001,Tools & Equipment - R & M,24/03/2017,"2,466.81 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14051842,64289549,Parsons Brinckerhoff Limited,C1107-CAH039,Building Works,31/03/2017,"5,223.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Crematorium Scheme: New Build,14050715,PC1015,Perfect Circle JV Limited,C1005-CAP601,Surveyors Fees,17/03/2017,"19,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Swindon Road,14052014,16-5921 AC,PMP CONSULTANTS LIMITED,C1107-CAH050,Building Works,31/03/2017,635.98 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Swindon Road,14051336,17-6081 AC,PMP CONSULTANTS LIMITED,C1107-CAH050,Building Works,10/03/2017,635.99 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cakebridge Place development,14051339,17-6113 AC,PMP CONSULTANTS LIMITED,C1107-CAH034,Building Works,10/03/2017,"1,781.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Night Time Levy,14051273,dbpa00005973,Police and Crime Commissioner for Gloucestershire,R4402-REG024,Services - General Licences,03/03/2017,"2,804.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Environmental Health General,14051330,14448,Premier Employer Solutions Limited,R1100-REG001,Agency Staff,10/03/2017,"1,311.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14051773,33 TANNERS ROAD,Premiere Healthcare Limited,C5000-CAP221,Grants,31/03/2017,"1,699.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Printing Services,14051080,100773994,Ricoh UK Limited,R4300-SUP022,Printing - Services,03/03/2017,"12,718.42 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Printing Services,14051521,100783071,Ricoh UK Limited,R4304-SUP022,Photocopier Operating Lease,17/03/2017,763.11 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051618,RSIN0211442,Rigby Taylor Limited,R4010-OPS001,Materials - Other Materials,24/03/2017,"2,760.70 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14051107,1701,REDACTED,R4003-ADB101,Tools & Equipment - R & M,03/03/2017,"1,853.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14051046,9053849802,Royal Mail,R4521-LTC001,Postages - franking machine,03/03/2017,562.61 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Registration of Electors,14051046,9053849802,Royal Mail,R4521-ELE001,Postages - franking machine,03/03/2017,761.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14051046,9053849802,Royal Mail,R4521-RYC002,Postages - franking machine,03/03/2017,860.64 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14051351,9053979338,Royal Mail,R4521-LTC001,Postages - franking machine,17/03/2017,685.85 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,NNDR Collection,14051520,9054025633,Royal Mail,R4520-LTC011,Postages - stamps,17/03/2017,885.02 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14051520,9054025633,Royal Mail,R4521-RYC002,Postages - franking machine,17/03/2017,522.20 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14051520,9054025633,Royal Mail,R4521-HBA001,Postages - franking machine,17/03/2017,"2,068.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Urban Design,14051455,E1030,Ryder Landscape Consultants Limited,R4400-URB101,Services - Professional Fees,17/03/2017,"1,311.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14051426,SANDFORD LIDO FEB 2017,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,17/03/2017,"19,327.96 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14051426,SANDFORD LIDO FEB 2017,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,17/03/2017,"-1,683.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sustainability Measures,14050674,914,SAS EPC,C1107-CAH032,Building Works,10/03/2017,540.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051231,922,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,03/03/2017,"1,050.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2c,14051595,120317,Scott Surveying,C1107-CAH055,Building Works,17/03/2017,685.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Park Income Collection,14051530,599355,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,17/03/2017,719.18 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",14051548,6503531176 130217,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,17/03/2017,631.34 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",14051699,stw-INV00162886,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,24/03/2017,863.97 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",14051698,stw-INV00163121,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,24/03/2017,"1,513.17 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",14051701,stw-INV00163122,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,24/03/2017,"1,173.64 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",14051700,stw-INV00163123,Severn Trent Water,R2400-HRA120,Water Services - Unmetered,24/03/2017,666.31 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14052009,257164,Shaw & Sons Limited,R4000-ELE006,Equipment Purchase,31/03/2017,823.75 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051272,78440,Signcraft Limited,R2072-CPK001,Signs and Notices,10/03/2017,629.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Allotments,14051704,S319124,Smith's (Gloucester) Limited,R4323-OPS004,Skip Hire,31/03/2017,555.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14051325,119196,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,10/03/2017,"1,046.10 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14051324,119266,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,10/03/2017,"1,856.80 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14051605,119312,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,24/03/2017,"1,789.70 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14051606,119376,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,24/03/2017,"1,877.70 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14051223,F6192,Specialist Building Products Ltd (Wrekin Windows),C1107-CAH017,Building Works,10/03/2017,"103,218.02 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051342,123353,Stow Agricultural Limited incorporating Wildcare,R2071-OPS002,Open Spaces and Grassed Areas,10/03/2017,"1,094.88 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Collection Schemes,14051296,29994,Straight Plc,R4000-RYC006,Equipment Purchase,10/03/2017,"17,942.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051973,4026,Streetmaster (South Wales) Limited,R2500-OPS001,Fixtures and Fittings - Purchases,31/03/2017,865.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14051583,COUNCIL TAX LEAFLET CREDIT DISTRIBUTION 08.03.16,Stroud District Council,R9100-LTC003,Contributions - County Council,17/03/2017,"2,403.71 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cemetery & Crematorium Repairs & Maintenance,14051470,6111,System Six Design & Build,R2700-CCM111,Contract Cleaning,17/03/2017,600.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14051402,REDACTED,T P G Disable Aids Limited (TPG),C1107-CAH028,Building Works,10/03/2017,"1,595.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14051584,COUNCIL TAX LEAFLET CREDIT DISTRIBUTION 08.06.16,Tewkesbury Borough Council,R9100-LTC003,Contributions - County Council,17/03/2017,"2,020.55 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14051326,DEBT105358,Tewkesbury Borough Council,R4401-BUC001,Services - Fees and Charges,10/03/2017,"17,200.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14051517,DEBT105414,Tewkesbury Borough Council,C1001-CAH039,Acquisition Of Buildings,24/03/2017,"5,850.28 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14051519,DEBT105415,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,17/03/2017,875.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14051519,DEBT105415,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,17/03/2017,709.28 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051524,DEBT105416,Tewkesbury Borough Council,R2040-HRA100,R & M of Build Central Heating,17/03/2017,616.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051525,DEBT105419,Tewkesbury Borough Council,R4400-HRA100,Services - Professional Fees,17/03/2017,"2,765.10 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14051516,DEBT105425,Tewkesbury Borough Council,R4401-PLP101,Services - Fees and Charges,24/03/2017,"11,375.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Housing Benefit Administration,14051834,DEBT105476,Tewkesbury Borough Council,R4420-HBA001,Legal Expenses And Court Costs,31/03/2017,"4,200.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas (Section 106),14050992,118204,TFN Landscapes Limited,C4000-CAP101,Acquisition of Equipment,03/03/2017,680.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,War Memorials,14052004,70032162,The Cheltenham Trust,R4400-CUL002,Services - Professional Fees,31/03/2017,"16,450.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051347,HIG TRUST,The Cheltenham Trust,R6280-GBD001,Grants,10/03/2017,"4,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051095,3160,The Rock,R6280-GBD001,Grants,03/03/2017,"1,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051848,3171,The Rock,R6280-GBD001,Grants,31/03/2017,"2,250.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14051686,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,24/03/2017,"30,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14051774,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,31/03/2017,"12,267.49 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14051399,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,10/03/2017,"6,912.70 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14051429,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,10/03/2017,"8,335.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14051775,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,31/03/2017,"8,169.87 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14051319,700,The Way Design Limited,R4400-TOU002,Services - Professional Fees,17/03/2017,"2,980.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14051743,MFT 4753,Thomas Consulting,R4400-PLP101,Services - Professional Fees,31/03/2017,"15,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14051988,MFT 4753 230317,Thomas Consulting,R4400-PLP101,Services - Professional Fees,31/03/2017,"2,029.70 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Swindon Road,14051337,16/860,Thornton Associates Surveyors Limited,C1107-CAH050,Building Works,10/03/2017,"8,194.10 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051655,1949586,Timbmet Limited,R4003-OPS002,Tools & Equipment - R & M,24/03/2017,771.60 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051392,60672,Townscape Products Limited,R4010-OPS001,Materials - Other Materials,10/03/2017,590.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Robert Harvey House Lift,14051722,INV69681,Triangle Lift Services Limited,C1107-CAH023,Building Works,31/03/2017,"1,960.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Robert Harvey House Lift,14051383,INV69742,Triangle Lift Services Limited,C1107-CAH023,Building Works,17/03/2017,"1,960.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Robert Harvey House Lift,14051723,INV70037,Triangle Lift Services Limited,C1107-CAH023,Building Works,31/03/2017,"5,136.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14052002,REDACTED,TVM Cheltenham Limited,C5000-CAP221,Grants,31/03/2017,"12,275.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,GO ICT Centre of Excellence,14051125,2000003774,Unit4 Business Software,R4539-SUP101,IT - Consultancy,10/03/2017,"2,925.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,GO ICT Centre of Excellence,14051126,2000003775,Unit4 Business Software,R4539-SUP101,IT - Consultancy,10/03/2017,525.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,GO ICT Centre of Excellence,14051124,2000003776,Unit4 Business Software,R4539-SUP101,IT - Consultancy,10/03/2017,525.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051664,HEALTH INEQUALITIES CLAIM FORM,University of Gloucestershire,R6280-GBD001,Grants,31/03/2017,"5,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14051228,1427-309,Urban Recreation Ltd,C4000-CAP102,Acquisition of Equipment,03/03/2017,720.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14051228,1427-309,Urban Recreation Ltd,C4000-CAP102,Acquisition of Equipment,03/03/2017,"9,013.32 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14051374,CHL00274,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,17/03/2017,"3,250.67 ",,
