UNITTYPE,MNEMONIC,UNITNO,ITEMSTATUS,LOCATION,X,Y
28,GB,355,LIVE,OPPOSITE HSE NO 3 SIDE OF PRIVATE DRIVE,400260.05,428200.48
28,GB,356,LIVE,BELOW HSE NO 2,414325.17,423690.08
28,GB,357,LIVE,S/O LAMP COLUMN 5,414221.44,423637.95
28,GB,358,LIVE,OPPO L/C 2 IN LAY BY,407068.92,427038.9
28,GB,359,LIVE,O/S HSE NO 29 (BY BOLLARD),411938.39,428549.52
28,GB,360,LIVE,OPPOSITE HSE NO1,394439.58,424606.52
28,GB,361,LIVE,J/O NEWLANDS ROAD,405916.1,425252.48
28,GB,362,LIVE,JUST BELOW NO 1,392937.79,423269.75
28,GB,363,LIVE,JUST BELOW NO 25,392958.59,423338.9
28,GB,364,LIVE,JCT WITH STONES ROAD,393055.73,423504.96
28,GB,365,LIVE,ON BEND ABOVE BRIDGE AT PIKE CLOUGH,403042.98,417312.74
28,GB,366,LIVE,S/O TELEGRAPH POLE BELOW HOLLY BARN,402838.75,417636.32
28,GB,367,LIVE,BELOW PIKE LAW FARM,402472.07,417792.21
28,GB,368,LIVE,S/O DAIRY HOUSE FARM,403022.87,416832.35
28,GB,369,LIVE,BY L/C 4,405253.99,420185.26
28,GB,370,LIVE,OPPO JC PLANE TREE NEST ROAD S/O LC7 ON VERGE,405941.13,424043
28,GB,371,LIVE,BY CABLE TV BOX AND HSE NO 17,407670.6,429220.82
28,GB,372,LIVE,BY BRIDGE INN PH,404036,419797.53
28,GB,373,LIVE,DOWNHILL SIDE OF DRIVE TO HSE NO 2,407535.1,426206.04
28,GB,374,LIVE,SIDE OF HSE NO 5 - 15 MTRS FROM JCT WITH PYE NEST ROAD,406991.41,423926.01
28,GB,375,LIVE,AT JUNCTION WITH PROSPECT AVENUE,407305.35,423798.32
28,GB,376,LIVE,OUTSIDE HSE NO 10,407335.3,423971.99
28,GB,378,LIVE,TOP OF PYE NEST RISE,407332.62,423913.67
28,GB,379,LIVE,O/S HSE NOS 10/12,411613.83,427293.15
28,GB,380,LIVE,J/O STONELY DRIVE,393277.6,421281.76
28,GB,381,LIVE,IN 1ST CUL DE SAC BY HOUSES 7-11,409446.72,420786.1
28,GB,382,LIVE,2ND CUL DE SAC BY L/C 7,409379.99,420691.85
28,GB,383,LIVE,OPP HSE NO 89/91,406131.53,425609.13
28,GB,384,LIVE,BY L/C NO 1,403105.45,418222.18
28,GB,385,LIVE,OPP HSE NO 23,399184.7,427467.32
28,GB,386,LIVE,JUNCTION WITH HANSON ROAD - S/O TP,413419.48,421861.43
28,GB,387,LIVE,S/O L/C 1,409616.25,420712.53
28,GB,388,LIVE,JCT WITH HANGING STONES LANE,404224.72,419754.43
28,GB,389,LIVE,BY BT POLE NO 180,404291.7,419782.24
28,GB,390,LIVE,BY L/C NO 5,403611.93,419665.39
28,GB,391,LIVE,BY L/C NO 9,403473.2,419615.5
28,GB,392,LIVE,BY L/C 13,403343.66,419550.73
28,GB,393,LIVE,O/S HSE NO 15,403014.92,418184.29
28,GB,394,LIVE,BY SPREAD EAGLE,403589.96,417868.14
28,GB,395,LIVE,BY L/C NO 11,403613.32,417762.9
28,GB,396,LIVE,JCT WITH UNION LANE,406823.72,430284.28
28,GB,397,LIVE,S/O GATE TO LANE HEAD HOUSE,406493.59,429702.33
28,GB,398,LIVE,OPP HSE NO 20 ON THE RADIUS,403986.97,423079.9
28,GB,399,LIVE,BY STEPS TO MIXENDEN ROAD,406635.52,427790.29
28,GB,400,LIVE,OPP L/C NO 2,414170.69,421998.99
28,GB,401,LIVE,BY LC 4,407983.98,427056.85
28,GB,402,LIVE,S/O L/C NO 8,410349.61,422960.61
28,GB,403,LIVE,JUNCTION WITH ROTHWELL DRIVE,408703.19,424385.27
28,GB,404,LIVE,JUNCTION WITH ROTHWELL MOUNT,408559.64,424252.24
28,GB,405,LIVE,O/S 88 BY BT POLE,407875.93,428634.49
28,GB,406,LIVE,JCT THORNHILL LANE,415466.34,423197.2
28,GB,407,LIVE,OPP HSE NO.6,393575.17,425033.18
28,GB,408,LIVE,S/O HOUSE 29,393505.8,424785.41
28,GB,409,LIVE,SIDE OF L/C AT THE BOTTOM OF BUTTERSS ON THE VERGE,399175.65,427334.46
28,GB,410,LIVE,ON VERGE BETWEEN LAMP COLUMN AND TELEGRAPH POLE,401332.07,426242.05
28,GB,411,LIVE,O/S HSE NO 11,406687.04,426073.95
28,GB,412,LIVE,JUNCTION WITH BOOTHTOWN ROAD - O/S HSE NO 2,408939.91,426529.51
28,GB,413,LIVE,OPP HSE NO 31,406937.82,425535.95
28,GB,414,LIVE,SIDE OF HSE NO 58 BY GARAGES,412686.62,425266.1
28,GB,415,LIVE,JCT NEW STREET,415680.59,423076.64
28,GB,416,LIVE,O/S HOUSE NO 8,415748.64,423075.12
28,GB,417,LIVE,OPPOSITE HSE NO 5,408640.89,424176.35
28,GB,418,LIVE,TOP SIDE OF L/C 6,408414.82,424194.93
28,GB,419,LIVE,OPP HSE NO 44 (S/O L/C 9),414286.62,421695.05
28,GB,420,LIVE,JCT OF ELLAND ROAD,404209.95,419636.86
28,GB,421,LIVE,O/S ST PETERS SQUARE,411459.7,423455.97
28,GB,422,LIVE,O/S PROPERTY NO 1 NEAR J/W RUSSELL STREET,409329.79,425162.15
28,GB,423,LIVE,OPP HSE NO 20 - JCT OF SEFTON CRESCENT,413867.2,424409.38
28,GB,424,LIVE,JCT WITH LOWER EDGE ROAD,413304.36,421321.68
28,GB,425,LIVE,OPP L/C 6,414789.8,421091.79
28,GB,426,LIVE,AT BOTTOM OF THE HILL BY THE TREE,414866.81,420993.72
28,GB,427,LIVE,JCT WITH SHIBDEN HALL ROAD,411397.84,425563.75
28,GB,428,LIVE,O/S HSE NO 1,411057,425570.64
28,GB,429,LIVE,NEAR TO SHOEBOARD FARM OPP SIDE OF ROAD,393574.42,423688.06
28,GB,430,LIVE,OPPOSITE SHOREFOLD FARM,391358,426748.38
28,GB,431,LIVE,NEAR TOP - OPP HSE NO 4,410054.49,423486.73
28,GB,432,LIVE,S/O L/C 3,410108.6,423309.49
28,GB,433,LIVE,O/S HSE NO 44-46,413831.48,423969.45
28,GB,434,LIVE,BETWEEN HSE'S 34 & 40 OPP SMITH HOUSE CRESCENT,414064.12,424463.47
28,GB,435,LIVE,HALF WAY UP,402601.07,419102.77
28,GB,436,LIVE,AT TOP,402316.06,419144.9
28,GB,437,LIVE,ABOVE STONE HAVEN,402675.47,419057.27
28,GB,438,LIVE,BY L/C NO 28,396714.35,428596.87
28,GB,439,LIVE,JCT WITH SOUTH LANE,410699.65,420108.84
28,GB,440,LIVE,NEAR GARAGE NO 21,408076.35,424290.35
28,GB,441,LIVE,SIDE OF HSE NO 10 JCT WITH CEMETERY LANE,405266.12,423477.65
28,GB,442,LIVE,BETWEEN HSE NO'S 1A,405356.16,423544.28
28,GB,443,LIVE,ON GRASS VERGE BY GATE POST,399222.82,427787.31
28,GB,444,LIVE,O/S NO 24 ON RADIUS,411681.52,428078.21
28,GB,445,LIVE,AT END ON SLOPE,408533.62,422781.85
28,GB,446,LIVE,BETWEEN NOS 64 & 66,408593.65,422876.81
28,GB,447,LIVE,JCT WITH WEST VIEW CRESCENT S/0 HSE NO 28,407100.48,425058.68
28,GB,448,LIVE,O/S HSE NO 8,405492,423278.19
28,GB,449,LIVE,OPP HSE NO 22,414222.27,423718.91
28,GB,450,LIVE,OPP HSE NO 19,408521.42,426083.11
28,GB,451,LIVE,O/S  NO 13 NEXT TO LITTER BIN,399282.05,427307.45
28,GB,452,LIVE,OPP L/C 8,414510.85,422400.6
28,GB,453,LIVE,BY L/C NO 3,403341.39,418266.36
28,GB,454,LIVE,O/S SHOP ON MILL STREET,408385.7,422523.44
28,GB,455,LIVE,AGAINST THE CHURCH WALL,409551.07,423419.33
28,GB,456,LIVE,S/O LC2,404451.25,422142.68
28,GB,457,LIVE,RIGHT AT THE TOP OF STANSFIELD ROAD,393867.87,424672.79
28,GB,458,LIVE,UNDER PICKLES COURT SIGN,393880.68,424593.76
28,GB,459,LIVE,S/O LC1 (TP),412130.63,425438.62
28,GB,460,LIVE,BY L/C 11,410574.71,426525.27
28,GB,461,LIVE,SIDE OF HSE NO 3,405017.5906,422426.5268
28,GB,462,LIVE,TOP OF CUL DE SAC OPP L/C 7,405437,420139.16
28,GB,463,LIVE,OPP HSE NO 2,402929.66,418921.92
28,GB,464,LIVE,OPP HSE NO 24,402874.43,418793.15
28,GB,465,LIVE,OPP HSE NO 46,402996.16,418719.32
28,GB,466,LIVE,O/S NO 61,402967.14,418693.11
28,GB,467,LIVE,ON THE VERGE OPPOSITE STONES GRANGE FARM,392158.54,423934.16
28,GB,468,LIVE,JCT WITH STONES FARM,392591.52,423506.61
28,GB,469,LIVE,ON TOP HAIR PIN BEND,392907.49,423392.79
28,GB,470,LIVE,HOLMCOAT BRIDGE,396521.13,425333.41
28,GB,471,LIVE,OPP HSE NO 2 A/O L/C 1,414784.62,422178.81
28,GB,472,LIVE,O/S HSE NO 9,398436.53,427089.56
28,GB,473,LIVE,ON BRIDGE NER JCT WITH KING STREET,398269.26,427178.42
28,GB,474,LIVE,JUST BEFORE BRIDGE - OPP SCRAP YARD,398803.9,427189.11
28,GB,475,LIVE,OPP HSE NO 3,414683.93,424776.03
28,GB,476,LIVE,OPPOSITE SIDE OF NO1 MERRYBENTS STREET BY L/C,394575.12,424163.14
28,GB,477,LIVE,OPPOSITE GARAGES NEAR JUNCTION WITH CHURCH BANK,406273.98,423796.13
28,GB,478,LIVE,OPP L/C N2,393445.31,424126.68
28,GB,479,LIVE,OPPOSITE HSE NO 7,410664.64,424255.95
28,GB,480,LIVE,OPPOSITE HSE NO 28,410540.63,424254.46
28,GB,481,LIVE,BY T.P AT 1ST SPEED HUMP FROM HIPPERHOLME,412040.86,425196.99
28,GB,482,LIVE,"OPP GARAGE, IN LAY BY JUST BEFORE SUNNY VALE",412201.89,424819.6
28,GB,483,LIVE,L/H/S AT BOTTOM OF SLOPE,412277.4,425467.87
28,GB,484,LIVE,NR JUNCTION WITH SUNNYBANK CRESCENT,408419.32,421149.76
28,GB,485,LIVE,ABOVE NO 25 BACK HOLD AVENUE,410047.22,422837.01
28,GB,486,LIVE,BETWEEN HSE NO'S 6 & 8,410535.36,424686.76
28,GB,487,LIVE,O/S HSE 27,409101.76,424211.9
28,GB,488,LIVE,SIDE OF STREET NAME PLATE O/S HSE NO 41,412555.57,425955.8
28,GB,489,LIVE,O/S HSE NO 77,412655.07,426114.67
28,GB,490,LIVE,O/S HSE NO 14,413557.33,421196.1
28,GB,491,LIVE,END OF THE FOOTWAY BY WALL,405161.96,424128.38
28,GB,492,LIVE,BY L/C NO 3,405114.02,424161.32
28,GB,493,LIVE,O/S NO 34 ON THE BEND,404172.54,422886.57
28,GB,495,LIVE,OPP HSE NO 12 ON THE CORNER BY BT POLE,411484.38,426733.64
28,GB,496,LIVE,OPP HSE NO 12,409230.46,421472.99
28,GB,497,LIVE,J/O THORNHIL HEY O/S HSE NO 6,407797.41,418607.77
28,GB,498,LIVE,S/O HSE NO 36,413523.42,421672.82
28,GB,499,LIVE,S/O 29 BY TP,404581.55,424185.71
28,GB,500,LIVE,ON VERGE PRIORT TO MOUNTAIN RESCUE POST,401068.22,425995.85
28,GB,501,LIVE,OPP JCT WITH VALLEY AVENUE,414085.21,425643.21
28,GB,502,LIVE,RHS AT THE TOP OF HILL BY TP,414057.61,425503.78
28,GB,503,LIVE,BETWEEN HSE NO 14 & 16,408275.57,421095.8
28,GB,504,LIVE,O/S NOS 35/33 - ON TARMAC AGAINST EDGINGS,414544.12,424746.2
28,GB,505,LIVE,SIDE OF TRIANGLE ON VERGE,402740.39,422601.85
28,GB,506,LIVE,JCT WITH ROCHDALE ROAD,393997.32,420770.28
28,GB,507,LIVE,JUST PAST JCT WITH HENSHAW WOODS,393242.41,422437.23
28,GB,508,LIVE,ON THE MIDDLE HAIR PIN BEND,390479.8,425716.93
28,GB,509,LIVE,O/S HSE NO 30,408096.29,421197.83
28,GB,511,LIVE,O/S 1 HIGHGROVE PLACE,410181.1,424416.86
28,GB,512,LIVE,OPP L/C 3,404032.12,419959.07
28,GB,513,LIVE,OPP HSE NO 10,404112.99,422622.27
28,GB,514,LIVE,OPP HSE NO 47 S/O/L/C,411049.16,427236.17
28,GB,515,LIVE,OPP JCT WITH TETLEY LANE ( O/S UPPER FIELD HOUSE),411072.45,426987.23
28,GB,516,LIVE,O/S HSE NO 43,415353.33,423103.96
28,GB,517,LIVE,ON GRASSED AREA JCT WITH PARK AVENUE,410395.24,420875.06
28,GB,518,LIVE,S/0 - L/C NO 14,414778.43,425420.78
28,GB,519,LIVE,BY L/C NO 5,411637.99,427194.88
28,GB,520,LIVE,OPP HSE NO 35,414692.07,425473.82
28,GB,521,LIVE,O/S HSE NO 1,415767.65,422995.25
28,GB,522,LIVE,O/S HSE NO 3,415991,422755.71
28,GB,523,LIVE,OPP HSE NO 3,399735.75,428727.81
28,GB,524,LIVE,O/S HSE NO 1,405680.86,424914.73
28,GB,526,LIVE,OPP HSE NO 36,409536.25,420961.65
28,GB,527,LIVE,SIDE OF HSE NO 10,413281.38,424478.67
28,GB,528,LIVE,S/O BT CABINET - OPP PUB,412103.63,425473.74
28,GB,529,LIVE,AT THE SIDE OF SPEAK EDGE,392195.46,424183.91
28,GB,530,LIVE,JUNCTION WITH WELL STREET,393646.93,423927.7
28,GB,531,LIVE,JUNCTION WITH LONGFIELD ROAD,393763.94,424002.2
28,GB,532,LIVE,O/S HSE NO 25,408991.42,424331.79
28,GB,533,LIVE,OPPOSITE PUB,409344.35,421455.98
28,GB,534,LIVE,L/H/S AT THE TOP,409419.53,421560.06
28,GB,535,LIVE,JCT OF CUL DE SAC,411732.61,419592.43
28,GB,536,LIVE,JCT THE CRESCENT,408432,419783.11
28,GB,537,LIVE,O/S HSE NO 67,406847.21,425003.24
28,GB,538,LIVE,O/S HSE NO 15,411919.59,427642.58
28,GB,539,LIVE,BETWEEN HSE NO 16 &18,411674.65,428470.38
28,GB,540,LIVE,S/O HSE NO 158/162,414519.94,424360.62
28,GB,541,LIVE,BY LAMP COLUMN 73,414547.97,424279.67
28,GB,542,LIVE,O/S FLATS 97-101 (S/O SUB STATION),414613.86,424347.86
28,GB,543,LIVE,BY LAMP COLUMN 17,414580.52,424343.91
28,GB,544,LIVE,OPPO HSE NO1,407051.2,424441.77
28,GB,545,LIVE,BY FENCE SIDE OF HSE NO 124,409312.56,420585.31
28,GB,546,LIVE,O/S ENTRANCE TO FARM ( LOW SIDE),411242.39,424310.26
28,GB,547,LIVE,OPPOSITE HSE NO 24 S/O CABLE TV CABINET,411127.08,426546.76
28,GB,548,LIVE,JUST BELOW ENTRANCE TO TAVERN BANK,402909.87,423243.13
28,GB,549,LIVE,OPP HSE NO 23 BY TELEGRAPH POLE,404126.75,423006.22
28,GB,550,LIVE,O/S HSE NO 19,413717.51,423606.24
28,GB,551,LIVE,JUST BELOW HSE NO 1,408884.7,421091.56
28,GB,552,LIVE,O/S HSE NO 8,408886.14,421120.94
28,GB,553,LIVE,BY L/C 3,409040.63,420988.98
28,GB,554,LIVE,O/S HSE NO 2 ON FLAGGED AREA,394667.16,424170.65
28,GB,555,LIVE,OPPOSITE SIDE HSE NO 176 ROCHDALE ROAD,404819.55,422659.92
28,GB,556,LIVE,O/S NO 4,404956.11,424119.27
28,GB,557,LIVE,OPP JCT WITH WOODSIDE PLACE,409031.65,426010.27
28,GB,558,LIVE,OPP L/C 1,414641.66,423474.38
28,GB,559,LIVE,OPP HSE NO 11 WOODSIDE TERRACE,409728.69,420963.45
28,GB,560,LIVE,O/S PROPERTY NO1 - J/W OLD MARKET,409321.41,425213.43
28,GB,561,LIVE,OPP WESTGATE PUB,409486.55,425043.3
28,GB,562,LIVE,OUTSIDE LLOYDS BANK,409224.42,425107.94
28,GB,563,LIVE,ON SETTS AT J/O NEW ROAD,409349.68,424940.92
28,GB,564,LIVE,TOP OF SUBWAY STEPS,409166.93,425311.46
28,GB,565,LIVE,BETWEEN MULTI STOREY CAR PARK AND HANGOVERS,409102.92,425200.61
28,GB,566,LIVE,BY TREES NEAR TO EARLY LEARNING CENTRE,409405.44,425221.12
28,GB,567,LIVE,O/S MARKS AND SPENCERS NEAR TO L/C 7,409494.23,425220.13
28,GB,568,LIVE,O/S HSE NO 78,409240.42,422899.86
28,GB,569,LIVE,JCT WITH RAWROYDS,409198.66,420568.37
28,GB,570,LIVE,SIDE OF HSE NO 37,408817.29,424382.24
28,GB,571,LIVE,O/S HSE NO'S 82-84 ON VERGE,407864.04,427884.43
28,GB,572,LIVE,OPP 10 WATKINSON ROAD,408122.59,428065.02
28,GB,573,LIVE,OPP JCT WITH MOSS LANE BY FLATS,407374.88,428714.85
28,GB,574,LIVE,ON THE BUILD OUT O/S HSE NO 37,406550.67,427695.58
28,GB,575,LIVE,OPP HSE NO 40 ON GRASS VERGE,406647.8,427667.47
28,GB,577,LIVE,BETWEEN HSE NO 28 & 29,411191.2,426469.22
28,GB,578,LIVE,SIDE OF PYE NEST GROVE SIGN,407032.78,424251.28
28,GB,579,LIVE,OPP FLATS 21 & 22 ON GRASS VERGE,403376.09,421350.45
28,GB,580,LIVE,OPP FLATS 1 & 3 ON GRASS VERGE,409579.8,423684.83
28,GB,581,LIVE,OPPOSITE UPPER BENTLEY FARM - LOCK COMBINATION 2121,405354.36,423355.51
28,GB,582,LIVE,OPPOSITE J/O MOUNTAIN DRIVE,408006.61,428987.24
28,GB,583,LIVE,BETWEEN HSE NO'S 20 & 22 ON FOOTPATH,405778.25,425514.7
28,GB,584,LIVE,O/S HSE NO 16,399003.6,427239.83
28,GB,585,LIVE,S/O NO 16 AT J/O WESTFIELD AVENUE,412915.9726,425294.1951
28,GB,586,LIVE,JCY OF STOCKS LANE - BLK HERITAGE BIN,404166.26,426101.07
28,GB,587,LIVE,BOTTOM ENTRANCE TO METHODIST CHURCH,404074.21,426052.74
28,GB,588,LIVE,JCT OF NEW ROAD - BLK HERITAGE BIN,404099.29,425863.34
28,GB,589,LIVE,SIDE OF VICARAGE HSE NO 50 - BLK HERITAGE,404057.11,425818.75
28,GB,590,LIVE,JCT OF EDWARD CLOSE,411346.41,423595.56
28,GB,591,LIVE,SIDE OF HSE NO 29 BY L/C,412583.85,428822.19
28,GB,592,LIVE,NEAR JCT WITH HOB LANE,405803.56,422611.3
28,GB,593,LIVE,O/S HSE NO 15  JCT WITH BRACEWELL DRIVE,407844.29,426571.92
28,GB,594,LIVE,ON BEND O/S HSE NO 74,406260.14,425476.04
28,GB,595,LIVE,O/S COMMUNITY CENTRE,401120.41,426045.49
28,GB,596,LIVE,OPP SUB STATION,405929.45,425548.94
28,GB,597,LIVE,OPP HSE NO 1,405073.41,423182.93
28,GB,598,LIVE,END OF F/WAY OPP HSE NO 1,408003.14,428918.29
28,GB,599,LIVE,NEAR TO HSE NO 2,405180.76,423491.38
28,GB,600,LIVE,O/S HSE NO 1 NEAR L/C 1,396168.13,423948.89
28,GB,601,LIVE,IN TOWN HALL CAR PARK,409251.46,425334.16
