OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Insight Direct (Uk) Ltd,2579852,07-12-2016,0000063830,68.43,0,Insight #: 0000576605 Kensington Expert,271200,ICT Hardware
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CAPITA SYMONDS LTD,03173410,07-12-2016,0000063831,2551.92,0,ARBORICULTURE SERVICES,390000,Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CAPITA SYMONDS LTD,03173410,07-12-2016,0000063831,1701.28,0,ARBORICULTURE SERVICES,390000,Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CUMBRIA COUNTY COUNCIL,,07-12-2016,0000063832,3658,0,LAND CHARGE SEARCH ENQUIRIES,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,BRIAN ARMISTEAD LTD T/A SINKFALL RECYCLI,04133280,07-12-2016,0000063833,1249.68,0,Green waste tipping - 2016/17,391110,Construction Buildings Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Management,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CHRIS BOWKER LTD,01642561,12-12-2016,0000063834,30,0,Checking of electrical work in,101100,Building Electrical
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Leisure and Wellbeing,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,SHORROCK TRICHEM,04179799,07-12-2016,0000063835,170.02,0,Sterihand Bactericidal Liquid Soap SK200,131312,Cleaning & Janitorial Washroom Sanitat
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CPC,,07-12-2016,0000063836,54.49,0,Defender power and light E89820 GLS,271200,ICT Hardware
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,VODAFONE LIMITED,01471587,12-12-2016,0000063837,99.58,0,Rental for Lake Wardens Emergency,271800,ICT Telecommunications Mobile
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Policy & Partnerships,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Ulverston Community Enterprises Ltd,08904327,12-12-2016,0000063838,76.66,0,Hire of Ante Room in Coronation Hall on,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Environment and Housing,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,The Oyster Partnership,05020374,07-12-2016,0000063839,888.16,0,Agency,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,DAVID HAYTON LTD,02312632,07-12-2016,0000063840,9.76,0,Pedal rubber,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,A & W COMMERCIALS LTD,02630625,07-12-2016,0000063841,187.44,0,Fit hose to PX57 EUH,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Haztec International Ltd,04157886,07-12-2016,0000063842,435.86,0,Lamps,380000,Vehicle Management
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,HAKO MACHINES LIMITED,01414225,07-12-2016,0000063843,375,0,Training,131000,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,HAKO MACHINES LIMITED,01414225,07-12-2016,0000063843,125,0,Training,131000,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Oil Recoveries Ltd,07190350,07-12-2016,0000063844,100,0,Oil collection,380000,Vehicle Management
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,TECHNIJET LTD,02776601,07-12-2016,0000063845,2000,0,Pressure washer,139999,Cleaning & Janitorial Not Elsewhere Clas
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,BRIAN ARMISTEAD LTD T/A SINKFALL RECYCLI,04133280,07-12-2016,0000063846,721.19,0,Green waste tipping - 2016/17,391110,Construction Buildings Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Occupational Health North West Ltd,06393073,07-12-2016,0000063847,300,0,Health assessments,229999,Health & Safety  Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,07-12-2016,0000063848,11.61,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,07-12-2016,0000063849,46.44,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,04989359,07-12-2016,0000063850,178.51,0,Seals,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,04989359,07-12-2016,0000063851,66.24,0,Seals,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,HAKO MACHINES LIMITED,01414225,07-12-2016,0000063852,222.58,0,Wheel,131000,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Harry Park Tyres Ltd,08131208,19-12-2016,0000063853,30,0,Call out,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Masterstaff Limited,02777593,07-12-2016,0000063854,2927.24,0,Agency staff - December 2016,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,MYERSCOUGH COLLEGE,,19-12-2016,0000063855,900,0,Sustainable waste management ,908999,Public Bodies Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,TAMESIDE METROPOLITAN BOROUGH,,07-12-2016,0000063856,1414.57,0,2016 -2017 NAFN credit and other,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Non-Service Payments,,BUSY BEES BENEFITS LTD,06758298,07-12-2016,0000063857,423,0,child care vouchers,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,BUSY BEES BENEFITS LTD,06758298,07-12-2016,0000063858,14.8,0,child care vouchers,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Harry Park Tyres Ltd,08131208,19-12-2016,0000063862,3650.5,0,Call out,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Financial Services,Non-Service Payments,,COMPUTERSHARE VOUCHER SERVICES LTD,04968447,07-12-2016,0000063864,1000,0,child care vouchers deducted from ee per,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Harry Park Tyres Ltd,08131208,19-12-2016,0000063865,140,0,Call out,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Preston Trade Parts Specialists,,19-12-2016,0000063866,84.34,0,Switch,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Harry Park Tyres Ltd,08131208,19-12-2016,0000063868,30,0,Call out,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Harry Park Tyres Ltd,08131208,19-12-2016,0000063869,825,0,Call out,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Preston Trade Parts Specialists,,19-12-2016,0000063870,77.76,0,Switch,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,K S INTERNATIONAL LTD,02703321,19-12-2016,0000063871,280,0,Starter motor,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ADECCO UK LIMITED,00593232,21-12-2016,0000063872,403.2,0,SLDC Project Officer - ,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ADECCO UK LIMITED,00593232,21-12-2016,0000063873,312,0,Administrator - Renate Parker (24hrs,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Legal Counsel Ltd,10147194,07-12-2016,0000063874,1884,0,Employee,281200,Legal Services General Support
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,07-12-2016,0000063879,400,0,Monthly rent ,250010,Housing Letting Agents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,07-12-2016,0000063880,500,0,Monthly rent payment,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,07-12-2016,0000063881,400,0,Monthly rent ,250000,Housing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,BURNETTS,02726138,07-12-2016,0000063882,975,0,Rent arrears,280000,Legal Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Environment and Housing,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,The Excellent Ramp System Ltd,05369407,07-12-2016,0000063883,4286.9,0,"Fairfield, Flookburgh,",250000,Housing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Environment and Housing,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Kendal Building Company,0348755,07-12-2016,0000063885,13029.62,0,"Moorside, Flookburgh,",101400,Building General Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,LDA Cleaning Services Ltd,8917986,12-12-2016,0000063886,175,0,For  the continuation of cleaning,131310,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,09839482,12-12-2016,0000063887,712.5,0,Cleaning at Town View Fields Hostel,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Management,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,R G PARKINS & PARTNERS LTD,04107150,14-12-2016,0000063891,2558,0,"fees for this initial design phase, our",152200,Consultancy Technical & Feasibility
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ENVIROFIRST LTD,05999123,19-12-2016,0000063892,73.6,0,Rental & Emptying of Re-Cycling Bins at,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Financial Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,TIAA Ltd,04546319,07-12-2016,0000063893,1641.65,0,16/17 Internal Audit,201100,Financial Services Audit
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063894,990,0,Chip and Pin costs for 66 machines 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,149.2,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,285.2,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,213.9,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,213.9,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,213.9,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,356.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,142.6,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,356.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,14-12-2016,0000063895,71.3,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Leisure and Wellbeing,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,PARKLAND MACHINERY LTD,05253701,14-12-2016,0000063896,555,0,To install roundabout shaft and install,331000,Sports Playground Equipment
