 Effective Base,3754,1829,286,580,93,331,57,577,88,115,434,1548,28,190,441,24,80,281,38,212,404,4304
 Essential for your current job/ for any future job,2579,1380,154,673,71,181,42,64,13,49,331,1147,20,198,520,11,46,164,2,35,39,1970
 , 47%CFHIJ, 51%aCFHI, 38%HI, 68%aBCFG, 60%aCFHI, 39%HI, 49%HI,11%,15%, 29%STU, 49%JST, 51%aJQ,52%, 64%aJK, 69%aJK,28%, 38%STU, 42%JSTU,5%, 17%U,10%,46%
 , STU, , , HI, , , , , , , U, RSTU, , LQRSTU, LQRSTU, , , , , , , 
 Not essential but will help in your current job/ for any future job,1687,882,128,312,46,162,22,117,18,73,232,689,14,104,235,17,50,117,6,47,80,1266
 , 31%HISTU, 32%aHI, 31%H, 31%HI, 39%HI, 35%HI,26%,20%,20%, 43%aLO, 34%STU, 31%STU,36%, 34%STU, 31%TU,44%, 40%STU, 30%TU,16%,22%,20%,29%
 , , , , , , , , , , RSTU, , , , , , , , , , , , 
 Will not help in your current job/ any future job,383,172,21,8,1,46,5,115,15,25,49,119,3,4,1,6,10,33,12,40,75,330
 , 7%DELNO, 6%DE, 5%D,1%,1%, 10%aBCDE, 5%D, 20%aBCDE, 17%aBC, 15%aKLN, 7%NO, 5%NO,9%,1%, *,15%, 8%NO, 9%LNO, 32%aJK, 19%aKL, 19%aKLN,8%
 , , , , , , , , FG, DEG, O, , , , , , , , , LNOQR, NOQR, OQR, 
 Irrelevant to you because you are not working now or intending to work in the future,761,253,94,1, -,76,16,278,42,19,63,262, -, -, -,5,16,72,18,90,207,695
 , 14%BDEKLN, 9%DE, 23%aBDEF, *, -, 16%BDE, 19%BDE, 48%aBCDE, 48%aBC, 11%NO, 9%NO, 12%NO, -, -, -,12%, 13%NO, 19%aKL, 47%aJK, 42%aJK, 51%aJK,16%
 , O, , , , , , , FG, DEFG, , , , , , , , , NO, LNOQR, LNOQR, LNOQRT, 
 Don't know,50,28,13,2, -,3,1,3, -,4,7,29,1,1, -,1,2,1, -, -,3,43
 , 1%DO,1%, 3%aBDFH, *, -,1%,1%,1%, -, 3%OT, 1%O, 1%aO,3%, *, -,2%, 2%O, *, -, -, 1%O,1%

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I - a/J/K/L/M/N/O/P/Q/R/S/T/U,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 13
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,,,,,,,,,

 , , Age,,,,,,,,,,,, Funding,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), 19+ (b), 19-24 (c), 25+ (d), 19+ (e), 19-24 (f), 25+ (g), 19+ (h), 19-24 (i), 25+ (j), 19+ (k), 19-24 (l), 25+ (m), Claim support (n), Do not claim support (o), Claim support (p), Do not claim support (q), Claim support (r), Do not claim support (s), Claim support (t), Do not claim support (u), Unwtd Total 
 Unweighted Total,4304,2315,528,1787,862,664,198,462,36,426,665,10,655,382,1868,68,771,39,414,28,627,4304
 Weighted Total,5459,3126,681,2446,1115,810,305,553, 47**,506,665, 10**,655,463,2580, 85*,1000, 48*,494, 28**,627,4304
 Effective Base,3754,2115,458,1656,667,531,148,388,30,358,665,10,655,337,1721,63,587,35,346,28,627,4304
 Very good,2367,1370,282,1087,471,324,146,264,18,245,263,6,257,207,1132,39,415,30,232,18,243,1880
  , 43%kmu, 44%m,41%, 44%km, 42%f,40%,48%, 48%fkm,39%, 48%acf,40%,60%,39%,45%, 44%u,46%,42%, 61%aoqu, 47%u,64%,39%,44%
 , , , , , , , , , , km, , , , , , , , , , , , 
 Good,2305,1270,320,951,520,402,118,218,20,198,297,3,294,204,1027,38,472,13,195,8,281,1829
  , 42%bdo, 41%d, 47%abd,39%, 47%abd, 50%abd,39%,39%,42%,39%, 45%d,30%, 45%d,44%,40%,45%, 47%aors,27%,40%,29%, 45%or,42%
 , , , hj, , ghj, eghj, , , , , , , , , , , , , , , , 
 Not good but not bad,412,253,49,204,59,43,16,40,7,33,60,1,59,34,209,7,52,4,36,1,59,318
 , 8%efq, 8%ef,7%, 8%ef,5%,5%,5%,7%,14%,7%, 9%ef,10%, 9%ef,7%, 8%q,8%,5%,7%,7%,4%, 9%q,7%
 Bad,117,76,14,62,15,7,8,16, -,16,11, -,11,5,68,1,14, -,16,1,10,87
 , 2%f, 2%f,2%, 3%f, 1%f,1%,3%, 3%f, -, 3%ef,2%, -,2%,1%,3%,1%,1%, -,3%,4%,2%,2%
 Very bad,51,36,5,31,11,6,5, -, -, -,4, -,4,6,30, -,11, -, -, -,4,40
 ,1%, 1%hj,1%, 1%hj,1%,1%, 2%hj, -, -, -,1%, -,1%, 1%s, 1%s, -,1%, -, -, -,1%,1%
 This does not apply,170,102,9,92,32,22,10,13,2,11,23, -,23,4,98, -,30,2,11, -,23,120
 , 3%cn, 3%c,1%, 4%abc,3%,3%,3%,2%,5%,2%, 3%c, -, 4%c,1%, 4%an, -, 3%n,4%,2%, -, 4%n,3%
 Don't know,38,20,2,18,7,5,2,4, -,4,7, -,7,3,16, -,7, -,4, -,7,30
 ,1%,1%, *,1%,1%,1%,1%,1%, -,1%,1%, -,1%,1%,1%, -,1%, -,1%, -,1%,1%
 GOOD,4672,2640,602,2038,990,726,264,481,38,443,560,9,551,411,2159,78,886,43,427,26,524,3709
  , 86%bdo, 84%d, 88%bdk,83%, 89%abd, 90%abd,87%,87%,81%,88%,84%,90%,84%, 89%ou,84%,91%, 89%aou,89%,87%,93%,84%,86%
 , , , m, , km, km, , , , , , , , , , , , , , , , 
 BAD,169,112,19,93,26,13,13,16, -,16,15, -,15,11,99,1,25, -,16,1,14,127
 , 3%f, 4%f,3%, 4%af, 2%f,2%,4%,3%, -,3%,2%, -,2%,2%, 4%a,1%,2%, -,3%,4%,2%,3%
 NET GOOD,4503,2528,583,1945,965,713,252,465,38,427,545,9,536,401,2060,76,862,43,412,25,510,3582
  , 82%bdo, 81%d, 86%bd,80%, 87%abd, 88%abd,83%, 84%d,81%, 84%d,82%,90%,82%, 86%aou,80%,90%, 86%aou,89%,83%,89%,81%,83%
 , , , , , km, ekm, , , , , , , , , , , , , , , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m - a/n/o/p/q/r/s/t/u,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,,
,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, Table 14,,
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,,,,,,,,,

 , , Fees,,,,,, Hold account,,,,,,,,,,,,,,
 ,  , FE,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Paid some/ all (B), Paid no fees (C), Paid some/ all (D), Paid no fees (E), Paid some/ all (F), Paid no fees (G), Skills Account (H), Adult learner account (I), Neither of these (J), Skills Account (K), Adult learner account (L), Neither of these (M), Skills Account (N), Adult learner account (O), Neither of these (P), Skills Account (Q), Adult learner account (R), Neither of these (S), Unwtd Total 
 Unweighted Total,4304,1199,1097,268,188,483,132,55,183,1933,34,32,730,13,35,387,7,15,607,4304
 Weighted Total,5459,1586,1516,321,226,483,132, 75*,240,2620, 42*, 54**,929, 16**, 43**,463, 7**, 15**,607,4304
 Effective Base,3754,1095,1004,222,160,483,132,51,166,1767,31,17,594,10,30,326,7,15,607,4304
 Very good,2367,689,671,146,114,179,66,44,126,1126,18,31,376,9,21,217,4,8,235,1880
 , 43%FS, 43%F, 44%F, 46%F, 51%F,37%, 50%F, 59%aJMS, 52%aJMS,43%,42%,56%,40%,58%,50%, 47%S,57%,53%,39%,44%
 Good,2305,640,620,130,84,224,49,24,92,1064,20,22,448,7,17,182,2,5,275,1829
 ,42%,40%,41%,41%,37%, 46%aBCE,37%,32%,38%,41%,47%,41%, 48%aHIJP,42%,40%,39%,29%,33%, 45%J,42%
 Not good but not bad,412,145,105,29,10,49,7,2,11,225,3, -,47, -,4,32, -,2,55,318
 , 8%M, 9%a,7%,9%,5%, 10%aCE,5%,2%,5%, 9%aM,7%, -,5%, -,10%,7%, -,13%, 9%M,7%
 Bad,117,48,27,9,7,9,1,4,3,64,2, -,13, -, -,15, -, -,11,87
 ,2%, 3%a,2%,3%,3%,2%,1%,5%,1%,2%,4%, -,1%, -, -,3%, -, -,2%,2%
 Very bad,51,22,13, -, -,4, -, -,8,26, -,1,10, -, -, -,1, -,3,40
 ,1%,1%,1%, -, -,1%, -, -, 3%aJMPS,1%, -,2%,1%, -, -, -,14%, -, *,1%
 This does not apply,170,31,71,3,10,14,8,1, -,97, -, -,29, -, -,13, -, -,21,120
 , 3%BI,2%, 5%aBD,1%, 4%D,3%, 6%aBD,1%, -, 4%I, -, -, 3%I, -, -, 3%I, -, -, 3%I,3%
 Don't know,38,10,10,4, -,4,1, -, -,19, -, -,6, -, -,4, -, -,7,30
 ,1%,1%,1%,1%, -,1%,1%, -, -,1%, -, -,1%, -, -,1%, -, -,1%,1%
 GOOD,4672,1329,1291,276,199,403,115,69,218,2190,38,53,824,16,39,399,6,13,510,3709
 , 86%BJ,84%,85%,86%,88%,83%,87%,91%, 91%aJS,84%,89%,98%, 89%aJS,100%,90%,86%,86%,87%,84%,86%
 BAD,169,70,39,9,7,13,1,4,11,90,2,1,23, -, -,15,1, -,14,127
 ,3%, 4%aCG,3%,3%,3%,3%,1%,5%,4%,3%,4%,2%,2%, -, -,3%,14%, -,2%,3%
 NET GOOD,4503,1259,1252,268,192,390,114,65,207,2100,36,52,801,16,39,384,5,13,496,3582
 , 82%BJ,79%,83%,83%,85%,81%,86%,87%,86%,80%,86%,95%, 86%aJS,100%,90%,83%,71%,87%,82%,83%

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G - a/H/I/J/K/L/M/N/O/P/Q/R/S,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 15
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,,,,,

 , , Gender,,,,,,,, Ethnicity Summary,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), Male (b), Female (c), Male (d), Female (e), Male (f), Female (g), Male (h), Female (i), White (j), BME (k), White (l), BME (m), White (n), BME (o), White (p), BME (q), Unwtd Total 
 Unweighted Total,4304,807,1508,455,407,116,346,162,503,1871,418,813,47,371,86,614,38,4304
 Weighted Total,5459,1228,1898,562,553, 136*,417,162,503,2578,511,1036, 72*,444, 104*,614, 38*,4304
 Effective Base,3754,739,1397,365,306,99,289,162,503,1715,379,645,31,311,72,614,38,4304
 Very good,2367,532,838,195,276,70,193,60,203,1146,213,437,32,213,46,237,21,1880
  , 43%dp, 43%d, 44%d,35%, 50%adh, 52%dhi, 46%d,37%,40%, 44%p,42%,42%,45%, 48%p,44%,39%, 55%p,44%
 , , , , , i, , , , , , , , , , , , , 
 Good,2305,520,750,308,212,53,165,84,213,1014,236,486,28,163,55,281,12,1829
 , 42%cjn,42%,40%, 55%abcefgi,38%,39%,40%, 52%abcefgi,42%,39%, 46%jn, 47%ajn,39%,37%, 52%jnq, 46%jn,32%,42%
 Not good but not bad,412,86,166,31,29,12,27,13,47,212,37,56,3,36,4,57,2,318
 , 8%l,7%, 9%ade,5%,5%,9%,7%,8%, 9%de, 8%l,7%,5%,4%,8%,3%, 9%l,5%,7%
 Bad,117,26,50,5,10, -,16,1,10,69,6,13,2,15, -,9,1,87
 ,2%,2%, 3%d,1%,2%, -, 4%d,1%,2%, 3%al,1%,1%,3%, 3%l, -,1%,3%,2%
 Very bad,51,15,22,4,7, -, -, -,4,28,8,11, -, -, -,3,1,40
 ,1%,1%,1%,1%,1%, -, -, -,1%,1%, 2%n,1%, -, -, -, *, 3%n,1%
 This does not apply,170,43,58,16,16,1,12,2,21,92,8,26,6,13, -,20,1,120
 ,3%,4%,3%,3%,3%, *,3%,1%,4%,4%,2%,3%, 8%ko,3%, -,3%,3%,3%
 Don't know,38,6,15,4,3, -,4,2,5,17,3,7, -,4, -,7, -,30
 ,1%, *,1%,1%,1%, -,1%,1%,1%,1%,1%,1%, -,1%, -,1%, -,1%
 GOOD,4672,1052,1588,503,488,123,358,144,416,2160,449,923,61,376,101,518,33,3709
  , 86%cj,86%,84%, 90%aci, 88%ci, 91%i,86%,89%,83%,84%,88%, 89%ajp,84%,85%, 97%ajklmnp,84%,87%,86%
 , , , , , , , , , , , , , , , q, , , 
 BAD,169,40,71,9,17, -,16,1,14,98,14,23,2,15, -,12,2,127
 ,3%,3%, 4%dfh,2%,3%, -,4%,1%,3%, 4%ap,3%,2%,3%,3%, -,2%, 5%o,3%
 NET GOOD,4503,1012,1516,494,471,123,342,143,402,2063,434,900,58,361,101,506,31,3582
  , 82%cj,82%,80%, 88%abcgi, 85%c, 91%abcgi,82%, 88%aci,80%,80%, 85%j, 87%ajnp,81%,81%, 97%ajklmnp,82%,82%,83%
 , , , , , , , , , , , , , , , q, , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i - a/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,
 * small base,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,, Table 16,,,,
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,

 , , Current aimed level,,,,,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Below level 2 (B), Level 2 (C), Level 3 or higher (D), Below level 2 (E), Level 2 (F), Level 3 or higher (G), Below level 2 (H), Level 2 (I), Level 3 or higher (J), Below level 2 (K), Level 2 (L), Level 3 or higher (M), Unwtd Total 
 Unweighted Total,4304,624,684,906,3,379,480,242,147,57,230,72,70,4304
 Weighted Total,5459,841,945,1210, 4**,484,627,279,186, 71*,230, 72*, 70*,4304
 Effective Base,3754,577,631,815,3,289,375,206,120,49,230,72,70,4304
 Very good,2367,387,400,522,1,201,268,127,93,39,87,35,23,1880
 ,43%, 46%KM,42%,43%,37%,42%,43%,46%, 50%KM, 55%KM,38%,49%,33%,44%
 Good,2305,343,387,495,1,237,283,122,67,20,107,25,36,1829
 , 42%J,41%,41%,41%,22%, 49%aBCDIJL, 45%J,44%,36%,28%, 47%J,35%, 51%IJL,42%
 Not good but not bad,412,52,96,93,2,30,28,15,13,10,26,6,7,318
 , 8%G,6%, 10%aBFGH, 8%G,41%,6%,4%,6%,7%, 14%BFGH, 11%aBFGH,8%,10%,7%
 Bad,117,18,17,35, -,5,10,6,9, -,3,1, -,87
 ,2%,2%,2%,3%, -,1%,2%,2%, 5%aCFGK, -,1%,1%, -,2%
 Very bad,51,7,11,17, -,2,9, -, -, -,1,1,1,40
 ,1%,1%,1%,1%, -, *,1%, -, -, -, *,1%,1%,1%
 This does not apply,170,20,30,46, -,7,25,7,4,2,5,3,3,120
 ,3%,2%,3%,4%, -,2%,4%,2%,2%,3%,2%,4%,4%,3%
 Don't know,38,12,4,3, -,2,5,2, -, -,1,1, -,30
 ,1%, 1%aD, *, *, -, *,1%,1%, -, -, *,1%, -,1%
 GOOD,4672,730,786,1016,2,438,550,249,160,59,194,60,59,3709
 ,86%,87%,83%,84%,59%, 90%aCDK, 88%C, 89%C,86%,83%,84%,83%,84%,86%
 BAD,169,26,28,52, -,7,18,6,9, -,4,2,1,127
 ,3%,3%,3%, 4%aF, -,2%,3%,2%, 5%F, -,2%,3%,1%,3%
 NET GOOD,4503,704,759,964,2,430,532,243,150,59,190,58,58,3582
 , 82%D,84%,80%,80%,59%, 89%aBCDIK, 85%D, 87%CD,81%,83%,83%,81%,83%,83%

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I/J/K/L/M,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 17
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,,,,,

 , , Highest Prior Level,,,,,,,,,,,,,,,,
 ,  , FE,,,, Apprentice,,,, Other LR,,,, PCDL,,,, 
  , Wtd Total (a), No qualification (b), Below level 2 (c), Level 2 (d), Level 3 or higher (e), No qualification (f), Below level 2 (g), Level 2 (h), Level 3 or higher (i), No qualification (j), Below level 2 (k), Level 2 (l), Level 3 or higher (m), No qualification (n), Below level 2 (o), Level 2 (p), Level 3 or higher (q), Unwtd Total 
 Unweighted Total,4304,359,413,485,921,42,304,423,87,110,92,74,159,103,65,60,356,4304
 Weighted Total,5459,479,552,644,1264, 63**,386,538, 120*, 129*, 117*, 90*,187,103, 65*, 60*,356,4304
 Effective Base,3754,328,373,441,849,29,248,331,60,98,74,64,130,103,65,60,356,4304
 Very good,2367,222,229,293,534,30,142,234,62,68,49,36,98,50,27,26,135,1880
 , 43%gq, 46%gq,41%, 46%gq,42%,48%,37%,44%, 52%gq, 53%cegq,42%,40%, 53%acegq, 49%g,42%,43%,38%,44%
 Good,2305,194,256,259,491,26,210,239,41,52,45,39,68,39,26,28,159,1829
  , 42%e,41%, 46%em,40%,39%,41%, 54%abcdehi,44%,34%,40%,39%,43%,36%,38%,40%,47%,45%,42%
 , , , , , , , jkmnoq, , , , , , , , , , , 
 Not good but not bad,412,26,39,43,134,3,24,25,7,5,15,4,13,9,8,4,35,318
 , 8%h,5%,7%,7%, 11%abdghj,5%,6%,5%,6%,4%, 13%bhj,5%,7%,9%, 12%bhj,7%, 10%bh,7%
 Bad,117,13,5,14,41, -,1,11,1,2,2,7,5, -,2, -,7,87
 , 2%g, 3%g,1%, 2%g, 3%acg, -, *,2%,1%,1%,2%, 7%acdghnq, 3%g, -, 3%g, -,2%,2%
 Very bad,51,9,2,9,14,2,2,7, -, -, -, -, -, -, -, -,2,40
 ,1%, 2%c, *,1%,1%,3%, *,1%, -, -, -, -, -, -, -, -,1%,1%
 This does not apply,170,13,14,22,46, -,5,20,7,1,6,4,2,3,1,1,15,120
 ,3%,3%,3%,3%, 4%g, -,1%,4%, 6%g,1%,5%,4%,1%,3%,2%,2%, 4%g,3%
 Don't know,38,2,8,4,3,1,2,2,1,1, -, -,1,2,1,1,3,30
 ,1%, *, 1%e,1%, *,2%,1%, *,1%,1%, -, -,1%, 2%e,2%,2%,1%,1%
 GOOD,4672,416,485,552,1025,56,352,473,103,119,94,76,166,89,53,54,294,3709
 , 86%e, 87%e, 88%eq, 86%e,81%,89%, 91%adekoq, 88%eq,86%, 93%aekoq,80%,84%, 89%e,86%,82%,90%,83%,86%
 BAD,169,22,7,23,55,2,3,18,1,2,2,7,5, -,2, -,9,127
 , 3%cg, 5%cgn,1%, 4%cg, 4%acgn,3%,1%, 3%g,1%,1%,2%, 7%cgn,3%, -,3%, -,3%,3%
 NET GOOD,4503,394,479,529,971,54,349,456,102,117,93,69,161,89,51,54,285,3582
  , 82%e, 82%e, 87%aelq, 82%e,77%,86%, 90%abdehkl, 85%e,85%, 91%abdeklo,79%,76%, 86%e, 86%e,78%, 90%el,80%,83%
 , , , , , , , oq, , , q, , , , , , , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 18
 Q.23. How good was the information you were given when you were choosing your course/ learning programme/ training programme?,,,,,,,,,,,,,,,,,,,,,,
 Base : All wave 1 except learners on ESP or Skills for Jobs courses,,,,,,,,,,,,,,,,,,,,,,

 , , Disabilities/ Learning difficulties,,,,,,,, Stage of Course,,,,,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), None (B), Disability and/or learning difficulty (C), None (D), Disability and/or learning difficulty (E), None (F), Disability and/or learning difficulty (G), None (H), Disability and/or learning difficulty (I), Early leaver (J), Complete (K), Still studying (L), Early leaver (M), Complete (N), Still studying (O), Early leaver (P), Complete (Q), Still studying (R), Early leaver (S), Complete (T), Still studying (U), Unwtd Total 
 Unweighted Total,4304,1996,319,762,100,395,67,577,88,123,463,1707,30,242,580,30,96,331,38,212,404,4304
 Weighted Total,5459,2716,410,997, 118*,467, 86*,577, 88*,171,681,2245, 38**,307,756, 38**, 123*,387, 38*,212,404,4304
 Effective Base,3754,1829,286,580,93,331,57,577,88,115,434,1548,28,190,441,24,80,281,38,212,404,4304
 Very good,2367,1189,181,420,50,219,45,223,40,47,325,989,11,142,315,11,62,188,12,90,157,1880
 , 43%HJ, 44%H,44%,42%,43%, 47%H,52%,39%,45%,27%, 48%aJU, 44%J,29%, 46%J, 42%J,29%, 50%J, 49%JU,32%, 42%J, 39%J,44%
 Good,2305,1111,159,469,51,183,35,263,34,78,252,926,18,137,358,13,42,162,16,98,178,1829
  , 42%K,41%,39%, 47%aBCF,43%,39%,40%, 46%B,39%,46%,37%,41%,47%,45%, 47%aKL,35%,34%,42%,42%, 46%K, 44%K,42%
 , , , , , , , , , , , , , , , Q, , , , , , , 
 Not good but not bad,412,217,36,48,11,37,3,51,9,21,46,182,4,14,40,9,6,23,8,10,41,318
  , 8%D, 8%D, 9%D,5%,9%,8%,3%, 9%D, 10%D, 12%NORT,7%, 8%O,10%,5%,5%,25%,5%,6%, 21%aKLN,5%, 10%aNOT,7%
 , , , , , , , , , , , , , , , , , , , OQRTU, , , 
 Bad,117,66,10,11,4,16, -,10,1,10,9,53,3,2,10,4,9,3, -,3,8,87
  , 2%D, 2%D,2%,1%,3%, 3%D, -,2%,1%, 6%aKLN,1%,2%,7%,1%,1%,9%, 7%aKLN,1%, -,1%,2%,2%
 , , , , , , , , , , ORTU, , , , , , , ORTU, , , , , 
 Very bad,51,27,9,9,2, -, -,4, -,8,5,24,1,4,6, -, -, -, -,1,3,40
  ,1%,1%, 2%aF,1%, 2%F, -, -,1%, -, 5%aKLO,1%,1%,2%,1%,1%, -, -, -, -, *,1%,1%
 , , , , , , , , , , RTU, , , , , , , , , , , , 
 This does not apply,170,88,14,32, -,9,4,19,4,4,36,59,2,4,25,1,2,10,1,8,14,120
 ,3%,3%,3%,3%, -,2%,4%,3%, 5%E,3%, 5%aLN,3%,5%,1%,3%,2%,2%,3%,3%,4%,3%,3%
 Don't know,38,18,2,7, -,4, -,7, -,3,6,11, -,5,2, -,2, -,1,2,3,30
 ,1%,1%, *,1%, -,1%, -,1%, -, 2%R,1%,1%, -, 2%R, *, -, 2%R, -, 3%OR,1%,1%,1%
 GOOD,4672,2300,340,889,101,402,79,486,74,125,578,1916,28,279,673,24,104,350,28,188,335,3709
  , 86%JS,85%,83%, 89%aBCH,85%,86%,92%,84%,84%,73%, 85%J, 85%JS,75%, 91%aJL, 89%aJS,64%,84%, 90%aJK,74%, 89%JS, 83%J,86%
 , , , , , , , , , , , , , , SU, U, , , LSU, , , , 
 BAD,169,93,19,19,6,16, -,14,1,18,14,77,4,6,17,4,9,3, -,4,11,127
  , 3%R,3%, 5%D,2%, 5%D,3%, -,2%,1%, 10%aKLN,2%, 3%R,9%,2%,2%,9%, 7%aKNO,1%, -,2%,3%,3%
 , , , , , , , , , , ORTU, , , , , , , RT, , , , , 
 NET GOOD,4503,2207,321,870,95,386,79,472,73,108,563,1839,25,273,656,21,95,347,28,184,324,3582
  , 82%J,81%,78%, 87%aBCH,80%,83%, 92%BCEH,82%,83%,63%, 83%J, 82%J,66%, 89%aJL, 87%aJL,55%, 77%J, 90%aJK,74%, 87%JQS, 80%J,83%
 , , , , , , , , , , , , , , QSU, QSU, , , LQSU, , U, , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
