Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Department of Health,NHS Blood and Transplant,20/01/2012,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1570915,227389.8,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,20/01/2012,TEST KITS HTLV,Patient Services,ROCHE DIAGNOSTICS LIMITED,1570940,28460.04,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,20/01/2012,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1570940,447229.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,20/01/2012,TEST KITS HTLV,Patient Services,ROCHE DIAGNOSTICS LIMITED,1570941,30240.42,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,20/01/2012,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1570941,475206.6,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,27/01/2012,NBA RECHARGES,Clinical,UNIVERSITY OF BRISTOL,1571268,33806,Charges from third parties for Research & Development projects
Department of Health,NHS Blood and Transplant,27/01/2012,NBA RECHARGES,Clinical,UNIVERSITY OF BRISTOL,1571269,34587.22,Charges from third parties for Research & Development projects
Department of Health,NHS Blood and Transplant,27/01/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1571295,43218.88,External courier and transport company costs
Department of Health,NHS Blood and Transplant,27/01/2012,AVERAGE COST VARIANCE,General and Other,CSA WAVERLEY LIMITED,1571336,0.53,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,27/01/2012,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,CSA WAVERLEY LIMITED,1571336,930190.04,Purchase of Fixed Assets
Department of Health,NHS Blood and Transplant,27/01/2012,PREMISES MAINTENANCE - PLANNED,Estates & Logistics,MITIE TECHNICAL FACILITIES MANAGEMENT,1571537,62489.53,Planned / scheduled premises maintenace costs
Department of Health,NHS Blood and Transplant,27/01/2012,IT SOFTWARE,Business Transformation Services,SAVANT LIMITED,1571553,113417.68,Purchase of IT software
Department of Health,NHS Blood and Transplant,27/01/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO,1571788,43948.8,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,27/01/2012,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1572169,110.96,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,27/01/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1572169,40660.62,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,27/01/2012,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1572172,61.24,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,27/01/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1572172,30614.22,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,27/01/2012,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,LEASEPLAN UK LTD,1572410,89703.8,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,27/01/2012,OTHER PROFESSIONAL FEES,Estates & Logistics,LEASEPLAN UK LTD,1572410,5650.05,Other professional fees - monthly management charge relating to leased fleet vehicle maintenance contract
Department of Health,NHS Blood and Transplant,27/01/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1573547,39113.54,External courier and transport company costs
Department of Health,NHS Blood and Transplant,27/01/2012,EXTERNAL MARKETING SERVICES,Communication & Public Affairs,STRALFORS,1573671,36113.62,"External costs of marketing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,27/01/2012,POSTAGE,Communication & Public Affairs,STRALFORS,1573672,141126.31,Postage costs
Department of Health,NHS Blood and Transplant,27/01/2012,TRAVEL,Estates & Logistics,TNT EXPRESS UK LTD,1573827,23451.8,Travel costs
Department of Health,NHS Blood and Transplant,16/01/2012,INSURANCE,Finance,NHS Litigation Authority,Direct Debit,51069,Insurance costs
