objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
1639,UKE1302029,Ridge,142207341.53,71415.4271247329
1640,UKE1302030,Town,4756109.085,13535.7752961507
1641,UKE2100030,Acomb,2300412.12,6443.3697693629
1642,UKE2100031,Bishopthorpe,11736415.08,19619.2230192009
1643,UKE2100032,Clifton,2500983.83,8103.2456424522
1644,UKE2100033,Derwent,31390365.645,25728.8635143561
1645,UKE2100034,Dringhouses and Woodthorpe,4419633.3,10136.2122049628
1646,UKE2100035,Fishergate,2481515.325,6455.39943922703
1647,UKE2100011,Fulford,6174578.455,12387.1023957156
1648,UKE2100036,Guildhall,2192044.415,7093.95540419005
1649,UKE2100037,Haxby and Wigginton,16527423.86,17796.2972748978
1650,UKE2100014,Heslington,12629176.265,17247.2642063073
1651,UKE2100038,Heworth,2696079.415,8861.60249635843
1652,UKE2100039,Heworth Without,3949015.58,9454.82779304448
1653,UKE2100040,Holgate,3073290.19,7397.93566501302
1654,UKE2100041,Hull Road,1601441.94,6079.93371405733
1655,UKE2100018,Huntington and New Earswick,10834378.38,14954.4890127533
1656,UKE2100042,Micklegate,4147768.99,10177.610988042
1657,UKE2100043,Osbaldwick,5794364.38,9494.17381017298
1658,UKE2100044,Rural West York,48275617.7475,38490.9601564782
1659,UKE2100045,"Skelton, Rawcliffe and Clifton Without",16415200.155,20295.5024450357
1660,UKE2100046,Strensall,33123023.725,30822.2946248235
1661,UKE2100047,Westfield,2745498.965,7575.47230694745
1662,UKE2100028,Wheldrake,47370241.99,41666.7447681166
1663,UKF1100021,Abbey,2691572.445,7021.38241180822
1664,UKF1100022,Allestree,6365313.86,13098.1978782677
1665,UKF1100023,Alvaston,6973922.665,13338.0599225348
1666,UKF1100024,Arboretum,3295937.65,8185.16104423216
1667,UKF1100025,Blagreaves,3401500.635,8837.10250334556
1668,UKF1100026,Boulton,3320442.045,7631.49492460508
1669,UKF1100027,Chaddesden,4058605.7,8140.82359946502
1670,UKF1100028,Chellaston,5326527.255,10322.6591046297
1671,UKF1100029,Darley,5261469.05,10511.2959039611
1672,UKF1100030,Derwent,4893338.275,9457.65648980354
1673,UKF1100031,Littleover,5372363.96,12177.7873879447
1674,UKF1100032,Mackworth,2748055.58,7936.18408015701
1675,UKF1100033,Mickleover,4540692.245,9001.23443619595
1676,UKF1100034,Normanton,2183991.79,6884.81138069964
1677,UKF1100035,Oakwood,3168417.845,7929.4076022926
1678,UKF1100036,Sinfin,7082592.65,11981.4152179361
1679,UKF1100037,Spondon,8031967.235,12550.7153121473
1680,UKF2100029,Abbey,5194801.87,11788.5319448791
1681,UKF2100030,Aylestone,3756279.445,9384.38137599076
1682,UKF2100031,Beaumont Leys,8817869.345,14517.9764561613
1683,UKF2100032,Belgrave,1310664.27,5821.23971618668
1684,UKF2100033,Braunstone Park and Rowley Fields,4400215.77,10456.6999789022
1685,UKF2100034,Castle,3812792.925,8905.70582321307
1686,UKF2100035,Charnwood,1617121.54,6608.07094975482
1687,UKF2100036,Coleman,1901092.805,6020.04832066462
1688,UKF2100037,Evington,4341645.51,9595.70326600956
1689,UKF2100038,Eyres Monsell,2286822.405,7074.67723685439
1690,UKF2100039,Fosse,1827637.545,7919.41795777272
1691,UKF2100040,Freemen,2818373.89,9181.14211098538
1692,UKF2100041,Humberstone and Hamilton,5191160.295,10057.1875360008
1693,UKF2100042,Knighton,4339910.87,9559.51335351899
1694,UKF2100043,Latimer,1433608.365,5228.20671227234
1695,UKF2100044,New Parks,4649114.73,13505.124885408
1696,UKF2100045,Rushey Mead,5578802.585,10986.8741682291
1697,UKF2100046,Spinney Hills,2154388.435,7684.42024425179
1698,UKF2100047,Stoneygate,1944800.42,6224.71818517076
1699,UKF2100023,Thurncourt,1824819.565,6242.56133372399
1700,UKF2100048,Westcotes,1461649.12,6001.45451213645
1701,UKF2100049,Western Park,2396521.295,7506.44158107823
1702,UKF2208017,Braunston and Belton,46583149.06,33462.1611025881
1703,UKF2208018,Cottesmore,26997783.255,28134.4865852356
1704,UKF2208019,Exton,57227936.3,45010.8308953469
1705,UKF2208020,Greetham,43022513.74,34893.0762988237
1706,UKF2208021,Ketton,32042631.765,39707.9361176787
1707,UKF2208022,Langham,12080481.555,16260.4308265311
1708,UKF2208023,Lyddington,35582614.925,30294.7604199833
1709,UKF2208024,Martinsthorpe,24005868.755,29465.1423433543
1710,UKF2208025,Normanton,43895448.255,40625.4720654601
1711,UKF2208026,Oakham North East,1111590.7,5178.72303787133
1712,UKF2208027,Oakham North West,7607510.36,14396.1614737774
1713,UKF2208028,Oakham South East,1733693.895,6320.69137167331
1714,UKF2208029,Oakham South West,2369453.42,7242.31135286573
1715,UKF2208030,Ryhall and Casterton,36222490.635,30631.238853819
1716,UKF2208015,Uppingham,7529836.065,13899.4418300018
1717,UKF2208031,Whissendine,16463364.04,17309.9433547058
1718,UKF1400028,Arboretum,1703505.575,6194.39033448156
1719,UKF1400029,Aspley,2724577.07,6872.72629993335
1720,UKF1400030,Basford,3943849.2,9185.9183940744
1721,UKF1400031,Berridge,2473273.115,6328.8978463202
1722,UKF1400032,Bestwood,2652084.58,7521.02507101513
1723,UKF1400033,Bilborough,5101153.98,12593.2368683664
1724,UKF1400034,Bridge,4754505.395,10478.3026126193
1725,UKF1400035,Bulwell,5505771.395,11557.2073094443
1726,UKF1400036,Bulwell Forest,3480042.53,7975.91545841983
1727,UKF1400037,Clifton North,4916232.08,11186.7290189807
1728,UKF1400038,Clifton South,4308748.32,9633.59921018644
1729,UKF1400039,Dales,5015024.79,9987.32619926602
1730,UKF1400040,Dunkirk and Lenton,5141626.725,11431.1376968544
1731,UKF1400041,Leen Valley,3078743.75,8843.62705731905
1732,UKF1400042,Mapperley,3595782.52,9733.81985271726
1733,UKF1400043,Radford and Park,2161944.905,7292.11740787053
1734,UKF1400044,St Ann's,2708008.435,6855.61877480661
1735,UKF1400045,Sherwood,3061060.5,9120.84253807235
1736,UKF1400046,Wollaton East and Lenton Abbey,2900538.545,8551.16865930688
1737,UKF1400047,Wollaton West,5378934.7,9515.60072963652
1738,UKG1100048,Aylestone,2592569.945,7464.11633578167
1739,UKG1100049,Backbury,51293792.845,54138.6486169809
1740,UKG1100050,Belmont,2884923.76,8280.36672014774
1741,UKG1100004,Bircher,60089231.505,54800.8305086224
1742,UKG1100051,Bringsty,90239096.69,67725.8481905322
1743,UKG1100052,Bromyard,74728666.89,62045.6471074179
1744,UKG1100053,"Burghill, Holmer and Lyde",27743740.045,26179.1094774869
1745,UKG1100054,Castle,111294593.6,66000.3720125608
1746,UKG1100055,Central,1109961.7225,5244.16974415251
1747,UKG1100011,Credenhill,19934700.48,23704.471258336
1748,UKG1100056,Frome,103692972.005,72199.0277023901
1749,UKG1100057,Golden Cross with Weobley,69047734.04,52516.800068592
1750,UKG1100058,Golden Valley North,107577471.57,56903.5875317115
1751,UKG1100059,Golden Valley South,168897264.4,63800.4403963092
1752,UKG1100017,Hagley,27436846.165,35101.3633501805
1753,UKG1100060,Hampton Court,86088924.805,69883.5261046954
1754,UKG1100061,Hollington,52984957.985,52355.2394344362
1755,UKG1100022,Hope End,78723206.76,43700.6910234659
1756,UKG1100062,Kerne Bridge,43945114.195,41015.1422095364
1757,UKG1100063,Kington Town,36273008.35,32041.4426950302
1758,UKG1100064,Ledbury,45533062.365,32030.6866836201
1759,UKG1100065,Leominster North,6918849.465,15605.0816880016
1760,UKG1100066,Leominster South,28418917.02,35095.5686096871
1761,UKG1100067,Llangarron,68305447.265,53620.4595670221
1762,UKG1100068,Mortimer,159456214.92,70770.9307355895
1763,UKG1100069,Old Gore,96636894.195,58661.0227229572
1764,UKG1100070,Pembridge and Lyonshall with Titley,96103662.125,57828.570846008
1765,UKG1100071,Penyard,43762726.06,32975.4736742117
1766,UKG1100072,Pontrilas,94396497.875,54460.2074826073
1767,UKG1100073,Ross-on-Wye East,6532623.315,13801.3614909785
1768,UKG1100074,Ross-on-Wye West,2651340.545,9068.52760929139
1769,UKG1100075,St Martins and Hinton,3674123.37,9363.93008935777
1770,UKG1100076,St Nicholas,2629279.665,7358.54162643179
1771,UKG1100077,Stoney Street,35414455.73,35413.424727707
1772,UKG1100078,Sutton Walls,25634828.585,28127.0130571366
1773,UKG1100079,Three Elms,5895512.765,11882.0196282451
1774,UKG1100080,Tupsley,3338137.8825,9461.96186525646
1775,UKG1100042,Upton,80696296.575,58919.9387473279
1776,UKG1100081,Valletts,77480273.965,57668.8080668948
1777,UKG1100082,Wormsley Ridge,79818851.68,51491.8426230896
1778,UKG2100035,Apley Castle,2467005.41,6716.60226787749
1779,UKG2100036,Arleston,1091269.7,4593.43429926851
1780,UKG2100037,Brookside,1356461.84,5191.36062671747
1781,UKG2100038,Church Aston and Lilleshall,37305994.9175,38072.1371807656
1782,UKG2100039,College,1294082.39,5443.02244283894
1783,UKG2100040,Cuckoo Oak,5064211.63,11838.3372281109
1784,UKG2100041,Dawley Magna,3648241.805,9001.46061051276
1785,UKG2100042,Donnington,3243100.4875,8651.47730443436
1786,UKG2100043,Dothill,1009189.26,4423.82064594814
1787,UKG2100010,Edgmond,46327629.575,38960.0785001787
1788,UKG2100044,Ercall,1284438.87,4853.92086790015
1789,UKG2100012,Ercall Magna,68051625.99,58473.0186597144
1790,UKG2100045,Hadley and Leegomery,7011549.645,15050.5843244401
1791,UKG2100046,Haygate,1012040.575,5015.97137672067
1792,UKG2100047,Horsehay and Lightmoor,4486501.835,10763.8120663796
1793,UKG2100048,Ironbridge Gorge,5698418.7,16428.2522646379
1794,UKG2100049,Ketley and Oakengates,5256559.69,12976.2444269977
1795,UKG2100050,Lawley and Overdale,3614506.19,9231.06384680201
1796,UKG2100051,Madeley,2548352.775,8114.24797841535
1797,UKG2100052,Malinslee,2561201.765,6658.09974870905
1798,UKG2100053,Muxton,8844619.89,12732.344965593
1799,UKG2100023,Newport East,745893.995,4003.93620421088
1800,UKG2100054,Newport North,1350158.345,6126.91964705461
1801,UKG2100055,Newport South,1169901.58,4770.22454319847
1802,UKG2100056,Newport West,856778.19,4055.07169018779
1803,UKG2100057,Park,444680.19,3602.63299298471
1804,UKG2100058,Priorslee,4136465.475,10652.0680753288
1805,UKG2100059,St Georges,1835812.56,5589.80362751521
1806,UKG2100060,Shawbirch,939622.95,4672.63392719948
1807,UKG2100061,The Nedge,6084708.455,12128.3435408167
1808,UKG2100032,Woodside,1424393.61,4828.51534000611
1809,UKG2100062,Wrockwardine,54646980.05,48333.4915503763
1810,UKG2100063,Wrockwardine Wood and Trench,2807448.47,7413.26639538438
1811,UKK1201037,Abbey,972744.925,4060.80818204961
1812,UKK1201038,Bathavon North,47221997.836,46020.3652547513
1813,UKK1201039,Bathavon South,34982217.335,37295.644654595
1814,UKK1201040,Bathavon West,35333097.375,35618.041768951
1815,UKK1201041,Bathwick,3350780.285,10214.0838093931
1816,UKK1201042,Chew Valley North,28867245.01,34364.6371707835
1817,UKK1201043,Chew Valley South,28498088.355,43105.2971111563
1818,UKK1201044,Clutton,18040148.755,24963.1227277418
1819,UKK1201045,Combe Down,2695560.63,9656.80248034568
1820,UKK1201046,Farmborough,36355142.43,35167.8665388983
1821,UKK1201047,High Littleton,8594847.805,16794.3284687499
1822,UKK1201012,Keynsham East,4987542.845,10685.0162468926
1823,UKK1201048,Keynsham North,5166936.425,12894.3941508619
1824,UKK1201049,Keynsham South,1938340.045,5982.07209404806
1825,UKK1201016,Kingsmead,1339799.27,6088.13096318906
1826,UKK1201050,Lambridge,1915705.775,7378.25002966859
1827,UKK1201051,Lansdown,2775959.754,8444.6535357115
1828,UKK1201052,Lyncombe,2147424.15,6172.91077597158
1829,UKK1201053,Mendip,25621318.465,25554.2853191538
1830,UKK1201020,Midsomer Norton North,3213801.355,7822.21326702503
1831,UKK1201054,Midsomer Norton Redfield,1966781.545,5970.09753805427
1832,UKK1201022,Newbridge,1626034.595,5450.87684096119
1833,UKK1201055,Odd Down,1411807.33,6289.93429866589
1834,UKK1201056,Oldfield,961056.695,4294.30562099932
1835,UKK1201057,Paulton,6285923.83,11505.8341032982
1836,UKK1201026,Peasedown,4826346.905,8845.44115766046
1837,UKK1201058,Publow and Whitchurch,10491003.935,22539.7083077027
1838,UKK1201059,Radstock,6360969.645,15161.8373494567
1839,UKK1201028,Saltford,5607786.57,11495.3367506754
1840,UKK1201060,Southdown,1296045.305,5356.67664170687
1841,UKK1201030,Timsbury,4782389.15,8831.06915865424
1842,UKK1201061,Twerton,1665721.59,5213.86802556006
1843,UKK1201062,Walcot,888354.48,4206.22153200663
1844,UKK1201063,Westfield,2098557.505,7229.5001059063
1845,UKK1201064,Westmoreland,898866.14,4574.45728107008
1846,UKK1201065,Weston,1957412.315,6764.63287075032
1847,UKK1201066,Widcombe,3171025.915,10086.7745606333
1848,UKK1100035,Ashley,1871911.225,5587.07875858064
1849,UKK1100036,Avonmouth,16554970.9651739,28275.9551475911
1850,UKK1100037,Bedminster,2264794.005,7465.74422368332
1851,UKK1100038,Bishopston,1754148.785,5876.0575959323
1852,UKK1100039,Bishopsworth,3677301.51,9303.14988626056
1853,UKK1100040,Brislington East,3905390.37,12631.5222991293
1854,UKK1100041,Brislington West,3480635.195,11894.1139024488
1855,UKK1100042,Cabot,3146801.69284,9543.89451577477
1856,UKK1100043,Clifton,1577235.009085,6887.24088852073
1857,UKK1100044,Clifton East,841888.055,4740.81042677222
1858,UKK1100045,Cotham,1032949.48,4479.57471478909
1859,UKK1100046,Easton,1498147.4,5934.04894196962
1860,UKK1100047,Eastville,2915754.405,8149.39992689563
1861,UKK1100048,Filwood,2874767.195,7484.42698086919
1862,UKK1100049,Frome Vale,3443027.725,7961.2223474574
1863,UKK1100050,Hartcliffe,2879987.955,7445.26414031485
1864,UKK1100016,Henbury,3569369.275,9072.57271328976
1865,UKK1100051,Hengrove,3232690.405,7677.7843056335
1866,UKK1100052,Henleaze,2051589.975,5954.72246829365
1867,UKK1100053,Hillfields,2713950.42,6669.74500646622
1868,UKK1100054,Horfield,2275296.53,6564.60462778832
1869,UKK1100055,Kingsweston,4965904.79356,11735.7843629164
1870,UKK1100056,Knowle,1953146.575,5564.25197368211
1871,UKK1100023,Lawrence Hill,3927814.29,9723.82739774573
1872,UKK1100057,Lockleaze,4428208.485,11324.2068874063
1873,UKK1100058,Redland,1451253.47,5870.90566643587
1874,UKK1100026,St George East,2419912.055,8439.17381820165
1875,UKK1100027,St George West,1915666.31,6446.94545746701
1876,UKK1100028,Southmead,2784934.5,8322.85962611376
1877,UKK1100059,Southville,2734361.11160836,10994.2803661329
1878,UKK1100060,Stockwood,3199142.855,7373.70178889446
1879,UKK1100061,Stoke Bishop,4714751.55490538,13694.540898371
1880,UKK1100032,Westbury-on-Trym,3439454.745,9638.09682616894
1881,UKK1100062,Whitchurch Park,3167068.94,7752.03848511677
1882,UKK1100063,Windmill Hill,1825465.465,6859.52052300837
1883,UKK1202037,Blagdon and Churchill,24032033.75,33386.1913470901
1884,UKK1202038,Clevedon Central,646649.975,3608.87952767167
1885,UKK1202039,Clevedon East,5409537.92,12512.6020553029
1886,UKK1202040,Clevedon North,746786.82274882,5097.94636033442
1887,UKK1202041,Clevedon South,662276.42,3320.8653963315
1888,UKK1202042,Clevedon Walton,1205171.46963925,4833.56063633194
1889,UKK1202043,Clevedon West,2035929.99262,8287.35842894482
1890,UKK1202044,Clevedon Yeo,1857508.71,6687.90889690708
1891,UKK1202011,Congresbury,15486537.39,17486.0608250214
1892,UKK1202045,Easton-in-Gordano,15962528.5995949,30948.3433581085
1893,UKK1202013,Gordano,30632908.89826,34836.4090954795
1894,UKK1202048,Nailsea East,2564129.06,7298.88199840596
1895,UKK1202049,Nailsea North and West,9540318.76,15057.9029135634
1896,UKK1202050,Pill,1651458.33356314,8393.9826702734
1897,UKK1202051,Portishead Central,846155.865,4805.66724872756
1898,UKK1202052,Portishead Coast,1664184.93187221,7962.49128107748
1899,UKK1202053,Portishead East,1686166.735,6089.29643245245
1900,UKK1202054,Portishead Redcliffe Bay,1415258.90604,5318.84315471231
1901,UKK1202055,Portishead South and North Weston,2167016.205,6651.15310665011
1902,UKK1202056,Portishead West,931120.895,5034.28378753322
1903,UKK1202057,Weston-super-Mare Central,1289984.98898,4992.49747474997
1904,UKK1202060,Weston-super-Mare Milton and Old Worle,3179230.68,9038.89274365591
1905,UKK1202062,Weston-super-Mare South,2775674.135,8264.11756497383
1906,UKK1202063,Weston-super-Mare South Worle,2791958.23,9198.7724498097
1907,UKK1202064,Weston-super-Mare West,2977751.124125,9900.08671068
1908,UKK1202065,Wraxall and Long Ashton,30186370.015,34891.5814908361
1909,UKK1202035,Yatton,35654483.8235588,29183.7095471338
1910,UKK1203064,Almondsbury,24148799.82,32540.3513609638
1911,UKK1203065,Bitton,11412610.605,17163.3124721442
1912,UKK1203041,Boyd Valley,72294773.13,51521.6701930173
1913,UKK1203066,Bradley Stoke Central and Stoke Lodge,1999325.65,6677.17150879136
1914,UKK1203067,Bradley Stoke North,1171220.45,5585.57855355553
1915,UKK1203068,Bradley Stoke South,1491798.025,5870.35955152116
1916,UKK1203069,Charfield,31808712.565,26974.8528583087
1917,UKK1203070,Chipping Sodbury,5361106.405,12725.0841331922
1918,UKK1203071,Cotswold Edge,80933906.4,50923.3673364044
1919,UKK1203072,Dodington,1377138.26,5935.44656458797
1920,UKK1203049,Downend,2600365.865,8272.25654765072
1921,UKK1203073,Emersons Green,4208027.915,11170.9801352195
1922,UKK1203050,Filton,4250408.75,8404.52369985168
1923,UKK1203074,Frampton Cotterell,18713029.955,23909.7982071842
1924,UKK1203075,Frenchay and Stoke Park,5389441.19,14183.0438065749
1925,UKK1203076,Hanham,3654762.315,9284.34741315893
1926,UKK1203077,Kings Chase,1967416.215,6430.21756236561
1927,UKK1203078,Ladden Brook,32561250.81,31980.4517210095
1928,UKK1203079,Longwell Green,3827416.27,8935.95410826306
1929,UKK1203080,Oldland Common,3634817.24,10200.677198772
1930,UKK1203081,Parkwall,1865245.6,6960.83049093727
1931,UKK1203082,Patchway,8377247.805,14846.8482722523
1932,UKK1203022,Pilning and Severn Beach,15640326.301065,22972.6519992572
1933,UKK1203083,Rodway,2269727.125,7638.75451723853
1934,UKK1203055,Severn,63081165.357635,52655.0741123809
1935,UKK1203084,Siston,8271485.98,13455.7608952417
1936,UKK1203026,Staple Hill,1251782.565,4365.9237395914
1937,UKK1203085,Stoke Gifford,3505751.615,8558.36118486922
1938,UKK1203086,Thornbury North,12286780.65,21971.0068364165
1939,UKK1203087,Thornbury South and Alveston,15504729.025,20659.0231955939
1940,UKK1203088,Westerleigh,30835074.045,32300.0729248787
1941,UKK1203089,Winterbourne,10738974.18,16202.9136686063
1942,UKK1203090,Woodstock,1806546.225,5943.93319010769
1943,UKK1203091,Yate Central,2477521.825,7442.66959322382
1944,UKK1203092,Yate North,5958529.885,11544.0320912239
1945,UKK4100021,Budshead,4155822.25100855,11618.2271721098
1946,UKK4100022,Compton,2591761.705,7979.70109759706
1947,UKK4100023,Devonport,3947554.09419755,11304.6181099321
1948,UKK4100024,Drake,781613.045,3527.67151402186
1949,UKK4100025,Efford and Lipson,3047182.63441637,9297.56796579358
1950,UKK4100026,Eggbuckland,3612666.72,9237.84957953992
1951,UKK4100027,Ham,3237786.18,8701.39815382494
1952,UKK4100028,Honicknowle,5208902.62432788,13058.2040950546
1953,UKK4100029,Moor View,8367899.94,14624.0137828023
1954,UKK4100030,Peverell,3098426.85,6982.76241227357
1955,UKK4100031,Plympton Chaddlewood,1689458.295,5425.60049289965
1956,UKK4100032,Plympton Erle,3658000.08,9874.08362295568
1957,UKK4100033,Plympton St Mary,5544094.01,12334.7510484141
1958,UKK4100034,Plymstock Dunstone,6537547.92,13128.0789541208
1959,UKK4100035,Plymstock Radford,8933624.58929717,19576.1949349151
1960,UKK4100036,St Budeaux,3413625.39984884,8023.51837756645
1961,UKK4100037,St Peter and the Waterfront,3201003.99098739,12467.4561548368
1962,UKK4100038,Southway,4806528.160575,11550.2827294558
1963,UKK4100039,Stoke,2178860.725,6494.75199754736
1964,UKK4100040,Sutton and Mount Gould,2597464.94898166,9207.7099864483
1965,UKK4200013,Berry Head-with-Furzeham,3320686.98248196,10920.3732285902
1966,UKK4200014,Blatchcombe,11284051.1,14776.7569557392
1967,UKK4200015,Churston-with-Galmpton,9849996.84636,16649.7656616778
1968,UKK4200016,Clifton-with-Maidenway,1412459.435,5803.12620489927
1969,UKK4200017,Cockington-with-Chelston,7420159.63849123,11494.4639279116
1970,UKK4200018,Ellacombe,1012250.23,4259.9183591451
1971,UKK4200019,Goodrington-with-Roselands,3101691.53321,7443.05877494535
1972,UKK4200020,Preston,2950793.60805,7232.48543415164
1973,UKK4200021,Roundham-with-Hyde,1385192.34144556,5809.22067563152
1974,UKK4200022,St Marychurch,5322639.46911175,14541.7809649573
1975,UKK4200023,St Mary's-with-Summercombe,2989323.60451991,9114.18561533092
1976,UKK4200024,Shiphay-with-the-Willows,4302268.965,9643.71487045624
1977,UKK4200025,Tormohun,2914779.55606813,10324.1656423528
1978,UKK4200026,Watcombe,2128523.83,6293.73632616826
1979,UKK4200027,Wellswood,4134280.436555,10009.6496632216
1980,UKK2101020,Boscombe East,1876855.83361558,6436.0072075471
1981,UKK2101021,Boscombe West,946191.766495,3816.68464879543
1982,UKK2101022,Central,2078403.672045,6329.90147450662
1983,UKK2101023,East Cliff and Springbourne,2010539.99379,7419.3446338031
1984,UKK2101024,East Southbourne and Tuckton,4383972.81078963,14882.6312959224
1985,UKK2101025,Kinson North,3699733.51,8268.00096213276
1986,UKK2101026,Kinson South,3215455.135,7229.00323668911
1987,UKK2101027,Littledown and Iford,4100366.235,10325.0605280808
1988,UKK2101028,Moordown,1636867.12,5664.09755046545
1989,UKK2101029,Queen's Park,2387318.615,7875.73713731789
1990,UKK2101030,Redhill and Northbourne,2345216.525,7057.78005752697
1991,UKK2101031,Strouden Park,3567937.895,9699.16997390455
1992,UKK2101032,Talbot and Branksome Woods,3205018.865,7876.1511898754
1993,UKK2101033,Throop and Muscliff,3100964.845,7473.24449424781
1994,UKK2101034,Wallisdown and Winton West,2564656.765,8189.39468208846
1995,UKK2101035,West Southbourne,1459877.96122,5285.65411199548
1996,UKK2101036,Westbourne and West Cliff,2202670.95142,6415.85649175381
1997,UKK2101037,Winton East,1259557.23,4571.54924854129
1998,UKK2102014,Alderney,3743852.235,8217.12765498586
1999,UKK2102015,Branksome East,2725482.92,7786.66040965551
2000,UKK2102016,Branksome West,1342698.865,5339.58530022897
2001,UKK2102017,Broadstone,6268960.685,11516.9590468462
2002,UKK2102018,Canford Cliffs,5333275.3702175,14025.0685559993
2003,UKK2102019,Canford Heath East,1847723.335,6127.59586358108
2004,UKK2102020,Canford Heath West,3160201.165,9591.56421658364
2005,UKK2102021,Creekmoor,3900032.36337626,12348.1088106809
2006,UKK2102022,Hamworthy East,2069755.84449445,8970.75378807259
2007,UKK2102023,Hamworthy West,3343416.16212619,10078.506918131
2008,UKK2102024,Merley and Bearwood,16346239.955,21494.3451486475
2009,UKK2102025,Newtown,3053542.52,7687.2328898144
2010,UKK2102026,Oakdale,2844313.53,6754.59868998592
2011,UKK2102027,Parkstone,3301053.99582,9892.54942532569
2012,UKK2102028,Penn Hill,3314582.72263,8263.17571080796
2013,UKK2102029,Poole Town,2961695.0261806,9729.12152919487
2014,UKH1100025,Barnack,45493086.545,36840.8246547087
2015,UKH1100026,Bretton North,3166772.34,10849.5586869805
2016,UKH1100027,Bretton South,836097.82,4192.2828346669
2017,UKH1100028,Central,2576993.765,8925.73220657197
2018,UKH1100046,Dogsthorpe,2265636.14,6235.10001392413
2019,UKH1100047,East,10027255.595,14065.6482871589
2020,UKH1100048,Eye and Thorney,95609995.265,45866.963247286
2021,UKH1100049,Fletton and Woodston,2673864.165,7469.57065207713
2022,UKH1100033,Glinton and Wittering,63291932.08,54087.1045714795
2023,UKH1100050,Newborough,40635288.555,28276.9627349787
2024,UKH1100034,North,1181805.14,5170.26019450016
2025,UKH1100035,Northborough,19246406.565,28513.8950259402
2026,UKH1100051,Orton Longueville,4361099.7225,12278.3478167406
2027,UKH1100052,Orton Waterville,6517904.3875,11962.3937979226
2028,UKH1100053,Orton with Hampton,15665713.27,20662.9603032413
2029,UKH1100014,Park,1960649.125,5636.96696721103
2030,UKH1100039,Paston,3353025.975,8386.78303547808
2031,UKH1100040,Ravensthorpe,1957642.36,6470.98410157192
2032,UKH1100054,Stanground Central,8847632.4,19516.0849002529
2033,UKH1100042,Stanground East,1308515.935,5875.09838456295
2034,UKH1100020,Walton,1925785.515,5771.58288498254
2035,UKH1100055,Werrington North,2980927.305,8020.39905344863
2036,UKH1100056,Werrington South,2444338.4,8320.75805131455
2037,UKH1100045,West,5976970.335,11741.1780583485
2038,UKH2100017,Barnfield,1774529.22,5664.6986331969
2039,UKH2100018,Biscot,1499810.665,4941.53146202127
2040,UKH2100019,Bramingham,1859644.685,5894.49818182428
2041,UKH2100003,Challney,2568310.81,8108.48436666612
2042,UKH2100020,Crawley,1717987.845,7602.43445660288
2043,UKH2100021,Dallow,2503605.435,7239.70853408067
2044,UKH2100022,Farley,3416318.4,8068.42527539924
2045,UKH2100023,High Town,1554358.82,6278.00387282857
2046,UKH2100024,Icknield,1974655.185,5475.9010928325
2047,UKH2100009,Leagrave,2012537.645,6776.77479889526
2048,UKH2100010,Lewsey,2363265.83,6679.84203155411
2049,UKH2100025,Limbury,1490915.37,4915.98379077971
2050,UKH2100026,Northwell,1209818.47,4636.76981582854
2051,UKH2100027,Round Green,2024996.07,8092.4487091852
2052,UKH2100028,Saints,1729563.635,6550.75251875136
2053,UKH2100029,South,2767873.895,8224.26395546455
2054,UKH2100030,Stopsley,3009252.205,7944.67086901165
2055,UKH2100031,Sundon Park,2052531.135,6393.55770019463
2056,UKH2100032,Wigmore,6095834.05,12058.7845688349
2057,UKH3100014,Belfairs,2818482.115,7921.89282015822
2058,UKH3100015,Blenheim Park,2267773.285,7065.48940400401
2059,UKH3100016,Chalkwell,1535598.82473,5250.15092806965
2060,UKH3100017,Eastwood Park,2240272.08,6772.37290638476
2061,UKH3100018,Kursaal,1162053.848395,4556.62703126068
2062,UKH3100019,Leigh,1638580.38778577,7426.29897060671
2063,UKH3100020,Milton,1402838.66729723,5604.29149830558
2064,UKH3100021,Prittlewell,2684148.335,7913.03673290571
2065,UKH3100022,St Laurence,2941991.58,8182.35902124856
2066,UKH3100023,St. Luke's,3494179.79,9381.57833099439
2067,UKH3100024,Shoeburyness,3990566.53345,10466.2550987701
2068,UKH3100025,Southchurch,4547800.47,9185.93272993383
2069,UKH3100026,Thorpe,2965280.323745,7494.83855319104
2070,UKH3100027,Victoria,1604419.655,5297.93675666171
2071,UKH3100028,Westborough,929711.52,3961.38959219408
2072,UKH3100029,West Leigh,2774918.51365271,9532.0486902752
2073,UKH3100030,West Shoebury,2875180.52182,8978.40887933644
2074,UKH3200021,Aveley and Uplands,10349838.2721236,17624.5979875891
2075,UKH3200022,Belhus,6114519.085,12771.053676578
2076,UKH3200023,Chadwell St Mary,3702313.145,12317.1527776381
2077,UKH3200024,Chafford and North Stifford,2471709.2175,7323.40724311883
2078,UKH3200025,Corringham and Fobbing,20358013.904183,31089.7179430363
2079,UKH3200026,East Tilbury,16827952.903865,20702.7024505393
2080,UKH3200027,Grays Riverside,2507574.878785,8236.10906700416
2081,UKH3200028,Grays Thurrock,1874978.555,7353.28289736153
2082,UKH3200029,Little Thurrock Blackshots,2223320.58,7198.87325793613
2083,UKH3200030,Little Thurrock Rectory,1556877.73,5055.58848660706
2084,UKH3200031,Ockendon,11516913.51,15259.0376103356
2085,UKH3200032,Orsett,47375304.425,33775.1331259991
2086,UKH3200033,South Chafford,1153040.845,4354.58887681779
