Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,21/11/2017,IA - POA & AUC - COST - ADDITIONS,GROUP ICT - ENABLING TECHNOLOGY PROJECT,IBM UNITED KINGDOM LTD,1003031002,752265.65,16F-003 - Sampson House Exit Project (SHEP). Professional Services - RFS 108509 - 01/04/2017-31/03/2018,GU1 2LD,SUPPLIER,10040,DESHEPJT,Asset,
DEFRA,DEFRA,21/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ATOS IT SERVICES UK LTD,1003031099,240470,Genesis AMSSI Costs BAU April 2017 to March 2018,WV10 6UH,SUPPLIER,ecm_42947,DEA10000,Expense,232327983
DEFRA,DEFRA,21/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ATOS IT SERVICES UK LTD,1003031099,66004,Genesis AD  April 2017 to March 2018,WV10 6UH,SUPPLIER,ecm_42946,DEAGENAD,Expense,232327983
DEFRA,DEFRA,21/11/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,DEPARTMENT FOR BUSINESS ENERGY & INDUSTRIAL STRATEGY,2003001075,195000,CORRECTION ON PO-Met office Hadley Centre Climate programme fund 2017/18 - Line1,NP10 8QQ,SUPPLIER,IGS,0,Expense,GB 888 848925
DEFRA,DEFRA,21/11/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,DEPARTMENT FOR BUSINESS ENERGY & INDUSTRIAL STRATEGY,2003001075,975000,Met office Hadley Centre Climate programme fund 2017/18 - Line1,NP10 8QQ,SUPPLIER,IGS,0,Expense,GB 888 848925
DEFRA,DEFRA,22/11/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (MAJOR PROJECTS),CLC CONTRACTORS LTD.,1003031125,301187.23,"Kings Pool Refurbishment 2017, including Flood Refurbishment Phase 2 and Foss House 1st Floor EA. Bravo 24308",NE61 6JN,Company,24308,DE051608,Asset,411870571
DEFRA,DEFRA,22/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,WATER AND CBRN EMERGENCIES,MET OFFICE,1003031192,575000,The Flood Forecasting Centre Payments 2017/18 to Met office,EX1 3PB,SUPPLIER,GIA,0,Expense,GB 888 805362
DEFRA,DEFRA,22/11/2017,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CROSS GOVT INTEGRATION,IBM UNITED KINGDOM LTD,1003031202,74175.59,17G-013 OKI Printer Hardware - Fixed Price - RFS 108809,GU1 2LD,SUPPLIER,10040,DEOKIPRN,Asset,
DEFRA,DEFRA,22/11/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - IBM MISC SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,IBM UNITED KINGDOM LTD,1003031202,89360.16,17F-006 Office 365 – Exchange Online - IBM Support Framework WPO - T&M - RFS 108827,GU1 2LD,SUPPLIER,10040,DEAUNI50,Expense,
DEFRA,DEFRA,22/11/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - IBM MISC SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,IBM UNITED KINGDOM LTD,1003031202,35652.88,17F-004 Windows 10 Transformation - Defra and RPA applications analysis (Systrack) - FP - RFS 108822,GU1 2LD,SUPPLIER,10040,DEAUNI21,Expense,
DEFRA,DEFRA,22/11/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - IBM MISC SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,IBM UNITED KINGDOM LTD,1003031202,47537.18,17F-004 Windows 10 Transformation - Defra and RPA applications analysis (Systrack) - FP - RFS 108822,GU1 2LD,SUPPLIER,10040,DEAUNI21,Expense,
DEFRA,DEFRA,22/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,DIGITAL TRANSFORMATION,LA INTERNATIONAL COMP CONS LTD,1003031203,27162.5, DT - Delivery Manager - 29/07/2017 – 26/01/2018,ST1 5UB,SUPPLIER(1),23779,0,Expense,
DEFRA,DEFRA,22/11/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST, IT - EU Exit,PRICEWATERHOUSE COOPERS,1003031212,46841.4,PO NO 3070009951-work package 3 - ilT Landscape Review,E14 9SQ,SUPPLIER,49744,0,Expense,GB243823957
DEFRA,DEFRA,22/11/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST, IT - EU Exit,PRICEWATERHOUSE COOPERS,1003031212,234207,work package 3 - ilT Landscape Review,E14 9SQ,SUPPLIER,49744,0,Expense,GB243823957
DEFRA,DEFRA,22/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,ABACOGROUP UK,1003031222,103500,BPS Prototype,RG1 4SA,SUPPLIER,ecm 48126,0,Expense,GW 183770189
DEFRA,DEFRA,22/11/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,WATER AND CBRN EMERGENCIES,MERSEYSIDE FIRE & RESCUE SERVICE,1003031230,31537,"Payment to The Merseyside Fire & Rescue Service for the Flood Rescue Function, (payment date for 1st September 2017)",L30 4YD,SUPPLIER,GIA,0,Expense,"414779531	"
DEFRA,DEFRA,23/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,SHARED SERVICE CONNECTED LIMITED (SSCL),SHARED SERVICES CONNECTED LTD,1003031309,106765,Oracle Software License Fee's 17/18,HP2 7AH,SUPPLIER,ecm_4524,0,Expense,171798078
DEFRA,DEFRA,23/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,KNOWLEDGE AND INFORMATION MANAGEMENT,CAMBRIDGE INFORMATION LTD,1003031317,47428.2,"101499-10 SUBJECT COLLECTION-Renewal of Science Direct Core E-Journal Titles & Subject Collections for DEFRA (Core Defra, APHA & NE) Library",IP14 2EN,SUPPLIER,21373,DEA12045,Expense,
DEFRA,DEFRA,23/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,KNOWLEDGE AND INFORMATION MANAGEMENT,CAMBRIDGE INFORMATION LTD,1003031317,123474,"Renewal of Science Direct Core E-Journal Titles for DEFRA (Core Defra, APHA & NE) Library",IP14 2EN,SUPPLIER,21373,DEA12045,Expense,
DEFRA,DEFRA,23/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,KNOWLEDGE AND INFORMATION MANAGEMENT,CAMBRIDGE INFORMATION LTD,1003031317,113667,"Renewal of Science Direct Core Subject Collections for DEFRA (Core Defra, APHA & NE) Library",IP14 2EN,SUPPLIER,21373,DEA12045,Expense,
DEFRA,DEFRA,23/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,KNOWLEDGE AND INFORMATION MANAGEMENT,CAMBRIDGE INFORMATION LTD,1003031317,34370,Renewal of ASM Journals online collection for APHA Library,IP14 2EN,SUPPLIER,21373,DEA12044,Expense,
DEFRA,DEFRA,23/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,WASTE INFRASTRUCTURE POLICY AND DELIVERY,LOCAL PARTNERSHIPS LLP,1003031318,60500,FY17/18-ecm_49130- Provision of expert advisory services to Local Authority Waste Infrastructure PFI projects. PDG4_043,SW1P 3HZ,SUPPLIER,ecm_49130,DEA10139,Expense,
DEFRA,DEFRA,23/11/2017,Exp - Purchase Of Goods/Services - Consultancy,WASTE INFRASTRUCTURE POLICY AND DELIVERY,LOCAL PARTNERSHIPS LLP,1003031318,60223.33,2017/18 Costs for LP contract. Bravo ref 22131,SW1P 3HZ,SUPPLIER,,DEA10139,Expense,
DEFRA,DEFRA,23/11/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - APPLICATION SUPPORT,CROSS GOVT INTEGRATION,IBM UNITED KINGDOM LTD,1003031341,48144.88,17G-008 Annual ITHC 2017- billed on T&M & FP basis - RFS 108790,GU1 2LD,SUPPLIER,10040,DEITHC17,Expense,
DEFRA,DEFRA,23/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",CENTRE FOR ECOLOGY & HYDROLOGY,2003001081,30978.75,DPLUS056: Centre for Ecology and Hydrology. Assessment and monitoring of current and future Invasive Alien Species in Cyprus (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,SN2 1EU,OGD,23903,DEA10153,Expense,"618367325	"
DEFRA,DEFRA,24/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BURUNG INDONESIA,20000457,26093.5,DEFRA PAYMENT. PROJECT 23-029 Q3 17-18 CLAIM. INVESTING IN AGROFORESTRY OPTIONS FOR FOREST RESTORATION IN INDONESIA.,INDONESIA,SUPPLIER,,DEA10155,Expense,
DEFRA,DEFRA,24/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF CAPE TOWN,20000459,26690,DEFRA PAYMENT. PROJECT 24-017 Q3 CLAIM 2017-18. ACCESS AND BENEFIT SHARING IN PRACTICES: COMMUNITY SCCIENCE AND POLICY.,FOREIGN,SUPPLIER,,DEA10155,Expense,
DEFRA,DEFRA,24/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,UKN GROUP LTD,1003031394,47166.23,UKN Nevada Support - Contract Costs,RG24 8WG,SUPPLIER,48123,DEUKNSUP,Expense,GB689082193
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,"CORPORATE COMMUNICATIONS, STRATEGY & ENGAGEMENT",BRITISH TOURIST BOARD T/A VISITBRITAIN,1003031399,82600,:Defra to deliver the Food is GREAT campaign,SW1P 3BT,Government Agency,IGS,0,Expense,GB446088532
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,"CORPORATE COMMUNICATIONS, STRATEGY & ENGAGEMENT",BRITISH TOURIST BOARD T/A VISITBRITAIN,1003031399,413000,fra to deliver the Food is GREAT campaign,SW1P 3BT,Government Agency,IGS,0,Expense,GB446088532
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,DEFRA ESTATES - CAPITAL INVESTMENTS,PRICE WATERHOUSE COOPERS,1003031406,137867.14,PricewaterhouseCoopers - ConsultancyOne Contracts - call off for Defra Estates Programme London Office Project. Contract 3: period 12 Aug to 22 Dec: Second ConsultancyOne agreement (£400k cap). FEE3,SE1 2RD,SUPPLIER,50297,DE019610,Expense,
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,PLANT HEALTH,FERA SCIENCE LIMITED,1003031424,38250,Plant and Bee Health Services 2017/18.,YO41 1LZ,SUPPLIER(1),20350-18225,0,Expense,207199894
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,PLANT HEALTH,FERA SCIENCE LIMITED,1003031424,442030.5,Plant and Bee Health Services 2017/18.,YO41 1LZ,SUPPLIER(1),20350-18225,0,Expense,207199894
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003031425,36760.61,CONSOLIDATED CONTRACTOR FEES. ,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003031425,183805.87,CONSOLIDATED CONTRACTOR FEES. ,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,24/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,KTR STRATEGY & PORTFOLIO,GETMAPPING PLC,1003031428,97500,APGB contracted extend by one year for 2017/18,RG27 8NW,SUPPLIER(1),20041,0,Expense,709391128
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003031430,80696.81,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 18/11/2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,24/11/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (REGIONAL LABS),INTERSERVE (FACILITIES MNGMNT) LTD,1003031433,34241.05,"BCP 8078 - Upgrade BMS System at Crosskill House, Beverley",BS32 4NH,SUPPLIER(1),FWK10195L,DE017500,Asset,
DEFRA,DEFRA,24/11/2017,EXP - PURCHASE OF GOODS/SERVICES - GAS,NETWORK PROPERTY HOLDING COSTS,CORONA ENERGY,1003031440,82184.97,BEMD-NM-0335-1711-SITE MULTIPLE GAS 01/10/2017 TO 01/11/2017 A/C VARIOUS,WD17 1JW,SUPPLIER,,0,Expense,
DEFRA,DEFRA,27/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION &BLDNG MNGMT- RENT TO LANDLORDS,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000416,211830,FUNDING REQUEST MEFR0034 BEMD-NM-0336-2211,EH3 8EG,SUPPLIER,,0,Expense,GB 991226409
DEFRA,DEFRA,27/11/2017,EXP - BUSINESS RATES,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000416,721433.44,FUNDING REQUEST MEFR0034 BEMD-NM-0336-2211,EH3 8EG,SUPPLIER,,0,Expense,GB 991226409
DEFRA,DEFRA,27/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BIRDLIFE INTERNATIONAL,1003031496,25571.25,23-010 – Birdlife International: Implementing a model for sustainable forest management in Cambodia (2016-2019) Darwin Initiative Main Award BRAVO 23179.,CB2 3QZ,CUSTOMER,23179,0,Expense,
DEFRA,DEFRA,27/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003031513,37000,087 Weybridge - LVWO (works under £5k - call-off),BS32 4NH,SUPPLIER(1),,DE008700,Expense,
DEFRA,DEFRA,27/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF KENT,1003031526,31557.5,23-006 – University of Kent – DICE: Translocating conservation success and skills-exchange across four Indian Ocean countries (2016-2019) Darwin Initiative Main Award BRAVO 23175.,CT2 7NZ,Public Body,23175,0,Expense,
DEFRA,DEFRA,27/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF KENT,1003031526,35834.5,23-033 – University of Kent – DICE:  Marrying community land rights with stakeholder aspirations in Indonesian Borneo (2016-2019) Darwin Initiative Main Award BRAVO 23203.,CT2 7NZ,Public Body,23203,0,Expense,
DEFRA,DEFRA,27/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF OXFORD,1003031536,25224.75,23-019 – University of Oxford: Achieving No Net Loss for communities and biodiversity in Uganda (2016-2019) Darwin Initiative Main Award BRAVO 23189.,OX1 2JD,SUPPLIER,23189,0,Expense,1255 06730
DEFRA,DEFRA,27/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNIVERSITY OF OXFORD,1003031536,25224.75,23-019 – University of Oxford: Achieving No Net Loss for communities and biodiversity in Uganda (2016-2019) Darwin Initiative Main Award BRAVO 23189.,OX1 2JD,SUPPLIER,23189,0,Expense,1255 06730
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",GOVERNMENT OF ST HELENA,1003031592,33203.75,DPLUS052 – Government of St Helena: Mapping St Helena’s Biodiversity and Natural Environment (2016-2018) Darwin plus grant award BRAVO 23071,STHL 1ZZ,CUSTOMER,23071,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,GOVERNMENT OF ST HELENA,1003031592,28506.25,DPLUS059: St. Helena Government. Establishment of the national framework for invasive plant management (in St Helena) (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,STHL 1ZZ,CUSTOMER,23906,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,GOVERNMENT OF ST HELENA,1003031592,28506.25,DPLUS059: St. Helena Government. Establishment of the national framework for invasive plant management (in St Helena) (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,STHL 1ZZ,CUSTOMER,23906,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,GOVERNMENT OF ST HELENA,1003031592,28506.25,DPLUS059: St. Helena Government. Establishment of the national framework for invasive plant management (in St Helena) (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,STHL 1ZZ,CUSTOMER,23906,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,GOVERNMENT OF ST HELENA,1003031592,37632,DPLUS070: St. Helena Government. Oceanographic influences on the St Helena pelagic ecosystem (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,STHL 1ZZ,CUSTOMER,23917,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,GOVERNMENT OF ST HELENA,1003031592,37632,DPLUS070: St. Helena Government. Oceanographic influences on the St Helena pelagic ecosystem (2017-2019) Darwin Initiative Grant Scheme - Darwin Plus Award,STHL 1ZZ,CUSTOMER,23917,DEA10153,Expense,
DEFRA,DEFRA,28/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,FARMING SECTORS,UNIVERSITY OF READING,1003031615,32844.41,"The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections FY 17/18. November 2017",RG6 6AH,Public Body,,DEA10105,Expense,GB200012659
DEFRA,DEFRA,28/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,GROUP ICT - ENABLING TECHNOLOGY PROJECT,CAPGEMINI UK PLC,1003031665,459950,IT Service Management E Delivery Partner - (call off contract),GU21 6DB,SUPPLIER,49148,DEAUNIT7,Expense,GB232441107
DEFRA,DEFRA,29/11/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE MANAGEMENT,CORE TECHNOLOGY SYSTEMS (UK) LTD,1003031688,37722.02,CONNECTIVITY HUB - GOLD LEVEL MANAGED SERVICE SUPPORT AND MONITORING,E1 8DE,SUPPLIER(1),48709,0,Expense,787421792
DEFRA,DEFRA,29/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,STAFFORDSHIRE COUNTY COUNCIL,1003031698,55180.44,2016/17 Grant in aid to Cannock Chase AONB,ST16 3TJ,SUPPLIER,,DEA10036,Expense,280061977
DEFRA,DEFRA,29/11/2017,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,FLOOD RISK MANAGEMENT,RISK & POLICY ANALYSTS LTD,1003031699,49227.5,"FD2702 Partnership funding evaluation project - entitled, in full,  Provision of Funding Flood and Coastal Erosion Risk Management (FCERM) after 2021 and further evaluation of Partnership Funding",NR14 6LT,SUPPLIER(1),49167,0,Expense,394468309
DEFRA,DEFRA,29/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,AIR QUALITY & INDUSTRIAL EMISSIONS,AMEC FOSTER WHEELER ENVIR & INFRASTRUCTURE UK LTD,1003031700,78680.5,FY17/18-AQ0947-2- ecm_12990-Core- Support for National Air Pollution Control Strategies 2012-2015 (SNAPS),EC2M 5TQ,SUPPLIER(1),ecm_12990,0,Expense,
DEFRA,DEFRA,29/11/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE MANAGEMENT,INSIGHT DIRECT UK LTD,1003031752,34662.04,IPHONE 732GB,UB8 1PH,SUPPLIER,TELECOMS,0,Expense,746075129
DEFRA,DEFRA,29/11/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE MANAGEMENT,INSIGHT DIRECT UK LTD,1003031752,173310.15,iPhone 7 devices required - 403,UB8 1PH,SUPPLIER,TELECOMS,0,Expense,746075129
DEFRA,DEFRA,29/11/2017,CL - OTHER PAYABLES - PAYROLL OGD RECHARGE,"FOOD POLICY, COMPETITIVENESS AND GROWTH",APHA,2003001096,36419.65,Staff-SALARY recharge,YO1 7PX,SUPPLIER,,0,Liability,
DEFRA,DEFRA,29/11/2017,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,TSE'S & ANIMAL BY PRODUCTS,FOOD STANDARDS AGENCY,2003001100,40259.07,FSA TSE CONTROLS OF SHEEP AND GOATS IN ABATTOIRS,YO1 2YX,SUPPLIER,DFP,DEA10224,Expense,888847046
DEFRA,DEFRA,29/11/2017,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,ANIMAL HEALTH: PUBLIC HEALTH,FOOD STANDARDS AGENCY,2003001100,30648.36,Defra/FSA SLA ABP (non-SRM) costings 17/18,YO1 2YX,SUPPLIER,FDP,0,Expense,888847046
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003031831,105547.7,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 18.11.2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,30/11/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003031844,45739.73,BCP 7993 - 087 Weybridge - APHA Weybridge - Project management resource - ARUP design support,BS32 4NH,SUPPLIER(1),FWK10195L,DE008735,Asset,
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (REGIONAL LABS),INTERSERVE (FACILITIES MNGMNT) LTD,1003031844,48429.53,103_Calthwaite_BCP8120_Cat 2 Lab & Packing Room Refurbishment,BS32 4NH,SUPPLIER(1),FWK10195L,DE010300,Expense,
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003031844,30021.43,BCP 8130 - 196 Nobel House - 160 office chairs,BS32 4NH,SUPPLIER(1),FWK10195L,DE019600,Expense,
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,Rural Payments Agency Info & Tech,SPECIALIST COMPUTER CENTRES,1003031854,114056.36,Acuma: Sap Support 01/01/2018-31/12/2018,B11 2LE,SUPPLIER(1),ecm_50821,DESFTWAS,Expense,313651680
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),MERRICK & COMPANY UK LTD,1003031860,27382,Uplift to PO 383628 - Merrick. 087 Weybridge. For biosecurity services,EC4V 6JA,SUPPLIER(1),22173,DE008700,Expense,117350635
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,TB,UNIVERSITY OF NOTTINGHAM,1003031886,48498,SE3054 - A study into prevalence of TB in badgers in the Edge areas of England (Lot 5 - Northamptonshire) (Jul-16 - Oct-17),NG7 2RD,Public Body,ecm_47456,0,Expense,"690391225	"
DEFRA,DEFRA,30/11/2017,EXP - PURCHASE OF G&S - ICT OUTSOURCING & MAINT/SUPPORT - IBM BASE SERVS CONTROL,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,1003031887,4143338.89,November17 IT Baseline Services ref CMM,GU1 2LD,SUPPLIER,10040,0,Expense,
DEFRA,CEFAS,02/11/2017,Hotels/Accommodation,Operations,Foreign and Commonwealth Office,20110746,45678.4,"Accommodation and school fees associated with staff seconded in Kuwait
",,OGD,,C6332,,
DEFRA,CEFAS,09/11/2017,Data Collection Services,Operations,Seafish,20111034,28600, Seafish and Cefas landing obligation analysis for BX011A,EH7 4HG,STAN,,BX011,,
DEFRA,CEFAS,10/11/2017,Hotels/Accommodation,Operations,FCO Services,20111417,36519.4,Accomodation fees for staff seconded in Kuwait,MK19 7BH,OGD,,C6332,,
