Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,27/01/2015,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER128717,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426777006,24.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426534972,24.53,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Central Support,Veezu Ltd T/A Dragon Taxis (Newport),2982,24.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426648986,24.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426672149,25.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER128243,26.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426625214,28.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,29.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426819260,29.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426602779,30.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426534973,30.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426773368,31.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426796905,31.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426802696,32.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426787834,32.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426819307,32.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426642338,32.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426642346,32.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426726026,32.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426795814,32.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER128748,33.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426819888,33.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426625208,35.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,INV00070026,36.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426606798,36.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426693734,36.99,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426757058,37.09,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426773342,37.79,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01299105,37.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01299102,37.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01299104,37.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426727228,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426688270,38.49,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426767741,38.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426693738,38.78,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426750794,39.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426815932,39.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426750792,39.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426760854,39.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426799400,40.47,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426693736,40.47,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01263180,41.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,42.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/01/2015,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01259603,43.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/01/2015,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01299103,43.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426528634,44.96,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2015,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER128582,45.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426680449,45.47,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426662525,45.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426799773,46.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524407,47.07,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426645657,47.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426646082,47.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426532059,47.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426693732,48.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426693730,48.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426815931,48.95,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,41989,50.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER128586,50.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426529844,50.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426625210,50.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426796033,51.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426819615,51.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426625216,52.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426625212,52.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01292194,53.02,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426711697,53.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426805863,54.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426799772,54.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426727665,54.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,54.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426602781,54.85,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426817908,54.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524410,56.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426743695,56.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426653454,57.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426821077,57.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426726027,57.44,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426528137,59.54,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426753572,59.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/01/2015,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER128363,60.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426727510,61.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426625213,64.01,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER128341,65.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426710076,65.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426716521,65.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426760853,65.42,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426708226,65.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426805590,68.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426750791,69.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426750793,69.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426735198,69.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426757030,69.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426795386,69.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426795387,70.31,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426690702,71.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426823711,72.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426727077,73.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426681768,75.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426797295,77.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426800453,78.38,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER128746,79.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426776875,79.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426797294,81.17,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426787942,82.28,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER128407,83.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426645656,84.16,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426646081,84.16,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426777005,85.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426787833,85.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426787941,85.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426711695,85.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426530695,87.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426644764,87.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426650392,87.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426530707,87.35,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01296947,87.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426767420,89.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426717591,89.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426717390,89.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426744110,89.34,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI01296950,89.66,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/01/2015,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER128361,89.89,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER128712,90.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01279412,90.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426524408,93.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426524409,93.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426710857,93.94,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426761687,95.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426744354,95.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426798200,95.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Travel and subsistence UK,Trade Marks Directorate,R E Annand,14NOV14LONDON,95.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER128780,95.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,INV00069659,96.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Travel and subsistence UK,Trade Marks Directorate,R E Annand,51214,96.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426608214,98.32,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426524417,98.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426802697,100.23,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426723851,100.43,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426776873,100.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426734978,101.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426713829,101.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524412,101.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426625211,101.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426799403,103.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426707902,103.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426707900,103.82,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524406,103.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426528635,104.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524411,104.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426524413,104.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426606797,104.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426803572,105.91,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426752589,106.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426528136,106.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426707901,106.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426726028,106.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426707904,106.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426821078,106.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426662526,106.72,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426535734,106.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/01/2015,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER128195,107.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426625215,107.81,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426819616,108.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426535735,109.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426819306,110.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426823712,111.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426672151,111.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2015,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER128605,113.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426753573,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426702494,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426614086,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426813164,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426702672,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426797297,115.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER128823,116.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01296948,116.59,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,117.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426702671,118.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426813163,118.77,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426797296,118.77,Not applicable,
