Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,East of England SHA,12/05/2010,Training Expenses,Joint Investment Framework 2009/10,SIMPLY TRAINING & DEVELOPMENT LTD,6311910,32859.96,909701324
Department of Health,East of England SHA,26/05/2010,Training Expenses,Learning Support for Nursing Degree Students,UNIVERSITY OF EAST ANGLIA,6404628,176794.69,595183505
Department of Health,East of England SHA,19/05/2010,Training Expenses,Learning Support for Nursing Degree Students,UNIVERSITY OF ESSEX,6362932,183577.16,594794865
Department of Health,East of England SHA,27/05/2010,Training Expenses,Less than full time - Foundation,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6414136,2039.98,654910528
Department of Health,East of England SHA,14/05/2010,Training Expenses,Less than full time - specialty,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6311868,-46047.76,654910528
Department of Health,East of England SHA,27/05/2010,Training Expenses,Less than full time - specialty,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6414136,29004.67,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Midwifery,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177277,64957.5,654910528
Department of Health,East of England SHA,14/05/2010,Training Expenses,Midwifery,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6285692,14760,654926995
Department of Health,East of England SHA,14/05/2010,Training Expenses,Midwifery,WEST SUFFOLK HOSPITALS NHS TRUST,6285688,4920,654950806
Department of Health,East of England SHA,26/05/2010,Training Expenses,Midwifery Tuition,UNIVERSITY CAMPUS SUFFOLK,6404641,46280,919042431
Department of Health,East of England SHA,26/05/2010,Training Expenses,Midwifery Tuition,UNIVERSITY CAMPUS SUFFOLK,6404642,46280,919042431
Department of Health,East of England SHA,12/05/2010,Training Expenses,Midwifery Tuition,UNIVERSITY OF EAST ANGLIA,6320528,58936,595183505
Department of Health,East of England SHA,04/05/2010,Training Expenses,Mental Health - Mid-Essex Hospital Trust ,MID ESSEX HOSPITALS SERVICES NHS TRUST,6203682,34660,654930128
Department of Health,East of England SHA,28/05/2010,Training Expenses,NCCRD (Deanery) - Academic Posts,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,237830,654910528
Department of Health,East of England SHA,20/05/2010,Training Expenses,NCCRD (Deanery) - Academic Posts,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,13840,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,NHS Clinical Placement,BEDFORD HOSPITALS NHS TRUST,6212915,24493,654912424
Department of Health,East of England SHA,20/05/2010,Training Expenses,NHS Clinical Placement,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362980,2882740,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,NHS Clinical Placement,IPSWICH HOSPITALS NHS TRUST,6184462,75264,654926016
Department of Health,East of England SHA,04/05/2010,Training Expenses,NHS FACS (Service Increment for Teaching),BEDFORD HOSPITALS NHS TRUST,6212915,8558.5,654912424
Department of Health,East of England SHA,20/05/2010,Training Expenses,NHS FACS (Service Increment for Teaching),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362956,1405984,654910528
Department of Health,East of England SHA,20/05/2010,Training Expenses,NHS FACS (Service Increment for Teaching),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362980,12594917,654910528
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,18188,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,18188,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,BEDFORD HOSPITALS NHS TRUST,6221047,13713.44,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,91890,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,18190,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,11906.26,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,38420,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6221048,5440,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6379121,5440,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,15867,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,15297.92,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,15297.92,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,20662,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,24819,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,24819,654974002
Department of Health,East of England SHA,26/05/2010,Training Expenses,Nursing Tuition,UNIVERSITY CAMPUS SUFFOLK,6404641,374507,919042431
Department of Health,East of England SHA,26/05/2010,Training Expenses,Nursing Tuition,UNIVERSITY CAMPUS SUFFOLK,6404642,374507,919042431
Department of Health,East of England SHA,12/05/2010,Training Expenses,Nursing Tuition,UNIVERSITY OF EAST ANGLIA,6320528,400273,595183505
Department of Health,East of England SHA,12/05/2010,Training Expenses,Nursing Tuition,UNIVERSITY OF EAST ANGLIA,6320529,58349,595183505
Department of Health,East of England SHA,14/05/2010,Training Expenses,Occupational Therapy (A),LONDON SHA,6320531,183889,654430545
Department of Health,East of England SHA,12/05/2010,Training Expenses,Occupational Therapy (A),UNIVERSITY OF EAST ANGLIA,6320529,149994,595183505
Department of Health,East of England SHA,14/05/2010,Training Expenses,Occupational Therapy (B),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6320636,2961,654910528
Department of Health,East of England SHA,26/05/2010,Training Expenses,Operating Department Practitioners (OPDS),UNIVERSITY CAMPUS SUFFOLK,6404641,14215,919042431
Department of Health,East of England SHA,26/05/2010,Training Expenses,Operating Department Practitioners (OPDS),UNIVERSITY CAMPUS SUFFOLK,6404642,14215,919042431
Department of Health,East of England SHA,12/05/2010,Training Expenses,Operating Department Practitioners (OPDS),UNIVERSITY OF EAST ANGLIA,6320528,19462,595183505
Department of Health,East of England SHA,12/05/2010,Training Expenses,Physio Tuition,UNIVERSITY OF EAST ANGLIA,6320529,95888,595183505
Department of Health,East of England SHA,14/05/2010,Training Expenses,Podiatry Tuition,LONDON SHA,6320533,132833,654430545
Department of Health,East of England SHA,19/05/2010,Training Expenses,Post Registration,UNIVERSITY CAMPUS SUFFOLK,6371146,96944.5,919042431
Department of Health,East of England SHA,19/05/2010,Training Expenses,Post Registration,UNIVERSITY CAMPUS SUFFOLK,6371147,96944.5,919042431
Department of Health,East of England SHA,12/05/2010,Training Expenses,Post Registration,UNIVERSITY OF EAST ANGLIA,6320526,130069.58,595183505
Department of Health,East of England SHA,26/05/2010,Training Expenses,Practice Educators,UNIVERSITY CAMPUS SUFFOLK,6404641,-9314.75,919042431
Department of Health,East of England SHA,26/05/2010,Training Expenses,Practice Educators,UNIVERSITY CAMPUS SUFFOLK,6404642,-9314.75,919042431
Department of Health,East of England SHA,14/05/2010,Training Expenses,Pre-Registration Pharmacy Training Support,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6320636,56849.66,654910528
Department of Health,East of England SHA,14/05/2010,Training Expenses,Pre-Registration Pharmacy Training Support,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6285692,8612,654926995
Department of Health,East of England SHA,14/05/2010,Training Expenses,Pre-Registration Pharmacy Training Support,WEST SUFFOLK HOSPITALS NHS TRUST,6285688,4306,654950806
Department of Health,East of England SHA,24/05/2010,Training Expenses,Pharmacy - Strategic Workforce Investment (SWIFT),UNIVERSITY OF EAST ANGLIA,6379465,220023.5,595183505
Department of Health,East of England SHA,26/05/2010,Training Expenses,Radiography Tuition,UNIVERSITY CAMPUS SUFFOLK,6404641,155307,919042431
Department of Health,East of England SHA,26/05/2010,Training Expenses,Radiography Tuition,UNIVERSITY CAMPUS SUFFOLK,6404642,155307,919042431
Department of Health,East of England SHA,14/05/2010,Training Expenses,Recovery in Mental Health,TRIBAL CONSULTING LTD,6336470,31772,821897601
Department of Health,East of England SHA,04/05/2010,Training Expenses,SAS Continuing Professional Development (Deanery),COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,4416,654921325
Department of Health,East of England SHA,27/05/2010,Training Expenses,Student Grant Unit Bursary,NHS BUSINESS SERVICES AUTHORITY,6423391,3422998,654434729
Department of Health,East of England SHA,12/05/2010,Training Expenses,Speech & Language (A),UNIVERSITY OF EAST ANGLIA,6320529,115230,595183505
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,4414,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,4414,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,BEDFORD HOSPITALS NHS TRUST,6221047,3328,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,21197,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,4414,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,2888,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,9323,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6221048,1320,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6379121,1320,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,3850,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,3713,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,3713,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,5013,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,6023,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,6023,654974002
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,4180,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,4180,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Specialty School Infrastructure,BEDFORD HOSPITALS NHS TRUST,6221047,8918,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Specialty School Infrastructure,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,71360,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Specialty School Infrastructure,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,5084,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,5389,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,26863,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,Specialty School Infrastructure,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6221048,3893,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6379121,3893,654931517
Department of Health,East of England SHA,04/05/2010,Training Expenses,Specialty School Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,6036,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,6036,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Specialty School Infrastructure,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,7003,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Specialty School Infrastructure,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,6036,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Specialty School Infrastructure,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,6036,654974002
Department of Health,East of England SHA,04/05/2010,Training Expenses,Technicians Training Support,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177281,153055.76,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Technicians Training Support,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6203712,32768,654921325
Department of Health,East of England SHA,27/05/2010,Training Expenses,Technicians Training Support,HEALTH PROTECTION AGENCY,6404635,47106,654431444
Department of Health,East of England SHA,27/05/2010,Training Expenses,Technicians Training Support,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6404632,49152,654931321
Department of Health,East of England SHA,14/05/2010,Training Expenses,Technicians Training Support,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6285692,20941.25,654926995
Department of Health,East of England SHA,14/05/2010,Training Expenses,Technicians Training Support,WEST SUFFOLK HOSPITALS NHS TRUST,6285688,22991.82,654950806
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,2050,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,2050,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Trainer Grants,BEDFORD HOSPITALS NHS TRUST,6221047,2733,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Trainer Grants,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,6833,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Trainer Grants,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,3417,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,2050,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,4100,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,2733,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Trainer Grants,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,3417,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,3417,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Trainer Grants,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,3417,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Trainer Grants,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,5467,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Trainer Grants,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,5467,654974002
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,397134,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,397134,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,BEDFORD HOSPITALS NHS TRUST,6154979,44554.44,654912424
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,BEDFORD HOSPITALS NHS TRUST,6221047,290356,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Training Grades,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,2284974,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,386332,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,260055,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,928350,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6221048,103097,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6379121,103097,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,351681,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,313474,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,313474,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Training Grades,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,455602,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Training Grades,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,547849,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Training Grades,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,547849,654974002
Department of Health,East of England SHA,20/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Clinical Placement (CPS),JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6357630,39818,654926212
Department of Health,East of England SHA,27/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Clinical Placement (CPS),NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6394659,86738,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Clinical Placement (CPS),NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6279906,15520,654931517
Department of Health,East of England SHA,27/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Clinical Placement (CPS),NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6394670,15520,654931517
Department of Health,East of England SHA,17/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Clinical Placement (CPS),UNIVERSITY OF EAST ANGLIA,6352697,171757,595183505
Department of Health,East of England SHA,20/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Facilities (FACS),JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6357630,156560.87,654926212
Department of Health,East of England SHA,27/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Facilities (FACS),NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6394659,372743,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Facilities (FACS),NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6279906,55171,654931517
Department of Health,East of England SHA,27/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Facilities (FACS),NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6394670,55171,654931517
Department of Health,East of England SHA,17/05/2010,Training Expenses,UEA Service Increment for Training (SIFT) Facilities (FACS),UNIVERSITY OF EAST ANGLIA,6352697,11748,595183505
Department of Health,East of England SHA,05/05/2010,Training Expenses,University Administration Clinical Placement (CPS),UNIVERSITY OF CAMBRIDGE,6285697,2623,214222124
Department of Health,East of England SHA,05/05/2010,Training Expenses,University Administration Facilities (FACS),UNIVERSITY OF CAMBRIDGE,6285697,28778,214222124
Department of Health,East of England SHA,10/05/2010,Travel & Subsistence,Coaching,PERFORMANCE COACH LTD,6316392,387.75,826890200
