HMRC,HMRC,12/07/2013,Recruitment services,HR,SPECIALIST COMPUTER CTR,5100028863,"£76,074.00",Specialist Computer Centre (SCC) is the main contractor for IT of the 2013 Civil Service Fast Stream intake managed by Civil Service Resourcing for the CS as a whole not just HMRC. The invoice covers monthly support maintenance April in accordance with the terms and conditions of the contract.,B11 2LE
HMRC,HMRC,12/07/2013,Nat Pst Del Ser NVAT,Commercial Directorate,TNT POST UK LTD,5100028886,"£205,939.82",Payment for mail collection and sorting service before final delivery to customers,SL7 1HY
HMRC,HMRC,12/07/2013,Recruitment services,HR,SPECIALIST COMPUTER CTR,5100028916,"£76,074.00",Specialist Computer Centre (SCC) is the main contractor for IT of the 2013 Civil Service Fast Stream intake managed by Civil Service Resourcing for the CS as a whole not just HMRC. The invoice covers monthly support maintenance May in accordance with the terms and conditions of the contract.,B11 2LE
HMRC,HMRC,12/07/2013,Nat Pst Del Ser NVAT,Commercial Directorate,ROYAL MAIL WHOLESALE,5100028934,"£3,762,518.06",Payment for mail sorting and delivery services,EC4Y 0HQ
HMRC,HMRC,12/07/2013,Nat Pst Del Ser NVAT,Commercial Directorate,ROYAL MAIL WHOLESALE,5100028935,"-£38,458.04",Reimbursement for below forecast postal services,EC4Y 0HQ
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£126,155.04",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£126,155.04",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£95,746.00",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£72,276.32",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£64,000.00",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£62,534.17",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£32,852.88",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£20,877.43",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£19,711.73",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£11,298.00",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£8,521.40",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£6,821.92",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£4,500.00",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£3,410.95",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£2,628.23",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£2,628.23",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£1,704.28",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£1,314.12",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,"£1,314.12",IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,£735.90,IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Software Coding,Information Management Services,ASPIRE,5100026587,£170.42,IT Software changes to support day-to-day HMRC business,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£11,941,700.04",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£4,288,631.70",Aspire June 13 invoice charges for S05 Monthly Charges - Standard Workstation Seat,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£2,012,671.57",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,"£1,877,294.38",Aspire June-13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£1,832,779.52",Aspire June 13 invoice charges for S05 Monthly Charges - Managed Office Infrastructure Service,TF3 3BD
HMRC,HMRC,15/07/2013,Telephone Support,Information Management Services,ASPIRE,5100026605,"£1,823,805.48",Aspire June-13 invoice charges to provide video conferencing services at 142 HMRC locations.,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£1,525,262.51",Aspire June 13 Invoice charges for S07.1 -  Laser Printing,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£1,394,919.00",Aspire June 13 invoice charges for Support of Rim services & associated S/W,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£1,209,064.85",Aspire June 13 Invoice Charges for S07.6 - NTC Flatpack,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£1,159,694.10",Aspire June 13 invoice charges for S02.7 National Systems - Normal,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£1,116,423.64",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£1,078,970.62",Aspire June 13 invoice charges for S02.8 National Systems - Simple,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£652,217.63",Aspire June 13 invoice charges for S02.10 NIRS2 (Accenture),TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£641,992.66",Aspire June 13 invoice charges for S02.12 SAP Support Unit,TF3 3BD
HMRC,HMRC,15/07/2013,Data input or prep,Information Management Services,ASPIRE,5100026605,"£641,918.66",Aspire June 13 Invoice charges for S03.2 Scanned Input,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£618,270.37",Aspire June 13 invoice charges for S02.77 National Systems,TF3 3BD
HMRC,HMRC,15/07/2013,Disaster recovery,Information Management Services,ASPIRE,5100026605,"£614,701.45",Aspire June 13 Invoice Charges for S11 Business Continuity and Disaster Recovery Services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£548,106.26",Aspire June 13 invoice charges for S05 June Monthly Charges - Managed desktop Tranche 2 PC's,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£503,552.44",Aspire June 13 invoice Charges for S05 Charge per desktop monthly,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£490,757.83",Aspire June 13 invoice Charges for S02.9 Other Systems,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£449,040.40",Aspire June-13 invoice charges for telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Telephone Support,Information Management Services,ASPIRE,5100026605,"£423,120.78",Aspire June-13 invoice charges for Contact Centre Service,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£398,061.30",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,Database analysis,Information Management Services,ASPIRE,5100026605,"£393,985.09",Aspire June-13 invoice charges for analysis and research service charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£354,000.00",Aspire June 13 invoice charges for S05 Ongoing Consumables toner and maintanence kit charges,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£315,297.80",Aspire June 13 invoice charges for S05 Service Wraps and Projects,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£311,214.77",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£264,095.06",Aspire June 13 invoice charges for S05 Managed Office Infrastructure Service,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£245,108.77",Aspire June 13 invoice charges for S02.11 Electronic Folder - ICLipse App,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£219,083.72",Aspire June 13 invoice charges for S05 Category B building uplift,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£180,724.87",Aspire June 13 invoice charges for S02.14 PPE Websol,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£162,833.52",Aspire June 13 invoice charges for S02.2 CESA,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Install Services,Information Management Services,ASPIRE,5100026605,"£152,557.57",Aspire June 13 Invoice charges for S06 Installation Services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£139,145.54",Aspire June 13 Invoice charges for S05 Category A building uplift,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£134,748.84",Aspire June 13 Invoice charges for S05 Ongoing Printer Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£125,301.64",Aspire June 13 invoice charges for for S02.6 NTC,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£125,109.02",Aspire June 13 Invoice charges for S05 Ongoing Printer Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£124,010.81",Aspire June 13 invoice charges for S05 - DMB Remote and Mobile Bundle,TF3 3BD
HMRC,HMRC,15/07/2013,EDI design,Information Management Services,ASPIRE,5100026605,"£119,219.05",Aspire June 13 Invoice charges for S10.1 - EDI,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£94,213.19",Aspire June 13 invoice charges for S05 Ongoing Printer Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£92,732.59",Aspire June 13 invoice charges for BEA Weblogic - Apr '13,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£92,732.59",Aspire June 13 invoice charges for BEA Weblogic - May '13,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£92,732.59",Aspire June 13 invoice charges for BEA Weblogic - Jun '13,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,"£90,470.58",Aspire June 13 invoice charges for S08 video conferencing services at 142 HMRC locations.,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£79,050.35",Aspire June 13 invoice charges for S02.5 COTAX,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,"£78,312.34",Aspire June 13 invoice charges to provide video conferencing services at 142 HMRC locations.,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£73,713.90",Aspire June 13 Invoice charges for S07.12 - Mailsort,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£65,388.95",Aspire June 13 invoice charges for S05 Ongoing run service charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£64,188.04",Aspire June 13 invoice charges for S05 UKBA Support service,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£62,109.60",Aspire June 13 invoice charges for S05 Ongoing Consumables,TF3 3BD
HMRC,HMRC,15/07/2013,Telephone Support,Information Management Services,ASPIRE,5100026605,"£58,523.53",Aspire June-13 invoice charges for Contact Centre Service,TF3 3BD
HMRC,HMRC,15/07/2013,Telephone Support,Information Management Services,ASPIRE,5100026605,"£55,933.56",Aspire June-13 invoice charges for Contact Centre Service,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£50,378.11",Aspire June 13 invoice charges for Warm Support,TF3 3BD
HMRC,HMRC,15/07/2013,Data input or prep,Information Management Services,ASPIRE,5100026605,"£46,223.83",Aspire June 13 Invoice charges for S03.11 Caseflow scanning service,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£46,118.80",Aspire June 13 invoices charges for S05 Confidential workstation uplift,TF3 3BD
HMRC,HMRC,15/07/2013,Software coding,Information Management Services,ASPIRE,5100026605,"£45,315.36",Aspire June 13 invoice charges for Annual Atos Hosting charges,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£42,707.33",Aspire June 13 invoice charges for S05 File and Print Backup,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£41,115.53",Aspire June 13 invoice charges for S05 Enhanced Network Service,TF3 3BD
HMRC,HMRC,15/07/2013,Cloud & Collab,Information Management Services,ASPIRE,5100026605,"£38,950.36",Aspire June 13 Invoice Charges for S15.1 Sharepoint Collaboration Service,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£38,341.30",Aspire June 13 invoice charges for telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Data storage service,Information Management Services,ASPIRE,5100026605,"£36,610.68",Aspire June 13 Invoice charges for S04 Data Centre Ops,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£34,212.80",Aspire June 13 invoice charges for S05 Blackberry Support,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£33,290.50",Aspire June 13 invoice charges for S05 Enhanced support of Govt Banking Service,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£26,181.60",Aspire June 13 invoice charges for telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£23,161.20",Aspire June 13 invoice charges for Warm Support,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£22,607.76",Aspire June 13 invoice charges for S05 Managed Print Service Monthly Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£18,913.94",Aspire June 13 invoice charges for Managed Print Service Monthly Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£16,384.79",Aspire June 13 invoice charges for S05 Hard Disc Encryption Service,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£13,867.42",Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Disaster recovery,Information Management Services,ASPIRE,5100026605,"£12,762.11",Aspire June 13 Invoice Charges for S11 Business Continuity and Disaster Recovery Services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£11,805.04",Aspire June 13 invoice charges for S05 Managed Print Service Monthly Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£11,420.59",Aspire June 13 invoice charges for S05 3G Provisioning,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£11,046.82",Aspire June 13 invoice charges for S02.47 Nat Systems - Normal (Pass Mods),TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£7,992.10",Aspire June 13 invoice charges for S05 Hard Disc Encryption Service,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£7,660.98",Aspire June 13 invoice charges for S05 Hard Disc Encryption Service,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£6,910.97",Aspire June-13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Data input or prep,Information Management Services,ASPIRE,5100026605,"£5,869.69",Aspire June 13 Invoice Charges for S03.1 Manual Input,TF3 3BD
HMRC,HMRC,15/07/2013,Software Licences,Information Management Services,ASPIRE,5100026605,"£5,778.95",Aspire June 13 invoice charges for Support of Monitoring,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£5,616.76",Aspire June-13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£5,521.04",Aspire June 13 invoice charges for S05 sRAS Provisioning,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£5,369.34",Aspire June 13 invoice charges for S05 Blackberry provisioning,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£4,945.02",Aspire June 13 Invoice Charges for S07.4 - Microfiche production,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£4,927.00",Aspire June 13 invoice charges for S02.3 COP/CODA,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£4,715.24",Aspire June 13 invoice charges for S02.1 BROCS,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£4,400.35",Aspire June 13 invoice charges for S02.49 Other Systems - (Passive Systems),TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£4,199.77",Aspire June-13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£3,995.02",Aspire June 13 invoice charges for S05 Contract Change Notification 776,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,"£3,410.68",Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£3,351.67",Aspire June 13 invoice charges for S07.2 - Impact Printing,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£3,271.20",Aspire June 13 invoice charges for S05 3G Support,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£2,830.76",Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£2,523.56",Aspire June 13 invoice charges for S02.48 Nat Systems - Simple (Pass Sys),TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£2,510.54",Aspire June 13 invoice charges for S02.27 Nat Systems - Normal (Pass Sys),TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£2,191.68",Aspire June 13 invoice charges for S05 Category E Building Uplift,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£2,162.16",Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,"£1,829.47",Aspire June 13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,"£1,824.86",Aspire June 13 invoice charges for S05 Becrypt disc Protection,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,"£1,705.22",Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£1,365.01",Aspire June 13 invoice charges for S02.41 BROCS (Passive Modules),TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,"£1,202.16",Aspire June 13 invoice charges for S02.28 Nat Systems - Simple (Pass Sys),TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,"£1,127.96",Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,"£1,098.55",Aspire June 13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,Bus. Form Printing,Information Management Services,ASPIRE,5100026605,"£1,016.76",Aspire June 13 invoice charges for S07.7 - NTC Giro,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,£965.64,Aspire June 13 invoice for S02.29 Other Systems (Passive Systems),TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,£861.54,Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,£852.73,Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,£841.08,Aspire June 13 invoice charges for S02.43 COP/CODA (Passive Modules),TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,£828.44,Aspire June-13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,£690.37,Aspire June 13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,£670.80,Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,£639.32,Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Desktop Managed Serv,Information Management Services,ASPIRE,5100026605,£590.40,Aspire June 13 invoice charges for S05 Managed Print Service Monthly Charge,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,£511.75,Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,WAN maint or supp,Information Management Services,ASPIRE,5100026605,£319.30,Aspire June 13 invoice charges to provide wide area network and other circuits to HMRC data centres and office locations,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,£222.18,Aspire June 13 invoice charges for S02.46 NTC (Passive Modules),TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,£124.31,Aspire June 13 invoice charges to cover telephony services ,TF3 3BD
HMRC,HMRC,15/07/2013,Conference Calling,Information Management Services,ASPIRE,5100026605,£106.61,Aspire June 13 invoice charges for Call Services,TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,£66.86,Aspire June 13 invoice charges for S02.42 CESA (Passive Modules),TF3 3BD
HMRC,HMRC,15/07/2013,Sys Software Maint,Information Management Services,ASPIRE,5100026605,£59.18,Aspire June 13 invoice charges for S02.45 Other Systems - (Passive Systems),TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,£8.28,Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Network Voice Serv,Information Management Services,ASPIRE,5100026605,£0.36,Aspire June 13 invoice charges to cover telephony services,TF3 3BD
HMRC,HMRC,15/07/2013,Forensic Services,Criminal Investigations,CCL FORENSICS LTD,5100029250,"£102,803.00",Forensic Services,CV37 6NW
HMRC,HMRC,15/07/2013,Debt collection serv,Debt Management & Banking,COMMERCIAL COLLECTION SERVICES,5100029259,"£51,787.94",Debt Collection Services,CR7 6YY
HMRC,HMRC,15/07/2013,Hardware maintenance,Information Management Services,CAPGEMINI UK PLC - PEOPLEPOINT,5100029293,"£900,459.16",Contract payment June-13 for the Customs Handling Inward Export Freight systems including ASN and LUCAS,W1F 0UU
HMRC,HMRC,15/07/2013,Debt collection serv,Debt Management & Banking,DRYDENSFAIRFAX SOLICITORS,5100029301,"£146,530.36",Debt Collection Services,LS2 8BX
HMRC,HMRC,15/07/2013,OHS,HR,ATOS IT SERVICES UK LTD,5100029364,"£43,139.62",Outsourced contract to deliver OH services,WV10 6UH
HMRC,HMRC,15/07/2013,OHS,HR,ATOS IT SERVICES UK LTD,5100029369,"£78,577.11",Outsourced contract to deliver OH services,WV10 6UH
HMRC,HMRC,15/07/2013,OHS,HR,ATOS IT SERVICES UK LTD,5100029369,£284.40,Outsourced contract to deliver OH services,WV10 6UH
HMRC,HMRC,15/07/2013,OHS,HR,ATOS IT SERVICES UK LTD,5100029371,"£43,139.62",Outsourced contract to deliver OH services,WV10 6UH
HMRC,HMRC,15/07/2013,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100029416,"£28,311.36",Payment for generic stock,WF6 1TN
HMRC,HMRC,15/07/2013,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100029421,"£33,093.36",Payment for generic stock,WF6 1TN
HMRC,HMRC,15/07/2013,Dept forms Stock,Information Management Services,WILLIAMS LEA LTD,5100029827,"£33,966.90",Payment for generic stock,WF6 1TN
HMRC,HMRC,15/07/2013,Data output prod,Information Management Services,ASPIRE,5100029832,"£24,957,566.18",Aspire June 13 invoice charges for non P2P cost - mainly Project Lines,TF3 3BD
