Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,02/04/2012,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"4,865,930.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"4,865,930.00",214527877,
NHS,NHS Hertfordshire,02/04/2012,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"5,159,600.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"5,159,600.00",214527877,
NHS,NHS Hertfordshire,13/04/2012,NHS Trust - SLA Block,NHS SLA,BARNET AND CHASE FARM NHST,10091635,0,"5,525,000.00",654971794,
NHS,NHS Hertfordshire,11/04/2012,PCT - HCHS Contract,HCT Block Contract,HERTFORDSHIRE COMMUNITY NHS TRUST,10091236,0,"8,333,000.00",654440289,
NHS,NHS Hertfordshire,10/04/2012,PCT -  SLA Block,Specialised Commissioning,SOUTH EAST ESSEX PCT,10090919,0,"10,451,733.58",654436723,
NHS,NHS Hertfordshire,17/04/2012,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10091923,0,"17,000,000.00",654974002,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10091151,0,"17,423,293.00",654973984,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Much Hadham Hlth Cntre - Haimes,E82021,,"107,676.52",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Rothschild Hse Surg - Wainwright,E82001,,"77,305.78",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Watton Place Clinic - Haslam,E82121,,"54,016.39",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Bridge Cottage Surg - Dansie,E82019,,"53,575.41",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Ashwell Surg - Russell,D81047,,"41,879.82",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Gough P & Partners,E82011,,"34,599.15",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Hedges & Partners,E82072,,"28,688.23",,
NHS,NHS Hertfordshire (PSU),02/04/2012,GP Payments - PPA Drugs,Primary Care,Whitwell Surg - Archer,E82626,,"25,181.94",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,PARK END SURGERY  - MURRAY,E82025,,"76,318.50",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,VILLAGE SURG - STEPHENS,E82037,,"73,280.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"64,679.24",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,LODGE SURG - DAVIES AH,E82014,,"64,349.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,King George Surg - Stevenson,E82086,,"63,237.21",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"62,822.51",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,THE MAPLES - EMMETT,E82063,,"60,914.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,REGAL CHAMBERS SURG - MACHEN,E82075,,"58,580.40",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,Rothschild Hse Surg - Wainwright,E82001,,"51,234.96",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,PARKBURY HSE - SAGE,E82060,,"51,229.52",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"49,464.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,SOUTH ST SURG - JENNS,E82074,,"48,185.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,ASTONIA HSE - THOMAS,E82099,,"47,632.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,MALTINGS SURGERY - SMITH,E82031,,"46,258.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,HEALTH CENTRE - WALLIS,E82005,,"45,800.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,BRIDGE COTTAGE SURG - ABRAHAMS,E82019,,"44,494.46",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"44,135.51",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"43,968.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,REDBOURN MED PRACT - DEXTER,E82095,,"43,510.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"41,678.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,CUFFLEY AND GOFFS OAK MEDICAL CENTRE,E82081,,"41,678.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"41,220.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,CASSIO SURGERY - ROBSON,E82630,,"40,125.83",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,CHURCH ST SURG - ROGERS,E82067,,"39,731.50",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"38,302.40",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,Ashwell Surg - Russell,D81047,,"37,843.46",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"37,476.80",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,PARKFIELD MC - FERRIS,E82027,,"36,869.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,NAP SURGERY - WALLIS,E82129,,"36,584.57",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"36,348.29",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,HALL GROVE SURG - PUGH,E82062,,"36,100.06",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,MANOR ST SURG - PONSONBY,E82094,,"34,488.64",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,Courtenay House Surgery - Greenish,E82053,,"33,256.20",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"32,174.50",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"31,931.92",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"29,663.47",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"29,312.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,CHURCH ST SURG - GIBSON,E82102,,"28,854.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,ST NICHOLAS HC - WILSON,E82039,,"28,819.08",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,VILLAGE SURG - KHAN I,E82107,,"27,394.92",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,POTTERELLS MC - STEWARD,E82058,,"26,288.97",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,WALLACE HSE SURG - CEMBALA,E82024,,"26,273.48",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"25,877.00",,
NHS,NHS Hertfordshire (PSU),03/04/2012,GP Payments - Business Rates,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"25,190.00",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"85,016.37",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,SPRING HOUSE MEDICAL CENTRE,Y02639,,"81,627.19",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,BURVILL HOUSE - RESTELL,E82023,,"70,808.83",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,ABBEY RD SURG - HODGE,E82042,,"65,002.52",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,185 KNIGHTSFIELD - HANAK,E82041,,"61,042.74",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,Pathfinder Practice,Y01165,,"48,982.49",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,Health Inclusion Matters - Meadowell Surgery,Y00243,,"41,931.38",,
NHS,NHS Hertfordshire (PSU),16/04/2012,PMS Payments - Contract,Primary Care,ARCHWAY SURGERY - RAHIM,E82643,,"26,421.54",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,POTTERELLS MC - STEWARD,E82058,,"121,219.03",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HEALTH CENTRE - WALLIS,E82005,,"120,704.00",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Attenborough Surg - Borkett-Jones,E82124,,"116,132.38",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,King George Surg - Stevenson,E82086,,"112,838.57",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Bridge Cottage Surg - Dansie,E82019,,"110,287.30",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,ASTONIA HSE - THOMAS,E82099,,"108,692.88",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"108,428.70",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HALL GROVE SURG - PUGH,E82062,,"106,837.79",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,PARKFIELD MC - FERRIS,E82027,,"103,727.93",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Park End Surgery  - Mccann,E82025,,"102,368.61",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Bedwell Med Surg - Baxani,E82093,,"102,217.65",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,St Nicholas Hc - Saunders,E82039,,"101,706.90",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Maltings Surgery - Godlee,E82031,,"101,463.75",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"99,537.53",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Church St Surg - Penwell,E82067,,"98,633.63",,
NHS,NHS Hertfordshire (PSU),30/04/2012,PMS Payments - Contract,Primary Care,LISTER HOUSE - BROOKS,E82018,,"98,588.09",,
NHS,NHS Hertfordshire (PSU),30/04/2012,PMS Payments - Contract,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"94,627.46",,
NHS,NHS Hertfordshire (PSU),30/04/2012,PMS Payments - Contract,Primary Care,Wallace Hse Surg - Mobley,E82024,,"94,434.86",,
NHS,NHS Hertfordshire (PSU),30/04/2012,PMS Payments - Contract,Primary Care,Keller P & Partners,E82100,,"94,086.55",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"93,237.04",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Kings Langley Surgery - Patel,E82129,,"93,040.19",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"92,354.51",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,PARKBURY HSE - SAGE,E82060,,"90,106.01",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,COLNE HOUSE - ZANE,E82083,,"86,454.31",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Village Surg - Gibbs,E82037,,"84,064.47",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Chells Way Surg - Osindero,E82089,,"84,019.39",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"83,666.11",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,LODGE SURG - DAVIES AH,E82014,,"82,693.02",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,VINE HOUSE HC - SIMMONS,E82046,,"82,248.94",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,EVEREST HSE SURG - TIPPLE,E82051,,"81,576.21",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"80,109.90",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"78,483.34",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Dolphin House Surg - Baverstock,E82092,,"78,146.28",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Cuffley And Goffs Oak Medical Practice - Taylor,E82081,,"78,027.67",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,AMWELL STREET SURG - DAVIES A W,E82061,,"77,575.39",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Manor View Pract - Bintcliffe,E82073,,"77,554.12",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Ashwell Surg - Russell,D81047,,"76,841.47",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"76,358.56",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"75,271.39",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,PARK LANE SURG - CONDON R,E82090,,"74,888.83",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HIGHVIEW MC - ELDER,E82078,,"73,665.44",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Hedges & Partners,E82072,,"73,203.70",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"73,159.11",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,NEVELLS ROAD SURG - CHATFIELD,E82008,,"72,324.11",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,SHEEPCOT MED CNTRE- JACKSON,E82096,,"71,698.90",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Gade Surgery Hinton,E82068,,"70,511.22",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HANSCOMBE HSE SURG - OATES,E82007,,"70,000.45",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Manor St Surg - Walker,E82094,,"69,600.77",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Grange St Surg - Dow,E82059,,"67,521.10",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,WRAFTON HOUSE - CONSTABLE,E82002,,"66,291.39",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"66,080.75",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Church St Surg - Harris,E82102,,"65,865.29",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Milton Hse Surg - Bunker,E82028,,"65,063.87",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,ANNANDALE SURG - RAMSELL N J,E82098,,"62,937.96",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,New Road Surg - Corp,E82106,,"62,545.44",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,THE MAPLES - EMMETT,E82063,,"61,643.56",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,ORFORD LODGE - SLATTERY,E82080,,"60,280.15",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Puckeridge & Standon Surgery - Partington,E82038,,"59,816.91",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,LIMES SURG - HENDERSON,E82006,,"59,475.16",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Roysia Surgery - Polge,E82132,,"59,419.20",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Lattimore Surgery - Khan I,E82107,,"56,347.71",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Garston Med Ctre- Eliad,E82017,,"55,209.87",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"55,070.46",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,CROMWELL MC - MALDE,E82079,,"54,728.30",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Gough P & Partners,E82011,,"54,306.75",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Shephall Surg - Rouse,E82056,,"53,214.01",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,LITTLE BUSHEY SURG - FURBANK,E82657,,"51,994.59",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,CONSULTING ROOMS - HUSSAIN,E82020,,"51,177.98",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,TUDOR SURGERY - LAZZERINI,E82034,,"51,089.51",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Courtenay House Surgery - Greenish,E82053,,"49,563.87",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Much Hadham Hlth Cntre - Haimes,E82021,,"48,927.50",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"47,174.00",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,UPTON ROAD SURG - ZAKANI & JOGARAJAH,E82045,,"45,139.00",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,CHORLEYWOOD HC - JONES,E82064,,"44,960.63",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"42,207.72",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HIGH ST SURG - MISRA K,E82133,,"41,747.11",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,BOXWELL RD SURG - FINN,E82076,,"41,394.67",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Redbourn Med Pract - Baguant,E82095,,"40,656.52",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Castlegate Surg - Pratt,E82109,,"40,600.38",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"39,026.88",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,SOLLERSHOTT SURG - NEVARD,E82104,,"37,550.01",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HOLYWELL SURG - HART,E82658,,"37,305.46",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Watton Place Clinic - Haslam,E82121,,"36,712.51",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,HIGHFIELD SURG - MISHRA,E82640,,"35,135.50",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"34,733.53",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,GROVEHILL MC - HIRJI,E82050,,"33,476.44",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,77 Ware Rd Surg - White,E82057,,"31,022.59",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Hicks Rd Markyate - Sepai,E82663,,"30,368.41",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,ABBOTSWOOD MC - KHAN AM,E82105,,"30,347.08",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,BALDWINS LANE SURG - FLUDE,E82049,,"29,558.70",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,SYMONDS GREEN HC - BHARDWAJ,E82111,,"28,753.26",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,STANHOPE RD SURG - HOSSAIN,E82638,,"28,675.82",,
NHS,NHS Hertfordshire (PSU),30/04/2012,GMS Payments - Contract,Primary Care,Parsonage Surgery - Takhar,E82654,,"26,496.64",,
,,,,,,,,,,
,,,,,,,,"118,413,168.02",,
,,,,,,,,,,
