Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFG5,Mountfield Jnr/Inf           K,11.68
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFG6,Nth Fawdon Primary           K,12.97
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFG7,Our Lady & St Annes          K,17.00
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFG8,St Cuthberts Prim Kenton     K,13.44
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFG9,St John Vianney RC P         K,18.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH1,St Marks RC Primary          K,11.99
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH2,St Pauls C Of E Prim         K,13.70
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH3,Thos Walling Prim            K,12.90
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH4,Wyndham Primary              K,15.87
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH5,Westgate Hill School         K,12.05
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFH6,Archbishop Runcie            K,13.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFHH,Harehills                    K,25.52
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ3,West Denton Primary          K,15.56
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ4,Benton Park Primary          K,13.74
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ5,Christ Church C Of E         K,11.76
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ6,Cragside Primary             K,16.17
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ7,Hotspur Primary              K,16.82
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ8,Ravenswood Primary           K,16.52
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ9,St Albans RC Primary         K,16.83
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK1,St Anthonys Cofe Pri         K,15.47
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK2,St Catherines RC Pri         K,44.55
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK3,St Lawrences RC Prim         K,16.08
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK4,St Oswalds RC Prim           K,14.56
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK6,St Vincents RC Prim          K,16.97
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFK7,Tyne View Primary            K,16.37
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFL2,Chillingham Rd Prim          K,12.17
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFL3,Welbeck Road Primary         K,12.03
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFL5,Wharrier St Primary          K,11.71
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFL6,Byker Primary                K,16.37
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFN7,Gosforth Junior High Sch MealK,20.74
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFP4,St Cuthberts Comp(U)         K,16.26
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFP9,Gosforth High                K,21.49
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFR5,St Marys Tech                K,17.33
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFR6,Benfield Comp                K,26.06
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFS1,Walker Comp (Upper)          K,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFT1,Hadrian Spec.Caterin         K,12.40
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFT2,Trinity Catering             K,12.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFT3,Charles Parsons Cate         K,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFT4,Thomas Bewick Cateri         K,16.00
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ31,Security - Manned Guards     K,49.73
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ71,Security Control Room        K,298.87
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKY2,Allendale Accomodation       K,45.84
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL1B,City Pool                    K,11.60
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL1C,Outer West Pool              K,47.73
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL1D,East End Pool                K,45.99
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL1E,Elswick Pool                 K,26.80
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL1G,GOSFORTH POOL                K,127.95
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL2B,ELDON LEISURE                K,73.73
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL2D,LIGHTFOOT SC                 K,23.08
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL3A,City Hall                    K,264.66
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL60,Parks                        K,119.04
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL6H,Tyne Riverside Country Park  K,25.15
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL6M,Ouseburn Park                K,161.36
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KR8L,CW District Heating          K,78.70
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KSCA,Corporate Charges CXO/Cserv  K,85.87
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EP40,Play Service East            E,85.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG23,Harehills                    M,104.73
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG25,Lewcock House                M,130.79
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG26,Byker Lodge                  M,85.17
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG63,Minories Day Centre          M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MK63,Westerhope Centre            M,77.39
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR07,Shieldfield Centre           M,68.76
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR11,Walker Social Work Office    E,516.76
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR17,Sheriff Leas LAC Office      E,286.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR48,WELFARE RIGHTS WORKERS       M,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MW02,Nature's Landscape           M,26.98
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MW03,Capabilities                 M,47.62
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MX01,Welford Centre               M,25.58
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MX06,In-House Home Care           M,11.53
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V070,T&W Conservation Team        K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V080,CITY CENTRE WORKS            K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V132,Quayside MSCP Running Costs  K,22.47
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V204,Car Parking Infrastructure   K,619.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V206,Shop Mobility                K,58.97
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V610,ABR West Team                K,17.18
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V630,ABR East Team                K,77.36
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1VH26,Housing Services             M,11.91
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1VP22,Community Safety Team        F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CC00,CUSTOMER SERVICE MANAGEMENT  C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CC52,DENTON CSC                   C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CS00,BENEFITS OPERATIONAL COSTS   C,683.23
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DE50,i6- Charlotte Square NEC     K,327.81
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DF28,41 Jesmond Vale (Music Serv) M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DV05,Jesmond Road Offices         F,57.30
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DV06,Great North Road.            F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E313,Y.T. Oakfield                E,46.22
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E32E,Newcastle Springfield Centre E,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E459,Cruddas PK Early Years CentreE,42.93
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E463,Ryehill Community C C P      E,21.23
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E465,Willow Avenue Community C C PE,35.80
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E660,SF-EX In Cities Learning CtrsE,90.24
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E711,Walkergate CC-PREV SF EEC    E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E756,Oakfield Solutions(LSC)      E,2.55
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EEG8,W River Nuns Moor CC         E,84.14
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EEK1,Fenham Childrens Centre      E,20.02
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EEK4,Northern Villages C Centre   E,50.45
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ44,Jesmond Branch Library       M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ54,Walker Branch Library        M,38.36
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ61,West End Branch Library      M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ63,Denton Burn Branch Library   M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ66,Fenham Branch Library        M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ71,Blakelaw Branch Library      M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EM10,Youth Offending Team         E,104.05
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EY10,Youth Management             E,24.57
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1FN01,Lord Mayors Secretariat      F,34.91
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KE15,Waste Disp Byker             K,36.17
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KE18,Walbottle Recycling Centre   K,33.08
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWA,Newington Road East Depot    K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWB,Newington Road West Depot    K,144.07
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ02,Avison St Dep-Securi         K,38.66
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKT4,COUNCIL SUITES               K,73.57
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKX3,GREAT NORTH RD DIRECT COSTS  K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL0A,Central                      K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL0C,Maintenance                  K,25.51
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL2F,Scotswood SC                 K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL3D,Cityhall Catering            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL64,Training Unit - Parks        K,37.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL6C,Leazes Park                  K,32.49
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KS65,Allendale Rd Training Centre K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KTDC,YHN Technical Team           K,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MF02,16+ Team                     E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG96,Saville Place                M,59.98
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MM23,Scrogg Road                  M,139.50
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MM24,Byron House                  M,11.63
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MM25,Summerhill                   M,132.00
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MM30,Beech Grove Road             M,193.73
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR12,Gosforth Social Work Office  M,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR16,Condercum Road               M,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MW01,Palatine Products            M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1VH06,Housing Development          K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CA05,CITY SERVICE CASHIERS        C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CA06,PAYPOINT COMMISSION          C,53.12
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CC25,TELEPHONE EXCHANGE           C,69.02
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CC53,SHIELDS ROAD INTERIM CSC     C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CC57,GOSFORTH LIFT CSC            C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1CT01,TRANSFORMATION MANAGEMENT    C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DE90,Operations Unit Team Costs   K,24.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DQ98,S&M Pendower Hall            F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DR11,1A High Friars               F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT02,Ayton St Workshops           F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT03,Denmark Street Industrial EstF,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT07,Hawick Cres Industrial EstateF,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT10,Riversdales Court Ind Est    F,45.84
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT11,St Michaels Workshops        F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT12,Brunswick Park Ind Est Units F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT14,Walker Riverside Ind Units   F,23.49
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DT15,Chillingham Rd Ind Est       F,68.76
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DY54,Blackfriars                  F,11.55
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DY76,Charlton Bonds               F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1DZW1,Mill Lane Managed For TWEDCO F,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E461,Bridgewater Contribution     E,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,34.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E464,Shieldfield Community C C P  E,36.10
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1E761,SF ICT Broadband ConnectivityE,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EA38,Family Learning              M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EA56,Resources West FE            M,193.29
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EA58,Resources North West FE      M,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EEE9,SSE West Walker Family CentreE,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ07,City Library Decant          M,13.75
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ34,Home Delivery                M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ41,Fawdon Branch Library        M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ62,Cruddas Park Branch Library  M,2.28
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ73,Dinnington Branch Library    M,18.21
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ74,Newbiggin Hall Branch LibraryM,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EJ87,Library PFI Costs            M,57.21
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1EP91,Playcare Out of School Clubs E,13.00
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1FR07,CBM-Lift Soft Procurement    F,11.46
